#SHEET_NAME,忆-第九回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认29,,,,那夜在碧竹坊门口交谈时，我一直猜他是某位隐逸名士，可果真如此吗？,那夜在碧竹坊門口交談時，我一直猜他是某位隱逸名士，可果真如此嗎？,"That night when we spoke at Jade Bamboo Hall's entrance, I kept suspecting he was some reclusive luminary—but was he truly?",碧竹坊の門前で話していた時、てっきり彼のことを隠居した名士だと思っていたが、本当にそうだったのだろうか？,"Той ночью у входа в ""Палату изумрудного бамбука"" я вбил себе в голову, что он на самом деле некий выдающийся писатель - но был ли он им на самом деле?",
,,,,,,,,,,默认30,,,,或许，我被他骗了。,或許，我被他騙了。,Perhaps he deceived me.,もしかすると、騙されたのかもしれない。,"Что, если он обманул меня?",
,,,,,,,,,,默认31,,,,那老先生根本不是什么名满天下的传奇文人，不过是个好酒贪杯、喜欢吹嘘编故事的疯老头罢了……,那老先生根本不是什麼名滿天下的傳奇文人，不過是個好酒貪杯、喜歡吹噓編故事的瘋老頭罷了……,"That ""Old Scholar"" was no legendary coin famed across the realm—just a wine-loving, boastful old madman who spun wild tales...",天下に名を轟かせる伝説の物書きなどではなく、ただの飲んだくれ、でたらめ好きなだけのいかれた老人に過ぎないとしたら……,"Не был он никаким известным всей Поднебесной легендарным литератором. Он просто был безумным пьяницей, который любил рассказывать небылицы...",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Ambience,室内沙沙,,,,,,,,,,,,
,,黄衫姑娘,<Off>,,,,,,,默认32,,鹂儿/19_鹂儿_01,,[请问，您是“卖油郎”公子吗？],[請問，您是“賣油郎”公子嗎？],"""Pardon me, are you the Young Master known as the ""Oil Peddler""?""",「もし、『油売り』のお方でしょうか？」,"""Простите... Вы случайно не 'торговец маслом'?""",
,,,,,,,,,,默认33,,,,忽然，身后传来一道清脆含羞的话音。,忽然，身後傳來一道清脆含羞的話音。,"Suddenly, a clear but timid voice called out from behind me.",突然、背後から恥ずかしそうに問いかける儚げな声が聞こえた。,Внезапно позади меня до меня донёсся робкий голосок.,
,,黄衫姑娘,试探,,,,1,,,,,,,
,,,,,,,,,,默认34,,,,我回头望去，见一位身着黄衫的姑娘正忐忑而立。,我回頭望去，見一位身著黃衫的姑娘正忐忑而立。,"I turned to see a girl in a yellow dress standing there, fidgeting nervously.",振り返ると、黄衫に身を包んだ娘がもじもじとしている。,"Обернувшись, я увидел боязливую девочку, одетую в жёлтое платьице.",
,,,,,,,,,,默认35,,,,她年纪很轻，约莫十五六岁模样。,她年紀很輕，約莫十五六歲模樣。,"She looked quite young, barely fifteen or sixteen.",とても若そうだ。年の頃は十五、六といったところか。,На вид ей было едва пятнадцать или шестнадцать.,
,,黄衫姑娘,急切,,,,,,,默认36,,鹂儿/19_鹂儿_02,,[戌时在碧竹坊门口徘徊的便是“卖油郎”……奴家应该没认错吧？］,[戌時在碧竹坊門口徘徊的便是“賣油郎”……奴家應該沒認錯吧？］,"""The one lingering at Jade Bamboo Hall’s gate during the <ruby=戌时>hour of dog</ruby> must be the ""Oil Peddler""... Surely I’m not mistaken?""",「戌の刻に碧竹坊の門前で徘徊している方が『油売り』……お間違いないでしょうか？」,"""Тот, кто будет стоять у 'Палаты изумрудного бамбука' в стражу <ruby=19:00-21:00>Собаки</ruby> и будет 'торговец маслом'... Это же вы?""",
,,,,,,,,,,默认37,,,,黄衫姑娘见我不答，她脸颊微红，显得有些不好意思。,黃衫姑娘見我不答，她臉頰微紅，顯得有些不好意思。,"The girl in the yellow dress blushed slightly when I didn’t respond, looking somewhat embarrassed.",私が何も答えずにいると、娘は頬を赤らめ、少し気まずそうになった。,"Увидев, что я молчу, девочка смутилась и покраснела.",
,,黄衫姑娘,试探,,,,,,,,,,,
,,方知宥,,,,,,,,默认38,,方知宥/19_方知宥_01,,[你没认错，我就是卖油郎。］,[你沒認錯，我就是賣油郎。］,"""You’re not mistaken—I am the Oil Peddler.""",「ああ、合ってる。私が油売りだ」,"""Да, это я. Я - 'торговец маслом'.""",
,,,,,,,,,,默认39,,,,我怔了怔才反应过来，坦然承认了这个称呼。,我怔了怔才反應過來，坦然承認了這個稱呼。,"After a brief pause, I openly acknowledged the title.",しばし呆然としていたが、ようやくはっと気づき、その呼び名が自分であることを認める。,"Помедлив какое-то время в недоумении, я осознал, что к чему, и отозвался утвердительно на это прозвище.",
,,,,,,,,,,默认40,,,,虽然，我对这姑娘的来历一无所知。,雖然，我對這姑娘的來歷一無所知。,Though I knew nothing of this girl’s origins.,この娘については何も知らない。,"Хоть я и понятия не имел, откуда взялась эта девочка...",
,,,,,,,,,,默认41,,,,但是，“卖油郎”既与那老先生有关，她想必是代他前来寻我的。,但是，“賣油郎”既與那老先生有關，她想必是代他前來尋我的。,"But since ""Oil Peddler"" was tied to that Old Scholar, she must have been sent by him to find me.",しかし「油売り」がご老公に関わる言葉である以上、彼の使いで来たに違いない。,"Но раз уж ""торговец маслом"" был связан с пожилым господином - наверняка это он её послал.",
,,忆鹂儿,通常,,,,,,,默认42,,鹂儿/19_鹂儿_03,,[卖油郎公子，奴家是泠音阁的侍女，名叫鹂儿……此番特来为您送上泠音阁的请柬，是那位老先生托奴家转交的。］,[賣油郎公子，奴家是泠音閣的侍女，名叫鸝兒……此番特來為您送上泠音閣的請柬，是那位老先生托奴家轉交的。］,"""Young Master Oil Peddler, I am Li'er, a maid of <ruby=泠音>Lingyin</ruby> Pavilion... I’ve come to deliver an invitation from the pavilion, entrusted to me by the Old Scholar.""",「油売りのお方、私は泠音閣の侍女、名を<ruby=りじ>鵹児</ruby>と申します……こたびは泠音閣への招待状をご老公より預かり、お持ちいたしました」,"""Юный вельможа 'торговец маслом', ваша покорная слуга - служанка 'Мелодичного павильона', именем Ли'эр... Пожилой господин поручил мне отдать вам приглашение в наш 'зелёный терем'.""",
,,忆鹂儿,微笑,,,,,,,,,,,
,CharacterOff,,,,,,,,,,,,,
,StopAmbience,,,,,,,,,,,,,
,Sprite,忆-泠音阁请柬,,,,,,,,,,,,
,,,,,,,,,,默认43,,,,黄衫姑娘怯生生地说着，同时向我递来请柬。那请柬并非纸质，而是一片玄色檀木，木上镌刻烟云纹路，散发着淡淡清香。,黃衫姑娘怯生生地說著，同時向我遞來請柬。那請柬並非紙質，而是一片玄色檀木，木上鐫刻煙雲紋路，散發著淡淡清香。,The girl in yellow said timidly as she handed me the invitation.,黄衫の娘がおどおどしながら、私に招待状を差し出した。,"Робко сказала девочка в жёлтом платьице, протягивая приглашение мне. Оно оказалось вовсе не бумажным, а из чёрного сандалового дерева, с выгравированными узорами в форме дымки. От него исходил лёгкий аромат.",
,,方知宥,,,,,,,,默认44,,方知宥/19_方知宥_02,,[多谢姑娘。］,[多謝姑娘。］,"""Thank you, miss.""",招待状は紙ではなく、黒い檀木でできていた。それには煙の模様が刻まれ、仄かな香りを放っている。「ありがとう」,"""Спасибо, девушка.""",
,,,,,,,,,,默认45,,,,我拱手道谢，再而接过了请柬。,我拱手道謝，再而接過了請柬。,I clasped my hands in gratitude before accepting the invitation.,私は手を合わせて礼を述べてから、その招待状を受け取った。,"Прежде чем принять его, я сложил руки и поблагодарил её.",
,,,,,,,,,,默认46,,,,当我的指尖触及檀木请柬时，心跳不禁快了几分。,當我的指尖觸及檀木請柬時，心跳不禁快了幾分。,"When my fingertips touched the sandalwood invitation, my heartbeat quickened involuntarily.",檀木の招待状に指が触れた瞬間、思わず心臓が高鳴った。,"Когда пальцы коснулись приглашения из сандалового дерева, сердце невольно забилось быстрее.",
,,,,,,,,,,默认47,,,,这位鹂儿姑娘……真是泠音阁派来的侍女？,這位鸝兒姑娘……真是泠音閣派來的侍女？,This Li'er girl... is she truly a maid sent by <ruby=泠音>Lingyin</ruby> Pavilion?,この鵹児という娘は……本当に泠音閣から遣わされた侍女なのだろうか？,"Эта девочка... она и правда служанка из ""Мелодичного павильона""?",
,,,,,,,,,,默认48,,,,看来那位老先生并未食言，虽未亲至，却仍托人送来了请柬。,看來那位老先生並未食言，雖未親至，卻仍託人送來了請柬。,"It seems the Old Scholar kept his word—though he didn't come personally, he still sent someone to deliver the invitation.",あの老人は約束を守ってくれたようだ。自ら来はしなかったものの、人づてに招待状をよこしてくれた。,"Похоже, что пожилой господин всё же сдержал своё слово. Хоть и не пришёл лично - но послал вместо себя человека с приглашением.",
,SpriteOff,,,,,,0.5,,,,,,,
,,方知宥,,,,,,,,默认49,,方知宥/19_方知宥_03,,[请问那位老先生去了何处？他为何不亲自前来？］,[請問那位老先生去了何處？他為何不親自前來？］,"""May I ask where the Old Scholar went? Why didn't he come himself?""",「ご老公がどこにいるか知っているか？なぜ彼は、自分で来なかった？」,"""А могу ли я поинтересоваться, почему пожилой господин не пришёл сам?""",
,,,,,,,,,,默认50,,,,我向鹂儿询问道。,我向鸝兒詢問道。,I asked Li'er.,鵹児の方を見てそう問う。,Спросил я Ли'эр.,
,,忆鹂儿,通常,,,,,,,默认51,,鹂儿/19_鹂儿_04,,[老先生家中有事，半月前便提前回乡了……公子不必挂心，他已将一切安排妥当。],[老先生家中有事，半月前便提前回鄉了……公子不必掛心，他已將一切安排妥當。],"""The Old Scholar had family matters and returned to his hometown half a month ago... Young Master needn't worry—he's arranged everything properly.""",「ご老公はご家庭の事情により、半月前に故郷へ戻られました……ですがどうかご心配なく、すべて段取りは整っておりますので」,"""Две недели назад пожилому господину пришлось вернутся в родной город по семейным обстоятельствам. Юный вельможа, не волнуйтесь, он всё организовал.""",
,,方知宥,,,,,,,,默认52,,方知宥/19_方知宥_04,,[可我还欠他……],[可我還欠他……],"""But I still owe him...""",「だが彼がいなければ……」,"""Но я ему ещё должен...""",
,,忆鹂儿,微笑,,,,,,,默认53,,鹂儿/19_鹂儿_05,,[不必的。],[不必的。],"""No need.""",「必要ありません」,"""Не должны.""",
,,,,,,,,,,默认54,,,,鹂儿轻轻摇头。,鸝兒輕輕搖頭。,Li'er shook her head gently.,鵹児がふるふると首を振った。,Покачала головой Ли'эр.,
,,方知宥,,,,,,,,默认55,,方知宥/19_方知宥_05,,[不必？］,[不必？］,"""No need?""",「必要ない？」,"""Не должен?""",
,,忆鹂儿,通常,,,,,,,默认56,,鹂儿/19_鹂儿_06,,[嗯，老先生也特地交代——公子欠他的‘故事’，还请自己留着书写，他就不霸占啦。],[嗯，老先生也特地交代——公子欠他的‘故事’，還請自己留著書寫，他不就霸占啦。],"""Indeed, the Old Scholar also specifically said—the ""story"" you owe him should be kept for your own writing. He won't take it.""",「はい。ご老公からの言付けです――伝えられなかった『ネタ』は、己の書にしたためるべし。横取りするつもりはないと」,"""Да, пожилой господин сказал, чтобы юный вельможа использовал эти истории для своей собственной книги. Он не будет на них претендовать.""",
,,忆鹂儿,,,,,,,,默认57,,鹂儿/19_鹂儿_07,,[老先生年事已高，执笔无力，唯愿公子早日将故事写成、传遍江南，若他能在有生之年得见，便是幸事。],[老先生年事已高，執筆無力，唯願公子早日將故事寫成、傳遍江南，若他能在有生之年得見，便是幸事。],"""The Old Scholar is advanced in years and no longer has the strength to write. He only hopes you will finish the story and spread it across Jiangnan. If he could see it in his lifetime, it would be a blessing.""",「ご老公は既にお年です。もはや筆を執る気力もなく、あなたが物語を書き終え、江南にそれを伝えることが唯一の願い。生きてそれを読むことができれば、この上ない幸せだと」,"""Пожилой господин уже в преклонных годах и у него нет больше сил писать. Он лишь надеется, что юный вельможа напишет книгу и прославит её по всем землям к востоку от реки Янцзы - а если сам он ещё успеет застать этот момент при жизни, то будет совсем отлично.""",
,,忆鹂儿,试探,,,,,,,,,,,
,,,,,,,,,,默认58,,,,姑娘缓缓转述老先生的话语，语气温柔。,姑娘緩緩轉述老先生的話語，語氣溫柔。,"The girl relayed the Old Scholar's words slowly, her tone gentle.",娘が優し気な口調で、ゆっくりとご老公の言葉を私に伝えた。,Ласково пересказала она слова пожилого господина.,
,,方知宥,,,,,,,,默认59,,,,[……］,[……］,"""...""",「……」,"""...""",
,,,,,,,,,,默认60,,,,我怔怔立在原地。,我怔怔立在原地。,I stood there in a daze.,呆然とその場に立ち尽くす私。,Я стоял в растерянности.,
,,,,,,,,,,默认61,,,,这位老先生当真豁达，替我办成了事，却分文不取。,這位老先生當真豁達，替我辦成了事，卻分文不取。,This Old Scholar is truly magnanimous—he helped me accomplish my task without asking for a single coin.,なんという器の広さだろうか。私の頼みを受けながらも、何の対価も取らぬとは。,"Пожилой господин поистине человек широкой души. Он помог мне, даже не попросив ничего взамен.",
,,,,,,,,,,默认62,,,,或许他本就不在意这等报酬，毕竟他早已写尽青楼百态，不差我这几段故事。,或許他本就不在意這等報酬，畢竟他早已寫盡青樓百態，不差我這幾段故事。,"Perhaps he never cared about such rewards to begin with—after all, he'd already written exhaustively about pleasure house life, so my few anecdotes hardly mattered.",もしかすると、そもそもそんな報酬など彼にとって必要なかったのかもしれない。何しろ、とうに青楼の万事を書き尽くし、私の僅かな「ネタ」など必要としないのだから。,"Возможно, ему и изначально ничего не было надо. Он и так много писал о ""зелёных теремах"", парочка моих хохм ему были без надобности.",
,,,,,,,,,,默认63,,,,比起自己执笔，他更希望由我来写。,比起自己執筆，他更希望由我來寫。,"Rather than writing it himself, he preferred that I be the one to do it.",自分で書くよりも、私が書くことを望んでくれたのだ。,"Чем писать эти истории самому, он решил передать эту честь мне.",
,,,,,,,,,,默认64,,,,一念及此，忽觉肩头担子重了几分。,一念及此，忽覺肩頭擔子重了幾分。,"At this thought, I suddenly felt the weight on my shoulders grow heavier.",そこまで考えると、自分が背負っているものの重みを感じた。,С этой мыслью на мои плечи будто взвалился груз ответственности.,
,,,,,,,,,,默认65,,,,看来近日真该将写作之事提上日程，才能不辜负他一番心意。,看來近日真該將寫作之事提上日程，才能不辜負他一番心意。,"It seems I really should prioritize my writing these days, lest I fail to live up to his kindness.",近いうちに、ちゃんと書き始める段取りをせねば。彼の好意を無下にはできない。,"Похоже, в ближайшие дни мне определённо нужно будет включить книгписание в свою повестку дня, чтобы не предавать доброту пожилого господина.",
,,忆鹂儿,微笑,,,,,,,默认66,,鹂儿/19_鹂儿_08,,[好啦，该传达的话，奴家都已带到……不知公子可否告知奴家，您何时方便来泠音阁？],[好啦，該傳達的話，奴家都已帶到……不知公子可否告知奴家，您何時方便來泠音閣？],"""Well then, I've delivered all the messages... Might I inquire when the Young Master would be available to visit <ruby=泠音>Lingyin</ruby> Pavilion?""",「さて、お伝えすべきことは全てお伝えしました……いつ頃泠音閣に起こしになるか、お教えいただけますでしょうか？」,"""Ну, больше вестей для Вас нет... Могу ли я поинтересоваться, когда юный вельможа планирует посетить 'Мелодичный павильон'?""",
,,,,,,,,,,默认67,,,,鹂儿嫣然一笑，礼貌地询问道。,鸝兒嫣然一笑，禮貌地詢問道。,Li'er smiled charmingly and inquired politely.,鵹児がにっこりと笑い、恭しく私に問う。,"Очаровательно улыбнувшись, учтиво спросила меня Ли'эр.",
,,方知宥,,,,,,,,默认68,,方知宥/19_方知宥_06,,[我近来闲散，但凭你们安排便是。],[我近來閒散，但憑你們安排便是。],"""I've been quite free lately, so just arrange it as you see fit.""",「最近は暇を持て余しているし、任せるよ」,"""Ну, в последнее время я совершенно свободен... Так что можете принять меня так, как вам будет удобнее.""",
,,,,,,,,,,默认69,,,,我优雅从容地回应。,我優雅從容地回應。,I responded with graceful composure.,私は優雅に彼女に答えた。,Непринуждённо ответил я.,
,,忆鹂儿,通常,,,,,,,默认70,,鹂儿/19_鹂儿_09,,[怜烟小姐迎客之时在酉时，不如就定明日酉时？］,[憐煙小姐迎客之時在酉時，不如就定明日酉時？］,"""Miss Lianyan receives guests during the hour of rooster. Shall we schedule it for tomorrow at that time?""",「憐煙さまは酉の刻にお客様をお迎えいたします。明日の酉の刻ではいかがでしょう？」,"""Госпожа Ляньянь принимает гостей в стражу <ruby=17:00-19:00>Петуха</ruby>. Вам удобно завтра в это время?""",
,,忆鹂儿,微笑,,,,,,,,,,,
,,方知宥,,,,,,,,默认71,,方知宥/19_方知宥_07,,[好，一言为定……等等！你说我明日要见的是怜烟小姐？],[好，一言為定……等等！你說我明日要見的是憐煙小姐？],"""Alright, it's settled... Wait! Did you say I'm meeting Miss Lianyan tomorrow?""",「わかった、そうしよう……って、明日憐煙さまに会えるってことか？」,"""Да, удобно... Погоди, ты сказала, я завтра встречусь с госпожой Ляньянь?""",
