#SHEET_NAME,忆-第十四回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,忆鹂儿,急切,,,,,,,默认41,,鹂儿/30_鹂儿_01,,[方公子，真不巧……怜烟小姐近日染了风寒，不便见客。］,[方公子，真不巧……憐煙小姐近日染了風寒，不便見客。］,"""Young Master Fang, what unfortunate timing... Lady Lianyan has recently caught a chill and cannot receive guests.""",「方さま、間が悪いことに……憐煙さまは風邪をこじらせてしまい、お会いできないのです」,"""Юный вельможа, увы, Вы не вовремя... Госпожа Ляньянь простудилась и не принимает гостей."""
,,,,,,,,,,默认42,,,,在泠音阁一层的小间内，鹂儿接见了我，轻声告知了我这不尽人意的消息。,在泠音閣一層的小間內，鸝兒接見了我，輕聲告知了我這不盡人意的消息。,"In a small room on <ruby=泠音>Lingyin</ruby> Pavilion's first floor, Li'er received me and quietly delivered this disappointing news.",泠音閣のとある小間で、鵹児が私を迎え、そっと残念な知らせを告げた。,"Приняв меня в маленькой комнатке на первом этаже павильона, Ли'эр сообщила мне разочаровывающую новость."
,,方知宥,,,,,,,,默认43,,方知宥/30_方知宥_04,,[又是风寒……她可还好？］,[又是風寒……她可還好？］,"""Another chill... Is she alright?""",「また風邪か……容体は大丈夫なのか？」,"""Опять простудилась... Она в порядке?"""
,,忆鹂儿,无奈,,,,,,,默认44,,鹂儿/30_鹂儿_02,,[嗯……小姐只是偶有咳嗽，身子易乏……但应当病得不算严重，不让见客是怕传染给客人……］,[嗯……小姐只是偶有咳嗽，身子易乏……但應當病得不算嚴重，不讓見客是怕傳染給客人……］,"""Well... The lady only has occasional coughs and tires easily... But it shouldn't be serious. She's avoiding visitors to prevent spreading it to guests...""",「はい……たまに咳き込むくらいですが、体を壊しやすく……しかしそこまで重くはありません。お客様に移さないようお会いにならないのです……」,"""Ага... Госпожа лишь изредка кашляет и быстро устаёт... Ничего серьёзного. Она не принимает гостей, чтобы не заражать их..."""
,,方知宥,,,,,,,,默认45,,方知宥/30_方知宥_05,,[那……好吧……请她好生休养，早日康复，我一旬后再来！],[那……好吧……請她好生休養，早日康復，我一旬後再來！],"""Then... very well... Please have her rest properly and recover soon. I'll return in ten days!""",「そうか……わかった……きちんと休んで、早く治すように伝えておいてくれ。十日後にまた来よう」,"""О... ну ладно... Пожалуйста, передай ей, чтобы поправлялась. Я вернусь через десять дней!"""
,,,,,,,,,,默认46,,,,我本想脱口而出自己不怕染病，还是能见到雁儿姐更为重要。,我本想脫口而出自己不怕染病，還是能見到雁兒姐更為重要。,I was about to blurt out that I wasn't afraid of catching the disease—that seeing <ruby=Swan Goose>Sister Yan</ruby> mattered more.,「病が移ることなど怖くない、雁姉に会うことの方が大事だ」と喉まで出かかった。,"Я чуть было не выпалил, что вовсе не боюсь заразиться, и увидеться с сестричкой Лебёдушкой для меня куда важнее."
,,,,,,,,,,默认47,,,,可转念一想，这等说辞未免有些急切，容易惹人生疑，恐怕会暴露我们正在谋划的“出逃之事”。,可轉念一想，這等說辭未免有些急切，容易惹人生疑，恐怕會暴露我們正在謀劃的“出逃之事”。,"On second thought, such an explanation seems a bit too eager and could easily arouse suspicion, possibly revealing our ongoing plans for ""escape"".",しかし気が変わった。言ってしまえば何かを焦っているように見られ、疑われてしまう。そうなれば私たちの「逃亡計画」もばれてしまうかもしれない。,"Но, подумав, я понял, что это прозвучало бы слишком настойчиво, что могло вызвать подозрения и поставить под угрозу наш побег."
,,,,,,,,,,默认48,,,,因此，在与鹂儿又交谈了几句后，我便告辞离去了。,因此，在與鸝兒又交談了幾句後，我便告辭離去了。,"So, after exchanging a few more words with Li'er, I took my leave.",そのため、鵹児と一言二言交わすと、私はさっさと帰ることにした。,"Так что, поговорив чуть-чуть с Ли'эр, я ушёл восвояси."
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认49,,,,……,……,...,……,...
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认50,,,,一旬后，我再度踏入了泠音阁。,一旬後，我再度踏入了泠音閣。,"Ten days later, I stepped into <ruby=泠音>Lingyin</ruby> Pavilion again.",十日後。私は再び泠音閣へとやってきた。,"Через десять дней я снова пришёл в ""Мелодичный павильон""."
,,,,,,,,,,默认51,,,,此番我不但没有见到雁儿姐，甚至连鹂儿也没见到。,此番我不但沒有見到雁兒姐，甚至連鸝兒也沒見到。,"This time, I neither saw Sister Yan nor even Li'er.",だが今回は雁姉どころか、鵹児にすら会うことができなかった。,Но в этот раз меня не встретила даже Ли'эр.
,,,,,,,,,,默认52,,,,我在小间等候片刻后，景姨推门而入，来见了我。,我在小間等候片刻後，景姨推門而入，來見了我。,"After waiting briefly in the small room, Aunt Jing entered to meet me.",小間でしばらく待っていると、景ばあが扉を開けて私との面会に来た。,"Когда я прождал какое-то время в комнатке, ко мне пожаловала тётушка Цзин."
,,忆景姨,,,,,,,,默认53,,景姨/30_景姨_01,,[公子，怜烟久病未愈，仍然不能见客。］,[公子，憐煙久病未愈，仍然不能見客。］,"""Young Master, Lianyan has been ill for a long time and still cannot receive visitors.""",「旦那さん、憐煙は病が癒えておらず、まだお会いできないのよ」,"""Юный вельможа, Ляньянь уже долго болеет и не принимает гостей."""
,,,,,,,,,,默认54,,,,景姨微笑着，却用有些慵懒的语气对我说道。,景姨微笑著，卻用有些慵懶的語氣對我說道。,Aunt Jing smiled at me but spoke in a somewhat languid tone.,景ばあは笑顔こそ見せているものの、少々面倒くさそうにそう言った。,"Она улыбалась, но обратилась ко мне несколько вялым тоном."
,,方知宥,,,,,,,,默认55,,方知宥/30_方知宥_06,,[上次来时她便病着，她……至今还未好吗？],[上次來時她便病著，她……至今還未好嗎？],"""She was already ill when I last visited... Has she not recovered yet?""",「この前来た時も病床に伏せていたが……まだ良くなってないのか？」,"""Она болела в прошлый раз, когда я приходил... И всё ещё не выздоровела?"""
,,忆景姨,无奈,,,,,,,默认56,,景姨/30_景姨_02,,[是啊，至今都未痊愈。],[是啊，至今都未痊癒。],"""Indeed, she still hasn't recovered.""",「ええ、相変わらず元気とはいかないわね」,"""Да, всё ещё не выздоровела."""
,,方知宥,,,,,,,,默认57,,方知宥/30_方知宥_07,,[请问究竟是什么病？怎会拖这么久……当真是风寒？］,[請問究竟是什麼病？怎會拖這麼久……當真是風寒？］,"""may I ask what exactly is her illness? How could it last this long... Is it truly just a cold?""",「いったいどんな病なんだ？これほど長引くとは……本当にただの風邪なのか？」,"""Могу ли я узнать, чем она болеет? Чтобы так долго... Это точно просто простуда?"""
,,忆景姨,,,,,,,,默认58,,景姨/30_景姨_03,,[这我就不清楚了。］,[這我就不清楚了。］,"""That I do not know.""",「それはあたしにもなんとも」,"""Этого я сама не знаю."""
,,方知宥,,,,,,,,默认59,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认60,,,,她答得有些敷衍。,她答得有些敷衍。,Her answer was somewhat perfunctory.,彼女の回答はどうも曖昧だった。,Отвечала она мне как-то наспех.
,,,,,,,,,,默认61,,,,我看得出来。,我看得出來。,I could tell.,そこで察する。,Я сразу это понял.
,,,,,,,,,,默认62,,,,她虽然是笑脸迎人，看起来知无不言。,她雖然是笑臉迎人，看起來知無不言。,Though she greeted me with a smile and seemed willing to share everything.,彼女は笑顔で客も迎えるし、何でも話してくれるような親しさを感じる。,Она хоть и встретила меня с улыбкой и казалась готовой ответить на все мои вопросы -
,,,,,,,,,,默认63,,,,但实则关于雁儿姐的消息，她一字都未透露，也一字都不想透露。,但實則關於雁兒姐的消息，她一字都未透露，也一字都不想透露。,"But in reality, she revealed nothing—not a single word—about <ruby=Swan Goose>Sister Yan</ruby>.",しかし実のところ雁姉に関することは、一言たりとも漏らさなかったし、また漏らそうともしなかった。,Но на деле она о сестричке Лебёдушке ничего дельного мне так и не рассказала.
,,忆景姨,通常,,,,,,,默认64,,景姨/30_景姨_04,,[唉，方公子，你每回来阁里，都只找怜烟……今日不如见见别的姑娘？］,[唉，方公子，你每回來閣裡，都只找憐煙……今日不如見見別的姑娘？］,"""Ah, Young Master Fang, every time you visit the pavilion, you only seek Lianyan... Why not meet another lady today?""",「ところで方さま、いつも店に来るたびに憐煙ばかり呼んでるけど……今日は別の子と会ってみたら？」,"""А, юный вельможа Фан, всякий раз, когда вы приходите в павильон, Вы неизменно заказываете Ляньянь... Быть может, сегодня повидаетесь с другой девицей?"""
,,,,,,,,,,默认65,,,,景姨见我面色严肃，便主动提议。,景姨見我臉色嚴肅，便主動提議。,"Noticing my stern expression, Aunt Jing took the initiative to suggest.",私の表情が険しくなったのを見て、景ばあの方からそう提案してきた。,"Заметив моё посуровевшее лицо, предложила мне тётушка Цзин."
,,方知宥,,,,,,,,默认66,,方知宥/30_方知宥_08,,[不必了，怜烟小姐既然不在，那我便先告辞了……等过几日再来。],[不必了，憐煙小姐既然不在，那我便先告辭了……等過幾日再來。],"""No need. Since Lady Lianyan is absent, I shall take my leave... I’ll return in a few days.""",「遠慮しておく。憐煙さんがいないなら、これで失礼……また数日したら来るよ」,"""Не хочу. Раз госпожи Ляньянь нет, тогда я пойду... Вернусь через пару дней."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认67,,,,我摇了摇头，起身便走，未再多言。,我搖了搖頭，起身便走，未再多言。,"I shook my head, rose, and departed without another word.",私は首を振ると、それ以上何も言わず席を立った。,"Я покачал головой, поднялся и ушёл, не сказав больше ни слова."
,,,,,,,,,,默认68,,,,这个婆子，不知为何，总是感觉她在暗中作祟，没那么希望我与雁儿姐在一起。,這個婆子，不知為何，總是感覺她在暗中作祟，沒那麼希望我與雁兒姐在一起。,"For some reason, I always felt this old woman was scheming in the shadows, unwilling to see me with <ruby=Swan Goose>Sister Yan</ruby>.",なぜだか知らないが、景ばあが何かを企んでいる気がしてならない。私と雁姉が一緒になることをあまり望んでいないようだ。,"По какой-то причине мне всегда казалось, что она плетёт интриги за моей спиной и не сильно желает, чтобы мы с сестричкой Лебёдушкой были вместе."
,,,,,,,,,,默认69,,,,那也无需和她多言。,那也無需和她多言。,Then there’s no need to engage her further.,ならば彼女に話すことは何もない。,Так что нет нужды лишний раз с ней разглагольствовать.
