#SHEET_NAME,番外
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认17,,,,我语气平静，每个字却都带着沉甸甸的分量。,我語氣平靜，每個字卻都帶著沉甸甸的分量。,"My tone was calm, yet each word carried an unshakable weight.",淡々とそう答えるが、一言一言に重みがこもっていた。,"Мой тон был спокойным, но каждое слово было наполнено увесистым смыслом.",
,BgEvent,良穗同船3,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认18,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认19,,,,满穗听我说完后，没有立刻开口。,滿穗聽我說了後，沒有立刻開口。,"After hearing my words, Man Sui did not speak at once.",俺の答えを聞いた穂は、すぐには何も言わなかった。,"Услышав мои слова, Маньсуй не стала отвечать сразу.",
,,,,,,,,,,默认20,,,,她只是静静地望向窗外，沉默了片刻，方才开口——,她只是靜靜地望向了窗外，沉默了片刻，方才開口——,"She merely gazed quietly out the window, pausing in silence before finally speaking—",静かに窓の外を眺める彼女。少しして、ようやく沈黙を破った――,"Тихо посмотрев в окно, она какое-то время помолчала, а потом заговорила:",
,,满穗,,,,,,,,默认21,,满穗/番外_满穗_002,,[我也一直记得和良爷的约定……这九年来，从未忘记。],[我也一直記得和良爺的約定……這九年來，從未忘記。],"""I've always remembered my promise to Master Liang... Never forgotten it these nine years.""",「私も良様との約束はずっと覚えてる……この九年、忘れたことはない」,"""Я тоже помню про наш с тобой договор, господин Лян... За эти девять лет я ни секунды не забывала о нём.""",
,BgEvent,良穗同船4,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认22,,满穗/番外_满穗_003,,[大概也是因为这个约定，这些年来，我再没有像当年那样，动过轻生的念头。],[大概也是因為這個約定，這些年來，我再沒有像當年那樣，動過輕生的念頭。],"""Perhaps because of that promise, I've never again contemplated ending my life as I did in those days.""",「その約束があったからこそ、この数年……あの頃のように死に急ぐことがなくなった」,"""Наверно, то, что за эти годы у меня ни разу не было мыслей о самоубийстве, как тогда - это тоже благодаря нашему договору.""",
,,良,<Off>,,,,,,,默认23,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认24,,,,我静静听着。,我靜靜聽著。,I listened in silence.,黙って彼女の言うことに耳を傾ける。,Я молча слушал её.,
,,,,,,,,,,默认25,,,,其实，我有些好奇这九年来她具体都去了哪些地方、做了些什么。,其實，我有些好奇這九年來她具體都去了哪些地方、做了些什麼。,"In truth, I was curious about where exactly she had gone and what she had done during those nine years.",この九年、こいつがどこへ行き、何をしていたのか興味があった。,"На самом деле, мне самому было любопытно, где именно она успела побывать и чем занималась все эти девять лет.",
,,满穗,,,,,,,,默认26,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认27,,,,她仿佛猜到了我的想法，直接开了口——,她彷彿猜到了我的想法，直接開了口——,She seemed to read my thoughts and spoke abruptly—,俺が考えていることがわかったのか、彼女が話し出す――,"Она как будто поняла, о чём я думаю, и приступила к рассказу:",
,BgEvent,良穗同船5,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认28,,满穗/番外_满穗_004,,[最初我们分开了后，我在洛阳做过一年帮厨，后来攒了点小钱，便自己摆摊，挑些太平地方，做些小买卖。],[最初我們分開了後，我在洛陽做過一年幫廚，後來存了點小錢，便自己擺攤，挑些太平地方，做些小買賣。],"""After we first parted, I worked as a kitchen hand in Luoyang for a year. Later, having saved some silver, I set up my own stall, plying my trade in safer regions.""",「別れた後、私は洛陽で一年料理の下働きをした。そこで少しお金を貯めて、平和な場所で自分の屋台を出して商売を始めた」,"""После того, как мы с тобой расстались, я сначала год в Лояне работала помощницей повара, а потом, скопив немного денег, открыла собственный лоток с товарами, выбирала места поспокойнее и занималась там мелкой торговлей.""",
,,满穗,,,,,,,,默认29,,满穗/番外_满穗_005,,[六年前，大概是我十七岁那年，中原变得不太安定，许多人都不敢行商了，闲置的船只也多了起来。],[六年前，大概是我十七歲那年，中原變得不太安定，許多人都不敢行商了，閒置的船隻也多了起來。],"""Six years ago, when I was about seventeen, the Central Plains grew unstable. Many merchants ceased operations, leaving boats to idle in harbors.""",「六年前……十七歳頃だったかな。中原の情勢が不穏になってくると、多くの人が商売を怖がるようになって、放置される船も増えてきた」,"""Шесть лет назад, когда мне было где-то семнадцать, на Центральной равнине стало неспокойно, многие боялись заниматься торговлей, и много судов простаивало.""",
,,满穗,,,,,,,,默认30,,满穗/番外_满穗_006,,[我趁着船价低的时候收了两艘旧船，又雇了些船工，开始跑水上生意。],[我趁著船價低的時候收了兩艘舊船，又雇了些船工，開始跑水上生意。],"""I seized the opportunity when boat prices were low to purchase two old vessels, hired some boatmen, and began operating a waterborne trade.""",「私は船が安くなった頃合いで中古船を二艘買い、船員も雇って水上で商売を始めることにしたの」,"""Пользуясь тем, что цены на суда стали низкими, я купила две старые лодки, наняла нескольких лодочников и начала заниматься торговлей на воде.""",
,,良,<Off>,,,,,,,默认31,,良/番外_良_06,,[现在划船的这位，是你手下的人？],[現在划船的這位，是你手下的人？],"""Is the one rowing the boat one of your men?""",「今船を漕いでいるのも、おまえの部下なのか？」,"""А тот, который сейчас нашу лодку ведёт - тоже один из твоих подчинённых?""",
,,满穗,,,,,,,,默认32,,满穗/番外_满穗_007,,[不，他不是……他是我手下的人介绍的朋友……我生意不算大，手下的人都在忙着跑商。],[不，他不是……他是我手下的人介紹的朋友……我生意不算大，手下的人都在忙著跑商。],"""No, he isn't... He's a friend recommended by one of my subordinates... My business is modest, and my men are all occupied with trade routes at present.""",「ううん、彼は違う……私の部下が紹介してくれた友人よ……うちの商売は大した規模じゃないから、その時の部下はみんな行商に出払ってた」,"""Нет, он не из них... Он - друг одного из моих подчинённых... Предприятие у меня не очень большое, и все мои подчинённые сейчас в работе.""",
,,良,<Off>,,,,,,,默认33,,良/番外_良_07,,[你这身打扮，倒像富家千金，瞧着可不像生意不大……一看便是做大生意的。],[你這身打扮，倒像富家千金，瞧著可不像生意不大……一看便是做大生意的。],"""Your attire resembles that of a wealthy young lady—hardly fitting for someone with a small business... Clearly, you're engaged in grand ventures.""",「だがその身なり、まるで豪商のようだぞ。とても小規模には見えない……相当でかい商売をやっているように見える」,"""Но наряд-то на тебе сейчас как у богатой госпожи, на вид совсем не похоже, что у тебя небольшое предприятие... Напротив, ты выглядишь как весьма состоятельная купчиха.""",
,,,,,,,,,,默认34,,,,我淡笑着调侃道。,我淡笑著調侃道。,"I remarked with a faint, teasing smile.",笑ってからかうようにそう言った。,С улыбкой поддел я её.,
,BgEvent,良穗同船2,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认35,,满穗/番外_满穗_008,,[呵……这身是我最好的一件了，只在最重要的场合才穿。],[呵……這身是我最好的一件了，只在最重要的場合才穿。],"""Heh... This is my finest outfit, worn only for the most important occasions.""",「ふふ……この服はいちばんのお気に入り。大事な時にしか着ないの」,"""Хех... Просто это мой самый лучший наряд - я его надеваю лишь для самых важных случаев.""",
,,,,,,,,,,默认36,,,,满穗用指尖轻轻拂过衣袖，唇角微弯。,滿穗用指尖輕輕拂過衣袖，唇角微彎。,"Man Sui ran her fingertips lightly over her sleeve, the corner of her lips lifting slightly.",指で袖をそっとなぞると、穂が僅かに口元をほころばせた。,Маньсуй с лёгкой улыбкой тихонько провела кончиками пальцев по рукаву своей одежды.,
,,,,,,,,,,默认37,,,,最重要的场合……,最重要的場合……,The most solemn occasion...,大事な時……,Для самых важных случаев...,
,,,,,,,,,,默认38,,,,她竟如此看重这次重逢。,她竟如此看重這次重逢。,She cherished this reunion beyond measure.,この再会を、これほど大切にしていてくれてたとはな。,"Она, оказывается, очень серьёзно отнеслась к нашей встрече.",
,,,,,,,,,,默认39,,,,不过，与有着血海深仇、却又定下约定的人相见……本身也确实……非同寻常。,不過，與有著血海深仇、卻又定下約定的人相見……本身也確實……非比尋常。,Yet to meet one bound by both blood feud and sacred vow... was truly... extraordinary.,それにしても……肉親の仇でありながら、約束を交わした者と再会か……確かに……普通のことではないな。,"С другой, встреча с человеком, с которым у тебя непримиримая кровная вражда, но с которым ты при этом заключил договор... сама по себе действительно... нечто особенное.",
,,良,<Off>,,,,,,,默认40,,良/番外_良_08,,[咳……你、还带了别的衣服？],[咳……你、還帶了別的衣服？],"""Ahem... Did you bring spare garments?""",「こほん……ところで、他の服は持ってきてるのか？」,"""Кхм... А другую одежду ты с собой брала?""",
,,,,,,,,,,默认41,,,,我听了她的话后略微有些尴尬，于是便生硬地一转话题。,我聽了她的話後略微有些尷尬，於是便生硬地一轉話題。,"Her words left me flustered, so I clumsily shifted the topic.",彼女の話を聞いて少し気まずい思いになり、少々わざとらしいが話題を変えることにした。,"Испытав от её слов некоторое смущение, я попытался неуклюже сменить тему.",
,BgEvent,良穗同船4,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认42,,满穗/番外_满穗_009,,[别的衣服？哦，在旁边那个箱子里。],[別的衣服？哦，在旁邊那個箱子裡。],"""Spare clothes? Ah, in that trunk yonder.""",「他の服？ああ、それならそこの箱に」,"""Другую одежду? А, ну да, она в том сундуке.""",
,,,,,,,,,,默认43,,,,她侧眼瞟了一眼舱角放着的衣箱，用眼神向我示意。,她側眼瞟了一眼艙角放著的衣箱，用眼神向我示意。,"She cast a sidelong glance toward the clothing chest in the corner, indicating with her gaze.",彼女が船室の角に置いてある箪笥に目をやり、俺に目配せした。,"Кивнула она мне, бросив косой взгляд на сундук для одежды, стоящий в углу каюты.",
,BgEvent,良穗同船5,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认44,,满穗/番外_满穗_010,,[怎么？良爷现在就想看我换？],[怎麼？良爺現在就想看我換？],"""What? Does Master Liang wish to witness my changing now?""",「どうしたの？私の着替えを見たいの？」,"""А что такое? Хочешь посмотреть, как я переодеваюсь, господин Лян?""",
,,,,,,,,,,默认45,,,,满穗抬起眼眸，笑盈盈地对我问道。,滿穗抬起眼眸，笑盈盈地對我問道。,"Man Sui lifted her gaze, querying me with dancing eyes and a coy smile.",穂が上目遣いで笑いながら俺にそう訊いた。,"Подняв глаза, с задорной улыбкой спросила меня Маньсуй.",
,,良,<Off>,,,,,,,默认46,,良/番外_良_09,,[不……],[不……],"""No...""",「いや……」,"""Да нет...""",
,,满穗,,,,,,,,默认47,,满穗/番外_满穗_011,,[不想？],[不想？],"""Don't want to?""",「見たくないの？」,"""То есть, не хочешь?""",
,,良,<Off>,,,,,,,默认48,,良/番外_良_10,,[也不是……只是这样于礼不合……你趁我睡着时换一身吧，我想看的。],[也不是……只是這樣於禮不合……你趁我睡著時換一身吧，我想看的。],"""It's not that... It's just improper... You should change while I'm asleep - that's what I'd prefer.""",「そういうわけじゃなくて……どうも場にそぐわない……寝てる間に着替えておいてくれ。見たいから」,"""Да не в этом дело... Просто это как-то неподобающе... Лучше переоденься, пока я буду спать - мне будет интересно взглянуть на другой твой наряд.""",
,,,,,,,,,,默认49,,,,我躲避着她目光的追赶，侧眼看向窗外。,我躲避著她目光的追趕，側眼看向窗外說著。,I avoided her searching gaze and spoke while looking out the window.,彼女の視線を避け、窓の外を見てそう言った。,"Сказал я, уклоняясь от её пристального взгляда и отводя глаза к окну.",
,,良,<Off>,,,,,,,默认50,,,,[……],[……],"""...""",「……」,"""...""",
,BgEvent,良穗同船1,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认51,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认52,,,,短暂的沉默在船舱里弥漫开来。,短暫的沉默在船艙裡瀰漫開來。,A brief silence filled the cabin.,船室にしばしの沈黙が訪れた。,В каюте на какое-то время воцарилась тишина.,
,,,,,,,,,,默认53,,,,河风带着水汽穿过窗棂，带来丝丝凉意。,河風帶著水氣穿過窗櫺，帶來絲絲涼意。,"The river wind carried dampness through the window lattice, bringing a faint chill.",湿気を含んだ川風が窓から吹き込み、少し肌寒い。,"Влажный речной ветер проникал сквозь оконный переплёт, неся с собой лёгкую прохладу.",
,,,,,,,,,,默认54,,,,屋外的天色越来越黑，渐渐看不清河道和河岸的边界了。,屋外的天色越來越黑，漸漸看不清河道和河岸的邊界了。,"Outside, the sky darkened until the boundary between river and shore disappeared from view.",外がだんだん暗くなり、川と岸の教会が次第にわからなくなっていった。,"Небо за окном становилось всё темнее, граница между водами реки и берегом постепенно размывалась.",
,,良,<Off>,,,,,,,默认55,,良/番外_良_11,,[时辰不早了吧？我们怎么不靠岸去找客栈？],[時辰不早了吧？我們怎麼不靠岸去找客棧？],"""Isn't it getting late? Shouldn't we dock and find an inn?""",「そろそろ夜だろ？船を降りて宿探ししないのか？」,"""Время уже довольно позднее, не? Почему бы нам не причалить и не поискать трактир для ночлега?""",
,,,,,,,,,,默认56,,,,我好奇地问道。,我好奇地問道。,"I asked, curious.",気になり彼女にそう訊いた。,Поинтересовался я.,
,BgEvent,良穗同船3,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认57,,满穗/番外_满穗_012,,[附近的几座城镇都不太安全，各处都有闯军流窜。},[附近的幾座城鎮都不太安全，各處都有闖軍流竄。},"""None of the nearby towns are safe these days, with Dashing Army raiders roaming everywhere.""",「このあたりの町はどこも治安が悪いから。あちこちに<ruby=ちん>闖</ruby>軍がうろついてる」,"""В ближайших поселениях небезопасно, повсюду бродят повстанцы.""",
,,良,<Off>,,,,,,,默认58,,良/番外_良_12,,[我身上有一块闯王给的令牌，那些闯军见了，不敢动我。],[我身上有一塊闖王給的令牌，那些闖軍見了，不敢動我。],"""I carry a token given by Dashing King Li himself—those Dashing Army soldiers wouldn’t dare touch me.""",「闖王がくれた令牌を持ってる。こいつを見れば手出しなどできんさ」,"""У меня есть верительная дощечка от Короля, 'Идущего Напролом' - если показать её его солдатам, они меня не тронут.""",
,,满穗,,,,,,,,默认59,,满穗/番外_满穗_013,,[不只是闯军，还有一些流民盗匪，官军逃兵……我知道良爷身手好，但稳妥起见，还是避开为妙。],[不只是闖軍，還有一些流民盜匪，官軍兵逃兵……我知道良爺身手好，但穩妥起見，還是避開為妙。],"""It’s not just the Dashing Army; there are also refugees, bandits, and imperial deserters... I know Master Liang is skilled, but caution is wiser.""",「闖軍だけじゃない。流民の盗賊や、逃げてきた官兵も……良様が強いのはわかってるけど、万が一のことを考えて、避けておくのが無難かと」,"""Но там же не только Войска 'Идущие Напролом' - полно беженцев, разбойников, правительственных войск, дезертиров... Ты, конечно, хороший боец, господин Лян, но на всякий случай нам лучше держаться подальше от неприятностей.""",
,,良,<Off>,,,,,,,默认60,,良/番外_良_13,,[行，我听你的。],[行，我聽你的。],"""Understood. I’ll follow your advice.""",「わかった、そうしよう」,"""Ладно, поступим по-твоему.""",
,,,,,,,,,,默认61,,,,我点了点头，不再多言，抱着刀挪到船舱一角，准备就此歇下。,我點了點頭，不再多言，抱著刀挪到船艙一角，準備就此歇下。,"I nodded silently, gripping my blade as I retreated to a corner of the cabin to rest.",俺は頷きそれ以上何も言わなかった。剣を抱えて船室の隅に移動し、そこで休むことにした。,"Кивнул я, больше не говоря ни слова. С мечом в руках я перебрался в угол каюты, готовясь привалиться для отдыха.",
,BgEvent,良穗同船5,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认62,,满穗/番外_满穗_014,,[良爷，我给你铺个被褥吧。],[良爺，我給你鋪個被褥吧。],"""Master Liang, allow me to lay out bedding for you.""",「良様、布団を敷くわ」,"""Господин Лян, давай я тебе постелю.""",
,,,,,,,,,,默认63,,,,她说着，已起身打开衣箱，从里面取出叠好的被褥。,她說著，已起身打開衣箱，從裡面取出疊好的被褥。,"She stood and opened a chest, retrieving neatly folded bedding.",彼女がそう言って立ち上がると、箪笥を開き、中から畳んだ布団を出した。,"Встав, она открыла сундук для одежды и достала из него сложенные одеяла.",
,,良,<Off>,,,,,,,默认64,,良/番外_良_14,,[不用，我来帮你铺吧。],[不用，我來幫你鋪吧。],"""No need, I'll help you spread it.""",「いや、いい。俺がやる」,"""Не стоит, давай лучше я тебе постелю.""",
,,,,,,,,,,默认65,,,,我摇摇头，起身走过去，伸手想接过她手中的被褥。,我搖搖頭，起身走過去，伸手想接過她手中的被褥。,"I shook my head, rose to my feet, and reached out to take the bedding from her hands.",首を振ってそちらに行き、彼女から布団を受け取ろうとした。,"Покачал головой, я приподнялся, подошёл к ней и протянул руку, чтобы взять у неё одеяла.",
,BgEvent,良穗同船2,,,,,0.5,,,,,,,
,,满穗,,,,,,,,默认66,,满穗/番外_满穗_015,,[好呀。],[好呀。],"""Sounds good.""",「ありがとう」,"""Хорошо.""",
,,,,,,,,,,默认67,,,,她笑了笑，并未推辞，顺从地将被褥递到我手中。,她笑了笑，並未推辭，順從地將被褥遞到我手中。,She smiled without protest and compliantly passed the bedding to me.,彼女は微笑み、断ることなく素直に布団を俺の手に渡した。,"Улыбнулась она, не став даже пытаться отказываться, и послушно передала их мне.",
,,良,<Off>,,,,,,,默认68,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认69,,,,这让我有些怀疑，她从一开始就是想让我帮她铺个被褥。,這讓我有些懷疑，她從一開始就是想讓我幫她鋪個被褥。,This made me suspect she had wanted me to help with the bedding from the very beginning.,そこでふと疑問が浮かぶ、こいつは初めから俺に布団を敷かせるつもりではなかったのかと。,"Я даже немного заподозрил: может быть, у неё с самого начала был расчёт на то, чтобы я помог ей расстелить постель?",
,StopBgm,,,,,,5,,,,,,,,,,,
,CharacterOff,,,,,,1,,,,,,,
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,天空夜,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,Ambience,庄园,,2,,,1,,,,,,,
,,,,,,,,,,默认70,,,,……,……,...,……,...,
,,,,,,,,,,默认71,,,,小船摇摇晃晃，河面碧波荡漾。,小船搖搖晃晃，河面碧波盪漾。,The small boat swayed gently as jade-green waves shimmered across the river.,ゆらゆらと船が揺れ、水面が波打っている。,"Лодка покачивалась, на поверхности реки колыхались лазурные волны.",
,,,,,,,,,,默认72,,,,铺好被褥后，船夫找了一个僻静的地方停了船，我和满穗便睡下了。,鋪好被褥地不久後，船夫找了一個僻靜的地方停了船，我和滿穗便入睡了。,"Soon after arranging the bedding, the boatman moored in a secluded spot, and Man Sui and I retired for the night.",布団を敷き終わり少しすると、船頭が静かな場所に船を止め、俺と満穂は眠りについた。,"Вскоре после того, как я постелил нам одеяла, лодочник нашёл укромное место и остановил лодку там, и мы с Маньсуй легли спать.",
,,,,,,,,,,默认73,,,,桌上的香薰早已燃尽，残留的气味似有还无。,桌上的香薰早已燃盡，殘留的氣味似有還無。,"The table's incense had long since burned out, leaving only the ghost of its fragrance.",卓の香はすでに燃え尽き、微かな残り香が漂っている。,"Благовония на столе уже давно догорели, их остаточный запах был едва уловим.",
