#SHEET_NAME,记-第十九回二
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认15,,,,王生沉思了片刻后，对我问道。,王生沉思了片刻後，對我問道。,"After a moment of contemplation, Scholar Wang asked me.",王がすこし物思いに耽った後、私にそう訊く。,"Задумавшись на мгновение, спросил меня учёный Ван."
,,方知宥,,,,,,,,默认16,,方知宥/34-1_方知宥_03,,[去哪找我啊……我想想……],[去哪找我啊……我想想……],"""Where to find me... Let me think...""",「どこなら会えるかな……ふむ……」,"""Где меня искать... Дай-ка подумать..."""
,,,,,,,,,,默认17,,,,我低头沉吟，在王生的逼问下，开始认真考虑告别扬州后的下一个目的地。,我低頭沉吟，在王生的逼問下，開始認真考慮告別揚州後的下一個目的地。,"I lowered my head in thought and, under Scholar Wang's persistent questioning, began seriously considering my next destination after leaving Yangzhou.",うつむき、少し考え込む。王にそう訊かれたら、私も真面目に揚州に別れを告げた後の目的地をきちんと考えなければなるまい。,"Я погрузился в размышления - вопрос учёного Вана заставил меня серьёзно задуматься, куда же будет лежать мой путь после того, как я покину Янчжоу."
,,,,,,,,,,默认18,,,,想了一会儿后，我缓缓抬起头，说出了我的选择——,想了一會後，我緩緩抬起頭，說出了我的選擇——,"After some thought, I slowly raised my head and announced my choice—",そうして少し思案し、ゆっくりと顔を上げると、私の選択を話した――,"Поразмышляв некоторое время, я медленно поднял глаза и объявил о своём решении:"
,Selection,*苏州,,,,,,,,,,,,苏州,蘇州,Suzhou,蘇州,Сучжоу
,Selection,*南京,,,,,,,,,,,,南京,南京,Nanjing,南京,Нанкин
,Selection,*听天由命,,,,,,,,,,,,听天由命,聽天由命,Leave it to fate,天命のままに,Куда судьба поведёт
,*苏州
,CharacterOff,,,,,,1
,Jump,*map_commonEnd_5
,*南京
,CharacterOff,,,,,,1
,Jump,*map_commonEnd_6
,*听天由命
,CharacterOff,,,,,,1
,Jump,*map_commonEnd_7
