,,小雁儿,委屈,,,,,,,默认15,,小雁儿/21_小雁儿_04,,[我不肯，就又哭又闹、不吃饭……她气得摔了碗，将我关进小黑屋……我哭着哭着便睡着了，一觉醒来，竟到这里了……],[我不肯，就又哭又鬧、不吃飯……她氣得摔了碗，將我關進小黑屋……我哭著哭著便睡著了，一覺醒來，竟到這裡了……],"""I refused, so I threw a tantrum—crying and refusing to eat... She got so angry, she smashed a bowl and locked me in a dark room... I cried myself to sleep, and when I woke up, I was here...""",「それが嫌で、泣いたり騒いだりして、ご飯も食べなかった……そうしたらおばさんが怒って茶碗を割って、狭くて暗い部屋に閉じ込められた……泣いてたら寝ちゃって、目が覚めたらここにいた……」,"""Я не хотела этого, поэтому стала плакать и скандалить, отказалась от еды... И та в ярости швырнула миску на пол и заперла меня в тёмной комнате... Я плакала-плакала, да так и заснула - а когда проснулась, то вдруг оказалась здесь...""",,,
,,,,,,,,,,默认16,,,,她脸色苍白，语带慌张，仿佛真的才从方院的禁锢中逃脱。,她臉色蒼白，語帶慌張，彷彿真的才從方院的禁錮中逃脫。,"Her face was pale, her voice frantic, as if she had truly just escaped the confines of Fang’s Courtyard.",まるでつい今しがた方院の監禁から抜け出してきたかのように、真っ青な顔で警戒した口調だ。,"Её лицо было бледным, а голос тревожным и растерянным, будто она действительно только что вырвалась из заточения во ""дворе семьи Фан"".",,,
,,,,,,,,,,默认17,,,,听她所言，似乎她真的认为自己昨日是在那方院中，一觉醒来时才突然遇到的我。,聽她所言，似乎她真得認為自己昨日是在那方院中，一覺醒來時才突然遇到的我。,"From her words, it seemed she genuinely believed she'd been in Fang's Courtyard yesterday and had suddenly run into me upon waking.",彼女の話を聞く限り、昨日まで方院にいて、目が覚めるなり私が目の前にいたと本気で思っているようだ。,,,,
,,方知宥,,,,,,,,默认1722,,方知宥/21_方知宥_02,,[你从未见过长大后的我，怎就一眼认出我来了？］,[你從未見過長大後的我，怎就一眼認出我來了？］,"""You've never seen grown-up me—how did you recognize me at first glance?""",「君は大きくなった私を知らないはずだ。どうして私だとわかった？」,"Судя по её словам, она и правда думала, что ещё вчера была там, а по пробуждении резко оказалась здесь, передо мной. Фан Чжию: ""Ты же никогда не видела меня взрослым - как ты с первого взгляда смогла догадаться, то это я?""",,,
,,,,,,,,,,默认18,,,,我疑惑地问她，语气中隐含着怀疑。,我疑惑地問她，語氣中隱含著懷疑。,"I asked her skeptically, my voice tinged with doubt.",違和感を感じ、疑うような口調で彼女をそう問い詰める。,С подозрением в голосе спросил я её.,,,
,,小雁儿,焦急,,,,,,,默认20,,小雁儿/21_小雁儿_05,,[因为是一样的。］,[因為是一樣的。］,"""Because you're identical.""",「同じだったから」,"""Потому что ты такой же.""",,,
,,方知宥,,,,,,,,默认21,,方知宥/21_方知宥_03,,[哪里一样？］,[哪裡一樣？］,"""Identical how?""",「どこが？」,"""И в чём же такой же?""",,,
,,小雁儿,坚定,,,,,,,默认22,,小雁儿/21_小雁儿_06,,[眼睛是一样的，脸型也差不多……而且，睡不着的时候，我想过长大后的你会变成什么模样……我觉得就是这样的。],[眼睛是一樣的，臉型也差不多……而且，睡不著的時候，我想過長大後的你會變成什麼模樣……我覺得就是這樣的。],"""The eyes match, the face shape is similar... And during sleepless nights, I'd picture what you might look like as an adult... This is exactly how I imagined you.""",「目が同じ。顔の形もあまり変わってない……それに、眠れない時、大きくなったあんたがどんな姿なのか考えてた……こんな感じだと思う」,"""У тебя такие же глаза, и черты лица очень похожи... К тому же, я, бывало, когда не могла заснуть, представляла себе, каким ты будешь на вид, когда вырастешь... И как раз примерно таким ты мне и представлялся.""",,,
,,方知宥,,,,,,,,默认23,,,,[……］,[……］,"""...""",「……」,"""...""",,,
,,,,,,,,,,默认24,,,,我微微愣住了。,我微微愣住了。,I stiffened slightly.,少し戸惑ってしまった。,Я слегка оторопел.,,,
,,,,,,,,,,默认25,,,,她入睡前……竟想过我以后的样子？,她入睡前……竟想過我以後的樣子？,Before she fell asleep... did she actually imagine what I'd become in the future?,寝る前に……成長した私のことを考えていたのか？,"Она перед сном... думала о том, каким я стану?",,,
,,,,,,,,,,默认26,,,,看来儿时的我，在她心中也占有一席之地。,看來兒時的我，在她心中也佔有一席之地。,It seems my childhood self still held a place in her heart.,どうやら子供の頃の私は、彼女の中で一定の割合を占めていたようだ。,"Похоже, я в те годы определённо занимал место в её сердце.",,,
,,,,,,,,,,默认27,,,,……,……,...,……,...,,,
,,,,,,,,,,默认28,,,,不对！我不能被她绕进去了。,不對！我不能被她繞進去了。,—No! I can't let her pull me into this.,いやいや！惑わされてはいけない。,Хотя нет! Нельзя на такое поддаваться.,,,
,,,,,,,,,,默认29,,,,她……眼前的这个小雁儿……她只是我的幻觉。,她……眼前的這個小雁兒……她只是我的幻覺。,She... this Little Yan before me... she's just a figment of my imagination.,彼女は……目の前の小雁は……ただの幻覚だ。,"Она... Лебёдушка, что стоит у меня перед глазами... Это всего лишь моя иллюзия.",,,
,,,,,,,,,,默认30,,,,正因为是我的幻觉——她所说的事，必然是我心中所渴望的。,正因為是我的幻覺——她所說的事，必然是我心中所渴望的。,Precisely because she's my hallucination—everything she says must reflect my hidden desires.,私の幻覚ということは――彼女の言葉は、当然ながら私が望んだ言葉ということだ。,"И именно по этой самой причине она говорит как раз то, о чём я всегда мечтал.",,,
,,,,,,,,,,默认31,,,,这无非是自欺欺人罢了。,這無非是自欺欺人罷了。,This is nothing but self-deception.,自分を欺いているに過ぎない。,"Всё это - не более, чем самообман.",,,
,,,,,,,,,,默认32,,,,……,……,...,……,...,,,
,,小雁儿,通常,,,,,,,默认33,,小雁儿/21_小雁儿_07,,[知宥，你若是再说我是幻觉，我可要生气了……而且……我能证明给你看——],[知宥，你若是再說我是幻覺，我可要生氣了。……而且……我能證明給你看——],"""Zhiyou, if you keep calling me a hallucination, I'll get angry... And... I can prove it to you—""",「知宥、次またあたしのことを幻覚だって言ったら怒るわよ……それに、証明できるわ――」,"""Чжию, если ты будешь продолжать обзывать меня иллюзией, то я рассержусь. И вообще... я могу доказать тебе...""",,,
,,,,,,,,,,默认34,,,,她见我神色疏离，甚至流露出几分厌弃，便急着想要证明自己存在。,她見我神色疏離，甚至流露出幾分厭棄，便急著想要證明自己存在。,"Seeing my detached expression, even tinged with disgust, she grew frantic to prove her existence.",私の表情がよそよそしく、露骨に距離を取ろうとしているのを見て、彼女が慌てて自分が実在することを証明しようとした。,"Видя у меня на лице отстранённость и даже некоторое пренебрежение, она поспешно захотела доказать своё существование.",,,
,,,,,,,,,,默认35,,,,于是，她猛地将身子一扑，伸手摸向桌案上的香炉，似乎想要将它抓住。,於是，她猛地將身子一撲，伸手摸向桌案上的香爐，似乎想要將它抓住。,"With a sudden lunge, she reached for the incense burner on the table, as if trying to seize it.",ばっと身を翻したかと思うと、卓の香炉に手を伸ばし、それを手に取ろうとする。,"И, подскочив вперёд, она протянула руку к курильнице на столе, видимо, желая взять её в руку.",,,
,,小雁儿,惊讶,,,,,,,默认36,,小雁儿/21_小雁儿_08,,[咦？],[咦？],"""Huh?""",「あれ？」,"""Э?""",,,
,,,,,,,,,,默认37,,,,果然，不出我所料。,果然，不出我所料。,Just as I thought.,しかし結果は、私の予想通りだった。,"Вышло, как я и ожидал.",,,
,,,,,,,,,,默认38,,,,她的手如穿薄雾，毫无阻滞地“没”入了香炉之中。,她的手如穿薄霧，毫無阻滯地“沒”入了香爐之中。,"Her hand passed through like mist, effortlessly ""sinking into"" the incense burner.",まるで霧の中を進むように、彼女の手がするりと香炉に吸い込まれた。,"Её рука прошла через неё словно через туман, беспрепятственно ""погрузившись"" внутри курильницы.",,,
,,小雁儿,惊慌,,,,,,,默认39,,小雁儿/21_小雁儿_09,,[怎么会这样……],[怎麼會這樣……],"""How could this be...""",「そんな……」,"""Как такое возможно...""",,,
,,,,,,,,,,默认40,,,,她瞪大了眼睛，嘴唇微微张开，身躯因害怕而轻轻颤抖。,她瞪大了眼睛，嘴唇微微張開，身軀因害怕而輕輕顫抖。,"Her eyes widened, lips slightly parted, her body trembling faintly in fear.",目を見開き、ぽかんと口を開く彼女。恐怖で体が僅かに震えている。,"Она вытаращила глаза и приоткрыла рот, а её тельце мелко затряслось от страха.",,,
,,,,,,,,,,默认41,,,,她无法碰触到香炉，香炉也无法碰到她。,她無法碰觸到香爐，香爐也無法碰到她。,"She couldn't touch the incense burner, nor could it touch her.",彼女は香炉に触れることができず、香炉もまた彼女に触れることができなかった。,"Она не могла дотронуться до курильницы, и курильница не могла стать преградой на пути её руки.",,,
,,小雁儿,羞愧,,,,,,,默认42,,小雁儿/21_小雁儿_10,,[原来我因少吃了那一顿饭，竟然饿死了……如今成了孤魂野鬼……这下该如何是好？回不去了……也摸不到任何东西……],[原來我因少吃了那一頓飯，竟然餓死了……如今成了孤魂野鬼……這下該如何是好？回不去了……也摸不到任何東西……],"""So missing that one meal starved me to death... Now I'm a wandering ghost... What do I do? I can't go back... can't even touch anything...""",「もしかしてご飯を抜いたから、飢え死にしちゃったの……？それでおばけになっちゃった……？どうしよう？戻れない……何にも触れない……」,"""Наверно, из-за того, что я тогда слишком мало ела, то с голоду и умерла... И теперь стала духом... Как же теперь быть? Я не могу вернуться обратно... И ни к чему прикоснуться не могу...""",,,
,,,,,,,,,,默认43,,,,她的眼眸泛上了一层水汽，神情哀戚。,她的眼眸泛上了一層水氣，神情哀戚。,"Her eyes glistened with moisture, her expression sorrowful.",瞳に涙が浮かび、悲しげな表情になった。,"Её глаза подёрнулись влагой, выражение лица стало опечаленным.",,,
,,,,,,,,,,默认44,,,,看到她这副模样，我不由得心头一揪，有些心疼她。,看到她這副模樣，我不由得心頭一揪，有些心疼她。,"Seeing her like this, my heart ached with pity.",その様子を見ていた私まで胸が締め付けられ、少し心が痛んだ。,"От этого её вида у меня невольно защемило на сердце, стало жалко её.",,,
,,,,,,,,,,默认45,,,,可转念一想她不过是我想象而出的幻觉，我便努力强迫自己狠下心来。,可轉念一想她不過是我想像而出的幻覺，我便努力強迫自己狠下心來。,"But then I realized she was merely a figment of my imagination, so I forced myself to harden my heart.",しかし私の想像の産物である幻覚に過ぎないことを思いだし、なんとか割り切ろうと努める。,"Но, переключив свои мысли на то, что она на самом деле лишь плод моего воображения, я смог отбросить мягкость в сторону.",,,
,,方知宥,,,,,,,,默认46,,方知宥/21_方知宥_04,,[不，你并不是鬼……你根本不存在，承认吧，你就是我的幻觉。］,[不，你並不是鬼……你根本不存在，承認吧，你就是我的幻覺。］,"""No, you're not a ghost... You don't even exist. Admit it—you're just my hallucination.""",「違う、君はおばけなんかじゃない……そもそも存在しないんだ。そろそろ認めろ、君は私の幻覚なんだよ」,"""Нет, никакой ты не дух... Тебя просто не существует на самом деле. Ну признай - ты же на самом деле лишь мне привиделась.""",,,
,,,,,,,,,,默认47,,,,我深呼出一口气，继而严肃地对她道出真相。,我深呼出一口氣，繼而嚴肅地對她道出真相。,I took a deep breath and solemnly told her the truth.,大きく息を吐き出すと、真剣な表情で彼女に事実を告げた。,"Выдохнув, суровым тоном поведал я ей правду.",,,
,,小雁儿,使劲,,,,,,,默认48,,小雁儿/21_小雁儿_11,,[你胡说！骗人！］,[你胡說！騙人！］,"""You're lying! That's not true!""",「そんなの嘘！嘘つき！」,"""Не говори чушь! Обманщик!""",,,
,,,,,,,,,,默认49,,,,她的眼里含着泪光，气得咬住下唇。,她的眼裡含著淚光，氣得咬住下唇。,Tears welled in her eyes as she bit her lower lip in anger.,涙目になりながら、唇を噛んで怒る彼女。,На глазах у неё выступили слёзы и она от злости закусила нижнюю губу.,,,
,,,,,,,,,,默认50,,,,她挥起拳头向我打来，却一次次穿透我的身体，徒劳无功。,她揮起拳頭向我打來，卻一次次穿透我的身體，徒勞無功。,"She swung her fist at me, but it kept passing through my body—utterly futile.",こちらに拳で殴りかかろうとするが、そのたびに私の体をすり抜け、徒労に終わった。,"Она сжала кулачки и начала бить меня - но всякий раз удары проходили сквозь моё тело, так что это было бессмысленным занятием.",,,
,,方知宥,,,,,,,,默认51,,,,[……］,[……］,"""...""",「……」,"""...""",,,
,,,,,,,,,,默认52,,,,我默立原地，任她“捶打”，心中悲凉更甚。,我默立原地，任她“捶打”，心中悲涼更甚。,"I stood silently, letting her ""pound"" on me, my heart growing even heavier with sorrow.",私は何も言わず立ったまま、彼女の殴らせるままにしていると、さらに空しさがこみ上げてきた。,"Я молча стоял, осыпаемый её ""ударами"", и на сердце у меня стало ещё горше.",,,
,,,,,,,,,,默认53,,,,我只有依靠幻想才能见到雁儿姐……这让我觉得自己可怜又可悲。,我只有依靠幻想才能見到雁兒姐……這讓我覺得自己可憐又可悲。,I can only see <ruby=Swan Goose>Sister Yan</ruby> in my fantasies... it leaves me feeling wretched and pathetic.,幻想でしか雁姉と会うことができない……その事実が、あまりにも哀れで惨めだった。,"Я могу видеть сестричку Лебёдушку лишь с помощью своих иллюзий... Это заставило меня осознать, насколько я несчастен и жалок.",,,
,,,,,,,,,,默认54,,,,同时，若是我真的沉溺于这虚妄的幻影，那便是对不起那个真实的、已逝的她。,同時，若是我真的沉溺於這虛妄的幻影，那便是對不起那個真實的、已逝的她。,"Yet if I lose myself in this hollow illusion, I betray the memory of the real her—the one who's gone.",また、幻覚を見るほど妄想に溺れているとすれば、死んだ現実の彼女に対しても申し訳がない。,"В то же время, если я дам себе утонуть в этих иллюзиях - это будет недостойно по отношению к ней настоящей, той, что уже умерла.",,,
,,,,,,,,,,默认55,,,,就这样吧，别再理会她……别再理会眼前这个小雁儿了。,就這樣吧，別再理會她……別再理會眼前這個小雁兒了。,Enough. Don't acknowledge her... don't acknowledge this Little Yan before me anymore.,だからもう構わないようにしよう……目の前にいる、この小雁には。,Так что не стоит... Не стоит больше обращать внимания на эту Лебёдушку у меня перед глазами.,,,
,,,,,,,,,,默认56,,,,如此。,如此。,So be it.,その方が。,Так...,,,
,,,,,,,,,,默认57,,,,更好。,更好。,Better this way.,幸せだ。,Будет только лучше.,,,
,,良,好奇,,,,1,,,默认58,,良/21_良_01,,[知幼，方才你在同谁说话？],[知幼，方才你在同誰說話？],"""Zhiyo, who were you speaking to just now?""",「知優、今、誰と話してたんだ？」,"""Чжию, с кем это ты сейчас разговаривал?""",,,
,,,,,,,,,,默认59,,,,忽然，屋中响起第三个人的声音。,忽然，屋中響起第三個人的聲音。,"Suddenly, a third voice echoed in the room.",ふと、三人目の声が響いた。,Вдруг прозвучал голос третьего человека.,,,
,,,,,,,,,,默认60,,,,不知何时，良叔已从地铺上坐起身，面带疑惑望向我。,不知何時，良叔已從地鋪上坐起身，面帶疑惑望向我。,"Uncle Liang had somehow sat up from his makeshift bed on the floor, staring at me in bewilderment.",気付くと、良が布団から起き上がり、怪訝そうに私を見ている。,"Я и не заметил, как дядюшка Лян приподнялся на своей лежанке и теперь смотрел на меня непонимающим взглядом.",,,
,,方知宥,,,,,,,,默认61,,方知宥/21_方知宥_05,,[没什么……方才我只是在说梦话。］,[沒什麼……方才我只是在說夢話。］,"""Nothing... I was just talking in my sleep earlier.""",「何でもない……ただの寝言だ」,"""Да нет... Я просто во сне разговаривал.""",,,
,,,,,,,,,,默认62,,,,我慌忙应道，同时瞥了一眼身旁小雁儿的幻觉。,我慌忙應道，同時瞥了一眼身旁小雁兒的幻覺。,"I hastily replied, stealing a glance at the hallucination of Little Yan beside me.",慌ててそう答えつつ、傍にいる小雁の幻覚をちらりと見た。,"Поспешно ответил я, бросая взгляд на иллюзию Лебёдушки рядом.",,,
,,小雁儿,使劲,,,,,,,,,,,
,,,,,,,,,,默认63,,,,此刻她正盈着泪水，挥舞小拳头“捶打”我，眼眶通红。,此刻她正盈著淚水，揮舞小拳頭“錘打”我，眼眶通紅。,"At that moment, she was welling up with tears, her tiny fists flailing to ""pummel"" me, her eyes reddened.",彼女は相変わらず泣き腫らした目に涙を浮かべたまま、小さな拳で私を殴っている。,"С глазами, покрасневшими от слёз, та ""била"" меня кулачками.",,,
,,方知宥,,,,,,,,默认64,,,,[……],[……],"""...""",「……」,"""...""",,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认65,,,,这幻觉，倒逼真得很。,這幻覺，倒逼真得很。,This hallucination was eerily lifelike.,実に本物そっくりな幻覚だ。,Эта иллюзия была крайне реалистичной.,,,
,,,,,,,,,,默认66,,,,我记得她很少哭，尤其是长大以后。,我記得她很少哭，尤其是長大以後。,"I remember she rarely cried, especially as she grew older.",彼女が泣くところはほとんど見たことがない。大人になってからはなおさらだ。,"Сколько помню, она весьма редко плакала, особенно когда стала взрослой.",,,
,,,,,,,,,,默认67,,,,在我模糊的印象里，成年后的她要么容色清冷，要么浅笑莞尔，几乎从未落泪。,在我模糊的印象裡，成年後的她要嘛容色清冷，要嘛淺笑莞爾，幾乎從未落淚。,"In my hazy memories, the adult her was either coldly composed or smiling faintly—almost never shedding tears.",ぼんやりとした印象だが、大人になった彼女は冷ややかな表情か微笑みをたたえているかのどちらかで、涙をこぼしたことはほとんどなかった。,"В моих неясных воспоминаниях лицо её взрослой либо сохраняло бесстрастное выражение, либо расплывалось в лёгкой улыбке - но практически никогда не было залито слезами.",,,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,良,坚定,,,,,,,默认69,,良/21_良_02,,[喂，你一直盯着空处瞧，可不像是单纯说梦话……知幼，早先我便觉得你有些古怪，你究竟瞒了些什么？],[喂，你一直盯著空處瞧，可不像是單純說夢話……知幼，早先我便覺得你有些古怪，你究竟瞞了些什麼？],"""Hey, you've been staring blankly—this doesn't seem like mere sleep-talking... Zhiyo, I've long suspected something odd about you. What exactly are you hiding?""",「おいおい、何もない所を見つめて寝言は無理があるぞ……知優、前々から少し変だとは思っていたが、一体何を隠してる？」,"""Эй, ты там так уставился на пустое место - непохоже, чтобы речь шла просто про разговоры во сне... Чжию, ты мне и раньше казался немного странным - что же ты там всё-таки от меня скрываешь?""",,,
,,,,,,,,,,默认70,,,,面对我的沉默，良叔反复询问，目光逐渐锐利。,面對我的沉默，良叔反覆詢問，目光逐漸銳利。,"Faced with my silence, Uncle Liang pressed me repeatedly, his gaze growing sharper.",私が黙っているのを見て、良がさらに問い詰める。徐々にきつい目つきになってきた。,"Видя, что я не говорю ни слова, дядюшка Лян стал ещё больше наседать с расспросами, взгляд его заострился.",,,
,,方知宥,,,,,,,,默认76,,方知宥/21_方知宥_06,,[好吧……良叔是我救命恩人，之后我们既要同行，有事瞒着你也不妥……其实也没什么大事，不过是我患了疯病，病情多样，不止一种……],[好吧……良叔是我救命恩人，之後我們既要同行，有事瞞著你也不妥……其實也沒什麼大事，不過是我患了瘋病，病情多樣，不止一種……],"""Fine... Uncle Liang, you saved my life, and since we’ll be traveling together, it’s wrong to hide things from you... It’s nothing serious, really—just that I suffer from madness, with multiple symptoms, more than one kind...""",「仕方ない……良さんは命の恩人だ。今後も行動を共にする以上、隠し事はよくない……あまり大したことじゃないんだが、病を抱えていてね。症状は一種類だけじゃなく、様々あるんだ……」,"""Хорошо... Всё-таки Вы спасли мне жизнь, дядюшка Лян, и в дальнейшем нам нужно будет держаться друг друга, так что скрывать от Вас такое будет нехорошо... Это и не то, чтобы слишком важное дело - просто меня уже давно одолевает некий вид безумия, точнее, даже не один вид...""",,,
,,,,,,,,,,默认77,,,,我苦笑了一声，缓缓说道。,我苦笑了一聲，緩緩說道。,I gave a bitter laugh and spoke slowly.,私は苦笑しつつ、ゆっくりと話し始めた。,С горькой усмешкой проговорил я неспеша.,,,
,,良,通常,,,,,,,默认78,,,,[……］,[……］,"""...""",「……」,"""...""",,,
,,,,,,,,,,默认79,,,,良叔面色平静地听着。,良叔臉色平靜地聽著。,Uncle Liang listened with a placid expression.,良は顔色ひとつ変えることなく耳を傾けてくれた。,Дядюшка Лян слушал со спокойным выражением лица.,,,
,,方知宥,,,,,,,,默认80,,方知宥/21_方知宥_07,,[一种疯病，我称之为‘兽视’——我会将一些人看成兽相，也就是把人的头看作兽头……有些是猪马牛羊，有些是虎豹豺狼。］,[一種瘋病，我稱之為‘獸視’——我會將一些人看成獸相，也就是把人的頭看作獸頭……有些是豬馬牛羊，有些是虎豹豺狼。］,"""One form of madness, I call it ""Beast's Affliction""—I see some people with a Beastly Visage, their heads appearing as animal heads... some as pigs, horses, cows, or sheep, others as tigers, leopards, or wolves.""",「心の病だ。私は『獣視病』と呼んでいるが――人が獣のように見えてしまう、つまり人の頭が獣の頭になるのさ……ある者は草食の家畜に、ある者は肉食の猛獣に」,"""Один вид я зову ""звериной хворью"" - из-за неё некоторые люди кажутся мне звериноголовыми, их лица видятся мне как у животных... Иногда - как у скотины: свиней, лошадей, быков и овец, иногда - как у хищников: тигров, леопардов, красных и обычных волков.""",,,
,,良,无奈叹息,,,,,,,默认81,,,,[……],[……],"""...""",「……」,"""...""",,,
,,小雁儿,疑惑,,,,,,,默认82,,,,[……］,[……］,"""...""",「……」,"""...""",,,
,,,,,,,,,,默认83,,,,良叔依然在听着。,良叔依然在聽著。,Uncle Liang kept listening.,そのまま良が私の話を聞く。,Дядюшка Лян продолжал слушать мои слова.,,,
,,,,,,,,,,默认84,,,,小雁儿的幻觉听我讲到这里，也微微愣住。,小雁兒的幻覺聽我講到這裡，也微微愣住。,Little Yan's hallucination faltered slightly when she heard me reach this point.,小雁の幻覚もその話を聞いたところで、動きが停まった。,Иллюзия Лебёдушки на этом моменте моего рассказа как будто слегка оторопела.,,,
,,,,,,,,,,默认85,,,,她不再用拳头不断捶打我，而是站在一旁，聚精会神地听了起来。,她不再用拳頭不斷捶打我，而是站在一旁，聚精會神地聽了起來。,"She stopped pummeling me with her fists and instead stood to the side, listening with rapt attention.",それ以上私を殴ることなく、隣で突っ立たまま、集中して私の話を聞き始めた。,"Она перестала пытаться колотить меня, а вместо этого стояла рядом и внимательно вслушивалась в мой рассказ.",,,
,,方知宥,,,,,,,,默认86,,方知宥/21_方知宥_08,,[兽视病一旦发病，我便不能控制，我也不知这病因何而起，又会如何结束。],[獸視病一旦發病，我便不能控制，我也不知這病因何而起，又會如何結束。],"""Once the Beast's Affliction takes hold, I lose control. I don’t know what triggers it or how it will end.""",「ひとたび獣視病の発作が始まると、自分では止められない。何が原因で、いつ終わるのかもわからない」,"""Когда эта хворь начинает одолевать меня, я не в состоянии с нею совладать. Мне неизвестно, что её вызывает и каким образом припадок завершается.""",,,
,,方知宥,,,,,,,,默认87,,方知宥/21_方知宥_09,,[至于第二种疯病，是幻觉……我能看见一位‘已逝故人’的幻影……比如说，在我眼里——此刻那边正站着她。],[至於第二種瘋病，是幻覺……我能看見一位‘已逝故人’的幻影……比如說，在我眼裡——此刻那邊正站著她。],"""As for the second madness—it’s hallucinations... I see a phantom of ""the one who has passed""... For instance, right now, in my vision—she’s standing right over there.""",「そして二つ目の症状は幻覚だ……『死んだ者』の幻が見える……たとえば今――彼女がそこに立っている」,"""Что касается другого вида безумия - это видения... Мне видится иллюзия одного умершего близкого человека... Например, как раз сейчас мне кажется, будто она стоит вот тут.""",,,
