#SHEET_NAME,记-第十八回三
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认25,,,,人们每当看到他们路过，都会像躲阎王一般躲起来。,人們每當看到他們路過，都會像躲閻王一般躲起來。,"Whenever townsfolk spotted them approaching, they'd hide as if evading the King of Hell.",彼らが通り過ぎるたび、住民たちは疫病神を避けるかのように隠れた。,"Всякий раз, когда люди замечали их, они прятались, словно увидели самого Янь-вана."
,,,,,,,,,,默认26,,,,这也难怪。,這也難怪。,This is hardly surprising.,無理もない。,Ну это и понятно.
,,,,,,,,,,默认27,,,,前几日，那些恶兵还曾以“安民符节”为诱饵，将人骗出后残忍杀害。,前幾日，那些惡兵還曾以“安民符節”為誘餌，將人騙出後殘忍殺害。,"Days earlier, those vile soldiers had used the ""Pacification Edict"" as bait to lure people out before slaughtering them mercilessly.",ほんの数日前、「安民符」を餌に、悪兵どもが住民を釣り出して残酷に殺したばかりだ。,Пару дней назад солдаты под видом защитных грамот выманивали людей и безжалостно убивали их.
,,,,,,,,,,默认28,,,,如今，谁还敢轻易相信这些所谓的“官兵”？,如今，誰還敢輕易相信這些所謂的“官兵”？,"Nowadays, who would dare trust these so-called ""Imperial Guards""?",「官兵」など誰が信じられるというのだ。,"Кто поверит этим так называемым ""чиновникам""?"
,,,,,,,,,,默认29,,,,……,……,...,……,...
,CharacterOff,,,,,,1.5,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,琼华离去4,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1.5,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认30,,,,许久之后，几个胆大之人冒险前去，竟真的从“缺口关”领到了粮食。,許久之後，幾個膽大之人冒險前去，竟真的從“缺口關”領到了糧食。,"Long afterward, a few bold souls ventured out and actually received grain rations from ""Quekou Pass"".",それからしばらくし、度胸のある者が危険を承知で向かうと、本当に「欠口関」で食料をもらうことができた。,Спустя долгое время несколько смельчаков всё же решились отправиться попытать счастья - и действительно получили у разрушенных ворот зерно.
,,,,,,,,,,默认31,,,,这消息如一阵乘着风飞窜的野火，转眼间便烧遍了扬州城的大街小巷。,這消息如一陣乘著風飛竄地野火，轉眼間便燒遍了揚州城的大街小巷。,The news spread like wildfire through every street and alley of Yangzhou City in moments.,その噂は瞬く間に広がり、揚州の隅々まで行き届いた。,"Новость, словно лесной пожар, разнеслась по каждой улице Янчжоу."
,,,,,,,,,,默认32,,,,它钻进破庙的屋檐下，钻进地窖的米缸里，钻进废弃的马厩，甚至钻进臭气熏天的茅坑——引得一个个幸存者，从各种难以想象的角落里，慢慢爬了出来。,它鑽進破廟的屋簷下，鑽進地窖的米缸裡，鑽進廢棄的馬廄，甚至鑽進臭氣熏天的茅坑——引得一個個倖存者，從各種難以想像的角落裡，慢慢爬了出來。,"It crept under broken temple eaves, into cellar rice jars, through abandoned stables—even into reeking latrine pits—drawing survivors from every imaginable hiding place, crawling forth one by one.",ぼろ寺の屋根の下に、地下室の米びつの中に、荒れた厩に、悪臭漂う厠に――噂は生き残った者たちを惹きつけ、想像もしないような場所から次々と這い出てきた。,"Она пробиралась под разрушенные крыши храмов, в погреба с рисом, в заброшенные конюшни, даже в зловонные выгребные ямы, выманивая выживших из самых неожиданных укрытий, заставляя их ползти наружу один за другим."
,,,,,,,,,,默认33,,,,每个人都是一脸饥色，一副饿坏了的模样。,每個人都是一臉飢色，一副餓壞了的模樣。,"Everyone looked gaunt, bearing the marks of starvation.",誰も彼もが腹を空かせ、すっかり飢えた顔つきをしている。,Все выглядели измождёнными от голода.
,,,,,,,,,,默认34,,,,每个人的身上都或多或少带着些伤。,每個人的身上都或多或少帶著些傷。,"Everyone carried wounds, some more severe than others.",みな多少なりとも傷を負っていた。,"Все были ранены - кто-то тяжелее, кто-то легче."
,,,,,,,,,,默认35,,,,有人的脸上结了厚厚的血痂，有人则是满脸污泥。,有人的臉上結了厚厚的血痂，有人則是滿臉汙泥。,"Some faces were crusted with thick blood scabs, others smeared with dirt.",ある者は顔に大きなかさぶたを、ある者は泥まみれの顔を。,"У некоторых лица были измазаны запёкшейся кровью, у других же они были измазаны грязью."
,,,,,,,,,,默认36,,,,更有甚者，有人的脸上甚至挂着一些粪便，不难想象——他们为了求生究竟躲在了哪里。,更有甚者，有人的臉上甚至掛著一些糞便，不難想像——他們為了求生究竟躲在了哪裡。,"Worst of all, some even had feces on their faces—one could easily guess where they'd hidden to survive.",ひどい者は顔中を糞まみれにしていた――生きるためにどこに隠れていたのかは、想像に難くない。,"У некоторых и вовсе лица были измазаны фекалиями - легко было догадаться, где они прятались, чтобы выжить."
,,,,,,,,,,默认37,,,,几乎所有人的脸上，都有两道清晰的泪痕。,幾乎所有人的臉上，都有兩道清晰的淚痕。,Nearly every face showed two distinct trails of dried tears.,ほとんどの者が頬に、はっきりと涙の痕を残していた。,Почти на каждом лице были видны заметные дорожки засохших слёз.
,,,,,,,,,,默认38,,,,我想，那应当是连日来的恐惧与悲痛留下的印记。,我想，那應當是連日來的恐懼與悲痛留下的印記。,I imagined these were traces left by days of terror and sorrow.,連日に渡る恐怖と悲痛が残した痕なのだと、私は思う。,"Наверное, это следы, оставленные днями постоянного ужаса и горя."
,,,,,,,,,,默认39,,,,人们鼓起勇气，从藏身之处踉跄地走出。,人們鼓起勇氣，從藏身之處踉蹌地走出。,"Summoning their courage, people staggered out from their hiding places.",人々が勇気を振り絞り、めいめいの隠れ場所からよろよろと出てきた。,"Набравшись храбрости, они стали выходить из своих убежищ."
,,,,,,,,,,默认40,,,,人们的脚步由慢到快、由蹒跚到奔跑、最后越跑越快、越追越赶。,人們的腳步由慢到快、由蹣跚到奔跑、最後越跑越快、越追越趕。,"People's footsteps shifted from slow to fast, from stumbling to running, until finally they were sprinting desperately, chasing frantically.",足取りがのっそりしたものから徐々に駆け足に、よろめきから走りになっていく。そしてさらに速度を増し、追えば追うほど遠くへ駆けていく。,"Медленные шаги сменялись быстрыми, затем трусцой и, в конце концов, отчаянным бегом."
,,,,,,,,,,默认41,,,,最后，他们哪怕跌倒了，也会立刻爬起，竭尽全力地向前跑去……,最後，他們哪怕跌倒了，也會立刻爬起，竭盡全力地向前跑去……,"In the end, even when they fell, they scrambled up at once and ran forward with all their strength...",終いには、転倒しようとすぐに立ち上がり、全力で前へと走っていくのであった……,"Даже спотыкаясь и падая, они сразу же вскакивали и бежали вперёд ещё быстрее."
,,,,,,,,,,默认42,,,,……,……,...,……,...
,CharacterOff,,,,,,1.5,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,琼华离去6,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1.5,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认43,,,,等我赶到“缺口关”时，粮食几乎已被抢空。,等我趕到“缺口關”時，糧食幾乎已被搶空。,"By the time I reached ""Quekou Pass"", the food had nearly been stripped bare.",私が「欠口関」に着いた時には、食料がほぼなくなっていた。,"Когда я дошёл до разрушенных ворот, еды почти не осталось."
,,,,,,,,,,默认44,,,,咒骂声、哭喊声、推搡声不绝于耳。,咒罵聲、哭喊聲、推搡聲不絕於耳。,"Curses, wails, and the clamor of shoving filled the air relentlessly.",怒声、泣き声、押し合う声が絶え間なく響いている。,"Ругательства, плач и шум толкотни наполняли воздух."
,,,,,,,,,,默认45,,,,黑压压的人群围成一圈又一圈，早已不成队列。,黑壓壓的人群圍成一圈又一圈，早已不成隊列。,"A sea of people pressed together in chaotic rings, any semblance of order long gone.",黒々とした人だかりが何層にもなって取り囲み、もはや列をなしていなかった。,"Море людей сжималось в беспорядочные кольца, потеряв какой либо контроль."
,,,,,,,,,,默认46,,,,人们互相推挤，身强力壮的推倒瘦弱的，结伙的欺压落单的，男人踢开女人，长幼互相插队，早已无礼无序。,人們互相推擠，身強力壯的推倒瘦弱的，結夥的欺壓落單的，男人踢開女人，長幼互相插隊，早已無禮無序。,"People jostled violently—the strong trampled the weak, gangs preyed on the isolated, men shoved women aside, and young and old cut in line—all decency and discipline had collapsed.",人々が互いに押しのけ合っている。力強い者がやせ細った者を押し倒し、群れがはぐれ者を威嚇し、男が女を蹴飛ばし、年長が幼い列に割り込む。もはや礼も秩序もなかった。,"Люди толкались, сильные затаптывали слабых, группы нападали на одиночек, мужчины отталкивали женщин, молодые и старые проталкивались вперёд. Люди превратились в животных, потеряв всякий намёк на приличие и порядок."
,,,,,,,,,,默认47,,,,有人明明领过一回，却在领完后混入人群，想再领第二回。,有人明明領過一回，卻在領完後混入人群，想再領第二回。,"Some had clearly received their share once, yet after taking it, they slipped back into the crowd, hoping to claim a second portion.",一回受け取っているのに、再び人ごみに紛れ、二回目を受け取ろうとする者もいた。,"Некоторые уже получили свою порцию, но всё равно опять лезли в толпу, пытаясь получить ещё."
,,,,,,,,,,默认48,,,,有人见到昔日亲友，却假装寒暄，趁其不备之际夺走对方手中的米碗。,有人見到昔日親友，卻假裝寒暄，趁其不備之際奪走對方手中的米碗。,"Some ran into old friends or relatives but feigned small talk, only to snatch the rice bowl from their hands when they least expected it.",旧友を見つけるなり挨拶を装い、隙を見つけて相手の米が入った椀を奪う者もいた。,"Некоторые, встретив своих друзей или родственников, притворялись, что вступают с ними в беседу - только для того, чтобы вырвать из их рук миску с рисом, когда те утрачивали бдительность."
,,,,,,,,,,默认49,,,,有人贪得无厌，公然抢夺刚领完米粮的人手中的碗，抢了一次又一次，直到被官吏用刀鞘狠狠抽打，才悻悻退去……,有人貪得無厭，公然搶奪剛領完米糧的人手中的碗，搶了一次又一次，直到被官吏用刀鞘狠狠抽打，才悻悻退去……,"Others, driven by greed, openly seized bowls from those who had just received their ration—taking them repeatedly until officials drove them back with sword sheaths, leaving them to slink away resentfully...",またある者は強欲にも、公然と人が受け取ったばかりの椀を次々と奪い取っていった。官吏に鞘で打ち据えられ、しぶしぶ引き下がっていったが……,"Другие же в своей алчности открыто отбирали миски у тех, кто только что получил свою порцию, и делали это раз за разом, пока чиновники не задавали им трёпку ножнами меча - и только тогда те в досаде уходили..."
,,,,,,,,,,默认50,,,,据说，这里的粮食原本堆积如山，足够装上千担。,據說，這裡的糧食原本堆積如山，足夠裝上千擔。,"They said the grain here had once been piled mountain-high, enough to fill a thousand bushels.",噂によると、ここにはもともと千担にものぼる食料が山のように積み上げられていたという。,"Говорят, что здесь была целая гора зерна, примерно в тысячу даней. <i>(1 дань во времена династии Мин - примерно 60 кг)</i>"
,,,,,,,,,,默认51,,,,可饥饿的人们如潮水般涌来，不过半日，便将粮食抢掠一空。,可飢餓的人們如潮水般湧來，不過半日，便將糧食搶掠一空。,"But the starving crowd surged in like a tide, and within half a day, they had stripped the place bare.",しかし飢えた人々がどっと押し寄せ、半日も経たぬうちにすっからかんになってしまったそうだ。,"Но, словно прилив, нахлынула голодная толпа и за полдня опустошила всё до последнего зёрнышка."
,,,,,,,,,,默认52,,,,这里的存粮像是一只死去的巨兽，漫天的飞虫飞过，很快便将之啃食殆尽。,這裡的存糧像是一隻死去的巨獸，漫天的飛蟲飛過，很快便將之啃食殆盡。,"The stockpiled grain lay like a dead leviathan, soon picked clean by swarms of flying insects.",ここにあった食料は、まるで死んだ巨獣だ。空にたかる虫が飛来し、あっという間に貪り尽くしてしまった。,"Зерно было словно труп огромного зверя, который в считанные минуты был обглодан роем насекомых."
,,,,,,,,,,默认53,,,,望着眼前这喧闹拥挤的人群，我竟生出一丝错觉——,望著眼前這喧鬧擁擠的人群，我竟生出一絲錯覺——,"As I watched this clamorous, jostling crowd, an illusion seized me—",目の前のがやがやとした人だかりを見て、錯覚を覚えた――,"Наблюдая за этой шумной, толкающейся толпой, я вдруг задумался..."
,,,,,,,,,,默认54,,,,也许，妖兵并没有杀那么多人？,也許，妖兵並沒有殺那麼多人？,maybe the demon soldiers didn't slaughter so many after all?,妖兵はそんなに人を殺していなかったのではないかと。,"Может, яогуаи на самом деле убили не так уж много людей?"
,,,,,,,,,,默认55,,,,若是他们真杀了许多人，为何还会有这么多的人？,若是他們真殺了許多人，為何還會有這麼多的人？,"If they'd truly massacred multitudes, how could so many still remain?",もしも彼らが大勢を虐殺したというのなら、ここにいる連中は何だ？,"Если бы они убили много, то откуда тут могла бы взяться такая огромная толпа?"
,,,,,,,,,,默认56,,,,但是，这念头只是一闪而过。,但是，這念頭只是一閃而過。,Yet the notion vanished as quickly as it came.,しかしすぐに、頭を振ってそのような考えを捨てた。,"Однако эта мысль исчезла так же быстро, как и появилась."
,,,,,,,,,,默认57,,,,当我抬眼望向远处空寂的街道，闻到那至今仍未消散的血腥气，便觉得这想法是何等的可笑。,當我抬眼望向遠處空寂的街道，聞到那至今仍未消散的血腥氣，便覺得這想法是何等的可笑。,"When I lifted my gaze to the empty streets beyond and caught the iron scent of blood still hanging heavy in the air, the absurdity of that thought struck me.",向こうの空虚な街道を眺め、未だに消えぬ血生臭さを嗅ぐと、それがどれだけ馬鹿げた考えなのかがわかる。,"Когда я посмотрел на пустующие улицы и почувствовал тяжёлый запах крови, всё ещё витавший в воздухе, мне стало ясно, насколько абсурдна эта мысль."
,,,,,,,,,,默认58,,,,此时此刻，城里大半的人都在此处了。,此時此刻，城裡大半的人都在此處了。,"At this moment, most of the city's people are gathered here.",今、町の大半の人がこの場所に集まっているのだ。,Сейчас тут собралась б<i>о</i>льшая часть населения города.
,,,,,,,,,,默认59,,,,其余的人，要么仍躲着等死，无力行动。,其餘的人，要麼仍躲著等死，無力行動。,"The rest are either still hiding, waiting to die, or too weak to move.",他の者はまだ隠れたまま死を待っているか、動く気力すらないかのどれかだ。,"Остальные же либо продолжают прятаться в ожидании смерти, слишком слабые, чтобы куда-то идти."
,,,,,,,,,,默认60,,,,要么早就死了，他们在土里，在河里，在城墙边上，在废墟下面……都来不了，看不见了……,要麼早就死了，他們在土裡，在河裡，在城牆邊上，在廢墟下面……都來不了，看不見了……,"Or they have already died—buried in the earth, sunk in the rivers, piled by the city walls, crushed beneath the ruins... unable to come, unable to see...",そうでなければ、土の中か、川の中か、あるいは城壁の上か、廃墟の下か……いずれにせよ来られないし、見ることもできない……,"Либо же давно мертвы - похороненные в земле, утонувшие в реках, сложенные у городских стен, раздавленные под руинами... неспособные прийти, неспособные увидеть..."
,,,,,,,,,,默认61,,,,……,……,...,……,...
,CharacterOff,,,,,,1.5,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,琼华离去8,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,Ink2,,Linear,,1.5,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认62,,,,五月初四。,五月初四。,The fourth day of the fifth month.,五月四日。,Четвёртый день пятого месяца.
