#SHEET_NAME,忆-第十三回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认5,,,,青花瓷的茶盏中，茉莉花的花瓣成对地轻旋着，一旁的竹篮里盛着色泽鲜亮的朱橘，满室都是清香微甜的气息。,青花瓷的茶盞中，茉莉花的花瓣成對的輕旋著，一旁的竹籃裡盛著色澤鮮亮的朱橘，滿室都是清香微甜的氣息。,"In the blue-and-white porcelain teacup, pairs of jasmine petals swirled gently, while a nearby bamboo basket held vibrantly colored red tangerines, filling the room with a delicate, sweet fragrance.",染付の湯飲みの中で、<ruby=まつりか>茉莉花</ruby>の花びらがくるくると回っている。傍らの竹かごには色鮮やかな蜜柑が盛られ、甘酸っぱい香りが室内に漂っていた。,"В бело-синей фарфоровой чашке медленно кружились лепестки жасмина, а в стоявшей рядом бамбуковой корзинке лежали яркие мандарины, наполняя комнату своим ароматом."
,,苏怜烟,温柔,,,,0.6,,,默认6,,苏怜烟/28_苏怜烟_01,,[给你剥一个尝尝？],[給你剝一個嚐嚐？],"""Shall I peel one for you to taste?""",「食べるなら一つ剥く？」,"""Хочешь, почищу тебе мандаринку?"""
,,,,,,,,,,默认7,,,,雁儿姐指尖轻点篮中朱橘，含笑问我。,雁兒姐指尖輕點籃中朱橘，含笑問我。,"With a smile, <ruby=Swan Goose>Sister Yan</ruby> lightly tapped a red tangerine in the basket and asked me.",籠の蜜柑を指さし、雁姉が訊いた。,"С улыбкой, слегка постучав пальцем по мандарину, спросила меня сестричка Лебёдушка."
,,方知宥,,,,,,,,默认8,,方知宥/28_方知宥_01,,[有劳花魁娘子了。],[麻煩花魁娘子了。],"""Thank you for your trouble, Courtesan.""",「よろしく頼む」,"""Да, было бы не плохо, госпожа."""
,,,,,,,,,,默认9,,,,我微笑揖礼，语气中带着几分戏谑。,我微笑揖禮，語氣中帶著幾分戲謔。,"I smiled and bowed slightly, a hint of teasing in my tone.",私は会釈をし、少しばかり冗談めかしてそう答える。,"Игриво улыбнувшись, я поклонился."
,,苏怜烟,微笑,,,,,,,默认10,,苏怜烟/28_苏怜烟_02,,[不必客气，毕竟贵客花了银两……哦，不对，似乎银两是我付的？],[不必客氣，畢竟貴客花了銀兩……哦，不對，似乎銀兩是我付的？],"""No need for formalities. After all, the esteemed guest spent silver taels... Oh, wait—it seems I was the one who paid?""",「遠慮しないで。お代を払ったのはお客様だから……あら、私だっけ？」,"""Давай без формальностей. В конце концов, ты, уважаемый гость, заплатил столько денег... Ой, погоди... ведь платила я."""
,,苏怜烟,通常,,,,,,,,,,,
,,,,,,,,,,默认11,,,,她眼波流转，笑意更深。,她眼波流轉，笑意更深。,"Her eyes flickered with amusement, her smile deepening.",ちらりと目配せし、意味深に笑う彼女。,"Её глаза сверкнули, а улыбка стала ещё шире."
,,方知宥,,,,,,,,默认12,,方知宥/28_方知宥_02,,[既然如此，那理应让我来服侍您了。],[既然如此，那理應讓我來服侍您了。],"""In that case, it’s only right for me to serve you.""",「そうなると、私の方が君をもてなさないとな」,"""Тогда позволь мне поухаживать за тобой."""
,CharacterOff,,,,,,0.6,,,,,,,
,,,,,,,,,,默认14,,,,我们这一来一回的调笑，倒是让气氛轻松了许多。,我們這一來一回的調笑，倒是讓氣氛輕鬆了許多。,Our back-and-forth banter lightened the mood considerably.,互いに軽く冗談を交わすこのやり取りが、空気を柔らかくほぐしてくれた。,Наш обмен колкостями разрядил обстановку.
,,,,,,,,,,默认15,,,,我从竹篮中取出一枚朱橘，指尖轻轻划开那粗粝的表皮，露出里头饱满金黄的橘瓣。,我從竹籃中取出一枚朱橘，指尖輕輕劃開那粗糲的表皮，露出裡頭飽滿金黃的橘瓣。,"I took a red tangerine from the bamboo basket, my fingertips gently splitting the rough peel to reveal the plump, golden segments inside.",籠から蜜柑を取る。指先でざらざらとした皮を剥いていくと、中からぷっくりとした金色の果実が現れた。,"Взяв мандарин из бамбуковой корзины, я осторожно вонзился ногтями в его цедру, обнажая его золотые дольки."
,,,,,,,,,,默认16,,,,我一瓣一瓣地仔细撕去白络，最后才将那金黄玉白的“月牙瓣”递到她面前。,我一瓣一瓣地仔細撕去白絡，最後才將那金黃玉白的“月牙瓣”遞到她面前。,"I peeled away the white pith segment by segment with care, finally offering her the golden-jade ""crescent petal"".",白い筋を一つ一つ丁寧に剥がし、最後に黄金の白玉のような「三日月の実」を彼女に差し出す。,"Сняв белую прослойку с каждый дольки, я, наконец, протянул ей один из золотых ""полумесяцев""."
,,,,,,,,,,默认17,,,,雁儿姐缓缓接过，抬起皓腕，用两根手指拈起“月牙瓣”。,雁兒姐緩緩接過，抬起皓腕，用兩根手指拈起“月牙瓣”。,"<ruby=Swan Goose>Sister Yan</ruby> accepted it slowly, lifting her fair wrist to pinch the ""crescent petal"" between two fingers.",雁姉はすっとそれを受け取ると、白い手首を上げて、両の指で「三日月の実」を摘まむ。,"Сестричка Лебёдушка медленно подняла свою маленькую ручку, чтобы взять его двумя пальцами."
,,,,,,,,,,默认18,,,,再而，她红唇轻启，将之送入口中。,再而，她紅唇輕啟，將之送入口中。,"Then, her red lips parted slightly as she placed it into her mouth.",そして、赤い唇を軽く開き、口の中へと入れた。,"Слегка приоткрыв свои красные губки, она положила его в рот."
,,,,,,,,,,默认19,,,,待她细嚼慢咽之后，她拈来一张手帕，轻拭嘴边，神不知鬼不觉地吐出果核，整个“吃橘”的过程便结束了。,待她細嚼慢咽之後，她拈來一張手帕，輕拭嘴邊，神不知鬼不覺地吐出果核，整個“吃橘”的過程便結束了。,"After chewing it slowly, she took a handkerchief, dabbed her lips, and discreetly spat out the seed—marking the end of the ""orange-eating"" ritual.",しばしの咀嚼の後、手巾で口元を軽く拭い、さりげなく種を吐き出す。こうして「蜜柑を食べる」という一連の動作が終わった。,"Медленно разжевав его, она взяла платок и прикрыла им рот, чтобы незаметно выплюнуть семена, тем самым поставив точку в её ""мандариновой церемонии""."
,,,,,,,,,,默认20,,,,不得不说，即便只是吃一枚橘子，她也吃得如诗如画，不愧是泠音阁头牌花魁。,不得不說，即便只是吃一枚橘子，她也吃得如詩如畫，不愧是泠音閣頭牌花魁。,"I must say, even eating a single orange, she does it with such grace and poetry—no wonder she’s the top courtesan of Lingyin Pavilion.",たかが蜜柑一粒を食べるだけでも絵になる。さすがは泠音閣の一番娘と言わざるを得ない。,"Даже мандарины она ест грациозно и живописно - неудивительно, что она ""девушка первого ранга"" в ""Мелодичном павильоне""."
,,苏怜烟,高兴,,,,0.5,,,默认21,,苏怜烟/28_苏怜烟_03,,[好啦，别一直盯着我瞧了，怪羞人的……聊些什么吧，你觉得这画舫如何？］,[好啦，別一直盯著我瞧了，怪羞人的……聊些什麼吧，你覺得這畫舫如何？］,"""Alright, don’t keep staring at me... it’s embarrassing... Let’s talk about something else. What do you think of this Painted Pleasure Boat?""",「ちょっと、そんなにじろじろ見ないで。恥ずかしいから……少しお話しましょ。この画舫はどう？」,"""Ой, да не смотри на меня так... я стесняюсь... Давай о чём-нибудь поговорим. Что ты думаешь об этой лодке?"""
,,苏怜烟,微笑,,,,,,,,,,,
,,,,,,,,,,默认22,,,,她缓缓撇过头，微笑着问道。,她緩緩撇過頭，微笑著問道。,She slowly turned her head away and asked with a faint smile.,ゆっくりと頭をもたげ、笑顔で問う彼女。,"Медленно повернув голову, спросила она с улыбкой."
,,苏怜烟,温柔,,,,,,,,,,,
,,方知宥,,,,,,,,默认23,,方知宥/28_方知宥_03,,[挺好，此次离得近了，我才认出这画舫上雕的是《洛神赋图》……这图雕得刻工精细，气韵生动，配得上泠音阁的格调。］,[挺好，此次離得近了，我才認出這畫舫上雕的是《洛神賦圖》……這圖雕地刻工精細，氣韻生動，配得上泠音閣的格調。］,"""Quite lovely. Now that I'm closer, I recognize the carvings on this Painted Pleasure Boat—they depict 'The Nymph of the Luo River'... The craftsmanship is exquisite, and the vivid composition suits <ruby=泠音>Lingyin</ruby> Pavilion's refined style.""",「いやはや素晴らしい。近付いてようやく、この画舫の装飾が『<ruby=らくしんふず>洛神賦図</ruby>』だと気付いたよ……細かい所まで作り込まれていて、生き生きとしている。泠音閣にふさわしい出来だ」,"""Красивая. В этот раз, уже вблизи, я смог разглядеть, что на ней изображена 'Фея реки Ло'... Рисунок исполнен мастерски, а вся композиция соответствует изысканности 'Мелодичного павильона'."""
,,苏怜烟,好奇,,,,,,,默认24,,苏怜烟/28_苏怜烟_04,,[你之前从远处看过这画舫？］,[你之前從遠處看過這畫舫？］,"""Had you seen this Painted Pleasure Boat from a distance before?""",「遠くからならこの画舫を見たことがあるの？」,"""А ты видел лодку до этого?"""
,,方知宥,,,,,,,,默认25,,方知宥/28_方知宥_04,,[看过呀，放花灯那夜，你在舫上抚琴，我记得乘的就是这一艘吧？］,[看過呀，放花燈那夜，你在舫上撫琴，我記得乘的就是這一艘吧？］,"""Yes, on the lantern festival night—you were playing the zither aboard. I believe it was this very boat, wasn't it?""",「ああ。花灯のあの晩、君が乗って琴を弾いていたのが、この船だろう？」,"""Угу, на том празднестве фонарей. Ты вроде на этой самой лодке играла на музыкальном инструменте, да?"""
,,苏怜烟,通常,,,,,,,默认26,,苏怜烟/28_苏怜烟_05,,[嗯，那确实是，我出门只乘这艘画舫。］,[嗯，那確實是，我出門只乘這艘畫舫。］,"""Indeed. When I venture out, I only ever take this Painted Pleasure Boat.""",「ええ、そうね。出かける時はこの画舫にしか乗らないから」,"""Да, на ней. Мне разрешают покидать павильон только на этой лодке."""
,,,,,,,,,,默认27,,,,雁儿姐一边补着唇上的妆，一边答话。,雁兒姐一邊補著唇上的妝，一邊答話。,<ruby=Swan Goose>Sister Yan</ruby> answered while reapplying her lip color.,雁姉が口紅を直しながら答える。,"Ответила мне сестричка Лебёдушка, подкрашивая губы."
,CharacterOff,,,,,,0.6,,,,,,,
,,,,,,,,,,默认28,,,,她在吃过半颗橘子后，便不再吃了。,她在吃過半顆橘子後，便不再吃了。,"After eating half a tangerine, she stopped.",半粒口にしたところで、彼女はそれ以上食べるのをやめてしまった。,"Съев половину мандарина, она остановилась."
,,,,,,,,,,默认29,,,,此时，她正用一根细簪子，从白玉盒子里转下一些胭脂，点在她的唇上。,此時，她正用一根細簪子，從白玉盒子裡轉下一些胭脂，點在她的唇上。,"At that moment, she used a slender hairpin to scoop rouge from a white jade box, applying it to her lips.",細い簪で白玉の箱から臙脂を少しすくい、唇に乗せている。,"Она взяла тоненькую заколку и стала набирать помаду из яшмовой шкатулки, нанося её на губы."
,,,,,,,,,,默认30,,,,我记得，刚认识时，她还有些拘谨，从不当着我的面修补妆容。,我記得，剛認識時，她還有些拘謹，從不當著我的面修補妝容。,"I remember when we first met, she was still somewhat reserved, never touching up her makeup in my presence.",会ったばかりの頃の彼女はもう少し堅苦しかったような気がする。私の前で化粧直しなどしなかった。,"Я помню, что когда мы впервые встретились, она никогда не накрашивалась в моём присутствии."
,,,,,,,,,,默认31,,,,如今，我们的关系熟了，雁儿姐也不见外了，在我面前也随意了许多。,如今，我們的關係熟了，雁兒姐也不見外了，在我面前也隨意了許多。,"Now that we've grown closer, <ruby=Swan Goose>Sister Yan</ruby> no longer stands on ceremony and acts more casually around me.",だが今は関係も深まり、雁姉もだいぶ気の置けない様子になってきた。,"Лишь когда мы сблизились с сестричкой Лебёдушкой, она перестала стесняться и стала куда свободнее и естественнее рядом со мной."
,,,,,,,,,,默认32,,,,这细微之处的变化，倒是让我感受到了与她的亲近。,這細微之處的變化，倒是讓我感受到了與她的親近。,This subtle change made me feel closer to her.,その些細な変化が、彼女との距離の近さを感じさせる。,Именно эти мелкие изменения дали мне почувствовать близость с ней.
,,苏怜烟,好奇,,,,0.5,,,默认33,,苏怜烟/28_苏怜烟_06,,[对了，知宥，上回提到的《狮驼国》，你可开始动笔了？］,[對了，知宥，上回提到的《獅駝國》，你可開始動筆了？］,"""By the way, Zhiyou, have you started writing 'Lion Camel Kingdom' as we discussed last time?""",「ところで知宥、この前話していた『獅駝国』は、もう書き始めたの？」,"""Кстати, Чжию. Ты уже начал писать 'Королевство Льва и Верблюда'?"""
,,,,,,,,,,默认34,,,,雁儿姐点唇完毕后，放下了胭脂盒。,雁兒姐點唇完畢後，放下了胭脂盒。,"After applying her lip rouge, <ruby=Swan Goose>Sister Yan</ruby> set down the rouge box.",口紅を塗り直した彼女が臙脂の箱を置いた。,"Накрасив губы, сестричка Лебёдушка убрала шкатулку с помадой."
,,,,,,,,,,默认35,,,,她抬起眼眸，有些好奇地问着我，目光中带着些许期待。,她抬起眼眸，有些好奇地問著我，目光中帶著些許期待。,"She lifted her gaze and asked me curiously, her eyes tinged with anticipation.",上目遣いで、期待のこもった目つきでそう問う。,"Подняв взгляд, она с любопытством взглянула на меня, её глаза искрились от предвкушения."
,,方知宥,,,,,,,,默认36,,方知宥/28_方知宥_05,,[最近终于开始动笔了，近日刚写了序章，只是还不甚满意。］,[最近終於開始動筆了，近日剛寫了序章，只是還不甚滿意。］,"""I’ve finally started writing—just finished the prologue—though I’m still not entirely satisfied with it.""",「最近になってようやく始めたよ。つい最近、序章を書き終わったところだが、まだ満足いくものではないな」,"""Да, наконец-то начал. Только пролог написал. Но мне он не очень нравится."""
,,苏怜烟,惊讶,,,,,,,默认37,,苏怜烟/28_苏怜烟_07,,[哦？是哪里不满意？],[哦？是哪裡不滿意？],"""Oh? What part troubles you?""",「そうなの？どこが不満なの？」,"""А? Почему?"""
,,苏怜烟,好奇,,,,,,,,,,,
,,方知宥,,,,,,,,默认38,,方知宥/28_方知宥_06,,[我不知该如何写群妖吃尽一国臣民的细节，无论我怎么写……都写得不像……大概是因为我从未亲眼见过这场面罢！],[我不知該如何寫群妖吃盡一國臣民的細節，無論我怎麼寫……都寫的不像……大概是因為我從未親眼見過這場面罷！],"""I don’t know how to depict the details of the Horde of Demons devouring an entire nation’s people. No matter how I write it... it never feels convincing... probably because I’ve never witnessed such a scene myself!""",「妖怪たちが一国の民たちを食い尽くす細かい描写をどう描いたものか迷っていて……どう書いても上手くいかないんだ……おそらく、自分の目で見たことがないからだと思うが」,"""Как в подробностях описать сцены того, как полчища яогуаев пожирают подданных королевства? Как бы я ни писал... получается не очень правдоподобно... Возможно, это потому, что я никогда не видал ничего подобного вживую!"""
,,苏怜烟,微笑,,,,,,,默认39,,苏怜烟/28_苏怜烟_08,,[呵……若真叫你见着了，那还得了？],[呵……若真叫你見著了，那還得了？],"""Hah... if you truly saw it, that would be calamitous.""",「ふふっ……本当にその場を見ていたら、大変なことよ」,"""Хех... Если бы ты действительно увидел, что бы в этом было хорошего?"""
,,,,,,,,,,默认40,,,,她以袖掩唇，轻笑出声。,她以袖掩唇，輕笑出聲。,"She covers her lips with her sleeve, letting out a soft laugh.",袖で口元を押さえると、くすくすと彼女が笑った。,"Прикрыв рукавом рот, она тихо засмеялась."
,,苏怜烟,通常,,,,,,,默认41,,苏怜烟/28_苏怜烟_09,,[其实，并非亲眼所见才能写得真切，《西游记》和《金瓶梅》中的诸般情节，岂能都是作者件件亲历之事？］,[其實，並非親眼所見才能寫得真切，《西遊記》和《金瓶梅》中的諸般情節，豈能都是作者件件親歷之事？］,"""In truth, firsthand experience isn’t necessary to write vividly. Think of the myriad scenes in 'Journey to the West' and 'The Plum in the Golden Vase'—could the authors have lived every single one?""",「自らの目で見たものだけが現実であるとは限らないわ。『西遊記』や『金瓶梅』の描写だって、作者が体験したことではないでしょう？」,"""Честно, тебе не обязательно видеть их вживую, чтобы писать интересно. Подумай о бесчисленных сценах в 'Путешествии на запад' и 'Цветах сливы в золотой вазе'... Думаешь, авторы видели всё это?"""
,,苏怜烟,说话,,,,,,,默认42,,苏怜烟/28_苏怜烟_10,,[目睹群妖吃尽一国，这事你当然无法经历……嗯……我觉得你可以找找屠城相关的古籍记载，应当能找到些借鉴的灵感。］,[目睹群妖吃盡一國，這事你當然無法經歷……嗯……我覺得你可以找找屠城相關的古籍記載，應當能找到些借鑑的靈感。］,"""Of course, you could never have experienced witnessing the Horde of Demons devouring an entire nation... Hmm... I think you could look for ancient records about city massacres — you should be able to find some inspiration there to draw from.""",「妖怪が国を丸ごと食らい尽くす……そんなことは当然だけど経験できない。うーん……虐殺に関する古い本を読めば、何かのひらめきを得られるかも」,"""Понятное дело, ты никогда не увидишь яогуаев, пожирающих целую страну... Хм-м... Если подумать, можешь обратиться к летописям о городских резнях - они могут вдохновить тебя."""
,,苏怜烟,通常,,,,,,,,,,,
,,方知宥,,,,,,,,默认43,,方知宥/28_方知宥_07,,[借鉴古籍……屠城……］,[借鑑古籍……屠城……］,"""Referencing ancient records... city massacres...""",「古い書籍……虐殺……」,"""Летописи... о городских резнях..."""
,,,,,,,,,,默认44,,,,我心头一动，她似乎提出了一个我不曾想过的好路子。,我心頭一動，她似乎提出了一個我不曾想過的好路子。,My heart stirred; she seemed to have proposed a promising approach I’d never considered.,頭の中に稲妻が走った。私がこれまで思いつきもしなかった斬新な案を提供してくれたようだ。,"У меня ёкнуло сердце - она предложила мне выход, о котором я даже и не задумывался."
,,苏怜烟,平静,,,,,,,默认45,,苏怜烟/28_苏怜烟_11,,[嗯，挥刀屠戮百姓的恶兵，和狮驼国的妖怪也没多少差别，单是这扬州城，从古至今便遭过好几次兵灾。］,[嗯，揮刀屠戮百姓的惡兵，和獅駝國的妖怪也沒多少差別，單是這揚州城，從古至今便遭過好幾次兵災。］,"""Indeed, the ruthless soldiers who slaughtered civilians were little different from the demons of the Lion Camel Kingdom. Yangzhou City alone has endured multiple military disasters throughout history.""",「ええ、剣を振るって民を殺し回る悪い兵なら、獅駝国の妖怪と大差ないでしょ。この揚州だって、昔から今までなんども戦災に見舞われてるわ」,"""В самом деле, беспощадные солдаты, истреблявшие мирных жителей, мало чем отличались от яогуаев из королевства Льва и Верблюда. Один лишь Янчжоу за свою историю пережил столько ужасов во время войн."""
,,方知宥,,,,,,,,默认46,,方知宥/28_方知宥_08,,[喔……好像听本地人讲过，太祖爷初至扬州之时，城中仅余十八户，是不是因先前兵灾所致？］,[喔……好像聽本地人講過，太祖爺初至揚州之時，城中僅餘十八戶，是不是因先前兵災所致？］,"""Ah... I recall hearing locals say that when Emperor Taizu first arrived in Yangzhou, only eighteen households remained. Was that the result of prior military disasters?""",「ああ……たしか地元の者の話では、太祖陛下が初めて揚州へ来た時、町にはたった十八軒の家しかなかったとか。先の戦災のせいか？」,"""Хм-м... Я слышал от местных, что когда великий предок-основатель династии прибыл в Янчжоу, здесь оставалось жить лишь восемнадцать семей. Не было ли это следствием тех прежних военных бедствий?"""
,,,,,,,,,,默认47,,,,我询问道。,我詢問道。,I asked.,そう問う私。,Спросил я.
,,,,,,,,,,默认48,,,,雁儿姐似乎对本地这段历史，比我要更了解一些。,雁兒姐似乎對本地這段歷史，比我要更了解一些。,<ruby=Swan Goose>Sister Yan</ruby> seemed more knowledgeable about this part of local history than I was.,この地の歴史については、雁姉の方が私よりも詳しいようだ。,"Сестричка Лебёдушка, похоже, знала о местной истории побольше моего."
,,苏怜烟,坚定,,,,,,,默认49,,苏怜烟/28_苏怜烟_12,,[嗯，据传当时有个叫张明鉴的恶徒，率领了一支叫“青军”的军队屠了城……不过，扬州曾遭过的兵灾绝非只有这一次。],[嗯，據傳當時有個叫張明鑑的惡徒，率領了一支叫“青軍”的軍隊屠了城……不過，揚州曾遭過的兵災絕非只有這一次。],"""Well, legend has it that a villain named Zhang Mingjian led an army called the 'Green Army' and slaughtered the city... However, Yangzhou had endured far more military disasters than just this one.""",「ええ。<ruby=ちょうめいかん>張明鑑</ruby>という悪党が、『<ruby=せいぐん>青軍</ruby>』と呼ばれる群を率いて町を皆殺しにしたとか……でも、揚州の戦災はその一回だけじゃない」,"""Ну, говорят, что лиходей по имени Чжан Минцзянь возглавлял 'лазурную армию' и устроил резню в городе... Но Янчжоу переживал и не такие бедствия."""
,,苏怜烟,温柔,,,,,,,默认50,,苏怜烟/28_苏怜烟_13,,[无论是前朝更替之时，还是晚唐宋末之际，此地都屡遭屠戮……你若是能找全这些史料，以此为鉴，应当能补全《狮驼国》中的诸多细节。］,[無論是前朝更替之時，還是晚唐宋末之際，此地都屢遭屠戮……你若是能找全這些史料，以此為鑑，應當能補全《獅駝國》中的諸多細節。］,"""Whether during dynastic transitions or in the late Tang and end of the Song periods, this land was repeatedly ravaged... If you could compile these historical records and use them as reference, you could fill in many details in 'Lion Camel Kingdom'.""",「朝廷が変わった時も、唐と宋の挟間の時も、この地では幾度となくむごい殺しが行われてきた……だからこういう史料を集めて参考にすれば、『獅駝国』の世界の細部を補完できるはずよ」,"""Что когда менялась правящая династия, что на закате эпох <ruby=618-907 и 960-1279 г.>Тан и Сун</ruby>, эти земли раз за разом разорялись... Подними летописи, возьми их за основу - так ты сможешь добавить в свою книгу больше деталей."""
,,方知宥,,,,,,,,默认51,,方知宥/28_方知宥_09,,[嗯，雁儿姐所言极是，看来……这几日我便要寻些屠城的史料来看……］,[嗯，雁兒姐所言極是，看來……這幾日我便要尋些屠城的史料來看……］,"""Indeed, <ruby=Swan Goose>Sister Yan</ruby>'s words are most insightful. It seems... I must seek out historical accounts of city massacres in the coming days...""",「うむ、まったくもって雁姉の言う通りだ……どうやら、虐殺の歴史について調べる必要がありそうだな……」,"""Да, твои слова очень мудры. Похоже, эти несколько дней... мне нужно будет порыться в этих летописях о резне..."""
,,,,,,,,,,默认52,,,,我抿嘴沉吟着。,我抿嘴沉吟著。,I pursed my lips in contemplation.,ふむふむと考え入る。,Задумчиво поджал я губы.
,CharacterOff,,,,,,0.5,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认53,,,,未曾想，雁儿姐对于历史的见识竟然比我还要广。,未曾想，雁兒姐對於歷史的見識竟然比我還要廣。,I never imagined <ruby=Swan Goose>Sister Yan</ruby>'s historical knowledge would be broader than mine.,いやはや、雁姉の歴史に対する知見がこれほど広いとは。,"Я и не думал, что сестричка Лебёдушка так хорошо знает историю."
,,,,,,,,,,默认54,,,,我单知道扬州城在前朝更替之时遭过兵灾，却不知在更早的晚唐宋末之时也发生过一模一样的事。,我單知道揚州城在前朝更替之時遭過兵災，卻不知在更早的晚唐宋末之時也發生過一模一樣的事。,"I only knew Yangzhou City endured war during dynastic changes, but didn't realize identical tragedies occurred earlier during the late Tang and Song dynasties' decline.",王朝の交代時に揚州が戦火に見舞われたことは知っていたが、唐や宋の末期にも似たようなことが起きていたことまでは知らなかった。,"Я только знал, что во время смены правящей династии Янчжоу многое пережил, но и представить себе не мог, что подобные ужасы случались и на закате эпох <ruby=618-907 и 960-1279 гг.>Тан и Сун</ruby>."
,,,,,,,,,,默认55,,,,兴百姓苦、亡百姓苦。,興百姓苦、亡百姓苦。,The people suffer in prosperity; the people suffer in collapse.,国が栄えて民が苦しみ、国が滅んで民が苦しむ。,"Народ страдает и при расцвете государства, и при его упадке."
,,,,,,,,,,默认56,,,,朝代更迭，兴亡交替之时，百姓最苦。,朝代更迭，興亡交替之時，百姓最苦。,"During dynastic transitions, the common people bear the greatest suffering.",王朝が移り変わり、興亡入れ替わる時に、最も苦難に見舞われるのは無辜の民だ。,Во время смены правящей династии хуже всего приходилось простому народу.
,,,,,,,,,,默认57,,,,如今，我们能在这几度被鲜血染红的城池中畅谈风月，这样想来，不免有几分虚幻之感。,如今，我們能在這幾度被鮮血染紅的城池中暢談風月，這樣想來，不免有幾分虛幻之感。,That we can now discuss poetry and art in this blood-soaked city makes everything feel strangely unreal upon reflection.,そんな幾度も血に染まったこの町で、今の私たちは風流について語らっている。そう考えると、どこか現実離れした気分になった。,Сама возможность обсуждать поэзию и искусство в этом пропитанном кровью городе кажется до странности нереальным.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认58,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认59,,,,对了，我和雁儿姐聊了好久我要写的书，才突然想起来更重要的事还没开始聊。,對了，我和雁兒姐聊了好久我要寫的書，才突然想起來更重要的事還沒開始聊。,"Come to think of it, <ruby=Swan Goose>Sister Yan</ruby> and I talked so long about the book I'm writing that I suddenly realized we hadn't even begun discussing the more important matter.",そうだ……あれほど雁姉と本の件について話していたのに、大事なことについて話していないことを今更思い出した。,"К слову, мы с сестричкой Лебёдушкой так долго говорили о книге, что я внезапно осознал - мы ещё даже не обсудили более важное дело."
,,,,,,,,,,默认60,,,,我们租这画舫，可不是单单为了在水上聊天的。,我們租這畫舫，可不是單單為了在水上聊天的。,We didn't rent this Painted Pleasure Boat merely to chat on the water.,画舫を借りたのも、水の上でただのお喋りがしたかったためではない。,"Мы арендовали эту лодку не для того, чтобы просто предаться беседам на воде."
,,,,,,,,,,默认61,,,,而是为了“那件事”——,而是為了“那件事”——,"It was for ""that matter""—",「例の件」について話すためだ――,"Мы арендовали её для ""другого дела""..."
,,方知宥,,,,,,,,默认62,,方知宥/28_方知宥_10,,[雁儿姐……］,[雁兒姐……］,"""<ruby=Swan Goose>Sister Yan</ruby>...""",「雁姉……」,"""Сестричка Лебёдушка..."""
,,,,,,,,,,默认63,,,,我低声唤她。,我低聲喚她。,I murmured her name.,声を落として彼女に話しかけた。,Прошептал я её имя.
