#SHEET_NAME,记-第三回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认17,,,,眼前这孩童模样的她，到底是从何而来？,眼前這孩童模樣的她，到底是從何而來？,Where on earth did this childlike version of her come from?,ならば今目の前にいる子供のような彼女は、どこから来たのだ？,"Так откуда же, чёрт возьми, вдруг взялась передо мной её детская копия?"
,,,,,,,,,,默认18,,,,为什么？,為什麼？,Why?,なぜ？,Почему?
,,,,,,,,,,默认19,,,,她究竟是谁？,她究竟是誰？,Who on earth is she?,彼女は、何者なのだ？,Кто она такая?
,,,,,,,,,,默认20,,,,一股寒意从脚底窜上脊背，手心瞬间沁出冷汗，我不由自主地后退了一步。,一股寒意從腳底竄上脊背，手心瞬間沁出冷汗，我不由自主地後退了一步。,"A chill shot up from the soles of my feet to my spine, my palms instantly slick with cold sweat as I involuntarily took a step back.",ぞっと背筋に冷たいものが走った。手に冷や汗が滲み、思わず一歩後ずさった。,"Холодок пробежался по всему телу, ладони вспотели, и я невольно попятился назад."
,,,,,,,,,,默认21,,,,……,……,...,……,…
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认22,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认23,,,,嗯……难道说？,嗯……難道說？,Hmm... Could it be?,ま……まさか。,А может...
,,,,,,,,,,默认24,,,,眼前这小女娃，是苏怜烟的女儿？,眼前這小女娃，是蘇憐煙的女兒？,Is this little girl before me Su Lianyan's daughter?,この少女は、蘇憐煙の娘か？,"Может, девочка перед моими глазами - это дочь Су Ляньянь?"
,,,,,,,,,,默认25,,,,不对……小女娃看起来顶多十岁上下。,不對……小女娃看起來頂多十歲上下。,No... The girl looks barely around ten years old.,いや……少女はせいぜい十歳くらいだ。,Нет... Девочке по виду где-то около десяти лет.
,,,,,,,,,,默认26,,,,苏怜烟十年前才十四岁吧？生娃子的可能性微乎其微。,蘇憐煙十年前才十四歲吧？生娃子的可能性微乎其微。,Su Lianyan was only fourteen a decade ago—the likelihood of her having a child is practically zero.,蘇憐煙の十年前といえば、十四歳だ。子を産んでいる可能性はかなり低い。,"Десять лет назад Су Ляньянь было сколько, четырнадцать? Крайне сомнительно, что она могла родить в таком возрасте."
,,,,,,,,,,默认27,,,,而且，就算这女娃真是她的女儿，怎会和她长得完全一样？,而且，就算這女娃真是她的女兒，怎會和她長得完全一樣？,"And even if this girl were truly her daughter, how could she look exactly like her?",仮に少女が彼女の娘だとしても、なぜこうもそっくりなのだ。,"Да и, даже будь она её дочерью - как она могла бы выглядеть с ней настолько одинаково?"
,,,,,,,,,,默认28,,,,天底下哪有只像娘亲，半点不肖其父的娃子？,天底下哪有隻像娘親，半點不肖其父的娃子？,"What child in this world resembles only their mother, bearing not a single trace of their father?",母親にしか似ず父親の面影すらない娘など、この世にあってたまるか。,"Не может же ребёнок быть похожим только на мать, должны же быть какие-нибудь черты отца."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认29,,,,……,……,...,……,...
,,女娃,,,,,,,,默认30,,小雁儿/05_小雁儿_01,,[知宥……],[知宥……],"""Zhiyou...""",「知宥……」,"""Чжию..."""
,,,,,,,,,,默认31,,,,正当我盯着她胡思乱想之际，她忽然轻轻唤出了我的名字。,正當我盯著她胡思亂想之際，她忽然輕輕喚出了我的名字。,"As I stared at her, lost in wild thoughts, she suddenly whispered my name.",私が少女をじっと見ながらあれこれ考えていると、唐突に彼女が私の名前を囁いた。,"Пока я задумчиво смотрел на неё, она тихо прошептала моё имя."
,,,,,,,,,,默认32,,,,那声音又轻又弱，仿佛不是从喉咙发出，而是直接呼出的气息。,那聲音又輕又弱，彷彿不是從喉嚨發出，而是直接呼出的氣息。,"The voice was faint and frail, as if not spoken but breathed directly from her lips.",その声は小さく弱々しいものだった。喉を鳴らさず、息がそのまま出てきたかのように。,"Её голосок был слабеньким и тонким, словно исходил не из её горла, а был частью её дыхания."
,,方知宥,,,,,,,,默认33,,方知宥/05_方知宥_01,,[你……你怎么知道我的名字？],[你……你怎麼知道我的名字?],"""You... how do you know my name?""",「ど……どうして私の名を」,"""Ты... откуда знаешь моё имя?"""
,,,,,,,,,,默认34,,,,我忍不住追问，声音带着一丝不易察觉的颤抖。,我忍不住追問，聲音帶著一絲不易察覺的顫抖。,"I couldn’t help but press, my voice trembling faintly.",たまらず問いただした。声が僅かに震えている。,Дрожащим голосом спросил я её.
,BgEvent,见缸中苏怜烟2,,,,,0.3,,,,,,,,,,,
,,女娃,,,,,,,,默认35,,小雁儿/05_小雁儿_02,,[一见到你，就觉得你是叫这个。],[一見到你，就覺得你是叫這個。],"""The moment I saw you, I knew this was your name.""",「一目見て、そんな名前だと思った」,"""Как тебя увидела, так сразу подумала, что тебя так звать."""
,,方知宥,,,,,,,,默认36,,方知宥/05_方知宥_02,,[那你叫什么名字？],[那你叫什麼名字？],"""Then what’s your name?""",「では君の名は？」,"""А тебя как зовут?"""
,,女娃,,,,,,,,默认37,,小雁儿/05_小雁儿_03,,[小雁儿。],[小雁兒。],"""Little Yan.""",「<ruby=シャオエン>小雁</ruby>」,"""Лебёдушка."""
,BgEvent,见缸中苏怜烟3,,,,,0.3,,,,,,,,,,,
,,方知宥,,,,,,,,默认38,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认39,,,,我抿住了下唇，眉头深深锁起。,我抿住了下唇，眉頭深深鎖起。,"I pressed my lip together, my brows furrowing deeply.",私は下唇を噛み、眉間にしわを寄せた。,"Я прикусил губу, мои брови нахмурились."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认40,,,,小雁儿……,小雁兒……,Little Yan...,小雁……,Лебёдушка.
,,,,,,,,,,默认41,,,,雁儿……,雁兒……,Yan...,雁……,Лебёдушка...
,,,,,,,,,,默认42,,,,没错。,沒錯。,That's right.,そうだ。,Точно.
,,,,,,,,,,默认43,,,,苏怜烟小时候，确实不叫苏怜烟。,蘇憐煙小時候，確實不叫蘇憐煙。,"When Su Lianyan was young, she wasn’t actually called Su Lianyan.",蘇憐煙が幼い頃、彼女の名は蘇憐煙ではなかった。,"Когда Су Ляньянь была маленькой, у неё было другое имя."
,,,,,,,,,,默认44,,,,她这么一说，我才想起来——她原本的名字就是“雁儿”。,她這麼一說，我才想起來——她原本的名字就是“雁兒”。,"Only when she mentioned it did I remember—her original name was ""Yan"".",彼女の一言で思い出した――蘇憐煙の元の名は「<ruby=レンエン>連雁</ruby>」だった。,"Только услышав это имя, я вспомнил - её изначально звали ""Лебёдушкой""."
,,,,,,,,,,默认45,,,,“苏怜烟”是她到了扬州几年后，才改的名字。,“蘇憐煙”是她到了揚州幾年後，才改的名字。,"The name ""Su Lianyan"" was one she adopted only after living in Yangzhou for several years.",「蘇憐煙」は彼女が揚州に来てから数年経って変えた名だ。,"Она стала называть себя ""Су Ляньянь"" только после нескольких лет жизни в Янчжоу."
,,,,,,,,,,默认46,,,,至于当时她为何改名，具体说了些什么，我早就记不清了。,至於當時她為何改名，具體說了些什麼，我早就記不清了。,"As for why she changed it back then, or what exactly was said, I can no longer recall clearly.",当時の彼女がなぜ名を変えたのかや、詳しい話は忘れてしまった。,"Почему же она сменила его, что говорила по этому поводу - всё это я уж давно позабыл."
,,,,,,,,,,默认47,,,,……,……,...,……,…
,,,,,,,,,,默认48,,,,唔……,唔……,Ugh...,うっ……,Хм...
,,,,,,,,,,默认49,,,,就在刚才看到这小女娃的瞬间，一段关于苏怜烟的记忆猛地撞入脑海——,就在剛才看到這小女娃的瞬間，一段關於蘇憐煙的記憶猛地撞入腦海——,"The moment I laid eyes on that little girl, a memory of Su Lianyan suddenly crashed into my mind—",この少女を見た瞬間、蘇憐煙にまつわる記憶がどっと頭の中に押し寄せてきた――,"Когда я увидел эту маленькую девочку, то в моей голове сразу же резко всплыли воспоминания про Су Ляньянь:"
,,,,,,,,,,默认50,,,,十三年前，在盐池那家客栈，她突然起身，一把抓住我的手，拉着我冲出了客栈。,十三年前，在鹽池那家客棧，她突然起身，一把抓住我的手，拉著我衝出了客棧。,"Thirteen years ago, in that inn at Salt Pond, she abruptly stood up, seized my hand, and dragged me out.",十三年前……塩湖の宿で彼女が突然立ち上がったかと思うと、私の手を掴んで宿から飛び出したのだった。,"Тринадцать лет назад, в той таверне у соляных прудов, она внезапно подскочила, схватила меня за руку и потащила наружу."
,,,,,,,,,,默认51,,,,那之后发生了什么？,那之後發生了什麼事？,What happened after that?,その後……何が起きた？,А что было потом?
,,,,,,,,,,默认52,,,,糟了……又是这该死的“兽视”之症。,糟了……又是這該死的“獸視”之症。,Damn it... this cursed Beast's Affliction again.,くっ……忌まわしい「獣視病」め。,"Чёртов ""Звериный взор""..."
,,,,,,,,,,默认53,,,,我的记忆一团糟，像是被扯碎了的画布，一时拼凑不出后面发生的事了……,我的記憶一團糟，像是被扯碎了的畫布，一時拼湊不出後面發生的事了……,"My memories are a jumbled mess, like a torn canvas—I can't piece together what happened next...",記憶が破れた画布のようにめちゃくちゃになっている。その後何が起きたのか、まったく整理できない……,"Мои воспоминания были полной неразберихой, словно разорванная в клочья картина - и я пока не в силах был сложить её воедино, чтобы вспомнить, что было дальше..."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认54,,,,……,……,...,……,…
,,方知宥,,,,,,,,默认55,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认56,,,,算了。,算了。,Forget it.,まあいい。,Плевать.
,,,,,,,,,,默认57,,,,不再去想过去的事，我将目光再度投向了眼前的小女娃。,不再去想過去的事，我將目光再度投向了眼前的小女娃。,"Putting the past out of mind, I turned my gaze back to the little girl before me.",過去のことは考えまい。私は再び目の前の少女に視線を向けた。,"Перестав размышлять о прошлом, я вновь обратил взгляд на девочку передо мной."
,,方知宥,,,,,,,,默认58,,方知宥/05_方知宥_03,,[喂，你刚才说觉得“冷”吧？],[喂，你剛才說覺得“冷”吧？],"""Hey, you said you felt ‘cold’ earlier, right?""",「ところで、さっき『寒い』と言ったかい？」,"""Эй, ты говорила, что 'замёрзла', верно?"""
,BgEvent,见缸中苏怜烟,,,,,0.3,,,,,,,,,,,
,,,,,,,,,,默认59,,,,她被我发现时的第一句话，说了一句“好冷”。,她被我發現時的第一句話，說了一句“好冷”。,"The first thing she said when I found her was, ""It's so cold.""",私に見つかった時、彼女の第一声は「寒い」だった。,"Слово ""замёрзла"" было первым, что я услышал, когда только-только её обнаружил."
,,小雁儿,,,,,,,,默认60,,小雁儿/05_小雁儿_04,,[嗯。],[嗯。],"""Mhm.""",「うん」,"""Угу..."""
,,,,,,,,,,默认61,,,,她乖乖地点了点头。,她乖乖地點了點頭。,She nodded obediently.,こくこくと彼女が頷く。,Послушно кивнула она.
,,方知宥,,,,,,,,默认62,,方知宥/05_方知宥_04,,[酒缸里太冷了，你先出来吧。],[酒缸裡太冷了，你先出來吧。],"""It's too cold in the Wine Vat. Come out first.""",方知宥「その中は冷える。まず出てきたらどうだ」,"""В бочке холодно. Вылезай."""
,BgEvent,见缸中苏怜烟4,,,,,0.3,,,,,,,,,,,
,,小雁儿,,,,,,,,默认63,,小雁儿/05_小雁儿_05,,[好。],[好。],"""Okay.""",「うん」,"""Хорошо."""
,Wait,,,,,,2,,,,,,,,,
,CharacterOff,,,,,,,,,,,,,,,
,Bg,右屋雨,,,,,0.5,,,,,,,,,
,,小雁儿,,,,,1,,,,,,,,,
,,,,,,,,,,默认64,,,,她乖巧地点了点头，小手撑住酒缸边缘，有些笨拙地、晃晃悠悠地从里面爬了出来。,她乖巧地點了點頭，小手撐住酒缸邊緣，有些笨拙地、搖搖晃晃地從裡面爬了出來。,"She nodded meekly, her tiny hands gripping the edge of the Wine Vat as she clumsily wobbled her way out.",素直に頷くと、彼女は小さな手を酒壺の縁にかけ、やや拙い様子でのそのそと這い出してきた。,"Она покорно кивнула, её крошечные руки ухватились за край винной бочки, и она слегка неуклюже и неуверенно выбралась наружу."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认65,,,,我仔细地打量着她。,我仔細地打量著她。,I studied her carefully.,彼女の姿をまじまじと見る。,Я осмотрел её.
,,,,,,,,,,默认66,,,,这女娃……从酒缸出来，脚尖落地，轻盈地没有发出一点声响。,這女娃……從酒缸出來，腳尖落地，輕盈地沒有發出一點聲響。,"The girl slipped from the Wine Vat, her bare toes brushing the ground without a sound—light as drifting snow.",少女は酒壺から出てくると、猫のように音もなく軽々とつま先から着地した。,"Выбравшись из бочки, она беззвучно коснулась земли кончиками пальцев, словно они были перышками - лёгкими и невесомыми."
,,,,,,,,,,默认67,,,,这酒缸虽然早就被我喝空了，但缸底多少还残留着些许湿黏的酒渍。,這酒缸雖然早就被我喝空了，但缸底多少還殘留著些許濕黏的酒漬。,"The vat’s bottom, though long emptied, still clung with damp traces of liquor, sour and sticky.",酒壺の中身はとうに飲み干していたが、底にはぬめぬめとしたもろみが残っている。,"Хотя я уже давно выпил всё вино из этой бочки, на дне всё равно оставалось влажное липкое пятно."
,,,,,,,,,,默认68,,,,可她的身上，无论是袖口，还是裙角，都不见一点湿痕。,但她的身上，無論是袖口，還是裙角，都不見一點濕痕。,"Yet her garments—sleeves and hem alike—were spotless, unsullied by even a droplet.",だが彼女の袖にも裾にも、それが付着した様子はない。,"Но на ней - ни на рукавах, ни на подоле юбки - не было ни единого следа вина."
,,,,,,,,,,默认69,,,,啧，真让人觉得有些古怪啊……,嘖，真讓人覺得有些古怪啊……,Strange... most strange indeed.,ふむ、どうにも怪しい……,"Хм, как странно..."
,,,,,,,,,,默认70,,,,对了！,對了！,Wait!,そうだ！,Погодите!
,,,,,,,,,,默认71,,,,我怎么没想过另一种可能？,我怎麼沒想過另一種可能？,Why hadn’t I considered another possibility?,どうして別の可能性を考えなかったのだろうか。,Почему я раньше не подумал об этом?
,,,,,,,,,,默认72,,,,难道说……她根本就不是什么长得像苏怜烟的小女娃？,難道說……她根本就不是什麼長得像蘇憐煙的小女娃？,Could it be... she wasn’t just some little girl who resembled Su Lianyan?,そもそも……蘇憐煙に似ている少女ではないとしたら？,"Быть может... она не просто девочка, похожая на Су Ляньянь?"
,,,,,,,,,,默认73,,,,她……她其实就是苏怜烟的鬼魂！,她……她其實就是蘇憐煙的鬼魂！,She... she's actually Su Lianyan's soul!,実は……蘇憐煙の霊だったという可能性はないだろうか？,Может... она на самом деле - её дух?
,,,,,,,,,,默认74,,,,——噌！,——噌！,—Whoosh!,――ポン！,*Вжух!*
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认75,,,,念头一起，我立刻付诸行动，伸出手，径直摸向雁儿的头顶。,念頭一起，我立刻付諸行動，伸出手，徑直摸向雁兒的頭頂。,"The thought barely formed before I acted, reaching out to touch Yan's head directly.",そう思い立つと、私はすぐに行動に移した。手を伸ばし、小雁の頭に触れる。,"Только подумав об этом, я сразу же протянул руку и коснулся головы Лебёдушки."
,Shake,小雁儿,,x=50 y=25 time=0.3,,,NoWait,,,,,,,,,,,
,,小雁儿,使劲,,,,,,,,,,,,,,,
,,,,,,,,,,默认76,,,,嗯？,嗯？,Hm?,ん？,А?
,,,,,,,,,,默认77,,,,这……这确实是女娃的脑袋的触感。,這……這確實是女娃的腦袋的觸感。,This... this was undeniably the touch of a child’s head.,これは……間違いなく少女の頭の感触だ。,Это... была точно настоящая детская голова.
,,,,,,,,,,默认78,,,,细细的发丝整齐有序地排布着，轻柔如绸缎，带着些许孩童特有的温热。,細細的髮絲整齊有序的排布著，輕柔如綢緞，帶著些許孩童特有的溫熱。,"Fine strands of hair lay neatly arranged, soft as satin, carrying the faint warmth unique to children.",きれいに並んだ細い髪は絹のように柔らかく、子供特有の温もりを感じる。,"Мягкие и тёплые, как всех детей, тонкие волосы были аккуратно уложены."
,,,,,,,,,,默认79,,,,看得见，也摸得着，甚至能感受到温度。,看得見，也摸得著，甚至能感受到溫度。,"She's visible, tangible—even her warmth is real.",見えるし、触れる。さらには温度も感じる。,"Я вижу её, я осязаю её, я чувствую её тепло."
,,,,,,,,,,默认80,,,,是真的！,是真的！,She's real!,本物だ！,Она настоящая!
,,小雁儿,惊慌,,,,,,,默认81,,小雁儿/05_小雁儿_06,,[咦？你干嘛摸我呀！？……别摸了！别摸了！头发要乱了！],[咦？你幹嘛摸我呀！？……別摸了！別摸了！頭髮要亂了！],"""Huh? Why are you touching me!? ...Stop it! Stop! You'll mess up my hair!""",「ちょっ……なに触ってるの！？……やめて！触らないで！髪が乱れる！」,"""А? Ты чего меня трогаешь?!... Перестань! Перестань! Все волосы мне перепутаешь!"""
,,,,,,,,,,默认83,,,,我又半蹲下来，捏了捏她的脸颊。,我又半蹲下來，捏了捏她的臉頰。,I crouched down again and pinched her cheek.,私は腰を屈めると、彼女の頬をむにむにとつねってみた。,Я присел и ущипнул её за щёчку.
,,,,,,,,,,默认84,,,,嗯……这就是小娃子的脸，吹弹可破，像是刚剥了壳的荔枝。,嗯……這就是小娃子的臉，吹彈可破，像是剛剝了殼的荔枝。,"Hmm... This was the face of a child—delicate as a freshly peeled lychee, so tender it might bruise at a touch.",ふむ……これが少女の頬か。剥きたての<ruby=ライチ>茘枝</ruby>のように、ちょっと突けば破れてしまいそうだ。,"Хм-м, настоящее детское лицо, такое нежное и хрупкое, словно только что очищенный плод личи."
,,小雁儿,不耐烦,,,,,,,默认85,,小雁儿/05_小雁儿_07,,[脸也不能摸！不能捏！],[臉也不能摸！不能捏！],"""Don't touch my face! No pinching!""",「頬っぺたもだめ！つねらないで！」,"""Лицо тоже не трогай! И не щипайся!"""
,,,,,,,,,,默认86,,,,她再度抗议，小手“啪”地一下打在我的手背上！,她再度抗議，小手“啪”地一下打在我的手背上！,"She protested again, her small hand slapping the back of mine with a sharp ""smack""!",彼女はまたも嫌がり、私の手の甲をぴしゃりと叩いた。,"Снова возразила она мне, ударив своей маленькой ладошкой по моей руке."
,,小雁儿,疑惑,,,,,,,默认87,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认88,,,,随即，她后退一步，小脸气鼓鼓地涨红，直瞪着我。,隨即，她後退一步，小臉氣鼓鼓地漲紅，直瞪著我。,"Then she stepped back, her little face flushed and puffed with anger, glaring straight at me.",そして後ずさりしながら、紅潮した頬を膨らませ、じっと私を睨みつける。,"С красным от возмущения личиком она попятилась назад, сердито смотря на меня."
,,,,,,,,,,默认89,,,,刚才，她还是一副胆小、怯懦而纯净的样子。,剛才，她還是一副膽小、怯懦而純淨的樣子。,"Just moments ago, she had seemed timid, fearful, and pure.",先ほどまでは臆病で、びくびくしながらも純粋な様子だったのに。,Ещё мгновение назад она была робкой и пугливой.
,,,,,,,,,,默认90,,,,此时此刻，她显现出如此复杂丰富的情绪，更让我感觉她不是鬼魂，是真实存在的小女娃。,此時此刻，她顯現出如此複雜豐富的情緒，更讓我感覺她不是鬼魂，是真實存在的小女娃。,"Now, the sheer complexity of emotions flashing across her face convinced me she wasn't a ghost—but a real, living little girl.",今の彼女は複雑な情緒を見せている。それがなおのこと、彼女が幽霊などではなく実在する少女であることを実感させた。,"Но сейчас все эти эмоции, промелькнувшие на её лице, убедили меня, что она вовсе не дух, а настоящая, живая девочка."
,,方知宥,,,,,,,,默认91,,方知宥/05_方知宥_05,,[你还真是小女娃，不是鬼。],[你還真是小女娃，不是鬼。],"""So you really are just a little girl, not a ghost.""",「幽霊ではなく……人間の女の子なんだな」,"""Так ты не дух, а настоящая маленькая девочка."""
,,小雁儿,冷漠,,,,,,,默认92,,小雁儿/05_小雁儿_08,,[我……我本来就不是鬼！是活生生的人！呜呜呜……知宥是大坏蛋！长了手就会摸脑瓜和脸蛋！],[我……我本來就不是鬼！是活生生的人！嗚嗚嗚……知宥是大壞蛋！長了手就會摸腦瓜和臉蛋！],"""I... I was never a ghost! I'm a living, breathing person! Wuwuwu... Zhiyou is a big meanie! Always patting heads and pinching cheeks!""",「ゆ……幽霊なんかじゃない！ちゃんと生きてる人間よ！うぅ……知宥のばか！手を伸ばしたかと思ったら、頭とか顔ばっか触って！」,"""Я... я всегда ею была, никакой я не дух! Я живая, настоящая! Бу-бу-бу, Чжию такой дурак! Лезет трогать голову и лицо просто так!"""
,,,,,,,,,,默认93,,,,她愤愤地嘟着小嘴抱怨着。,她憤憤地嘟著小嘴抱怨著。,"She pouted indignantly, grumbling under her breath.",彼女はぷりぷりと怒りながら、文句を言った。,"Надулась она от возмущения, бубня себе под нос."
,,,,,,,,,,默认94,,,,哈哈，这话听着倒是有几分押韵。,哈哈，這話聽著倒是有幾分押韻。,"Hah, that’s oddly rhythmic.",ふふ、「ばか」に「ばっか」か。なかなか洒落ているではないか。,"Ха-ха, а она это в рифму сказала."
,,方知宥,,,,,,,,默认95,,方知宥/05_方知宥_06,,[哈哈哈哈，是真的，竟然是真的！],[哈哈哈哈，是真的，竟然是真的！],"""Hahaha—it’s true! It’s really true!""",「ははは！本物だ！まさかの本物だ！」,"""Ха-ха-ха! Настоящая, всё-таки настоящая!"""
,,,,,,,,,,默认96,,,,我看着情绪生动的她，不禁失笑。,我看著情緒生動的她，不禁失笑。,Her vivid expressiveness drew an involuntary laugh from me.,感情豊かな彼女を見ているうちに、思わず笑ってしまった。,"Глядя на её яркие эмоции, я не смог сдержать смех."
