,,,,,,,,,,默认573,,,,他猛地扭身，铁甲叶片哗啦爆响，如同毒蛇骤然昂首。,他猛地扭身，鐵甲葉片嘩啦爆響，如同毒蛇驟然昂首。,"He twisted violently, his iron scale armor clattering like a viper rearing its head.",彼が猛然と振り返り、鎧の金属が擦れる音が響いた。その様子はまるで、毒蛇が首をもたげたかのようだった。,"Он резко развернулся, гремя чешуйчатой железной бронёй, словно ядовитая змея, поднявшая голову."
,,,,,,,,,,默认574,,,,我眼前一花，一只硕大的牛皮靴底在我的眼前越放越大，最后重重踹在我的心窝上。,我眼前一花，一隻碩大的牛皮靴底在我的眼前越放越大，最後重重踹在我的心窩上。,"My vision blurred as a massive leather boot sole loomed before me, finally slamming into my gut with brutal force.",ぶんと視界が霞み、大きな牛革の靴底が目の前に迫り、胸を蹴り上げられた。,"Зрение поплыло, подошва массивного кожаного сапога, возникшая перед глазами, постепенно становилась больше, пока с чудовищной силой не врезалась мне под дых."
,Shake,Graphics,,x=200 y=120 time=0.4,,,,,PageWait,,,,,,,,,,,,
,ImageEffect,SpriteCamera,Blur,BlurIn,,,,,NoWait,,,,,,,,,,,,
,Se,耳鸣,,,,,,,,,,,,,,,,
,,,,,,,,,,默认575,,,,唔呃！,唔呃！,Ugh...!,ぐあっ！,Ух-х!..
,,,,,,,,,,默认576,,,,剧痛排山倒海般袭来，我如断线的纸偶般向后飞跌，脊背狠狠撞上了方院的大门。,劇痛排山倒海般襲來，我如斷線的紙偶般向後飛跌，脊背狠狠撞上了方院的大門。,"Agony crashed over me like a tidal wave. I flew backward like a cut puppet, my spine smashing against the courtyard's gate.",激痛が押し寄せた。糸の切れた人形のように無造作に蹴り飛ばされ、門に背中から思い切り叩きつけられる。,"Меня захлестнула всесокрушающая, сносящая всё на своём пути нестерпимая боль. Отлетев назад, как бумажная фигурка, у которой отрезали нити, я врезался спиной в ворота двора."
,Shake,Graphics,,x=400 y=240 time=0.3,,,,,PageWait,,,,,,,,,,,,
,Se,捶门,,,,,,,,,,,,,,,,
,,,,,,,,,,默认577,,,,——轰！,——轟！,—BOOM!,――ドン！,*БАБАХ!*
,ImageEffect,SpriteCamera,Blur,BlurOut,,,,,NoWait,,,,,,,,,,,,
,Se,金属落地,,,,,,,,,,,,,,,,
,,,,,,,,,,默认578,,,,在巨力冲击下，我手中那把剃头刀也脱手而出，划出了一道微弱的银线，随后便不知掉到了何处。,在巨力衝擊下，我手中那把剃頭刀也脫手而出，劃出了一道微弱的銀線，隨後便不知掉到了何處。,"The impact sent my razor flying, tracing a faint silver arc before vanishing into the darkness.",その衝撃で剃刀が手中から飛び出し、銀の軌道を描いてどこかへ飛んで行ってしまった。,"От удара моя бритва вылетела, описав тусклую серебряную дугу, и упала где-то вдали."
,,,,,,,,,,默认579,,,,刺杀失败了……,刺殺失敗了……,The assassination failed...,奇襲は失敗した……,Я не смог убить его...
,,方知宥,,,,,,,,默认580,,,,[……],[……],"""...""",方知宥「……」,"""..."""
,,,,,,,,,,默认581,,,,我沮丧地抬起头，那红甲鹰妖却朝我走了过来。,我沮喪地抬起頭，那紅甲鷹妖卻朝我走了過來。,I looked up in despair as the Red-Armored Eagle Demon advanced toward me.,がっくりとして頭を上げると、赤い鎧を纏った鷹妖がこちらへ歩いてくるところだった。,"В отчаянии я поднял взгляд, пока яогуай шёл ко мне."
,,,,,,,,,,默认582,,,,他狰狞的面孔悬在我的头顶，那双充血的眼睛里，燃烧着被卑微者冒犯后的愤怒和轻蔑。,他猙獰地面孔懸在我的頭頂，那雙充血的眼睛裡，燃燒著被卑微者冒犯後的憤怒和輕蔑。,"His grotesque face loomed over me, those bloodshot eyes burning with fury and contempt—a superior being defied by vermin.",彼の獰猛な顔が私の頭上に来る。充血した両の目には、下賤な者に冒涜された憤怒と軽蔑の炎が燃えている。,"Его злобное лицо нависло надо мной, налитые кровью глаза пылали яростью и презрением от того, что ему дерзнул противостоять какой-то ничтожный червь."
,Se,拔刀,,,,,,,,,,,,,,
,,,,,,,,,,默认583,,,,——哗啦。,——嘩啦。,—Clang.,――スッ,*Лязг.*
,,,,,,,,,,默认584,,,,紧接着，他从背后缓缓抽出腰刀，那狭长的刀身，带着一缕寒光，朝我刺来。,緊接著，他從背後緩緩抽出腰刀，那狹長的刀身，帶著一縷寒光，朝我刺來。,"Then, slowly, he drew the waist dagger from behind his back—its narrow blade glinting coldly as it thrust toward me.",続けて彼は、ゆっくりと背から剣を抜いた。細長い刀身が冷たい光を放ち、私めがけて突き刺さった。,"Затем он медленно вынул из-за спины поясной меч - узкое лезвие холодно сверкнуло, когда он направил его на меня."
,Se,刺入,,,,,,,,,,,,,,
,,,,,,,,,,默认585,,,,——噗！,——噗！,—Thud!,――サクッ,*Бам!*
,,刀光,,中2,,,1,,,,,,,,,,,,,,
,Wait,,,,,,0.25,,,,,,,,,,,,,,
,Shake,Graphics,,x=800 y=80 time=0.25,,,,,PageWait,,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,,,,
,ImageEffect,SpriteCamera,Blur,,,,3,,PageWait,,,,,,,,,,,,
,ImageEffectOff,SpriteCamera,Blur,,,,,,,,,,,,,,,,,,
,CharacterOff,刀光,,,,,1,,,,,,,,,,,,,,
,FadeOut,red,,,,,0.3,,,,,,,,,
,FadeIn,red,,,,,0.3,,,,,,,,,
,,,,,,,,,,默认586,,,,刀刃刺破了我单薄的衣衫，轻易没入了我的腹部。,刀刃刺破了我單薄的衣衫，輕易沒入了我的腹部。,The blade pierced my threadbare clothes and sank effortlessly into my gut.,刃があっさりと薄い衣服を貫き、いとも簡単に私の腹に突き刺さる。,Лезвие прорвало мою лёгкую одежду и без труда вошло мне в живот.
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,,,,
,BgEvent,滴血1,,,,,,,,,,,,,,,,
,Se,滴血声,,,,,,,,,,,,,,,,
,,,,,,,,,,默认587,,,,我清晰地感受到冰冷的刀刃在体内缓缓推进、撕裂、搅动……,我清晰地感受到冰冷的刀刃在體內緩緩推進、撕裂、攪動……,"I felt it vividly—the icy steel creeping, tearing, twisting inside me...",冷たい金属の刃がゆっくりと体の中を進み、切り裂き、かき混ぜる感触をはっきりと感じた……,"Я отчётливо ощущал, как ледяная сталь разрывала мою плоть."
,,,,,,,,,,默认588,,,,唔……,唔……,Ugh...,うっ……,Ох...
,BgEvent,滴血2,,,,,,,,,,,,,,,,
,Se,滴血声,,,,,,,,,,,,,,,,
,,,,,,,,,,默认589,,,,难以言喻的剧痛瞬间淹没了我所有的意识。,難以言喻的劇痛瞬間淹沒了我所有的意識。,Excruciating pain instantly swallowed all my consciousness.,言葉にできない激痛で意識の全てを持っていかれる。,Мучительная боль мгновенно поглотила всё моё сознание.
,,,,,,,,,,默认590,,,,血……,血……,Blood...,血だ……,Кровь...
,BgEvent,滴血3,,,,,,,,,,,,,,,,
,Se,滴血声,,,,,,,,,,,,,,,,
,,,,,,,,,,默认591,,,,血从我身上的窟窿里冒出来。,血從我身上的窟窿裡冒出來。,Blood poured from the gaping wounds in my body.,血が、私の体に空いた穴から吹き出している。,Кровь хлынула из зияющей раны в моём теле.
,Se,摔倒,,,,,,,,,,,,,,,,
,Shake,Graphics,,x=200 y=120 time=0.4,,,,,PageWait,,,,,,,,,,,,
,,,,,,,,,,默认592,,,,——嘭！,——嘭！,—Bang!,――ドサッ,*Бам!*
,,,,,,,,,,默认593,,,,我因无力而倒在地上，血开始在我的身下快速蔓延开，浸透了方院青砖的缝隙……,我因無力而倒在地上，血開始在我的身下快速蔓延開，浸透了方院青磚的縫隙……,"I collapsed helplessly as blood spread rapidly beneath me, soaking into the cracks between the courtyard's blue bricks...",力が出ないまま、私はその場に倒れた。体の下でみるみる血だまりが広がり、方院の床に敷かれた石畳の目地を伝っていく……,"Я безвольно упал на землю, кровь начала быстро растекаться подо мной, впитываясь в трещины между синими кирпичами двора..."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,,,,
,,小雁儿,<Off>,,,,,,,默认594,,小雁儿/03分支_小雁儿_02,,[知宥！],[知宥！],"""Zhiyou!""",「知宥！」,"""Чжию!"""
,,,,,,,,,,默认595,,,,突然，我听到了她在喊我的名字。,突然，我聽到了她在喊我的名字。,Then I heard her scream my name.,突然、私の名を呼ぶ声が聞こえた。,"Я услышал, как она зовёт меня."
,BgEvent,出血而亡,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认596,,,,小雁儿哭着从右屋跑了出来，跪在了倒在血泊里的我的身旁。,小雁兒哭著從右屋跑了出來，跪在了倒在血泊裡的我的身旁。,Little Yan came sobbing from the Right Chamber and dropped to her knees beside my bleeding body.,小雁が泣きながら右の傍屋より飛び出し、血の海に横たわる私の傍へとやってくる。,"Вся в слезах, с опухшими глазами, Лебёдушка выбежала из правого флигеля, и, пробежав через двор, упала на колени рядом с моим окровавленным телом."
,,小雁儿,,,,,,,,默认597,,小雁儿/03分支_小雁儿_03,,[知宥……呜呜呜呜……你不要死……不要死……],[知宥……嗚嗚嗚嗚……你不要死……不要死……],"""Zhiyou... sob sob... Don't die... please don't die...""",「知宥……うぅ……ひっく……死なないで……やだよ……」,"""Чжию... У-у-у-у... Только не умирай... Не умирай..."""
,,,,,,,,,,默认598,,,,她伏在我身上哭着，小脸上沾满了泪水，眼睛都哭红了。,她伏在我身上哭著，小臉上沾滿了淚水，眼睛都哭紅了。,"She wept over my corpse, her tiny face drenched in tears, eyes swollen red from crying.",私の亡骸に伏せて泣きじゃくる彼女。その顔は涙にまみれ、目は真っ赤になっている。,"Она плакала над моим телом, её личико было всё заплаканным, а глаза покраснели от слёз."
,,,,,,,,,,默认599,,,,你……你为何不继续躲着……为何要过来啊……,你……你為何不繼續躲著……為何要過來啊……,You... why aren't you hiding anymore... why'd you come here...,どうして……そのまま隠れていなかった……なぜ出てきてしまったのだ……,Почему... ты не прячешься... зачем ты пришла?..
,,,,,,,,,,默认600,,,,我担忧地看着她，却再也说不出一句话。,我擔憂地看著她，卻再也說不出一句話。,"I watched her with worry, but no words would come.",不安に駆られつつ彼女を見るも、もはや声も出なかった。,"Я с тревогой глядел на неё, не в силах что-либо сказать."
,,方知宥,,,,,,,,默认601,,,,[……],[……],"""...""",方知宥「……」,"""..."""
,,,,,,,,,,默认602,,,,在生命的最后，我静静凝视着她，直到眼睛闭上，直到死亡的黑暗降临……,在生命地最後，我靜靜凝視著她，直到眼睛閉上，直到死亡的黑暗降臨……,"In life's final moments, I kept staring at her until my eyes shut, until death's darkness took me...",今際の時、私は静かに彼女のことを見つめていた。瞼が閉じ、死の闇が訪れるまで……,"В последние мгновения жизни я продолжал смотреть на неё, пока мои глаза не закрылись, и меня не поглотила смерть..."
,FadeOut,black,,square,,,1,,,,,,,,,,,,,,
,,,,,,,,,,默认603,,,,……,……,...,……,...
,,,,,,,,,,默认604,,,,死亡的黑暗将我吞噬后。,死亡的黑暗將我吞噬後。,After death's darkness swallowed me whole.,死の暗闇が私を丸ごと呑み込んでから。,"Уже после того, как тьма смерти объяла меня..."
,,,,,,,,,,默认605,,,,我突然想到了一件事。,我突然想到了一件事。,Then it hit me.,ふと、あることに気が付いた。,Мне кое-что пришло в голову.
,,,,,,,,,,默认606,,,,怪了……,怪了……,Weird...,おかしい……,Странно.
,,,,,,,,,,默认607,,,,那鹰妖……方才为何像是看不见小雁儿？,那鷹妖……方才為何像是看不見小雁兒？,That Eagle Demon... why couldn't it see Little Yan just now?,あの鷹の妖怪は……小雁のことが見えなかったのだろうか？,Почему тот яогуай не видел Лебёдушку?
,,,,,,,,,,默认608,,,,她哭着跑过来时，鹰妖怎么一点反应也没有？,她哭著跑過來時，鷹妖怎麼一點反應也沒有？,"When she came running over crying, why didn't the Eagle Demon even flinch?",彼女が泣きながら駆け寄ってきた時、なぜ無反応だったのだろうか？,"Когда она прибежала вся в слезах, яогуай даже бровью не повёл."
,,,,,,,,,,默认609,,,,……,……,...,……,...
,,,,,,,,,,默认610,,,,算了……,算了……,Whatever...,まあいい……,"Эх, да какая разница..."
,,,,,,,,,,默认611,,,,不管了……,不管了……,Doesn't matter...,もうどうでもいい……,Уже нет смысла думать об этом...
,,,,,,,,,,默认612,,,,我也管不了了……,我也管不了了……,I can't handle this anymore...,どうせどうにもできない……,Да и не могу я больше...
,,,,,,,,,,默认613,,,,我在心中无奈一叹。,我在心中無奈一嘆。,I sighed helplessly in my heart.,心の中でやるせなく溜息を漏らした。,Я вздохнул про себя.
,,,,,,,,,,默认614,,,,放下思绪，将身体没入了黑暗，没入了死亡……,放下思緒，將身體沒入了黑暗，沒入了死亡……,"Letting go of my thoughts, I submerged myself into the darkness... into death.",考えることをやめ、暗闇に……死に体を預けた……,"Перестав думать, я шагнул в темноту... прямо к смерти."
,StopBgm,,,,,,3,,,,,,,,,,,,,,
,Se,死亡钟声,,,,,,,,,,,,,,
,BgEvent,死,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,,,,
,Param,IsDead=TRUE,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认111001,,,,【结局：死于鹰妖】,【結局：死於鷹妖】,[Ending:Killed by Eagle Demon],,(Концовка: Смерть от яогуая-орла),
,AddSteamAchiKey,Achieve_death_3a,,,,,,,,,,,,,,
,Wait,,,,,,2,,,,,,,,,
,EndScenario,,,,,,,,,,,,,,,
,*被鹰妖杀2,,,,,,,,
,*map_end_1_b,,,,,,,,
,UnlockPlotMap,map_end_1_b,,,,,,,
,SetChapterName,死于鹰妖2,,,,,,,
,Bg,左屋雨,,,,,0,,
,CharacterOff,,,,,,0,,
,Bgm,重重墙囚,,,,,2,,
,Se,心跳,,,,,,,,,,,,,,,,
,,,,,,,,,,默认709,,,,必须做点什么！,必須做點什麼！,I must do something!,やるべきことをしなければ！,Надо что-то делать!,
,,,,,,,,,,默认710,,,,我屏息凝神，紧握住手中的剃发刀。,我屏息凝神，緊握住手中的剃髮刀。,"I held my breath, fingers clenched around the razor.",私は息を殺し、剃刀をきつく握った。,"Я задержал дыхание и сосредоточился, сжимая бритву.",
,,,,,,,,,,默认711,,,,那剃刀刃薄如纸，此时却仿佛是一把无坚不摧的利刃。,那剃刀刃薄如紙，此時卻彷彿是一把無堅不摧的利刃。,"The blade's as thin as paper, but right now, it might as well cut through anything.",紙ほどに薄い剃刀だが、今は何よりも鋭い最強の刃に見える。,"Лезвие, тонкое как бумага, в этот миг казалось могучим оружием, способным разрезать что угодно.",
,,,,,,,,,,默认712,,,,我看向那红甲鹰妖，他颈后裸露的皮肤，就像是无波河水中一叶孤舟，我想象着手中的刀刃是一束雷霆，将狠狠劈向这艘孤舟！,我看向那紅甲鷹妖，他頸後裸露的皮膚，就像是無波河水中一葉孤舟，我想像著手中的刀刃是一束雷霆，將狠狠劈向這艘孤舟！,"I lock onto the Red-Armored Eagle Demon—the bare skin at his nape like a lone skiff on dead-calm waters. My razor hums in my hand, a thunderbolt ready to split that flimsy boat in two!",赤い鎧の鷹妖の方を見る。首筋の皮膚が静かな湖面に浮かぶ葉のようにひっそりと佇んでいる。私は頭の中で、刃が雷となりその葉をばっさりと切り裂く場面を想像した。,"Я уставился на яогуая-орла в красной броне - кожа у него на загривке, лишённом брони, дрожала, словно одинокая лодка в бурных речных водах. Я представил, что клинок в моей руке - это молния, которая яростно обрушится на эту лодку!",
,,,,,,,,,,默认713,,,,——呼,——呼,—Whoosh,――ヒュッ,*Вжух.*,
,,,,,,,,,,默认714,,,,我猛地挥出手臂，向他身后偷袭！,我猛地揮出手臂，向他身後偷襲！,"I suddenly swung my arm, launching a surprise attack behind him!",猛然と手を突き出し、彼の背後を奇襲した。,"Я резко взмахнул рукой, нанося неожиданный удар со спины!",
,Se,刺入,,,,,,,,,,,,,,,,
,Shake,Graphics,,x=100 y=60 time=0.4,,,,,PageWait,,,,,,,,,,,,
,BgEvent,小喷溅,,,,,,,,,,,,,,,,
,,,,,,,,,,默认715,,,,——噗！,——噗！,—Thud!,――ブシュッ,*Лязг!*,
,,红甲鹰妖,,,,,,,,,,,,,,
,,,,,,,,,,默认716,,,,刀刃刺入了他的肌肤，恰到好处地插入他脖子上的血管，使鲜血喷出！,刀刃刺入了他的肌膚，恰到好處地插入他脖子上的血管，使鮮血噴出！,"The knife bit deep, hitting the vein in his neck dead-on. Blood sprayed.",刃が相手の皮膚に突き刺さった。ちょうど首の血管に命中し、鮮血が噴き出した。,"Лезвие вонзилось глубоко, точно попав в вену на его шее. Свежая кровь брызнула потоком!",
,,,,,,,,,,默认717,,,,很好！这妖兵因贪婪只顾着看我的银两，完全没有戒备。,很好！這妖兵因貪婪只顧著看我的銀兩，完全沒有戒備。,Good—this demon soldier was too busy drooling over my silver taels to watch his back.,いいぞ！欲深いあまり銀を見つめたまま、まったくの無警戒だった。,"Отлично... Яогуай был слишком занят, пуская слюни на мои деньги, и совершенно не следил за тем, что у него было за спиной.",
,,,,,,,,,,默认718,,,,我这一击，几乎是做到了力所能及的最好效果。,我這一擊，幾乎是做到了力所能及的最好效果。,This strike was the best I could pull off.,その一撃はでき得る限り最高の効果をもたらした。,"Это был, пожалуй, лучший удар, который я только был способен нанести.",
,Bg,左屋雨,,,,,,,,,,,,,,,,
,,红甲鹰妖,,,,,,,,,,,,,,,,
,,,,,,,,,,默认719,,,,可惜……,可惜……,Damn it...,しかし……,"Но, увы...",
