#SHEET_NAME,忆-第七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,林翩翩忆,好奇,,,,,,,默认12,,林翩翩/15_林翩翩_005,,[我听闻古时有位诗人写过一首水禽的诗，“鹅鹅鹅，曲项向天歌，白毛浮绿水……咦，最后一句怎么说来着？],[我聽聞古時有位詩人寫過一首水禽的詩，“鵝鵝鵝，曲項向天歌，白毛浮綠水……咦，最後一句怎麼說來著？],"""I heard an ancient poet once wrote verses about waterfowl, ""Goose, goose, goose, necks arched skyward in song; white feathers float on emerald waters..."" Wait, how did the last line go?""",「昔の詩人が書いた水鳥の詩を聞いたことがあるわ。『があ、があ、があ、天に歌う。碧水に浮かぶ白い羽毛……』えっと、最後の句は何だっけ？」,"""Слышала стих одного древнего поэта о птичках: \n«'Га-га-га', - гусь, выгнув шею, песню громкую запел, \nК небу крик его протяжный над затокой полетел...» \nОй, а как дам дальше было..?"
,,方知宥,,,,,,,,默认13,,方知宥/15_方知宥_02,,[“白毛浮绿水，红掌拨清波。”……此诗乃骆宾王作的《咏鹅》。],[“白毛浮綠水，紅掌撥清波。”……此詩乃駱賓王作的《詠鵝》。],"""""White feathers float on emerald waters, red paddles cleave crystal waves.""... This poem, ""Ode to the Goose"", was written by Luo Binwang.""",「『碧水に浮かぶ白い羽毛、赤い手で清流を掻く』だ……<ruby=らくひんおう>駱賓王</ruby>の『<ruby=鵞鳥を詠む>詠鵝</ruby>』だな」,"""«...Перья белые всплывают над зелёною водой, \nЛапы красные взбивают гладь прозрачную волной.» \n'Ода гусю', за авторством Ло Биньваня."" <i>(Перевод Г. Стручалиной)</i>"
,,林翩翩忆,开心,,,,,,,默认14,,林翩翩/15_林翩翩_006,,[正是正是！人家都咏鹅了，方大才子何不也赋一首《咏鸳鸯》？],[正是正是！人家都詠鵝了，方大才子何不也賦一首《詠鴛鴦》？],"""Indeed, indeed! Others have sung of geese—why shouldn't our talented Master Fang compose an Ode to Mandarin Ducks?""",「それそれ！彼が詠鵝を詠んでるんだから、方先生もここはひとつ、『<ruby=おしどりを詠む>詠鴛鴦</ruby>』を一首どう？」,"""Точно-точно! Другие вот воспевали гусей... Так почему бы талантливому господину Фану не написать 'оду мандаринке'?"""
,,方知宥,,,,,,,,默认15,,方知宥/15_方知宥_03,,[我诗才粗陋，但你若是不嫌弃我献丑，一试倒也无妨……],[我詩才粗陋，但你若是不嫌棄我獻醜，一試倒也無妨……],"""My poetic skills are crude, but if you don't mind me making a fool of myself, I might as well try...""",「私は詩の才がないんだ。でも君が不格好なものでもいいなら、やってみてもいい……」,"""Поэт из меня никудышный, но если тебя не отвратят мои вирши, то могу попробовать..."""
,CharacterOff,,,,,,0.5,,,,,,,,,
,,,,,,,,,,默认16,,,,我淡笑了一声，然后仔细盯着湖面上的鸳鸯片刻。,我淡笑了一聲，然後仔細盯著湖面上的鴛鴦端詳片刻。,"I chuckled softly, then studied the mandarin ducks on the lake's surface for a long moment.",私はふっと笑うと、目を細めて川のおしどりをじっと見た。,"Усмехнулся я, а затем принялся рассматривать мандаринок."
,,,,,,,,,,默认17,,,,这对鸳鸯一红一绿，时而并肩游弋，时而交颈嬉戏。,這對鴛鴦一紅一綠，時而並肩游弋，時而交頸嬉戲。,"The pair of mandarin ducks—one red, one green—swam side by side at times, and at others, playfully nuzzled necks.",赤と緑のおしどりは、時には並んで泳ぎ、時には首を絡めて戯れている。,"Две мандаринки, алая и изумрудная, то плыли бок о бок, то игриво тёрлись шеями."
,,,,,,,,,,默认18,,,,它们扑扇着翅膀穿梭，像是一红一绿的两个笔尖，在画卷般的湖面上点缀起波纹和涟漪。,它們撲扇著翅膀穿梭，像是一紅一綠的兩個筆尖，在畫卷般的湖面上點綴起波紋和漣漪。,"They fluttered their wings as they darted about, like crimson and emerald brush tips dotting the canvas-like lake with ripples and waves.",羽を広げながら行き交う姿は、さながら赤と緑の筆先が絵を描くように水面にさざ波と波紋を散りばめているようだ。,"Они взмахивали крыльями, снуя туда-сюда, словно алые и изумрудные кисти, расписывающие рябь и волны на холсте озера."
,,,,,,,,,,默认19,,,,此情此景，倒勾出了几分我的诗兴——,此情此景，倒勾出了幾分我的詩興——,This scene has stirred poetic inspiration within me——,その情景が、私の詩情を掻き立てる――,Эта сцена и правда смогла пробудить во мне поэтическое вдохновение:
,,方知宥,,,,,,,,默认20,,方知宥/15_方知宥_04,,[湖面淬镜展画屏……鸳鸯游弋似丹青……红妆翠羽如笔舞……碧波荡漾墨轻盈。],[湖面淬鏡展畫屏……鴛鴦游弋似丹青……紅妝翠羽如筆舞……碧波盪漾墨輕盈。],"""The lake's surface, a quenched mirror, unfolds like a painted screen... Mandarin ducks glide as if brushed by an ink master's hand... Their crimson plumage and emerald feathers dance like calligraphy... While rippling jade waves bear the lightness of drifting ink.""",「鏡のごとし<ruby=みなも>水面</ruby>の画屏……<ruby=おしどり>鴛鴦</ruby>泳ぐは丹青の妙……赤翠舞うは筆の様……碧波揺れて墨流るる」,"""«Зеркальные воды озера картину дивную ткут...\nПара мандаринок - киноварь и изумруд...\nАлые и зелёные перья - словно двух кистей пляс...\nИ волны, подобные туши, непринуждённо текут.»"""
,,,,,,,,,,默认21,,,,我踱了几步，一边踱一边吟诵，缓缓吟出了刚想好的诗句。,我踱了幾步，一邊踱一邊吟誦，緩緩吟出了剛想好的詩句。,"I paced slowly, reciting the freshly composed verses with measured steps.",私はその場を歩きながら、思いついたばかりの詩をそのまま詠んでみせた。,"Медленно зашагав, я начал декламировать, только что сочинённые строки."
,,林翩翩忆,好奇,,,,,,,默认22,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认23,,,,林翩翩听了片刻，仔细品味了一番，眼里流露出了钦佩的神色。,林翩翩聽了片刻，仔細品味了一番，眼裡流露出了欽佩的神色。,"Lin Pianpian listened intently, savoring each phrase, her eyes alight with admiration.",味わうように聞き入る翩翩。すると目に感嘆の色が浮かんだ。,"Линь Пяньпянь внимательно слушала меня, смакуя каждое слово, и в её глазах появилось восхищённое выражение."
,,林翩翩忆,钦佩,,,,,,,默认24,,林翩翩/15_林翩翩_007,,[哇，真厉害……你这还叫诗才不足？信口吟来的诗句便如此美，好似大诗人的手笔！],[哇，真厲害……你這還叫詩才不足？信口吟來的詩句便如此美，好像大詩人的手筆！],"""Wow, that's truly remarkable... And you claim to lack poetic talent? These improvised lines flow with such beauty—they rival a master poet's work!""",「わあ、すっごい……それで詩の才がないって？即興でこんなに美しい詩を詠めるのに？まるで高名な詩人の一句みたいよ！」,"""Ого, это было потрясающе... И ты говорил, что поэт из тебя никудышный? Ты на ходу придумал такой красивый стих, что ничуть не уступает работам признанных поэтов!"""
,,方知宥,,,,,,,,默认25,,方知宥/15_方知宥_05,,[过誉了，不过是些辞藻堆砌，缺乏真情实感，算不得上乘……用了些技巧罢了。],[過譽了，不過是些辭藻堆砌，缺乏真情實感，算不得上乘……用了些技巧罷了。],"""Overpraised—it's merely ornate words lacking genuine emotion, hardly first-rate... Just technique, nothing more.""",「さすがに褒めすぎだ。しょせんそれっぽい単語の継ぎ接ぎ、心に訴えかける何かもないし、上出来とは言えない……小細工でごまかしただけさ」,"""Ой, да не нахваливай меня. Это всего лишь нагромождение красивых фраз, без каких-то глубоких чувств, ничего особенного... Просто применил парочку знакомых трюков."""
,,林翩翩忆,微笑,,,,,,,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认26,,,,我摇了摇头，对林翩翩笑了笑。,我搖了搖頭，對林翩翩笑了笑。,I shook my head and smiled at Lin Pianpian.,私は首を振り、翩翩に笑いかけた。,"Покачав головой, улыбнулся я Линь Пяньпянь."
,,,,,,,,,,默认27,,,,这也不是我谦虚，而是我发自内心如此觉得。,這也不是我謙虛，而是我發自內心如此覺得。,This isn’t modesty; I truly believe it.,謙遜で言っているわけではない。心の底からそう思っている。,"Но я не скромничал, я говорил вполне искренне."
,,,,,,,,,,默认28,,,,在我心中，一首诗哪怕辞藻再华丽、刻画再入微，若无情意灌注，终是下乘之诗。,在我心中，一首詩哪怕辭藻再華麗、刻畫再入微，若無情意灌注，終是下乘之詩。,"To me, even the most florid poem, no matter how meticulous, remains inferior without heartfelt sentiment.",どれほど美しい言葉で飾り、細かく描写をしようと、そこに感情がこもっていなければ駄作であるというのが私の考えだ。,"Как по мне, даже самый напыщенный и вычурный стих будет посредственным, если в него не вложили душу."
,,,,,,,,,,默认29,,,,诗之极境，需融情入景，感发人心。,詩之極境，需融情入景，感發人心。,"The pinnacle of poetry fuses emotion with imagery, stirring the soul.",詩の至りとは、その描写に感情を落とし込み、人の心を動かすことだ。,"Шедевры получаются тогда, когда в них вкладывают чувства и образы, трогающие душу."
,,,,,,,,,,默认30,,,,诗中蕴含真情真意，这才是好诗。,詩中蘊含真情真意，這才是好詩。,True poetry must harbor sincerity—that’s what makes it good.,詩に情感が込められてこそ、良い詩となるのだ。,"Секрет хороших стихов в том, что там должна быть искренность."
,,,,,,,,,,默认31,,,,我年少识浅，阅历未深。,我年少識淺，閱歷未深。,"I’m young and inexperienced, my horizons narrow.",私はまだまだ知見も乏しく、人生経験も浅い。,"Я молод и неопытен, а кругозор узок."
,,,,,,,,,,默认32,,,,上乘的诗，我难以作出。,上乘的詩，我難以作出。,I find it difficult to compose poetry of the highest caliber.,優れた詩を作るのは至難の業だ。,Мне сложно писать стихи на высоком уровне.
,,,,,,,,,,默认33,,,,因此，我也只能把下乘的诗尽力做好了。,因此，我也只能把下乘的詩盡力做好了。,"Thus, I can only strive to perfect lesser works.",だから、せいぜい下手な詩をなんとかまともに見せるので精いっぱいだ。,Поэтому мне остаётся лишь стараться изо всех сил написать хотя бы стих низкого пошиба.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,CharacterOff,,,,,,0.4,,,,,,,,,
,,方知宥,,,,,,,,默认34,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认35,,,,不过，我方才遣词造句的技巧，是受了一位叫张岱的的名士的启发。,不過，我方才遣詞造句的技巧，是受了一比特叫張岱的的名士的啟發。,"However, my skill in choosing words and constructing sentences just now was inspired by a famous scholar named Zhang Dai.",でも、私がさっき言葉遣いをしたのは、張岱という名士に啓発されたからです。,"Тем не менее, наше умение произносить слова было вдохновлено известным человеком по имени Чжан Дай."
,,,,,,,,,,默认38,,,,他的文章和诗词往往用字简洁，寥寥数语便能勾勒出场景，抒发出情绪，有极强的画面感。,他的文章和詩詞往往用字簡潔，寥寥數語便能勾勒出場景，抒發出情緒，有極强的畫面感。,"His articles and poems often use concise words, and with just a few words, they can outline the scene, express emotions, and have a strong sense of imagery.",彼の文章と詩は往々にして字が簡潔で、わずか数語で場面を描き出し、感情を表現し、非常に強い画面感を持っている。,"Его статьи и стихи часто лаконичны, несколько слов могут очертить сцену, выразить эмоции, иметь сильное чувство картины."
,,,,,,,,,,默认39,,,,当然，也有人讥其言过其实，文字干瘪。,當然，也有人譏其言過其實，文字乾癟。,"Of course, some people also criticize him for exaggerating his words and using dry language.",もちろん、実際には、文字が干からびていると皮肉る人もいる。,"Конечно, есть и те, кто высмеивает его за преувеличение, и слова сморщиваются."
,,,,,,,,,,默认40,,,,我倒是极欣赏张岱的诗文，亦钦慕他的才华。,我倒是極欣賞張岱的詩文，亦欽慕他的才華。,I greatly appreciate Zhang Dai's poetry and admire his talent.,私は張岱の詩文をとても鑑賞し、彼の才能にも敬慕している。,Я восхищаюсь поэзией Чжан Дай и его талантом.
,,,,,,,,,,默认41,,,,对了，不知是否是流言，我曾听茶馆的人闲谈过——其实，张岱也是扬州二十四桥风月地的常客。,對了，不知是否是流言，我曾聽茶館的人閒談過——其實，張岱也是揚州二十四橋風月地的常客。,"By the way, I don't know if it's a rumor, but I have heard people from teahouses chat about it before - in fact, Zhang Dai is also a frequent visitor to the Wind and Moon Land of the Twenty Four Bridges in Yangzhou.",そうだ、噂かどうかわからないが、茶屋の人から雑談を聞いたことがある--実は、張岱も揚州二十四橋風月地の常連だった。,"Кстати, я не знаю, сплетни ли это, я слышал, как люди в чайной болтали - на самом деле, Чжан Дай также является частым гостем 24 - го моста в Янчжоу."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,二十四桥忆篇,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认42,,,,……,……,...,……,...
,,,,,,,,,,默认43,,,,即兴赋诗后，我便与林翩翩一同登上二十四桥。,即興賦詩後，我便與林翩翩一同登上二十四橋。,"After improvising a poem, I climbed the Twenty-Four Bridges alongside Lin Pianpian.",即興で一句詠むと、私と翩翩は一緒に二十四橋のたもとを跨いだ。,"Сочинив экспромтом стих, я вслед за Линь Пяньпянь поднялся на Двадцать четвёртый мост."
,,,,,,,,,,默认44,,,,我们两人于桥上凭栏而立，眺望四周景致片刻，聊了一些闲事后，她便带着我前往相熟的青楼了。,我們兩人於橋上憑欄而立，眺望四周景致片刻，聊了一些閒事後，她便帶著我前往相熟的青樓了。,"We leaned against the railings, taking in the view, then traded idle talk before she guided me to a familiar pleasure house.",二人で橋の柵にもたれかかり、しばしあたりの景色を眺めながら、とりとめもない話をした。その後、彼女が馴染みの青楼へと私を案内してくれた。,"Облокотившись на перила и любуясь видом, мы немного постояли на нём и поболтали о пустяках, после чего она повела меня к ""зелёному терему"" своей знакомой."
,,,,,,,,,,默认45,,,,昨夜，我自二十四桥的柳巷带她回家，随后与她闲谈至夜分，继而各自入睡安歇。,昨夜，我自二十四橋的柳巷帶她回家，隨後與她閒談至夜分，繼而各自入睡安歇。,"Last night, I brought her home from Willow Lane at Twenty-Four Bridges, chatted with her until late, then we each retired for the night.",昨晩、二十四橋の柳巷で彼女を「お持ち帰り」し、夜通し語らった後でそれぞれ眠りについた。,"Прошлой ночью я проводил её с ""Ивового переулка"" к себе домой, мы долго разговаривали, а потом уснули."
,,,,,,,,,,默认46,,,,翌日醒来，我请她在东城区的一家小馆子吃了一顿，随后她便带我来到二十四桥，想带我去一家青楼打听一些传闻。,翌日醒來，我請她在東城區的一家小館子吃了一頓，隨後她便帶我來到二十四橋，想帶我去一家青樓打聽一些傳聞。,"The next morning, I treated her to a meal at a small eatery in the East District, after which she led me to Twenty-Four Bridges, intending to visit a pleasure house to inquire about rumors.",翌朝目覚めると、私は東城区の小さな食堂で彼女に食事を振舞った。その後、青楼で話を聞くために、彼女は私を連れて二十四橋へとやってきた。,"На следующее утро, как мы проснулись, я сводил её покушать в маленькую харчевню, после чего она повела меня к Двадцать четвёртому мосту - в одном из ""зелёных теремов"" могли дать нам нужные сведения."
,,,,,,,,,,默认47,,,,昨夜她曾提到，现今二十四桥声名最盛的一位青楼头牌，芳名“苏怜烟”，与我幼时相识的雁儿姐名讳相近。,昨夜她曾提到，現今二十四橋聲名最盛的一位青樓頭牌，芳名“蘇憐煙”，與我幼時相識的雁兒姐名諱相近。,"Last night, she mentioned that the current top courtesan of Twenty-Four Bridges, famed throughout the district, shares the name ""Su Lianyan"" of <ruby=Swan Goose>Sister Yan</ruby>, whom I knew in my childhood.",昨晩、今の二十四橋で最も名が売れている青楼の一番娘の芳名が「蘇憐煙」だと彼女が教えてくれた。幼い頃に出会った雁姉の名と非常に似ている。,"Прошлой ночью она обмолвилась, что у нынешней ""девушки первого ранга"", прославленной на весь район, было имя Су Ляньянь - что весьма напоминало имя сестрички Лебёдушки, знакомой мне с самого детства. <i>(Примечание: хоть на русском имена звучат совершенно одинаково, в китайском за счёт разницы тонов и написания они воспринимаются как разные имена, пусть и похожие)</i>"
,,,,,,,,,,默认48,,,,我对此极感兴趣，故而随她前来。,我對此極感興趣，故而隨她前來。,"This intrigued me deeply, so I accompanied her here.",私はそれに興味をそそられ、ついてきたというわけだ。,"Меня это очень заинтриговало, и потому я пришёл сюда вместе с ней."
,,,,,,,,,,默认49,,,,行过二十四桥，林翩翩带我在一条青石板路上穿行了一会儿，很快便来到一座宅院前。,行過二十四橋，林翩翩帶我在一條青石板路上穿行了一會，很快便來到一座宅院前。,"After crossing the Twenty-Four Bridges, Lin Pianpian guided me down a bluestone path before we soon arrived at a stately residence.",二十四橋を越え、翩翩が私を連れて青い石畳を進んでいくと、とある屋敷の前へとやってきた。,"Перейдя Двадцать четвёртый мост, Линь Пяньпянь повела меня по дорожке, вымощенной синим кирпичом, пока мы не вышли к некоему двору."
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,青楼外街道1,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,,,,,,,,,,默认50,,,,此院与东城区诸多宅邸形制相仿，青砖垒墙，朱门高耸，门楣悬一匾额，上书“醉春院”三字，漆色尚新。,此院與東城區諸多宅邸形制相仿，青磚壘牆，朱門高聳，門楣懸一匾額，上書“醉春院”三字，漆色尚新。,"The compound mirrored East District's typical mansions—blue-brick walls, towering vermilion gates, and a freshly lacquered plaque hanging from the lintel bearing ""Spring Bliss Courtyard"", three gleaming characters.",東城区にあるほとんどの屋敷と似ている。青煉瓦の壁に、高くそびえる赤い門。そこには扁額がかかっており、「酔春院」の三文字がぴかぴかの漆で書かれていた。,"Он весьма напоминал поместья в Восточном квартале - стены из синего кирпича, высокие алые ворота, и над притолокой табличка, покрытая свежим лаком, с тремя сверкающими иероглифами: ""Двор хмельной весны""."
,,方知宥,,,,,,,,默认51,,方知宥/15_方知宥_06,,[到了？是这里吗？],[到了？是這裡嗎？],"""This is it? We're here?""",「ここか？」,"""Это оно? Мы пришли?"""
,,林翩翩忆,,,,,,,,默认52,,林翩翩/15_林翩翩_008,,[嗯，你稍候，我敲一敲门。],[嗯，你稍候，我敲一敲門。],"""Mm, wait here. I'll knock.""",「うん。ちょっと待ってて、呼び出してみるから」,"""Угу, подожди тут. Я постучусь."""
,Se,敲门,,,,,,,,,,,,,,
,,,,,,,,,,默认53,,,,林翩翩点了点头，抬手扣动宅院大门上的铜环。,林翩翩點了點頭，抬手扣動宅院大門上的銅環。,Lin Pianpian nodded and lifted the brass knocker to rap against the mansion's gate.,翩翩は頷くと、屋敷の門にかかっている銅の輪に手をかけた。,"Кивнув, Линь Пяньпянь взялась рукой за латунное кольцо и постучала им в ворота."
,CharacterOff,,,,,,,,,,,,,,,
,,,,,,,,,,默认54,,,,片刻后，门内传来一阵急促的脚步声。,片刻後，門內傳來一陣急促的腳步聲。,"Within moments, hurried footsteps echoed from inside.",少しして、中からばたばたと足音が聞こえてきた。,Вскоре из-за них раздались чьи-то быстрые шаги.
,,刘婆子忆,<Off>,,,,,,,默认55,,刘婆子/15_刘婆子_01,,[谁呀？这般早便来叩门！我们院得申时过了才迎客呢！],[誰呀？這般早便來叩門！我們院得申時過了才迎客呢！],"""Who's there? Knocking at this hour! Our place doesn't receive guests until past the Hour of Monkey!""",「誰だい？こんな朝っぱらから！うちは申の刻からじゃないとお客さんはうけつけてないよ！」,"""Кто там? Вы чего так рано стучите? Мы не работаем до начала <ruby=15:00-17:00>стражи обезьяны!</ruby>"""
,,,,,,,,,,默认56,,,,一声略带不耐的询问自门后传来。,一聲略帶不耐的詢問自門後傳來。,A slightly impatient voice called from behind the door.,苛立ったような声が門の向こうから聞こえてきた。,Раздался из-за ворот слегка раздражённый голос.
,,,,,,,,,,默认57,,,,旋即门扉半启，一位面容精明、眼神犀利的中年妇人探出身来。,旋即門扉半啟，一位面容精明、眼神犀利的中年婦人探出身來。,"The door creaked halfway open, revealing a sharp-eyed matron with shrewd, calculating features.",ぎいと門が半開きになり、きりっとした目つきの鋭い中年の女が顔をのぞかせる。,"Затем ворота со скрипом приоткрылись, и оттуда высунулась немолодая женщина с цепким взглядом и хитрым лицом."
,,刘婆子忆,不耐烦,左,,,,,,,,,,,,
,,林翩翩忆,开心,右,,,,,,默认58,,林翩翩/15_林翩翩_009,,[刘婆婆，是我呀，翩翩。],[劉婆婆，是我呀，翩翩。],"""Granny Liu, it's me, Pianpian.""",「劉ばあ、あたしよ。翩翩よ」,"""Тётушка Лю, эт я, Пяньпянь."""
,,,,,,,,,,默认59,,,,林翩翩展颜一笑，向来人打招呼。,林翩翩展顏一笑，向來人打招呼。,Lin Pianpian flashed a warm smile and greeted the woman.,林翩翩が顔に笑みを作り、相手に挨拶をする。,"Улыбнувшись, поприветствовала её Линь Пяньпянь."
,,刘婆子忆,通常,,,,1,,,默认60,,刘婆子/15_刘婆子_02,,[哦，我道是谁，原来是你这小妮子。今日怎得空来此？],[哦，我道是誰，原來是你這小妮子。今日怎得空來此？],"""Oh, so it's you, little lass. What brings you here today?""",「ああ、誰かと思ったらあんたかい。で、今日は何の用だい？」,"""А-а-а, я уж думала, кто там пожаловал, а это ты, девчушка. Чего тебя сюда привело?"""
,,林翩翩忆,不好意思,,,,,,,默认61,,林翩翩/15_林翩翩_010,,[这位公子想打听些事情，我知刘婆婆您见多识广，便特地带他来拜会。],[這位公子想打聽些事情，我知劉婆婆您見多識廣，便特地帶他來拜會。],"""This young master seeks information. Knowing your wisdom, Granny Liu, I brought him to consult you.""",「こちらの方が話を聞きたいって言うから。劉ばあなら色々知ってるでしょ？だから紹介に来たの」,"""Этот юный вельможа хочет кое о чём разузнать. Я знаю, что вы, тётушка, женщина сведущая, вот и привела его с визитом к вам."""
,,刘婆子忆,不耐烦,,,,,,,默认62,,刘婆子/15_刘婆子_03,,[呵，老身又不是啥“包打听”。想知二十四桥的趣闻，去茶馆坐上半晌，花几个铜钱，不就都知晓了？],[呵，老身又不是什麼“包打聽”。想知二十四橋的趣聞，去茶館坐上半晌，花幾個銅錢，不就都知曉了？],"""Tsk, I ain't some ""gossip monger"". If you want tales from Twenty-Four Bridges, just sit in the Teahouse for half a day and spend a few coins. You'll hear everything worth knowing.""",「ふん、あたしを『探り屋』か何かと勘違いしてないかい。二十四橋のことを聞きたきゃ、そのへんの茶館で銅貨をちょいと払って居座ってりゃ、すぐにわかるじゃないか」,"""Ха, я тебе не сплетница какая-нибудь. Если тебе сплетни нужны, так иди в чайную, посиди там пол дня, потрать пару монет - столько всего узнаешь!"""
,,,,,,,,,,默认63,,,,刘婆子斜斜地看了我一眼，显得有些不耐烦。,劉婆子斜斜地看了我一眼，顯得有些不耐煩。,"Old Woman Liu shot me a sidelong glance, her impatience showing.",劉ばあが私をじろりと見る。苛つきを隠そうともしていない。,Старуха Лю косо зыркнула на меня.
,,林翩翩忆,好奇,,,,,,,,,,,,,
