#SHEET_NAME,忆-第十二回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认16,,,,的确，我曾听人说过有些茶舍专做这等生意——等人坐下喝了茶，才报出天价，若是不交出一两银子，便根本脱不了身。,的確，我曾聽人說過有些茶舍專做這等生意——等人坐下喝了茶，才報出天價，若是不交出一兩銀子，便根本脫不了身。,"True, I've heard of tea houses that operate this way—letting customers drink first before demanding outrageous sums, trapping them until they pay at least one tael.",まあ確かに、噂ではそういうやり口の茶屋もあると聞く――茶を飲んで一服したところで法外な値段を吹っ掛け、一両出すまで決して帰さないというものだ。,"Да, я слышал о чайных, где обманывают гостей - сначала наливают чай, а потом выставляют грабительский счёт, не выпуская гостей, пока те не отдадут хотя бы таэль серебра."
,,,,,,,,,,默认17,,,,哦，花街那种例外。,哦，花街那種例外。,"Ah, but Flower Street's different.",おっと、花街のようなところは例外だ。,"А, ну с ""Цветочной улицей"" случай особенный:"
,,,,,,,,,,默认18,,,,那里喝茶虽然也是按“两”算的。,那裡喝茶雖然也是按“兩”算的。,"Though they still charge by the ""tael"" there.",あそこも「両」で計算するが。,"Там хоть и берут за чай очень большие суммы, в таэлях."
,,,,,,,,,,默认19,,,,但恐怕没多少人是奔着喝茶去的。,但恐怕沒多少人是奔著喝茶去的。,But few actually visit for the tea.,おそらくほとんどの者が茶を飲んで帰るわけではないからな。,"Но сомневаюсь, что хоть кто-то в принципе ходит туда ради чая."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,林翩翩约会,开心,,,,,,,默认20,,林翩翩/26_林翩翩_003,,[哎呀不是，这两姐妹看着就面善，肯定不是黑店。],[哎呀不是，這兩個姐妹看著就面善，肯定不是黑店。],"""Oh come on, these sisters seem trustworthy—clearly not a shady place.""",「そんなんじゃない。親切そうな姉妹だし、ぼったくりなわけがないわ」,"""Да нет, эти сёстры не выглядят плохими людьми - это место определённо нормальное."""
,,方知宥,,,,,,,,默认21,,方知宥/26_方知宥_03,,[那你是帮我惦记着少花点钱？],[那你是幫我惦記著少花點錢？],"""So you're helping me spend less money?""",「じゃあ、私に金を使わせないよう気遣ってくれているのか？」,"""Так ты просто не хочешь, чтобы я транжирил деньги?"""
,,林翩翩约会,不好意思,,,,,,,默认22,,林翩翩/26_林翩翩_004,,[也不是……只是，我想请你一次……我怕太贵了，身上带的银子不够。],[也不是……只是，我想請你一次……我怕太貴了，身上帶的銀子不夠。],"""Not really... It's just that I'd like to treat you this time... I'm worried it might be too expensive, and I don't have enough silver taels with me.""",「というわけでもないんだけど……ただ、ご馳走してあげたくて……でもあんまり高いと、手持ちじゃ足りないかもって」,"""Тоже нет... Просто в этот раз я хочу заплатить... Я испугалась, что слишком дорого будет и у меня не хватит денег."""
,,方知宥,,,,,,,,默认23,,方知宥/26_方知宥_04,,[你请？],[你請？],"""You’ll treat me?""",「君が、私に？」,"""Ты заплатишь?"""
,,林翩翩约会,微笑,,,,,,,默认24,,林翩翩/26_林翩翩_005,,[嗯……从认识知宥起，你为我花了两次客人的钱，不仅这两次你都没做本该做的事……还请我吃了两顿饭。],[嗯……從認識知宥起，你為我花了兩次客人的錢，不僅這兩次你都沒做本該做的事……還請我吃了兩頓飯。],"""Well... Ever since I met Zhiyou, you've paid for me twice as a client—not only did you skip what you were supposed to do both times... but you also bought me two meals.""",「うん……知宥はあたしと知り合ってから、二回もお客さんとしてお金を使ってくれてるでしょ。二回ともやることもやらずに……それどころか食事まで二回もご馳走になっちゃって」,"""Ну... С тех пор как мы встретились, ты два раза заплатил как клиент... и мало того, что не стал пользоваться мной по назначению... так ещё и накормил два раза."""
,,林翩翩约会,不好意思,,,,,,,默认25,,林翩翩/26_林翩翩_006,,[欠你欠得多了，我心里慌慌的，这次茶馆的钱就让我来付吧。],[欠你欠得多了，我心裡慌慌的，這次茶館的钱就讓我來付吧。],"""I feel uneasy owing you so much. Let me pay for the teahouse this time.""",「借りが多すぎて気が気じゃないの。だから今回の茶館のお代はあたしに出させて」,"""Мне просто неловко от того, что я должна тебе так много. Дай хоть в чайной я заплачу за тебя."""
,,方知宥,,,,,,,,默认26,,,,[……],[……],"""...""",「……」,"""..."""
,,林翩翩约会,微笑,,,,,,,,,,,
,,,,,,,,,,默认27,,,,我微微一愣，没想到林翩翩还存了这般心思。,我微微一愣，沒想到林翩翩還存了這般心思。,"I paused slightly, surprised that Lin Pianpian had such thoughts.",呆気にとられた。翩翩にそのような考えがあったとは。,"Я был поражён - никак не думал, что Линь Пяньпянь беспокоилась о подобном."
,,,,,,,,,,默认28,,,,也罢，既然她有意，那便遂了她的意罢。,也罷，既然她有意，那便遂了她的意罷。,"Fine, since she insists, I’ll let her have her way.",まあいい。そういうことならば、彼女の厚意に甘えようではないか。,"Ладно, раз она настаивает - поступим по её желанию."
,,方知宥,,,,,,,,默认29,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认30,,,,我点了点头，未再推辞，应允此次由她来请客。,我點了點頭，未再推辭，應允此次由她來請客。,"I nodded and stopped refusing, agreeing to let her pay this time.",私は頷くと、遠慮なく彼女のご馳走にあずかることにした。,"Так что я кивнул, соглашаясь, чтобы на этот раз угощала она."
,CharacterOff,,,,,,0.6,,,,,,,
,,,,,,,,,,默认31,,,,……,……,...,……,...
,,翠儿,恍然大悟,,,,0.6,,,默认32,,翠儿/26_翠儿_004,,[白袍——乌甲素包巾！丈八蛇矛——手内握哎~],[白袍——烏甲素包巾！丈八蛇矛——手內握哎~],"""White robe—black armor with plain headscarf! Eighteen-foot serpent spear—firmly gripped in hand~""",「白袍に――纏うは<ruby=うこう>烏甲</ruby>に白頭巾！<ruby=じょうはちじゃぼう>丈八蛇矛</ruby>――握りしめ～」,"""Плащ яво бел, черны яво латы, сверху платок из простова сукна! Копьё с змяиным лезвием он в руке несьо-от~"""
,,翠儿,微笑,,,,,,,默认33,,翠儿/26_翠儿_005,,[今与~吕布~去交战，贼命难逃张翼德儿啊~],[今與~呂布~去交戰，賊命難逃張翼德兒啊~],"""Today we battle~Lyu Bu~, the rogue's fate is sealed by Zhang Yide~""",「今この時～呂布と刃を交えん！賊の運命逃れ難し、<ruby=ちょうよくとく>張翼徳</ruby>よ～」,"""Днесь сразимся мы с Люй Бу - не уйти от Чжан Фэя сему супоста-ату!"""
,CharacterOff,,,,,,0.6,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,三英战吕布,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认34,,,,茶舍内，红儿翠儿在低矮的戏台上支起白幕。,茶舍內，紅兒翠兒在低矮的戲台上支起白幕。,"Inside the Tea House, Hong'er and Cui'er set up a white screen on the small stage.",茶館にて。紅児と翠児が低めの舞台で白幕を上げた。,Хун'эр и Цуй'эр поставили экран для театра теней на маленькой сцене чайной.
,,,,,,,,,,默认35,,,,红儿手持两个皮影小人，灵巧地操纵着。,紅兒手持兩個皮影小人，靈巧地操縱著。,"Hong'er held two shadow puppets, manipulating them deftly.",紅児がふたつの影絵人形を手に、器用にそれを操る。,Хун'эр ловко управляла двумя куклами.
,,,,,,,,,,默认36,,,,翠儿一边伴唱，一边用锣鼓模拟出种种声音。,翠兒一邊伴唱，一邊用鑼鼓模擬出種種聲音。,Cui'er provided vocals while creating sound effects with gongs and drums.,翠児は合わせて歌いながら、太鼓のようなものをごんごんと鳴らした。,"Цуй'эр пела, в то же время изображая на барабанах различные звуки."
,,,,,,,,,,默认37,,,,她们俩演的是《三英战吕布》，据说这是姐妹俩最拿手的剧目。,她們倆演的是《三英戰呂布》，據說這是姐妹倆最拿手的劇目。,"They performed ""Three Heroes Battle Lyu Bu"", said to be the sisters' specialty act.",彼女たちが演じているのは『<ruby=三英呂布と戦う>三英戦呂布</ruby>』だ。この姉妹の最も得意な演目らしい。,"Они поставили ""Битву трёх героев с Люй Бу"" - насколько я понял, у сестёр это была самая коронная постановка."
,,,,,,,,,,默认38,,,,此时茶舍四下窗帘皆垂，光线晦暗，唯独戏台旁烛火跳跃，分外显眼。,此時茶舍四下窗簾皆垂，光線晦暗，唯獨戲台旁燭火跳躍，分外顯眼。,"The tea house was shrouded in gloom, all its curtains drawn, with only the flickering candles by the stage piercing the darkness.",茶館の窓辺には垂れ幕が下がり、薄暗い中、舞台脇の揺らめく蝋燭の灯りだけがひときわ目立っていた。,"В чайной было темно, все шторы были задёрнуты, горели лишь мерцающие свечи у сцены, что особенно выделялось на фоне остальной темноты."
,,,,,,,,,,默认39,,,,烛光掩映之中，那“吕奉先”与“张翼德”骑马交错、兵刃相接，战得数十回合不分胜负。,燭光掩映之中，那“呂奉先”與“張翼德”騎馬交錯、兵刃相接，戰得數十回合不分勝負。,"Bathed in candlelight, ""Lü Fengxian"" and ""Zhang Yide"" crossed blades on horseback, locked in a dozen-round duel with neither gaining advantage.",蝋燭の薄明かりの中、「呂奉先」と「張翼徳」が馬に跨り刃を交える。数十合の打ち合いをしてもなかなか勝負がつかなかった。,"В свете свечей Люй Бу и Чжан Фэй скрестили оружие, сидя верхом на лошадях. Они сходились в бою несколько раз, не собираясь уступать друг другу шанса на победу."
,,,,,,,,,,默认40,,,,每遇兵器相交，翠儿便以锣鼓击节相伴。,每遇兵器相交，翠兒便以鑼鼓擊節相伴。,"With each clash of steel, Cui'er punctuated the combat with gong and drum rhythms.",武器が交わるたび、翠児が太鼓を叩いて囃したてる。,Цуй'эр играла в такт ударов их оружия.
,,,,,,,,,,默认41,,,,随后是关云长登场，继而刘玄德也加入战局，一场《三英战吕布》演得栩栩如生，仿佛让人身临其境。,隨後是關雲長登場，繼而劉玄德也加入戰局，一場《三英戰呂布》演的栩栩如生，彷彿讓人身臨其境。,"Then Guan Yunchang entered, soon joined by Liu Xuande - their performance of ""Three Heroes Battle Lyu Bu"" became so lifelike and seemed to transcend the stage.",その後、関雲長が登場し、続けて劉玄徳も戦いに加わる。まるでその場にいるかのように、『三英戦呂布』が生き生きと演じられている。,"Затем к битве присоединился Гуань Юй, а потом ещё и Лю Бэй - спектакль был настолько живым, что казалось, будто эти герои ""Троецарствия"" были лично на сцене."
,,,,,,,,,,默认42,,,,……,……,...,……,...
,BgEventOff,CG名,,,,,1,,,,,,,,,,,
,Bg,茶舍忆昼,,,,,,,,,,,,
,,浮光茶舍客人,,,,,,,,默认43,,浮光茶舍客人/26_浮光茶舍客人_01,,[好！],[好！],"""Great!""",「いいぞー！」,"""Восхитительно!"""
,,,,,,,,,,默认44,,,,一场演罢，其他两桌坐着的客人们纷纷叫好。,一場演罷，其他兩桌坐著的客人們紛紛叫好。,"When the performance ended, guests at the other two tables burst into enthusiastic applause.",演目が終わると、座っていた他の二席の客たちが次々と喝采を送った。,"Когда спектакль закончился, гости за двумя другими столами взорвались овациями."
,,,,,,,,,,默认45,,,,我和林翩翩也跟着他们一起应和。,我和林翩翩也跟著他們一起應和。,Lin Pianpian and I joined in their cheers.,私と翩翩も彼らと一緒になって喝采を送る。,Мы с Лянь Пяньпянь тоже решили поддержать их.
,,林翩翩约会,钦佩,,,,,,,默认46,,林翩翩/26_林翩翩_007,,[知宥，演得真好！对吧？],[知宥，演得真好！對吧？],"""Zhiyou, that was brilliantly performed! Right?""",「すごいお芝居だったわ！ね、知宥！」,"""Чжию, этот спектакль был просто чудесным! Ты согласен?"""
,,,,,,,,,,默认47,,,,她转首望我，眸中仿佛映着未散的戏影，语带欣喜之意。,她轉首望我，眸中彷彿映著未散的戲影，語帶欣喜之意。,"She turned to me, her eyes still shimmering with traces of the play's shadows, her voice brimming with joy.",彼女がこちらを振り向く。未だ影絵芝居の興奮冷めやらず、わくわくとした感じが伝わってくる。,"Она повернулась ко мне - в её глазах словно ещё сохранялись остатки образов спектакля, а голос был полон радости."
,,林翩翩约会,微笑,,,,,,,,,,,
,,方知宥,,,,,,,,默认48,,方知宥/26_方知宥_05,,[是啊，我看的影子戏不多，但她俩确实是我看过演得最好的了。],[是啊，我看的影子戲不多，但她倆確實是我看過演的最好的了。],"""True, I haven't seen many Shadow Plays, but they're undoubtedly the best performers I've ever watched.""",「ああ、影絵芝居は幾度と見てきたが、あの二人は今まで見てきた中でも最高の演者だ」,"""Согласен. Я хоть и мало видел за свою жизнь теневых спектаклей, но сёстры, безусловно, поставили его лучше всех."""
,,,,,,,,,,默认49,,,,我微笑着评价了一句。,我微笑著評價了一句。,I smiled as I gave my assessment.,にっこりと笑い、そう評する。,С улыбкой оценил я спектакль.
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认50,,,,这并非虚言，从前我只看过一次影子戏，是伯父还在的时候请了戏班来家里演出。,這並非虛言，從前我只看過一次影子戲，是伯父還在的時候請了戲班來家裡演出。,"This wasn't mere flattery—I'd only seen one Shadow Play before, back when my uncle was alive and had invited a troupe to perform at our home.",嘘ではない。以前にも一度影絵芝居を見たことがあるのだ。伯父がまだいた頃、一座を呼んで家でやっているのを見た。,"И я говорил это не из-за лести. В своё время мне доводилось видеть только один теневой спектакль - когда мой дядя был ещё жив, он пригласил труппу выступить у нас дома."
,,,,,,,,,,默认51,,,,那几个伶人的技艺，远不及眼前这对姐妹精湛。,那幾個伶人的技藝，遠不及眼前這對姐妹精湛。,Those performers' skills pale in comparison to the exquisite artistry of this sister duo before us.,だが当時の彼らの芸の腕も、今目の前にいるこの姉妹には遠く及ばない。,Те артисты не шли ни в какое сравнение с мастерством сестёр.
,,,,,,,,,,默认52,,,,她们如此年纪便有这般造诣，我想，她们必定不是无师自通，一定是出自某位名师门下。,她們如此年紀便有這般造詣，我想，她們必定不是無師自通，一定是出自某位名師門下。,Such mastery at their age suggests they didn't teach themselves—they must have trained under a renowned master.,この歳でこれほどの造詣の深さだ。きっと我流ではなく、どこぞの名のある師に教わったに違いない。,"Такое мастерство в столь юном возрасте говорит о том, что они не учились сами - должно быть, их обучал какой-то известный наставник."
,,红儿,,,,,,,,默认53,,红儿/26_红儿_01,,[各位客官，演出不易，若是看得开心可以打赏一些银两！我们也不多要，几个铜钱听个响便好！],[各位客官，演出不易，若是看得開心可以打賞一些銀兩！我們也不多要，幾個銅錢聽個響便好！],"""Honored guests, our performance took effort—if you enjoyed it, reward money as appreciation would be welcome! We ask little—just a few coins for the cheerful clink!""",「さあ皆さん、いかがでしたか？楽しんでいただけたら、ぜひお心付けを！多くは望みません、銅銭をちゃりんと鳴らしていただければ感謝感激！」,"""Гости дарагие, ставиць спектакли - дело не з простых! Коль усё понравилось, то будем щасливы, коль дадите пару монеток. Просим мы мала - усего несколько монет, шоб звинело!"""
,,,,,,,,,,默认54,,,,一场戏罢，红儿走下戏台，向众人拱手做辑。,一場戲罷，紅兒走下戲台，向眾人拱手做輯。,"When the play concluded, Hong'er descended from the stage, clasping her hands in salute to the audience.",劇が終わると、紅児が舞台から降りてきて、手を合わせてお辞儀をした。,"Закончив ставить спектакль, Хун'эр сошла со сцены и сложила руки перед зрителями в поклоне."
,CharacterOff,,,,,,0.5,,,,,,,
,,,,,,,,,,默认55,,,,翠儿乖巧地跟在后面，她迈着轻快的脚步，手里捧着一个用来装铜钱的粗瓷碗。,翠兒乖巧地跟在後面，她邁著輕快地腳步，手裡捧著一個用來裝銅錢的粗瓷碗。,"Cui'er trailed obediently behind, stepping lightly with a coarse porcelain bowl for coins in her hands.",翠児が軽快な足取りで、銅銭を入れるための陶器の壺を手にとことことその後ろに続く。,"Цуй'эр послушно следовала за ней лёгкой походкой, держа миску из фаянса."
,,,,,,,,,,默认56,,,,当她们走近递碗时，林翩翩和其余两桌的客人都赏了几文或是十几文铜钱。,當她們走近遞碗時，林翩翩和其餘兩桌的客人都賞了幾文或是十幾文銅錢。,"As they approached and held out the bowl, Lin Pianpian and the guests at the other two tables tossed a few coins into it, ranging from a handful to a dozen or so coins.",二人が近付いてくると、翩翩や他の客たちがみな数文あるいは十数文ばかりの銅銭を投げ入れていった。,"Когда они подошли, протягивая миску, Линь Пяньпянь и другие гости стали бросать в неё монеты - от нескольких до десятка с лишним."
,,,,,,,,,,默认57,,,,不论收下多少，红儿翠儿都会点头致谢。,不論收下多少，紅兒翠兒都會點頭致謝。,"Regardless of the amount, Hong'er and Cui'er would bow their thanks.",それがいくらであろうと、紅児と翠児はぺこぺこと頭を下げて礼を述べた。,"Независимо от того, сколько монет дали, сёстры кланялись в благодарность."
,,红儿,,,,,,,,默认58,,红儿/26_红儿_02,,[谢谢！谢谢各位客官！我和妹妹接下来小歇片刻，等半个时辰后再来给大家演。],[謝謝！謝謝各位客官！我和妹妹接下來小歇片刻，等半個時辰後再來給大家演。],"""Thank you! Thank you, kind patrons! My sister and I will rest briefly and return to perform again in an hour.""",「ありがとう、ありがとうございます！私と妹は一服するので、半刻後にまた上演します！」,"""Спасиба! Спасиба, гости дарагие! Мы з сястричкой немного отдохнём и через пол-стражи вернёмся, шобы поставиць следующий спяктакль."""
,,翠儿,,,,,,,,默认59,,翠儿/26_翠儿_006,,[不过呀！若是哪位客官想让我和姐姐加演一次，给一钱银子便能跟我们点戏啦！我们会接着再演！还会演客官指定的戏！],[不過呀！若是哪位客官想讓我和姐姐加演一次，給一錢銀子便能跟我們點戲啦！我們會接著再演！還會演客官指定的戲！],"""But wait! If any patron would like us to perform an extra show, just pay one small piece of silver to request a play! We'll perform once more! And we'll perform whichever play you choose!""",「でもでも、もう一度とご希望があれば！一銭銀でお好きなお芝居をやります！このまま続けて、お客さんの指定したものをやりますよ！」,"""Но! Коль кто-нибудь хочет, шоб мы выступили прям щас - то заплатите цянь серебра! Поставим, шо пожелаете - на ваш выбар!"""
,,,,,,,,,,默认60,,,,翠儿朝我们笑了笑，目光在我们之间流转。,翠兒朝我們笑了笑，目光在我們之間流轉。,"Cui'er smiled at us, her gaze shifting between us.",翠児が笑いかけ、私たちの間で視線を行き来させる。,"Цуй'эр улыбалась нам, переводя взгляд с одного посетителя на другого."
,,方知宥,,,,,,,,默认61,,方知宥/26_方知宥_06,,[行，那我想点一场！],[行，那我想點一場！],"""Alright, then I'd like to request a performance!""",「よし、じゃあ一席頼もう！」,"""Ладно, давайте заплачу!"""
,,,,,,,,,,默认62,,,,我举起手，笑着对翠儿喊道。,我舉起手，笑著對翠兒喊道。,I raised my hand and called out to Cui'er with a smile.,私は手を上げると、笑って翠児にそう言った。,"Подняв руку и улыбнувшись, я окликнул Цуй'эр."
,,翠儿,恍然大悟,,,,,,,默认63,,翠儿/26_翠儿_007,,[哦？客官想点什么？],[哦？客官想點什麼？],"""Oh? What would you like to request?""",「んん？お客さん、何をお望み？」,"""А? Який спектакль хотите?"""
,,方知宥,,,,,,,,默认64,,方知宥/26_方知宥_07,,[我想点《荆轲刺秦王》，不知你们能演吗？],[我想點《荊軻刺秦王》，不知你們能演嗎？],"""I'd like to request ""Jing Ke's Assassination Attempt on the King of Qin""—can you perform it?""",「『<ruby=荊軻秦王を刺す>荊軻刺秦王</ruby>』をお願いしたい。できるかな？」,"""Я хочу посмотреть спектакль о 'Цзин Кэ и его покушении на вана царства Цинь'! Сможете поставить?"""
,,翠儿,微笑,,,,,,,默认65,,翠儿/26_翠儿_008,,[《荆轲刺秦王》是老剧目啦，自然是能的！],[《荊軻刺秦王》是老劇目啦，自然是能的！],"""""Jing Ke's Assassination Attempt on the King of Qin"" is a classic—of course, we can!""",「『荊軻刺秦王』なら定番の演目ね。もちろんできるわ！」,"""Спектакль о 'Цзин Кэ и его покушении на вана царства Цинь' - гэта классика! Канешно, сможем!"""
,,方知宥,,,,,,,,默认66,,方知宥/26_方知宥_08,,[好，那就点这个吧，这是一钱银子！],[好，那就點這個吧，這是一錢銀子！],"""Great, then let's go with this. Here's one small silver!""",「よし、じゃあそれそれで頼む。はい、銀一銭だ！」,"""Отлично, тогда поставьте его. Вот Вам цянь серебра."""
,,,,,,,,,,默认67,,,,我从怀中取出一钱银子，递给了翠儿。,我從懷中取出一錢銀子，遞給了翠兒。,I took out one small piece of silver from my pocket and handed it to Cui'er.,懐から銀一銭を取り出し、翠児に渡した。,"Достав деньги из-за пазухи, я отдал их Цуй'эр."
,,翠儿,,,,,,,,默认68,,翠儿/26_翠儿_009,,[好，那我们准备一下，很快便好！],[好，那我們準備一下，很快便好！],"""Alright, we'll prepare right away—it won't take long!""",「はい、じゃあ準備するね。すぐに用意できるから！」,"""Ладненько, тады мы пошли готовицца, скоро начнём!"""
,CharacterOff,,,,,,0.6,,,,,,,
,,,,,,,,,,默认69,,,,翠儿接过了我递过去的一钱银子，然后便拿起了锣鼓，敲了三声——,翠兒接過了我遞過去的一錢銀子，然後便拿起了鑼鼓，敲了三聲——,"Cui'er took the silver I handed her, then, picked up the gong and struck it three times—",その一銭を受け取ると、翠児は太鼓を持って三度鳴らした――,"Взяв серебро, она ударила в барабаны три раза:"
,,,,,,,,,,默认70,,,,——铛铛铛！,——鐺鐺鐺！,—Clang! Clang! Clang!,――ドンドンドン！,"*Дзинь!*, *Дзинь!*, *Дзинь!*"
