#SHEET_NAME,记-第五回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,方知宥,,,,,,,,默认10,,方知宥/08_方知宥_01,,[别担心，我醒啦……哦，我睡了多久，现在是几时了？］,[別擔心，我醒啦……哦，我睡了多久，現在是幾時了？］,"""Don't worry, I'm awake now... How long was I out? What time is it?""",「大丈夫だ、もう起きた……おっと、私はどのくらい眠っていた？今は何時だ？」,"""Всё-всё, встал я... Как долго я так провалялся? Какая сейчас стража?""",
,,,,,,,,,,默认11,,,,我淡笑一声，摸了摸她的头，然后便出声询问时辰。,我淡笑一聲，摸了摸她的頭，然後便出聲詢問時辰。,"I smiled faintly, patted her head, then asked for the time.",私は軽く笑い、彼女の頭を撫でながら時間を尋ねた。,"Я легонько улыбнулся, погладил её по голове и спросил про время.",
,,小雁儿,惊讶,,,,,,,默认12,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认13,,,,小雁儿摇了摇头。,小雁兒搖了搖頭。,Little Yan shook her head.,彼女はふるふると首を横に振る。,Лебёдушка покачала головой.,
,,,,,,,,,,默认14,,,,也是，她这般年纪，哪会推算时辰？,也是，她這般年紀，哪會推算時辰？,Right—a child her age wouldn't know the hour.,それはそうだ。彼女の年頃で時間などわかるわけがない。,"Точно... откуда ей, маленькой девочке, знать такое.",
,,方知宥,,,,,,,,默认15,,,,[……],[……],"""...""",「……」,"""...""",
,CharacterOff,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认16,,,,我撑着酸软的身体，小心翼翼地从斑驳脱漆的佛像后探出身，望向庙外。,我撐著酸軟的身體，小心翼翼地從斑駁脫漆的佛像後探出身，望向廟外。,"Propping up my aching body, I cautiously peered out from behind the peeling, mottled Buddha statue toward the temple exterior.",強張った体をもみながら、漆の剥げかけた仏像の裏からそっと体を出し、寺の外の様子を伺う。,"Напрягая затёкшее тело, я осторожно выглянул из-за потёртой и облупленной статуи бодхисаттвы.",
,,,,,,,,,,默认17,,,,此时，庙外漆黑一片，不见半点灯火。,此時，廟外漆黑一片，不見半點燈火。,"Outside the temple, darkness engulfed everything—not a single light in sight.",外は真っ暗で、明かりの一つもなかった。,"Снаружи храма была кромешная тьма, не видать было и огонька.",
,,,,,,,,,,默认18,,,,连日阴雨，雾气弥漫，连星星也吝啬地隐去了踪迹。,連日陰雨，霧氣瀰漫，連星星也吝嗇地隱去了蹤跡。,"Days of relentless rain had left the air thick with mist, the stars themselves begrudgingly vanishing from view.",連日の雨で霧がかかり、星も姿を現していない。,"Из-за ливней несколько дней напролёт воздух был наполнен густым туманом, и даже звёзды скупились на то, чтобы показаться.",
,,,,,,,,,,默认19,,,,这般漆黑，看来至少已是戌时，嗯……甚至也可能是亥时、子时。,這般漆黑，看來至少已是戌時，嗯……甚至也可能是亥時、子時。,"This pitch blackness... it must at least be the Hour of Dog, hmm... Or perhaps even the Hour of the Boar... or the Hour of the Rat.",これほど真っ暗となると、戌の刻は過ぎていそうだ。ふむ……もしかすると亥か子の刻の可能性もある。,"Судя по кромешной тьме, сейчас, наверное, <ruby=19:00-21:00>стража Собаки</ruby> или <ruby=21:00-23:00>Свиньи</ruby>, а может, и вовсе <ruby=23:00-01:00>Крысы</ruby>.",
,,,,,,,,,,默认20,,,,我竟睡了这么久？,我竟睡了這麼久？,Had I really slept this long?,どれほど眠っていたのだろうか？,Я так долго пролежал без сознания?,
,Se,肚子饿了,,,,,,,,,,,,,,,,
,,,,,,,,,,默认21,,,,——咕噜噜,——咕嚕嚕,—Grrrrowl,――ぐるる,*Гр-р-р-р-р.*,
,,,,,,,,,,默认22,,,,正当我凝神估算时辰，寂静中突兀地响起一声悠长的腹鸣。,正當我凝神估算時辰，寂靜中突兀地響起一聲悠長的腹鳴。,"Just as I focused on estimating the hour, an embarrassingly prolonged stomach growl ruptured the silence.",時間の判断に集中していると、悠長に腹の鳴る音が静寂を破った。,"Пока я напряжённо пытался определить время, в тишине вдруг раздалось протяжное урчание.",
,,小雁儿,疑惑,,,,,,,,,,,,,,,
,,,,,,,,,,默认23,,,,小雁儿下意识地低头看了看自己平坦的肚子，又飞快地抬起眼看向我。,小雁兒下意識地低頭看了看自己平坦的肚子，又飛快地抬起眼看向我。,"Little Yan instinctively glanced at her flat stomach, then snapped her gaze back to mine.",小雁は思わずうつむいて自分の平らな腹を見下ろし、すぐにまた私の方へ向き直った。,"Лебёдушка инстинктивно посмотрела на свой плоский животик, а затем взглянула на меня.",
,,小雁儿,焦急,,,,,,,默认24,,小雁儿/08_小雁儿_03,,[知宥，你的肚子响了。],[知宥，你的肚子響了。],"""Zhiyou, your stomach's growling.""",「知宥のお腹が鳴った」,"""Чжию, это у тебя животик урчит.""",
,CharacterOff,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认25,,,,她小声提醒。,她小聲提醒。,She whispered.,親切にも小声で教えてくれた。,Прошептала она.,
,,方知宥,,,,,,,,默认26,,方知宥/08_方知宥_02,,[呃……是，是我的肚子响了。],[呃……是，是我的肚子響了。],"""Ugh... Yeah, that was my stomach.""",「あっ……そ、そうだな。私の腹が鳴った」,"""Уф... Ага, у меня.""",
,,,,,,,,,,默认27,,,,我淡笑一声，大方承认。,我淡笑一聲，大方承認。,I gave a dry chuckle and owned up to it.,私は照れ笑いし、素直に認めた。,"Усмехнувшись, признал я.",
,,,,,,,,,,默认28,,,,这小女娃，这么着急指出声响来源，是怕我把这尴尬的“罪责”推给她不成？,這小女娃，這麼著急指出聲響來源，是怕我把這尷尬的“罪責”推給她不成？,"This kid's so eager to pinpoint the noise—what, she thinks I'd pin this embarrassing ""shame"" on her?",こうも慌てて音の出所を指摘するとは、私に「罪」をなすりつけられるのを心配してのことだろうか？,"Она сразу же указала на то, что это урчал мой живот. Неужели она подумала, что я стыдливо свалю этот ""позор"" на неё?",
,,,,,,,,,,默认29,,,,嗯……看来我也是饿得狠了。,嗯……看來我也是餓得狠了。,Hmph... Guess I'm ravenous too.,ふむ……私も相当腹が空いているようだ。,Хмф... Я действительно есть хочу.,
,,,,,,,,,,默认30,,,,毕竟上次进食还是昨夜的事，整整一天水米未沾，饥肠辘辘，腹中难免要发出些抗议之声。,畢竟上次進食還是昨夜的事，整整一天水米未沾，飢腸轆轆，腹中難免要發出些抗議之聲。,Haven't eaten since last night. A full day without a crumb—no wonder my gut's roaring its protest.,最後に食事をしたのは昨晩だ。丸々一日米も水も摂っていないとなれば、腹が鳴って私に抗議したくなるのも致し方ない。,"Последний раз принимать пищу мне доводилось только прошлой ночью, за целый день я не съел даже крошки, так что неудивительно, что нутро моё решило издать звуки протеста.",
,,方知宥,,,,,,,,默认31,,方知宥/08_方知宥_03,,[你饿不饿？],[你餓不餓？],"""Are you hungry?""",「腹は減ったか？」,"""Кушать хочешь?""",
,,小雁儿,,,,,,,,默认32,,小雁儿/08_小雁儿_04,,[不饿。],[不餓。],"""Not hungry.""",「ううん」,"""Не хочу.""",
,,方知宥,,,,,,,,默认33,,方知宥/08_方知宥_04,,[真不饿？],[真不餓？],"""Really not hungry?""",「本当に？」,"""Точно?""",
,,小雁儿,害怕,,,,,,,默认34,,小雁儿/08_小雁儿_05,,[真不饿。],[真不餓。],"""Really not hungry.""",「本当に」,"""Точно.""",
,,方知宥,,,,,,,,默认35,,方知宥/08_方知宥_05,,[好，那就不急，我们晚点再出去找些吃的。],[好，那就不急，我們晚點再出去找些吃的。],"""Alright, no rush then. We'll go out later to find some food.""",「そうか。なら急がなくていいか。後で何か食べるものを探そう」,"""Ладно, тогда не к спеху. Потом еды найдём.""",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认36,,,,我放缓了声音对她说道。,我放緩了聲音對她說道。,I softened my voice as I spoke to her.,ゆっくりと、彼女にそう言った。,Спокойно сказал я ей.,
,,,,,,,,,,默认37,,,,其实，我饿上几顿倒也无妨。,其實，我餓上幾頓倒也無妨。,"Truth be told, I can handle skipping a few meals.",実のところ、数食抜いたところで別に構わない。,"На самом деле, для меня не составляло особого труда пропустить несколько приёмов пищи.",
,,,,,,,,,,默认38,,,,刚成年的那一年，我对什么都感兴趣，也修炼过道术，试过一种叫“辟谷”的修炼方法。,剛成年的那一年，我對什麼都感興趣，也修煉過道術，試過一種叫“辟穀”的修煉方法。,"The year I came of age, I was curious about everything—even practiced Daoist arts and tried a cultivation method called ""grain avoidance"" back then.",成人になったばかりの頃、私は何にも興味を持てず、「<ruby=へきこく>辟谷</ruby>」という道術の修練をしたことがある。,"В тот год, когда я только достиг совершеннолетия, у меня вызывали интерес самые разные вещи - я даже пробовал некоторые даосские практики, в числе их - метод самосовершенствования под названием ""бигу"". <i>(Бигу - воздержание от злаков, разновидность голодания.)</i>",
,,,,,,,,,,默认39,,,,那时，我曾三天不吃不喝。,那時，我曾三天不吃不喝。,"At that time, I went three days without eating or drinking.",その時は三日飲まず食わずだった。,Тогда я продержался целых три дня без еды и воды.,
,,,,,,,,,,默认40,,,,最后，虽然我没有因此得道结丹，身体却也无大碍。,最後，雖然我沒有因此得道結丹，身體卻也無大礙。,"In the end, though I didn't achieve enlightenment or form a golden core, my body suffered no major harm.",その結果、丹は得られなかったが、身体が悪くなることもなかった。,"В конце концов, хоть я и не достиг просветления и не вырастил внутри себя золотую пилюлю бессмертия, но и вреда своему здоровью тоже не нанёс.",
,,,,,,,,,,默认41,,,,此刻，我若是去找吃的，主要还是因为小雁儿。,此刻，我若是去找吃的，主要還是因為小雁兒。,"Right now, if I were to look for food, it'd mainly be for Little Yan's sake.",だが今食べ物を探しに行く理由は、主に小雁のためだ。,"Сейчас, если и идти за едой, то только ради Лебёдушки.",
,,,,,,,,,,默认42,,,,她年纪还小，如果饿久了，一定会发育不良、不长个子。,她年紀還小，如果餓久了，一定會發育不良、不長高。,"She's still young. If she starves too long, she'll develop poorly—never grow tall.",彼女はまだ幼い。何も食べなければ育ちも悪くなり、背が伸びなくなる。,"Она ещё маленькая девочка. Если будет слишком долго голодать, то не вырастет.",
,CharacterOff,,,,,,,,,,,,,,,,,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Se,女生惨叫,,,,,,,,,,,,,,,,
,,？？？,,,,,,,,默认50,,,,[啊——！！！］,[啊——！！！］,"""Ah——!!!""",「きゃああっ――！！」,"""А-а-а-а!""",
,,,,,,,,,,默认51,,,,！,！,!,！,!,
,Shake,Graphics,,x=100 y=60 time=0.4,,,,,PageWait,,,,,,,,,
,FadeOut,black,,eye,,,1,,,,,,,,,,,
,BgEvent,夜战火,,,,,,,,,,,,,,,,
,FadeIn,black,,eye,,,1,,,,,,,,,,,
,Se,女声哀嚎,,,,,,,,,,,,,,,,
,,,,,,,,,,默认52,,,,突然，当我正在胡思乱想的时候，远处传来一声凄厉的惨叫声。,突然，當我正在胡思亂想的時候，遠處傳來一聲淒厲的慘叫聲。,"Suddenly, as I was lost in thought, a piercing scream echoed from the distance.",どうでもいいことを考えていると、突然遠くから凄まじい悲鳴が聞こえた。,"Пока я пребывал в своих беспокойных думах, неожиданно где-то вдалеке раздался душераздирающий крик.",
,,,,,,,,,,默认53,,,,声音里浸透了极致的恐慌和绝望，似乎是女声。,聲音裡浸透了極致的恐慌和絕望，似乎是女聲。,The voice was drenched in utter terror and despair—likely a woman's.,その声には極度の恐怖と絶望の色が滲んでいる。女の声のようだ。,"Он был пропитан крайним ужасом и отчаянием - похоже, кричала женщина.",
,,,,,,,,,,默认54,,,,它从极远处飘来，带着一种不真切的虚幻感。,它從極遠處飄來，帶著一種不真切的虛幻感。,"It drifted from far away, carrying an unreal, dreamlike quality.",あまりに遠くからだったため、どこか現実味のない感じがした。,"Он звучал издалека, будто сквозь сон.",
,,,,,,,,,,默认55,,,,等等……只要我屏息凝神，仔细去听——,等等……只要我屏息凝神，仔細去聽——,Wait... If I hold my breath and listen carefully——,待てよ……耳を澄ませてよく聞いてみる――,Погодите-ка... если задержать дыхание и прислушаться...,
,,,,,,,,,,默认56,,,,那隐藏在雨声和蝉鸣下的，有好多声音。,那隱藏在雨聲和蟬鳴下的，有好多聲音。,"Beneath the rain and cicadas' chorus, countless sounds emerge:",雨音と蝉の鳴き声に紛れて、さまざまな声が聞こえた。,То сквозь шум дождя и стрёкот цикад можно было услышать ещё больше звуков:,
,Se,不密集哀嚎,,,,,,,,,,,,,,,,
,,,,,,,,,,默认57,,,,女人的惨嚎，男人的痛呼，婴儿撕心裂肺的啼哭……,女人的慘嚎，男人的痛呼，嬰兒撕心裂肺的啼哭……,"Women's shrieks, men's agonized groans, infants' heartrending wails...",女の悲鳴、男の苦痛の叫び、裂けんばかりの赤子の泣き声……,"Женские крики, болезненные стоны мужчин, надрывный плач младенцев...",
,,,,,,,,,,默认58,,,,刃劈开骨肉的闷响，火焰啃食木料的噼啪声，房梁轰然倒塌的巨响……,刃劈開骨肉的悶響，火焰啃食木料的噼啪聲，房梁轟然倒塌的巨響……,"The dull thud of blades splitting flesh, the crackle of flames devouring wood, the thunderous collapse of roof beams...",肉と骨を断つ音、炎が木を食み弾ける音、家が崩れる轟音……,"Глухие удары лезвий, рассекающих тела, треск пламени, пожирающего дерево, грохот обрушивающихся балок...",
,,方知宥,,,,,,,,默认59,,,,[……],[……],"""...""",「……」,"""...""",
,FadeOut,black,,eye,,,1,,,,,,,,,,,
,BgEventOff,CG名,,,,,1,,,,,,,,,,,
,Bg,破庙夜,,,,,,,,,,,,,,,,
,FadeIn,black,,eye,,,1,,,,,,,,,,,
,,,,,,,,,,默认66,,,,呼……,呼……,Whew...,ふぅ……,Эх...,
,,,,,,,,,,默认67,,,,暂且放下出去找吃的念头吧。,暫且放下出去找吃的的念頭吧。,Best to put aside any thoughts of venturing out for food for now.,食い物を探しに行く考えは一旦よそう。,Лучше пока не думать о поиске еды.,
,,,,,,,,,,默认68,,,,当务之急，先要活命。,當務之急，先要活命。,Survival comes first—that's the immediate priority.,何よりもまずは生き残ることが先決だ。,Самое главное - выжить.,
,,,,,,,,,,默认69,,,,虽然是到了晚上，但显然那些妖兵并未偃旗息鼓，收敛回营。,雖然是到了晚上，但顯然那些妖兵並沒未偃旗息鼓，收斂回營。,"Though night has fallen, those demon soldiers show no signs of retreating or sheathing their blades.",夜になろうと、妖兵たちが休む気配もなければ、手を緩める気配もない。,"Даже с наступлением ночи яогуаи не собирались трубить отбой, а продолжали убивать.",
,,,,,,,,,,默认70,,,,我应该带着小雁儿，在这破庙的佛像阴影里，再多藏匿一时。,我應該帶著小雁兒，在這破廟的佛像陰影裡，再多藏匿一時。,I should stay hidden a while longer with Little Yan in the shadow of the Buddha statue in this abandoned temple.,小雁を連れ、この仏像の陰でもう少し隠れておくべきだろう。,Пока что лучше продолжу прятаться с Лебёдушкой в тени статуи бодхисаттвы Гуаньинь.,
,,,,,,,,,,默认71,,,,再等等吧……,再等等吧……,Let's wait a bit longer...,もう少しだけ……,Подождём тут ещё чуть-чуть...,
,,,,,,,,,,默认72,,,,等到彻底听不到外面那些杀戮和哀鸣的声音，那时我们再出去……,等到徹底聽不到外面那些殺戮和哀鳴的聲音，那時我們再出去……,Wait until the sounds of slaughter and wailing outside fade completely—then we'll go out...,外の殺戮や悲鳴が止んだら、改めて外に行こう……,"Подождём, пока звуки резни и стонов не утихнут... Лишь тогда выйдем.",
,,,,,,,,,,默认73,,,,……,……,...,……,...,
,,方知宥,,,,,,,,默认74,,,,[……],[……],"""...""",「……」,"""...""",
,,小雁儿,,,,,,,,默认75,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认76,,,,我等了很久，这期间小雁儿也没有说话。,我等了很久，這期間小雁兒也沒有說話。,"I waited for a long time, and Little Yan never spoke a word.",しばらくその場に留まっていたが、小雁は一言も話さなかった。,Мы прождали довольно долго. Лебёдушка всё время молчала.,
,CharacterOff,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认77,,,,……,……,...,……,...,
,Se,怪鸟叫,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认78,,,,半个时辰后，庙外突然响起了连续的擂鼓声，继而是一阵奇怪的声音。,半個時辰後，廟外突然響起了連續的擂鼓聲，繼而是一陣奇怪的聲音。,"An hour later, a barrage of drumbeats erupted outside the temple, followed by an unearthly noise.",半時ほど経った頃、寺の外でどんどんと太鼓を叩く音がし、続いて奇妙な音がした。,"Спустя пол стражи снаружи храма раздался грохот барабанов, за которым последовал странный звук.",
,,,,,,,,,,默认79,,,,那怪声时而像怪鸟濒死的尖唳，时而似人吹奏笙箫却又走了调，让人听不出来是什么。,那怪聲時而像怪鳥瀕死的尖唳，時而似人吹奏笙簫卻又走了調，讓人聽不出來是什麼。,"The sound twisted between the death-screech of some monstrous bird and the dissonant shriek of a mangled reed instrument—unrecognizable, unnatural.",それはまるで怪鳥の断末魔の悲鳴のように甲高く、音程を外した笛のようでもあり、何の音か判断がつかない。,"Этот звук то напоминал предсмертный визг некой диковинной птицы, то словно человек, игравший на шэне или на флейте сяо, сфальшивил. <i>(Шэн - китайский духовой инструмент, разновидность губного органа)</i>. Было невозможно понять, что именно это было.",
,,,,,,,,,,默认80,,,,鼓声与怪响过后，外面似乎静了许多。,鼓聲與怪響過後，外面似乎靜了許多。,"After the drumbeats and eerie sounds faded, the outside world grew unnervingly quiet.",太鼓とその奇妙な音が止まると、外はしんと静かになった。,"Когда барабаны и этот странный звук стихли, снаружи словно стало намного тише.",
,,,,,,,,,,默认81,,,,先前隐约可闻的悲鸣、哭喊、杀戮之声，如同潮水般迅速退去，减少得几乎听不见了。,先前隱約可聞的悲鳴、哭喊、殺戮之聲，如同潮水般迅速退去，減少得幾乎聽不見了。,"The distant screams, weeping, and carnage that had haunted the air moments earlier receded like a bloody tide, until only silence remained.",先ほどまでの悲鳴や喚声、殺戮の音は水が引いたかのように鳴りを潜め、ほぼ聞こえなくなった。,"Крики, рыдания и звуки резни, ещё недавно наполнявшие воздух, схлынули, будто кровавый отлив, и стали практически не слышны.",
,,方知宥,,,,,,,,默认82,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认83,,,,我靠在破庙佛像后的墙壁上，思考分析着刚才的情况。,我靠在破廟佛像後的牆壁上，思考分析著剛才的情況。,My back pressed against the Abandoned Temple's crumbling wall behind the Buddha statue as I pieced together what had just happened.,仏像の裏の壁にもたれ、先ほどの状況を分析する。,В раздумьях я облокотился спиной на осыпающуюся стену храма позади статуи.,
,,,,,,,,,,默认84,,,,虽然我无法分辨出那似鸟鸣又似笙箫的声音是什么，但鼓声应该是军营的战鼓声。,雖然我無法分辨出那似鳥鳴又似笙簫的聲音是什麼，但鼓聲應該是軍營的戰鼓聲。,"That unearthly sound—some grotesque cross between birdsong and reed pipes—defied identification, but the rhythmic pounding could only be War Drums from a demon soldier camp.",鳥の鳴き声のような笛の音のようなあれが何だったのかはわからない。しかし、どんどんという音は、おそらく兵営の戦鼓の音だ。,"Пусть я и не был в состоянии понять, что это был за звук не то птицы, не то какого-то духового инструмента - но бой барабанов, скорее всего, доносился из лагеря яогуаев.",
,,,,,,,,,,默认85,,,,我猜，刚才应当是妖兵的军营擂鼓，它们多半是在集结部众，发出收兵回营的讯号。,我猜，剛才應當是妖兵的軍營擂鼓，它們多半是在集結部眾，發出收兵回營的訊號。,I suspect the drumming we heard earlier must have been from the demon soldiers' camp—likely mustering their troops and signaling a retreat back to barracks.,おそらくは、妖兵の兵営で太鼓を叩き、兵を集結させて戻るよう合図したのだろう。,"Наверное, боевые барабаны давали сигнал, чтобы яогуаи шли обратно в свой лагерь.",
,,,,,,,,,,默认86,,,,嗯……鼓声响起后，杀戮的动静确实变少了很多，只能隐约听到几声啜泣和求饶声。,嗯……鼓聲響起後，殺戮的動靜確實變少了很多，只能隱約聽到幾聲啜泣和求饒聲。,"Hmph... After the drumbeats faded, the sounds of slaughter dwindled to faint sobs and desperate pleas for mercy.",ふむ……あの太鼓の音から殺戮の気配は確かに減った。今あるのはおぼろげなすすり泣きや懇願の声だ。,Хм... После барабанного боя звуков резни стало намного меньше - лишь смутно можно было услышать отдельные тихие всхлипы и мольбы о помощи.,
,,,,,,,,,,默认87,,,,安全一些了。,安全一些了。,Safer now.,ひとまず安全になった。,Сейчас стало немного безопаснее.,
,,,,,,,,,,默认88,,,,那……不如趁此机会出去觅食？,那……不如趁此機會出去覓食？,That... Might as well use this lull to scavenge for food.,ならば……今のうちに食い物を探しに行くか？,"Так... не стоит ли воспользоваться этим шансом, чтобы поискать пропитания?",
,,,,,,,,,,默认90,,,,……,……,...,……,...,
,,方知宥,,,,,,,,默认91,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认92,,,,打定主意后，我扶着冰冷刺骨的墙壁，艰难地站起身。,打定主意後，我扶著冰冷刺骨的牆壁，艱難地站起身。,"Resolved, I hauled myself up, fingers clawing at the wall’s frozen bite.",私は意を決し、ひやりとした壁に手をつき、よっこらしょと体を起こした。,"Приняв решение, я с трудом поднялся, опираясь на отдающую ледяным холодом стену.",
,,,,,,,,,,默认93,,,,我因蜷缩倚靠太久，双腿血脉不畅，一站起便觉一阵钻心的酸麻自脚底直冲头顶，眼前也是金星乱冒。,我因蜷縮倚靠太久，雙腿血脈不暢，一站起便覺一陣鑽心的酸麻自腳底直衝頭頂，眼前也是金星亂冒。,"My legs—deadened from hours curled tight—erupted in agony as I stood, needles of fire shooting to my temples, vision blotched with static.",ずっと丸まっていたせいで両足の血の巡りが悪い。立つと足の底から頭の先まで痺れが走り、目の前がちかちかした。,"Мои ноги онемели от долгого лежания. Когда я встал, боль разнеслась по ногам, огненные иглы пронзили виски, а перед глазами поплыли звёздочки.",
,,方知宥,,,,,,,,默认94,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认95,,,,我闭目强忍片刻，待那阵不适稍缓，才扶着佛像粗糙的边缘，挪步向外。,我閉目強忍片刻，待那陣不適稍緩，才扶著佛像粗糙的邊緣，挪步向外。,"I clenched my eyes shut and endured the discomfort until it eased slightly, then gripped the Buddha statue's rough edge and shuffled forward.",目を閉じてぐっと堪えていると不快感が和らいだため、仏像の縁を掴みながら外へと歩き出した。,"Я зажмурился, преодолевая неприятные ощущения. Когда они немного отступили, я ухватился за шероховатый край статуи и протиснулся вперёд.",
,,小雁儿,惊讶,,,,,,,默认96,,小雁儿/08_小雁儿_06,,[知宥，你要出去吗？],[知宥，你要出去嗎？],"""Zhiyou, are you going out?""",「知宥、外に出るの？」,"""Чжию, ты уходишь?""",
,,,,,,,,,,默认97,,,,小雁儿仰着小脸问我。,小雁兒仰著小臉問我。,Little Yan tilted her small face up to look at me.,小雁が小さな顔でこちらを見上げて問う。,Лебёдушка наклонила голову и посмотрела на меня.,
,,方知宥,,,,,,,,默认98,,方知宥/08_方知宥_06,,[嗯……我去找点吃的，刚才擂鼓响了，很多妖兵都回营了，是个好时机。],[嗯……我去找點吃的，剛才擂鼓響了，很多妖兵都回營了，是個好時機。],"""Hmph... I'll scavenge for food. The war drums sounded earlier—most demon soldiers retreated to camp. It's our best chance.""",「ああ……何か食べるものを探してくる。さっきの太鼓で妖怪たちはほとんど帰っているはずだから、今が好機だ」,"""Угу... Еды найти надо. Только что звучали боевые барабаны, большинство яогуаев вернулось в свой лагерь. Лучше шанса у нас не будет.""",
,,小雁儿,焦急,,,,,,,默认99,,小雁儿/08_小雁儿_07,,[你要去哪找吃的？],[你要去哪找吃的？],"""Where will you look for food?""",「どこに探しに行くの？」,"""А где ты её искать будешь?""",
