StringGridParseHaeder,{0}: Parser header error.\n{1}
StringGridGetColumnIndex,Column {0} is not found
SoundNotReadyToPlay,{0}: Sound is not readey to play.
TweenWrite,Tween save error
FileWrite,{0} File write error.{1}
FileRead,{0} File read error.{1}
MemoryLeak,Memory leak.
FileReferecedIsNull,The object refereced from file is null.
FileIsNotReady,"File is not ready. Call ""ReadyToUse""."
DisableChangeFileLoadFlag,Disable change FileLoadFlag
DisableChangeFileVersion,Disable change FileVersion
SingletonError,Can't create two ormore  singlton Object.
NoChacheTypeFile,Not cache type file.
ExpUnknownParameter,Unknown paramter {0}.
ExpResultNotBool,Exceptoin is not boolean.
ExpIllegal,Exceptoin parse error.{0}
PivotParse,Pivot parse error.{0}
TextTagParse,Text parse error.{0}
TextCallbackCalcExpression,CallbackCalcExpression is not assigend.
TextFailedCalcExpression,Failed calculate expression.
ExpressionOperateSubstition,Exceptoin operate error.{1}to{0}
ExpressionOperator,Exceptoin operator {0} error.
Yes,Yes
No,No
Ok,Ok
Cancel,Cancel
Back,Back
Clear,Clear
Retry,Retry
History,History
Save,Save
Load,Load
On,On
Off,Off
Skip,Skip
None,None
Sound,Sound
Review,Review
Restore,Restore
Download,Download
QuitGame,是否退出游戏？,是否退出遊戲,Do you want to exit game?,ゲームを終了しますか？,Хотите выйти из игры?
DebugInfo,DebugInfo
DebugLog,DebugLog
DebugMenu,DebugMenu
DeleteSaveAndQuit,DeleteSaveAndQuit
DeleteCacheFile,DeleteCacheFile
Language,Language
DeleteAllSaveDataFilesTitle,"Delete save data of ""Utage"""
DeleteAllSaveDataFilesMessage,"Are you sure you want to clear all saved data of ""Utage""?"
DeleteAllCacheFilesTitle,"Delete cache files of ""Utage"""
DeleteAllCacheFilesMessage,"Are you sure you want to clear all cache files of ""Utage""?"
DeleteAllOutputFilesTitle,"Delete output files of ""Utage"""
DeleteAllOutputFilesMessage,"Are you sure you want to clear all (cache file and save data) output file of ""Utage""?"
Downloading,Downloading
DownloadCount,{0}/{1}
DownloadFinished,Download Finished!
WarningNotOnline,Warning! Not Online
WarningNotWifi,Warning! Not Wifi
ChangeCurrentProject,Change Current Scenario Data Project
VersionUpScene,Current UTAGE scene should be upgraded. Is it OK？
VersionUpScenario,Current UTAGE Scenario should be upgraded. Is it OK？
Redownload
SC,简体中文,簡體中文,簡體中文,簡體中文,简体中文
TC,繁体中文,繁體中文,繁體中文,繁體中文,繁體中文
English,English,English,English,English,English
Japanese,日本语,日本語,日本語,日本語,日本語
Russian,俄语,俄語,Russian,ロシア語,Русский


text_skip,跳过(K),跳過(K),Skip(K),スキップ(K),Пропустить (K)
text_skip_gamepad,跳过(X),跳過(X),Skip(X),スキップ(X),Пропустить
text_auto,自动播放(F),自動播放(F),Auto Mode(F),オートモード(F),Авто (F)
text_auto_gamepad,自动播放,自動播放,Auto Mode,オートモード,Авто
text_save,存储进度(S),儲存進度(S),Save Data(S),セーブする(S),Сохранить (S)
text_save_gamepad,存储进度,儲存進度,Save Data,セーブする,Сохранить
text_load,加载进度(D),載入進度(D),Load Data(D),ロードする(D),Загрузить (D)
text_load_gamepad,加载进度,載入進度,Load Data,ロードする,Загрузить
text_config,设置(ESC),設定(ESC),Setting(ESC),設定(ESC),Настройки (ESC)
text_config_gamepad,设置,設定,Setting,設定,Настройки
text_plotMap,流程图(A),流程圖(A),Flowchart(A),フローチャート(A),Схема (A)
text_plotmap_gamepad,流程图,流程圖,Flowchart,フローチャート,Схема
text_hideUI,关闭对话框(C),關閉對話方塊(C),Close Dialogue(C),テキストウィンドウを閉じる(C),Закрыть диалоговое окно (C)
text_hideui_gamepad,关闭对话框,關閉對話方塊,Close Dialogue,テキストウィンドウを閉じる,Закрыть диалоговое окно
text_history,历史对话(H),歷史對話(H),Previous Dialogue(H),履歴(H),История диалогов (H)
text_history_gamepad,历史对话,歷史對話,Previous Dialogue,履歴,История диалогов
text_save_sure,确认存储？,確認儲存？,Do you want to save this data?,セーブしますか？,Cохранить эти данные?
text_load_sure,载入此存盘？,載入此存檔？,Do you want to load this data?,セーブデータをロードしますか？,Загрузить эти данные?
text_process_title,剧情完成度,劇情完成度,Story completion,ストーリー収集度,История пройдена на:
text_sound_lock,未解锁,未解鎖,Locked,未解放,Закрыто
plotMap_tag_empty,空标签！,空標籤！,Empty label!,空,Нет названия!
plotMap_enter,进入此段剧情？,進入此段劇情？,Do you want to enter this chapter?,この回に進みますか？,Хотите запустить эту главу?
plotMap_enter_fail,暂未解锁,暫未解鎖,Chapter locked,未解放,Глава не открыта
text_return_main,是否确认返回主界面？,是否確認返回主介面？,Do you want to return to the title screen?,タイトルに戻りますか？,Хотите вернуться в главное меню?
text_init_all,是否初始化所有设定?,是否初始化所有設定?,Do you want to reset all settings to default?,全ての設定を初期化しますか？,Хотите сбросить настройки?
text_no_money,(没有足够的银两),,,,
text_money_current,银两剩余,白銀剩餘,Silver remaining,手持ち銀,Осталось
text_money_use,使用白银,使用白銀,Use Silver,銀を使った：,Отдали
text_penny_use,使用铜钱,使用銅錢,Use copper coins,銅貨を使った：,Отдали
text_money_get,获得银两,获得白银,Get Silver,銀を取得：,Получили
text_money_lost,失去银两,失去白银,Lost Silver,銀を失った：,Потеряли
voice_collect,已收藏,已收藏,Saved to favorites,登録済,Добавлено в избранное
voice_collect_remove,已取消收藏,已取消收藏,Unfavorited,取り消し済,Удалено из избранного
两,两,兩,tael,両,таэлей серебра
文,文,文,penny,文,монет
ui_voice_collection_remove,取消收藏,取消收藏,Remove from favorites,お気に入りを取り消し,Удалить из избранного
自动,自动,自動,Auto,自動,Авто




unlock_map_ji_1,解锁条件：阅读记序章,解鎖條件：閱讀記序章,"Enter ""Chronicle Prologue"" to unlock",解放条件：記ノ章・序章を読む,"Начать пролог ""Записей"""
unlock_map_ji_2,解锁条件：阅读忆第一回,解鎖條件：閱讀憶第一章,"Enter ""Remembrance Chapter 1"" to unlock",解放条件：憶ノ章・第一回を読む,"Начать 1 гл. ""Воспоминаний"""
unlock_map_ji_3,解锁条件：阅读忆第二回,解鎖條件：閱讀憶第二章,"Enter ""Remembrance Chapter 2"" to unlock",解放条件：憶ノ章・第二回を読む,"Начать 2 гл. ""Воспоминаний"""
unlock_map_ji_4,解锁条件：阅读记第三回,解鎖條件：閱讀記第三章,"Enter ""Chronicle Chapter 3"" to unlock",解放条件：記ノ章・第三回を読む,"Начать 3 гл. ""Записей"""
unlock_map_ji_5,解锁条件：阅读忆第三回,解鎖條件：閱讀憶第三章,"Enter ""Remembrance Chapter 3"" to unlock",解放条件：憶ノ章・第三回を読む,"Начать 3 гл. ""Воспоминаний"""
unlock_map_ji_6,解锁条件：阅读忆第四回,解鎖條件：閱讀憶第四章,"Enter ""Remembrance Chapter 4"" to unlock",解放条件：憶ノ章・第四回を読む,"Начать 4 гл. ""Воспоминаний"""
unlock_map_ji_7,解锁条件：阅读忆第五回,解鎖條件：閱讀憶第五章,"Enter ""Remembrance Chapter 5"" to unlock",解放条件：憶ノ章・第五回を読む,"Начать 5 гл. ""Воспоминаний"""
unlock_map_ji_8,解锁条件：阅读忆第六回,解鎖條件：閱讀憶第六章,"Enter ""Remembrance Chapter 6"" to unlock",解放条件：憶ノ章・第六回を読む,"Начать 6 гл. ""Воспоминаний"""
unlock_map_ji_9,解锁条件：阅读忆第七回,解鎖條件：閱讀憶第七章,"Enter ""Remembrance Chapter 7"" to unlock",解放条件：憶ノ章・第七回を読む,"Начать 7 гл. ""Воспоминаний"""
unlock_map_ji_10,解锁条件：阅读忆第八回,解鎖條件：閱讀憶第八章,"Enter ""Remembrance Chapter 8"" to unlock",解放条件：憶ノ章・第八回を読む,"Начать 8 гл. ""Воспоминаний"""
unlock_map_ji_11,解锁条件：阅读忆第九回,解鎖條件：閱讀憶第九章,"Enter ""Remembrance Chapter 9"" to unlock",解放条件：憶ノ章・第九回を読む,"Начать 9 гл. ""Воспоминаний"""
unlock_map_ji_12,解锁条件：阅读记第十一回,解鎖條件：閱讀記第十一章,"Enter ""Chronicle Chapter 11"" to unlock",解放条件：記ノ章・第十一回を読む,"Начать 11 гл. ""Записей"""
unlock_map_ji_13,解锁条件：阅读忆第十回,解鎖條件：閱讀憶第十章,"Enter ""Remembrance Chapter 10"" to unlock",解放条件：憶ノ章・第十回を読む,"Начать 10 гл. ""Воспоминаний"""
unlock_map_ji_14,解锁条件：阅读忆第十一回,解鎖條件：閱讀憶第十一章,"Enter ""Remembrance Chapter 11"" to unlock",解放条件：憶ノ章・第十一回を読む,"Начать 11 гл. ""Воспоминаний"""
unlock_map_ji_15,解锁条件：阅读忆第十二回,解鎖條件：閱讀憶第十二章,"Enter ""Remembrance Chapter 12"" to unlock",解放条件：憶ノ章・第十二回を読む,"Начать 12 гл. ""Воспоминаний"""
unlock_map_ji_16,解锁条件：阅读忆第十三回,解鎖條件：閱讀憶第十三章,"Enter ""Remembrance Chapter 13"" to unlock",解放条件：憶ノ章・第十三回を読む,"Начать 13 гл. ""Воспоминаний"""
unlock_map_ji_17,解锁条件：阅读忆第十四回,解鎖條件：閱讀憶第十四章,"Enter ""Remembrance Chapter 14"" to unlock",解放条件：憶ノ章・第十四回を読む,"Начать 14 гл. ""Воспоминаний"""
unlock_map_ji_18_1,解锁条件：阅读记第十七回,解鎖條件：閱讀記第十七章,"Enter ""Chronicle Chapter 17"" to unlock",解放条件：記ノ章・第十七回を読む,"Начать 17 гл. ""Записей"""
unlock_map_ji_18_2,解锁条件：记 第十八回一 选项解锁,解鎖條件：記 第十八章一 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-1"" to unlock",解放条件：記ノ章・第十八回（一）の選択肢で解放,"Сделать выбор в 1 ч. 18 гл. ""Записей"""
unlock_map_ji_18_3,解锁条件：记 第十八回二 选项解锁,解鎖條件：記 第十八章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-2"" to unlock",解放条件：記ノ章・第十八回（二）の選択肢で解放,"Сделать выбор во 2 ч. 18 гл. ""Записей"""
unlock_map_ji_18_4,解锁条件：记 第十八回三 选项解锁,解鎖條件：記 第十八章三 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-3"" to unlock",解放条件：記ノ章・第十八回（三）の選択肢で解放,"Сделать выбор в 3 ч. 18 гл. ""Записей"""
,,,,,
unlock_map_ji_19_1,解锁条件：记 第十八回一 选项解锁,解鎖條件：記 第十八章一 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-1"" to unlock",解放条件：記ノ章・第十八回（一）の選択肢で解放,"Сделать выбор в 1 ч. 18 гл. ""Записей"""
unlock_map_ji_19_2,解锁条件：记 第十八回三 选项解锁,解鎖條件：記 第十八章三 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-3"" to unlock",解放条件：記ノ章・第十八回（三）の選択肢で解放,"Сделать выбор в 3 ч. 18 гл. ""Записей"""
unlock_map_ji_19_3,解锁条件：记 第十八回四 选项解锁,解鎖條件：記 第十八章四 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-4"" to unlock",解放条件：記ノ章・第十八回（四）の選択肢で解放,"Сделать выбор в 4 ч. 18 гл. ""Записей"""
,,,,,
,,,,,
unlock_map_yi_1,解锁条件：阅读完成 记 序回,解鎖條件：閱讀完成 記 序章,"Clear ""Chronicle Prologue"" to unlock",解放条件：記ノ章・序章を全て読む,"Прочитать пролог ""Записей"""
unlock_map_yi_2,解锁条件：阅读完成 记 第二回,解鎖條件：閱讀完成 記 第二章,"Clear ""Chronicle Chapter 2"" to unlock",解放条件：記ノ章・第二回を全て読む,"Прочитать 2 гл. ""Записей"""
unlock_map_yi_3,解锁条件：阅读完成 记 第四回,解鎖條件：閱讀完成 記 第四章,"Clear ""Chronicle Chapter 4"" to unlock",解放条件：記ノ章・第四回を全て読む,"Прочитать 4 гл. ""Записей"""
unlock_map_yi_4,解锁条件：阅读完成 记 第五回,解鎖條件：閱讀完成 記 第五章,"Clear ""Chronicle Chapter 5"" to unlock",解放条件：記ノ章・第五回を全て読む,"Прочитать 5 гл. ""Записей"""
unlock_map_yi_5,解锁条件：阅读完成 记 第六回,解鎖條件：閱讀完成 記 第六章,"Clear ""Chronicle Chapter 6"" to unlock",解放条件：記ノ章・第六回を全て読む,"Прочитать 6 гл. ""Записей"""
unlock_map_yi_6,解锁条件：阅读完成 记 第七回,解鎖條件：閱讀完成 記 第七章,"Clear ""Chronicle Chapter 7"" to unlock",解放条件：記ノ章・第七回を全て読む,"Прочитать 7 гл. ""Записей"""
unlock_map_yi_7,解锁条件：阅读完成 记 第八回,解鎖條件：閱讀完成 記 第八章,"Clear ""Chronicle Chapter 8"" to unlock",解放条件：記ノ章・第八回を全て読む,"Прочитать 8 гл. ""Записей"""
unlock_map_yi_8,解锁条件：阅读完成 记 第九回,解鎖條件：閱讀完成 記 第九章,"Clear ""Chronicle Chapter 9"" to unlock",解放条件：記ノ章・第九回を全て読む,"Прочитать 9 гл. ""Записей"""
unlock_map_yi_9,解锁条件：阅读完成 记 第十回,解鎖條件：閱讀完成 記 第十章,"Clear ""Chronicle Chapter 10"" to unlock",解放条件：記ノ章・第十回を全て読む,"Прочитать 10 гл. ""Записей"""
unlock_map_yi_10,解锁条件：阅读完成 记 第十二回,解鎖條件：閱讀完成 記 第十二章,"Clear ""Chronicle Chapter 12"" to unlock",解放条件：記ノ章・第十二回を全て読む,"Прочитать 12 гл. ""Записей"""
unlock_map_yi_11,解锁条件：阅读完成 记 第十三回,解鎖條件：閱讀完成 記 第十三章,"Clear ""Chronicle Chapter 13"" to unlock",解放条件：記ノ章・第十三回を全て読む,"Прочитать 13 гл. ""Записей"""
unlock_map_yi_12,解锁条件：阅读完成 记 第十四回,解鎖條件：閱讀完成 記 第十四章,"Clear ""Chronicle Chapter 14"" to unlock",解放条件：記ノ章・第十四回を全て読む,"Прочитать 14 гл. ""Записей"""
unlock_map_yi_13,解锁条件：阅读完成 记 第十五回,解鎖條件：閱讀完成 記 第十五章,"Clear ""Chronicle Chapter 15"" to unlock",解放条件：記ノ章・第十五回を全て読む,"Прочитать 15 гл. ""Записей"""
unlock_map_yi_14,解锁条件：阅读完成 记 第十六回,解鎖條件：閱讀完成 記 第十六章,"Clear ""Chronicle Chapter 16"" to unlock",解放条件：記ノ章・第十六回を全て読む,"Прочитать 16 гл. ""Записей"""
,,,,,
,,,,,
unlock_map_other_1,解锁条件：阅读完成 任意结局,解鎖條件：閱讀完成 任意結局,"Clear ""Chronicle Chapter 2"" to unlock",解放条件：任意のエンディングをクリアする,Дочитать до конца любую концовку
,,,,,
,,,,,
unlock_map_end_1_a,解锁条件：记 第三回 选项解锁,解鎖條件：記 第三章 選項解鎖,"Choose specific option on ""Chronicle Chapter 3"" to unlock",解放条件：記ノ章・第三回の選択肢で解放,"Сделать выбор в 3 гл. ""Записей"""
unlock_map_end_1_b,解锁条件：记 第三回 选项解锁,解鎖條件：記 第三章 選項解鎖,"Choose specific option on ""Chronicle Chapter 3"" to unlock",解放条件：記ノ章・第三回の選択肢で解放,"Сделать выбор в 3 гл. ""Записей"""
unlock_map_end_1_c,解锁条件：记 第三回 选项解锁,解鎖條件：記 第三章 選項解鎖,"Choose specific option on ""Chronicle Chapter 3"" to unlock",解放条件：記ノ章・第三回の選択肢で解放,"Сделать выбор в 3 гл. ""Записей"""
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
unlock_map_end_3_c,解锁条件：记 第四回 选项解锁,解鎖條件：記 第四章 選項解鎖,"Choose specific option on ""Chronicle Chapter 4"" to unlock",解放条件：記ノ章・第四回の選択肢で解放,"Сделать выбор в 4 гл. ""Записей"""
unlock_map_end_4_a,解锁条件：记 第四回 选项解锁,解鎖條件：記 第四章 選項解鎖,"Choose specific option on ""Chronicle Chapter 4"" to unlock",解放条件：記ノ章・第四回の選択肢で解放,"Сделать выбор в 4 гл. ""Записей"""
unlock_map_end_4_b,解锁条件：记 第四回 选项解锁,解鎖條件：記 第四章 選項解鎖,"Choose specific option on ""Chronicle Chapter 4"" to unlock",解放条件：記ノ章・第四回の選択肢で解放,"Сделать выбор в 4 гл. ""Записей"""
unlock_map_end_4_2b,解锁条件：记 第四回 选项解锁,解鎖條件：記 第四章 選項解鎖,"Choose specific option on ""Chronicle Chapter 4"" to unlock",解放条件：記ノ章・第四回の選択肢で解放,"Сделать выбор в 4 гл. ""Записей"""
unlock_map_end_5_a,解锁条件：记 第五回 选项解锁,解鎖條件：記 第五章 選項解鎖,"Choose specific option on ""Chronicle Chapter 5"" to unlock",解放条件：記ノ章・第五回の選択肢で解放,"Сделать выбор в 5 гл. ""Записей"""
unlock_map_end_5_b,解锁条件：记 第五回 选项解锁,解鎖條件：記 第五章 選項解鎖,"Choose specific option on ""Chronicle Chapter 5"" to unlock",解放条件：記ノ章・第五回の選択肢で解放,"Сделать выбор в 5 гл. ""Записей"""
unlock_map_end_5_2b,解锁条件：记 第五回 选项解锁,解鎖條件：記 第五章 選項解鎖,"Choose specific option on ""Chronicle Chapter 5"" to unlock",解放条件：記ノ章・第五回の選択肢で解放,"Сделать выбор в 5 гл. ""Записей"""
unlock_map_end_6_a,解锁条件：记 第六回 选项解锁,解鎖條件：記 第六章 選項解鎖,"Choose specific option on ""Chronicle Chapter 6"" to unlock",解放条件：記ノ章・第六回の選択肢で解放,"Сделать выбор в 6 гл. ""Записей"""
unlock_map_end_6_3b,解锁条件：记 第六回 选项解锁,解鎖條件：記 第六章 選項解鎖,"Choose specific option on ""Chronicle Chapter 6"" to unlock",解放条件：記ノ章・第六回の選択肢で解放,"Сделать выбор в 6 гл. ""Записей"""
unlock_map_end_7_a,解锁条件：记 第七回 选项解锁,解鎖條件：記 第七章 選項解鎖,"Choose specific option on ""Chronicle Chapter 7"" to unlock",解放条件：記ノ章・第七回の選択肢で解放,"Сделать выбор в 7 гл. ""Записей"""
unlock_map_end_11_b,解锁条件：记 第十一回 选项解锁,解鎖條件：記 第十一章 選項解鎖,"Choose specific option on ""Chronicle Chapter 11"" to unlock",解放条件：記ノ章・第十一回の選択肢で解放,"Сделать выбор в 11 гл. ""Записей"""
unlock_map_end_14_c,解锁条件：记 第十四回 选项解锁,解鎖條件：記 第十四章 選項解鎖,"Choose specific option on ""Chronicle Chapter 14"" to unlock",解放条件：記ノ章・第十四回の選択肢で解放,"Сделать выбор в 14 гл. ""Записей"""
unlock_map_end_15_a,解锁条件：记 第十五回 选项解锁,解鎖條件：記 第十五章 選項解鎖,"Choose specific option on ""Chronicle Chapter 15"" to unlock",解放条件：記ノ章・第十五回の選択肢で解放,"Сделать выбор в 15 гл. ""Записей"""
unlock_map_end_19_1a,解锁条件：记 第十九回离城 选项解锁,解鎖條件：記 第十九章一 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-1"" to unlock",解放条件：記ノ章・第十九回（一）の選択肢で解放,"Сделать выбор в 1 ч. 19 гл. ""Записей"""
,,,,,
unlock_map_commonEnd_1,解锁条件：记 第十九回离城 选项解锁,解鎖條件：記 第十九章一 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-1"" to unlock",解放条件：記ノ章・第十九回（一）の選択肢で解放,"Сделать выбор в 1 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_2,解锁条件：记 第十九回离城 选项解锁,解鎖條件：記 第十九章一 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-1"" to unlock",解放条件：記ノ章・第十九回（一）の選択肢で解放,"Сделать выбор в 1 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_3,解锁条件：记 第十八回二 选项解锁,解鎖條件：記 第十八章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-2"" to unlock",解放条件：記ノ章・第十八回（二）の選択肢で解放,"Сделать выбор во 2 ч. 18 гл. ""Записей"""
unlock_map_commonEnd_4,解锁条件：记 第十八回二 选项解锁,解鎖條件：記 第十八章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-2"" to unlock",解放条件：記ノ章・第十八回（二）の選択肢で解放,"Сделать выбор во 2 ч. 18 гл. ""Записей"""
unlock_map_commonEnd_5,解锁条件：记 第十九回逐流 选项解锁,解鎖條件：記 第十九章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-2"" to unlock",解放条件：記ノ章・第十九回（二）の選択肢で解放,"Сделать выбор во 2 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_6,解锁条件：记 第十九回逐流 选项解锁,解鎖條件：記 第十九章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-2"" to unlock",解放条件：記ノ章・第十九回（二）の選択肢で解放,"Сделать выбор во 2 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_7,解锁条件：记 第十九回逐流 选项解锁,解鎖條件：記 第十九章二 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-2"" to unlock",解放条件：記ノ章・第十九回（二）の選択肢で解放,"Сделать выбор во 2 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_8,解锁条件：记 第十八回四 选项解锁,解鎖條件：記 第十八章四 選項解鎖,"Choose specific option on ""Chronicle Chapter 18-4"" to unlock",解放条件：記ノ章・第十八回（四）の選択肢で解放,"Сделать выбор в 4 ч. 18 гл. ""Записей"""
unlock_map_commonEnd_9,解锁条件：记 第十九回哀鸿 选项解锁,解鎖條件：記 第十九章三 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-3"" to unlock",解放条件：記ノ章・第十九回（三）の選択肢で解放,"Сделать выбор в 3 ч. 19 гл. ""Записей"""
unlock_map_commonEnd_10,解锁条件：记 第十九回哀鸿 选项解锁,解鎖條件：記 第十九章三 選項解鎖,"Choose specific option on ""Chronicle Chapter 19-3"" to unlock",解放条件：記ノ章・第十九回（三）の選択肢で解放,"Сделать выбор в 3 ч. 19 гл. ""Записей"""

















记-第一回,记-第一回醉梦,記-第一回,,記ノ章-第一回,Записи - Глава 1
记-第二回,记-第二回遇雁,記-第二回,,記ノ章-第二回,Записи - Глава 2
记-第三回,记-第三回搜刮,記-第三回,,記ノ章-第三回,Записи - Глава 3
记-第四回,记-第四回逃生,記-第四回,,記ノ章-第四回,Записи - Глава 4
记-第五回,记-第五回破幻,記-第五回,,記ノ章-第五回,Записи - Глава 5
记-第六回,记-第六回牲畜,記-第六回,,記ノ章-第六回,Записи - Глава 6
记-第七回,记-第七回畜生,記-第七回,,記ノ章-第七回,Записи - Глава 7
记-第八回,记-第八回生路,記-第八回,,記ノ章-第八回,Записи - Глава 8
记-第九回,记-第九回侠客,記-第九回,,記ノ章-第九回,Записи - Глава 9
记-第十回,记-第十回故地,記-第十回,,記ノ章-第十回,Записи - Глава 10
记-第十一回,记-第十一回故人,記-第十一回,,記ノ章-第十一回,Записи - Глава 11
记-第十二回,记-第十二回有鬼,記-第十二回,,記ノ章-第十二回,Записи - Глава 12
记-第十三回,记-第十三回浮光,記-第十三回,,記ノ章-第十三回,Записи - Глава 13
记-第十四回,记-第十四回掠影,記-第十四回,,記ノ章-第十四回,Записи - Глава 14
记-第十五回,记-第十五回身死,記-第十五回,,記ノ章-第十五回,Записи - Глава 15
记-第十六回,记-第十六回惊鸿,記-第十六回,,記ノ章-第十六回,Записи - Глава 16
记-第十七回,记-第十七回真相,記-第十七回,,記ノ章-第十七回,Записи - Глава 17
记-第十八回一,记-第十八回封刀一,記-第十八回一,,記ノ章-第十八回（一）,Записи - Глава 18 ч.1
记-第十八回二,记-第十八回封刀二,記-第十八回二,,記ノ章-第十八回（二）,Записи - Глава 18 ч.2
记-第十八回三,记-第十八回封刀三,記-第十八回三,,記ノ章-第十八回（三）,Записи - Глава 18 ч.3
记-第十八回四,记-第十八回封刀四,記-第十八回四,,記ノ章-第十八回（四）,Записи - Глава 18 ч.4
记-第十九回一,记-第十九回一离城,記-第十九回一,,記ノ章-第十九回（一）,Записи - Глава 19 ч.1
记-第十九回二,记-第十九回二逐流,記-第十九回二,,記ノ章-第十九回（二）,Записи - Глава 19 ч.2
记-第十九回三,记-第十九回三哀鸿,記-第十九回三,,記ノ章-第十九回（三）,Записи - Глава 19 ч.3
,,,,,
忆-第一回,忆-第一回烟,,,,
忆-第二回,忆-第二回雁,,,,
忆-第三回,忆-第三回藏,,,,
忆-第四回,忆-第四回囚,,,,
忆-第五回,忆-第五回灯,,,,
忆-第六回,忆-第六回夜,,,,
忆-第七回,忆-第七回桥,,,,
忆-第八回,忆-第八回坊,,,,
忆-第九回,忆-第九回阁,,,,
忆-第十回,忆-第十回情,,,,
忆-第十一回,忆-第十一回街,,,,
忆-第十二回,忆-第十二回舫,,,,
忆-第十三回,忆-第十三回别,,,,
忆-第十四回,忆-第十四回疯,,,,
,,,,,
,,,,,
结局-寻闯,结局-寻闯,結局-尋闖,,エンディング：尋闖,Концовка - В поисках «Идущего Напролом»
结局-出家,结局-出家,結局-出家,,エンディング：出家,Концовка - Постриг
结局-远舟,结局-远舟,結局-遠舟,,エンディング：遠舟,Концовка - Корабль вдали
结局-新朝,结局-新朝,結局-新朝,,エンディング：新朝,Концовка - Новая династия
结局-通海,结局-通海,結局-通海,,エンディング：通海,Концовка - Пособник пиратов
结局-烬志,结局-烬志,結局-燼志,,エンディング：燼志,"Концовка - Воля, рождённая из пепла"
结局-殉情,结局-殉情,結局-殉情,,エンディング：殉情,Концовка - Самоубийство влюблённых
结局-哭庙,结局-哭庙,結局-哭廟,,エンディング：哭廟,Концовка - Плакальщики в храме
红楼,红楼,紅樓,,紅楼,Красный терем
聊斋,聊斋,聊齋,,聊斎,Рассказы о необычайном
,,,,,
死于鹰妖1,死于鹰妖之一,死於鷹妖之一,,鷹妖に殺された・一,Смерть от яогуая-орла (1)
死于鹰妖2,死于鹰妖之二,死於鷹妖之二,,鷹妖に殺された・二,Смерть от яогуая-орла (2)
