,,,,,,,,,,默认25,,,,地上的石砖、两旁的房子、街边的杨柳树，都让我觉得似曾相识，却又不敢确认。,地上的石磚、兩旁的房子、街邊的楊柳樹，都讓我覺得似曾相識，卻又不敢確認。,"The stone bricks beneath my feet, the houses flanking the streets, the willow trees by the roadside—all felt eerily familiar, yet I couldn’t trust my own recognition.",地面に敷かれた石畳、両脇の家、街並みに植えられた柳……いずれも見たことがあるような気がするものの、確信は持てない。,"Вымощенная кирпичом дорога, дома по обе стороны, ивы, растущие у дороги - всё было словно бы знакомо мне, но уверенности в этом мне не доставало.",
,,方知宥,,,,,,,,默认26,,方知宥/03_方知宥_01,,[罢了！不想太多，随着感觉走！],[罷了！不想太多，隨著感覺走！],"""Enough! No more overthinking—just follow my instinct!""",「ああもう！考えるのはやめて、勘で進もう」,"""Хватит! Не стоит слишком много размышлять, пойду по наитию!""",
,,,,,,,,,,默认27,,,,我叹了一口气，看周围的人都纷纷在逃，也不敢停下脚步。,我嘆了一口氣，看周圍的人都紛紛在逃，也不敢停下腳步。,"I sighed, watching the panicked crowd flee around me, not daring to stop my own stumbling steps.",私は溜息をついた。逃げ惑う周囲の人々を見て、足を止める勇気もなかった。,"Я вздохнул и, глядя на бегущую в панике толпу, болей не решался останавливать свой шаг.",
,,,,,,,,,,默认28,,,,于是，我听从心中模糊的意念，凭直觉迈出了脚步……,於是，我聽從心中模糊的意念，憑直覺邁出了腳步……,"So I obeyed the murky whispers in my mind, letting intuition guide my feet forward...",心の中の曖昧な指示に従い、直感で歩を進めた……,"Прислушиваясь к невнятным образам в моём сердце, я по наитию ступал вперёд...",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认29,,,,……,……,...,……,...,
,FadeOut,black,,wipe_left,,,0.5,,,,,,,,,,,
,Bg,方院外街道雨,,,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认30,,,,我快步走着，穿过几个街区，绕过一处废井，找到了一处院落。,我快步走著，穿過幾個街區，繞過一處廢井，找到了一處院落。,"I quickened my pace, cutting through blocks, skirting a derelict well, until I stumbled upon a courtyard.",早足で歩き、いくつもの区画を抜けた。そして廃井を曲がったところで、屋敷を見つけた。,"Быстрым шагом я прошёл несколько кварталов, обошёл заброшенный колодец и, наконец, отыскал двор.",
,,,,,,,,,,默认31,,,,万幸。,萬幸。,Thank fate.,助かった。,Повезло.,
,,,,,,,,,,默认32,,,,虽然我被幻梦所扰，但凭着感觉，我还是回来了。,雖然我被幻夢所擾，但憑著感覺，我還是回來了。。,"Even in my delirium, some primal compass had led me home.",幻覚に惑わされながらも、勘頼りで戻ってこれた。,"Пусть и обуреваемый мороком, следуя своим ощущениям, я всё равно дошёл до дома.",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认33,,,,眼前的院落正是我这些年住的地方，名为“方院”。,眼前的院落正是我這些年住的地方，名為“方院”。,"The courtyard before me was where I'd lived all these years—the so-called ""Fang's Courtyard"".",この屋敷は、ここしばらく私が住んでいる場所で、名を「方院」と言う。,"Двор перед моими глазами был тем самым, где я прожил все эти годы - именуемый ""двором семьи Фан"".",
,,,,,,,,,,默认34,,,,“方院”修了三室一院，若是对东城区其他大户人家来说，定会显得狭小而局促。,“方院”修了三室一院，若是對東城區其他大戶人家來說，定會顯得狹小而侷促。,"With its three chambers and single yard, ""Fang's Courtyard"" would appear cramped compared to other East District mansions.",「方院」は三室一庭の造りになっている。東城区の金持ちからすれば、猫の額ほどの狭さだろう。,Он состоял из главного дома с двумя флигелями - для богатых семей из остальных усадеб Восточного квартала он наверняка казался маленьким и тесным.,
,,,,,,,,,,默认35,,,,但对我这个没有成家的独居者而言，这里倒显得有些宽敞了。,但對我這個沒有成家的獨居者而言，這裡倒顯得有些寬敞了。,"Yet for a solitary bachelor like me, the space felt almost wasteful.",だが私のような独居者にとっては、居心地のいい場所だ。,"Но для такого одиночки, как я, без жены и детей, он даже был немного великоват.",
,,,,,,,,,,默认36,,,,东城区几乎所有的房屋都是以“院”的形式存在，因此可以称得上是城中的富人区。,東城區幾乎所有的房屋都是以“院”的形式存在，因此可以稱得上是城中的富人區。,"Nearly all dwellings in the East District exist in the form of ""courtyard houses"", making it veritably the affluent quarter of the city.",東城区のほぼ全ての家は「院」と呼ばれる庭つきで存在するため、この町におけるお屋敷町と言える。,"Почти все жилища Восточного квартала имели при себе ""двор"" - можно сказать, что квартал наш в городе был зажиточным.",
,,,,,,,,,,默认37,,,,我这院落大概是东城区中最不值钱的一处了。,我這院落大概是東城區中最不值錢的一處了。,Mine stood as the district's most worthless property.,この「方院」は、おそらく東城区でも最も値がつかない場所だろう。,"Мой двор, пожалуй, был самым дешёвым в квартале.",
,,,,,,,,,,默认38,,,,它不仅占地最小，也被众人认为“风水不佳”，因为这旁边紧邻着一口“犯了忌讳”的废井。,它不僅占地最小，也被眾人認為“風水不佳”，因為這旁邊緊鄰著一口“犯了忌諱”的廢井。,"Not only was it the smallest in area, but it was also widely considered to have ""bad feng shui"", for beside it lay a forsaken well, deemed a thing of dire taboo.",面積が小さいだけでなく、風水的に悪い場所と皆に考えられている。真隣に「不吉」とされる井戸があるのだ。,"Мало того, что он был самым маленьким, так ещё и все считали, что здесь ""плохой фэншуй"", ведь рядом находился ""осквернённый"" колодец.",
,,,,,,,,,,默认39,,,,十年间，两人丧命于此井，一人是钱家的小妾，因不得宠而自尽，一人是集家幼子，游玩之时不慎落井，数日后才被发现。,十年間，兩人喪命於此井，一人是錢家的小妾，因不得寵而自盡，一人是集家幼子，遊玩之時不慎落井，數日後才被發現。,"Over a decade, two lives were lost in this well—one was the Qian family's concubine, who took her own life out of neglect, and the other was the Ji family's youngest son, who fell in while playing and wasn’t found until days later.",この十年で、二人がその井戸で命を落とした。一人は銭家の妾で、その愛を得られず身を投げた。一人は集家の幼子で、遊んでいる時にうっかり落ちてしまい、数日後に発見された。,"За эти десять лет в колодце сгинули двое: наложница семьи Цянь, покончившая с собой из-за плохого обращения, и младший сын семьи Цзи, упавший туда во время игры; его тело нашли только через несколько дней.",
,,,,,,,,,,默认40,,,,死过两人之后，流言四起，众人都在传这里风水不好。,死過兩人之後，流言四起，眾人都在傳這裡風水不好。,"After the two deaths, rumors spread like wildfire, with everyone blaming the cursed feng shui here.",二人が死ぬと噂が広まり、人々はこの場所の風水がよくないと口々に囁くようになった。,"После этих двух смертей, все сразу же начали сетовать на ""плохой фэншуй"".",
,,,,,,,,,,默认41,,,,然而，我对此并不在意，只觉众人议论聒噪。,然而，我對此並不在意，只覺眾人議論聒噪。,"Yet I ignored it, dismissing the crowd's chatter as mere noise.",しかし私はそんなことどうでもよく、ただ耳障りな連中だと思ったものだ。,Но мне было всё равно до пустых слухов.,
,,,,,,,,,,默认42,,,,我不想离开这里。,我不想離開這裡。,I don’t want to leave this place.,ここを去るつもりはない。,Я не хочу отсюда уходить.,
,,,,,,,,,,默认43,,,,无论是在广陵，还是在狮驼国，这都是我住的地方。,無論是在廣陵，還是在獅駝國，這都是我住的地方。,"Whether in Guangling or the Lion Camel Kingdom, this is my home.",広陵だろうと獅駝国だろうと、ここは私の暮らす場所だ。,"Что в Гуанлине, что в королевстве Льва и Верблюда - это мой дом.",
,,,,,,,,,,默认44,,,,我不想离开这里。,我不想離開這裡。,I don’t want to leave this place.,ここを去りたくはない。,Я не хочу отсюда уходить.,
,,,,,,,,,,默认45,,,,虽然我忘了很多事，但总觉得我与这里有着一些缘分，无论怎样我都想住下去。,雖然我忘了很多事，但總覺得我與這裡有著一些緣分，無論怎樣我都想住下去。,"Though I’ve forgotten much, I feel an inexplicable bond with this place—no matter what, I intend to stay.",すでに忘れてしまったことも多いが、この場所は何かと縁があるのだ。何があっても住み続けたい。,"Я многое забыл, но какая-то неведомая привязанность к этому дому оставалась у меня в душе - так что я останусь тут.",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认46,,,,……,……,...,……,...,
,,方知宥,,,,,,,,默认47,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认48,,,,我从袖袍中取出一把铜钥匙。,我從袖袍中取出一把銅鑰匙。,I drew a bronze key from my sleeve.,袖から銅の鍵を取り出す。,Я вынул из рукава бронзовый ключ.,
,,,,,,,,,,默认49,,,,咦？,咦？,Eh?,ん？,А?,
,,,,,,,,,,默认50,,,,正当我欲开铜锁之时……,正當我欲開銅鎖之時……,Just as I was about to unlock it？,銅の錠をかけるとき？,"В тот момент, когда я собирался открыть медный замок",
,Tween,BG,ScaleTo,x=2 y=2 time=0,,,,,,,,,,,,,,,
,Tween,BG,MoveTo,x=-645 y=0 time=1,,,,,,,,,,,,,,,
,,,,,,,,,,默认5088,,,,却发现门未锁紧。,卻發現門未鎖緊。,But I found that the door was not locked tightly.,しかし、ドアがしっかり閉まっていなかったことに気づいた,"но обнаружил, что дверь не заперта плотно",
,,,,,,,,,,默认5089,,,,咦？这锁怎么虚挂着？,咦？這鎖怎麼虛掛著？,Huh? Why is this lock hanging loosely?,え？この鍵はどうして空いているの？,"Эх, почему этот замок висит в воздухе?",
,,方知宥,,,,,,,,默认51,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认52,,,,哦，想来是我昨日去王生家吃酒前忘锁门了。,哦，想來是我昨日去王生家吃酒前忘鎖門了。,"Ah, I must've forgotten to lock it yesterday before heading to Scholar Wang's place for some aged wine.",ふむ、どうやら酒を飲みに王のところへ行く時、掛け忘れたようだ。,"А, я, наверное, забыл закрыть их, перед тем, как пошёл к учёному Вану пить вино.",
,,,,,,,,,,默认53,,,,还好，我家看着就很破落。,還好，我家看著就很破落。,"Well, at least my place looks downright shabby.",まあいい、どうせぼろ屋だ。,"К счастью, мой дом выглядил довольно убого.",
,,,,,,,,,,默认54,,,,哪怕是在东城区，大概也不容易招惹贼人。,哪怕是在東城區，大概也不容易招惹賊人。,"Even in the East District, it probably wouldn't tempt any thieves.",いくら東城区とはいえ、これでは空き巣も入るまい。,"Пусть он и в Восточном квартале, вряд ли бы он привлёк внимание воров.",
,,,,,,,,,,默认55,,,,说起这屋里值钱的东西，大概有我藏的一些旧书。,說起這屋裡值錢的東西，大概有我藏的一些舊書。,"As for valuables here, maybe just some old books I've stashed away.",値打ちのあるものといえば、せいぜい集めている古本くらいだ。,"Если у меня и было что-то ценное, так это собранные мной старые книги.",
,,,,,,,,,,默认56,,,,我藏了好几箱的书，一些手抄本或孤本极为稀有，能卖不少钱。,我藏了好幾箱的書，一些手抄本或孤本極為稀有，能賣不少錢。,"I've hidden several crates of books—some handwritten copies or rare editions are extremely valuable, worth no little fortune.",私は本を何箱も収集している。中には手書きの写本やとても希少なものもあり、売ればそこそこの金になるだろう。,В моей коллекции было несколько ящиков с книгами - некоторые рукописные или редкие издания стоят весьма недёшево.,
,,,,,,,,,,默认57,,,,但是，我不信入室之贼能够识货，不信他们能认得每一本书的价值，甚至我觉得他们大概很难找到卖书的地方。,但是，我不信入室之賊能夠識貨，不信他們能認得每一本書的價值，甚至我覺得他們大概很難找到賣書的地方。,"But I doubt any burglar would recognize their worth, let alone know where to sell them.",しかし空き巣ごときがそこに気付くとは思えないし、本の価値などわかろうはずもない。盗ったところで売る場所すら見つけられないだろう。,"Но не думаю, что вломившиеся ко мне воры были бы так разборчивы, что смогли бы разглядеть их ценность - да и вряд ли бы им удалось отыскать, куда их сбыть.",
,,,,,,,,,,默认58,,,,至于更贵重也容易被贼人看出价值的首饰银两，我都藏在了床底的宝箱之中，外加一锁，应无大碍。,至於更貴重也容易被賊人看出價值的首飾銀兩，我都藏在了床底的寶箱之中，外加一鎖，應無大礙。,"As for more valuable items like jewelry and silver taels that could easily attract thieves, I've hidden them all in a treasure chest under my bed, secured with an extra lock—it should have been safe enough.",より盗人の目につきやすい宝飾や銭の類は、寝台の下の宝箱に隠した上で鍵もかけてある。心配はないはずだ。,"Что до драгоценностей - украшений, серебряных таэлей и всего остального, что могло бы привлечь воров, - я спрятал их в сундуке с надёжным замком под кроватью, так что всё должно быть в безопасности.",
,,,,,,,,,,默认59,,,,想到这里，我便放下心来，进了院落。,想到這裡，我便放下心來，進了院落。,"With this thought, I set my mind at ease and entered the courtyard.",そこまで考えたところで私は安心し、屋敷に入った。,"Подумав обо всём этом, я успокоился и зашёл во двор.",
,,,,,,,,,,默认60,,,,——嗒。,——嗒。,—Tap.,――コツッ。,*Топ.*,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,BgOff,,,,,,1,,,,,,,,,,,
,Bg,方院外街道压抑,,,,,0.5,,,,,,,,,,,
,Tween,BG,ScaleTo,x=1 y=1 time=0,,,,,,,,,,,,,,
,Tween,BG,MoveTo,x=0 y=0 time=0,,,,,,,,,,,,,,
,Se,推门,,,,,,,,默认61,,,,一脚迈过门槛，映入我眼帘的便是一处破落的庭院，主屋是一间会客厅，左右两边各有一间旁屋。,一腳邁過門檻，映入我眼簾的便是一處破落的庭院，主屋是一間會客廳，左右兩邊各有一間旁屋。,"As I stepped over the threshold, a dilapidated courtyard came into view: the main hall served as a reception room, with side chambers to the left and right.",門をくぐると、荒れ果てた庭が目に飛び込む。母屋が応接間となっており、その左右にそれぞれ一軒ずつ傍屋が立っている。,"Переступив порог, я увидел обветшалый двор с главным домом, где когда-то принимали гостей, и флигелями по бокам.",
,CharacterOff,,,,,,3,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,方院雨天,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,FadeCircle,,Linear,,3,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认62,,,,我平常在左屋歇息，右屋原本打算安顿其他家人，或是让一个家仆住在这里。,我平常在左屋歇息，右屋原本打算安頓其他家人，或是讓一個家僕住在這裡。,"I usually rest in the Left Chamber, while the Right Chamber was originally intended for family members or a live-in servant.",私はいつも左の傍屋で暮らしており、右の傍屋は誰かを泊めたり下男でも住ませておくつもりだった。,"Обычно я обитал в левом флигеле, а в правом задумывал поселить других домашних или разместить там прислугу.",
,,,,,,,,,,默认63,,,,但是，这些年来，我过得越来越潦倒落魄，近几年更是入不敷出，我没有娶妻，没有生子，更没有银两去雇请家仆。,但是，這些年來，我過得越來越潦倒落魄，近幾年更是入不敷出，我沒有娶妻，沒有生子，更沒有銀兩去僱請家僕。,"But over the years, I've fallen into increasingly dire straits—lately, my expenses have outstripped my income. I never married, never had children, and certainly couldn't afford to hire servants.",しかし最近の私といえばますます落ちぶれ、ここ数年に至っては入る金より出ていく金の方が多い有様だ。妻もおらず子もいない。召使を雇う金などもってのほかだ。,"Однако последние несколько лет были всё тяжелее и тяжелее, и я едва сводил концы с концами. Жён и детей у меня не было, а денег на найм прислуги - тем более.",
,,,,,,,,,,默认64,,,,久而久之，我便开始往右屋堆东西，我会将一些本该丢掉的东西都丢到那里，越堆越满。,久而久之，我便開始往右屋堆東西，我會將一些本該丟掉的東西都丟到那裡，越堆越滿。,"Over time, I began hoarding things in the Right Chamber—items that should've been discarded. The pile kept growing, cramming the space.",そうこうしているうちに、私は右の傍屋に物を置くようになった。本来ならば捨てるべき物までどんどん放り込んだ結果、次第に山積みになっていった。,"Со временем я начал складировать в правом флигеле всё подряд - в основном мусор, который надо давно было выбросить, и его копилось там всё больше и больше.",
,,,,,,,,,,默认65,,,,那些杂物的上面积了一层又一层的灰，我也懒得去打扫。,那些雜物的上面積了一層又一層的灰，我也懶得去打掃。,"Layers of dust coated those heaps of junk, but I never bothered to sweep them away.",それらには埃がうず高く積もっていったが、ここまでくると掃除をするのも億劫になる。,"Как росла куча хлама, занимая всё больше пространства, так и рос слой пыли на ней, которую мне было лень убирать.",
,,,,,,,,,,默认66,,,,有时，我会踩在右屋的那些杂物之上，登高望远，透过小窗探出头去，看窗外的街景。,有時，我會踩在右屋的那些雜物之上，登高望遠，透過小窗探出頭去，看窗外的街景。,"Sometimes I'd clamber onto the Right Chamber's clutter, straining through its narrow window to watch the chaotic streets outside.",時々、私はがらくたの山に登り、小窓から顔を出して町の景色を眺める。,"Иногда я забирался на эту кучу хлама, чтобы поглядеть через окошко на улицы сверху вниз.",
,,,,,,,,,,默认67,,,,嗯……刚才狮驼岭的群妖破城后，我随着街上的人逃窜回家，也不知道后来怎么样了。,嗯……剛才獅駝嶺的群妖破城後，我隨著街上的人逃竄回家，也不知道後來怎麼樣了。,"Hmm... When the Lion Camel Ridge's demon horde shattered the gates earlier, I scrambled home with the panicked crowd. The aftermath? No clue.",ふむ……先ほどの獅駝嶺の妖怪たちが襲ってきてから、逃げ惑う人々に紛れて家に帰ってきたが、町はどうなったのだろうか。,"Хм-м... Когда орда яогуаев с Львино-Верблюжего хребта пробила ворота, я сразу же побежал домой вместе с паникующей толпой и не ведал, что там происходило дальше.",
,,,,,,,,,,默认68,,,,我是安分一点，在左屋乖乖躲着，还是从右屋的小窗看看外面的情况？,我是安分一點，在左屋乖乖躲著，還是從右屋的小窗看下外面的情況？,"Should I play it safe and hide in the Left Chamber, or sneak a peek outside through the Right Chamber's window?",おとなしく左の傍家で隠れているべきか、それとも右の傍家の小窓から外の様子を伺うか……,"Может, стоит вести себя аккуратнее и спрятаться во флигеле слева, или же рискнуть и понаблюдать за улицей из-за окна флигеля справа?",
,,,,,,,,,,默认69,,,,……,……,...,……,,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Bgm,心悸时刻,,,,0.2,3,,,,,,,,,,,
,Selection,*入左屋，安分守己,,,,,,,,默认70,,,,入左屋，安分守己,入左屋，安分守己,"Enter in the Left Chamber, keep a low profile",左の傍屋でおとなしくしておく,Спрятаться в флигеле слева,
,Selection,*入右屋，窥视街道,,,,,,,,默认71,,,,入右屋，窥视街道,入右屋，窺視街道,"Enter the Right Chamber, peek at the street",右の傍屋で町の様子を見る,Наблюдать за улицей из правого флигеля,
,*入右屋，窥视街道,,,,,,,,,,,,,,,,,,
,StopBgm,,,,,,3,,,,,,,,,,,
,,,,,,,,,,默认72,,,,……,……,...,……,...,
