#SHEET_NAME,忆-第三回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认5,,,,我们爬过两个陡峭的小土坡，绕过一条水声潺潺的小溪，最后又钻进一片更深的林子。,我們爬過兩個陡峭的小土坡，繞過一條水聲潺潺的小溪，最後又鑽進一片更深的林子。,"We clambered over two steep rises, skirted a murmuring stream, and vanished into deeper woods.",いくつかの小さな丘を越え、静かにせせらぐ川を越え、さらに深い森の中へと足を踏み入れた。,"Мы взобрались на два крутых склона, обогнули журчащий ручей и скрылись в ещё более густом лесу."
,,,,,,,,,,默认6,,,,我早已数不清自己跑了多少步，只觉双腿灌了铅，肚子里也火烧火燎。,我早已數不清自己跑了多少步，只覺雙腿灌了鉛，肚子裡也火燒火燎。,"I'd long lost count of my steps—my legs felt like lead, and my stomach burned as if on fire.",どれほど走ったのだろうか。足が棒のようになり、横腹が焼けるように痛い。,"Я уже давно перестал считать шаги, лишь чувствовал, как мои ноги гудели, а в животе горел огонь."
,,,,,,,,,,默认7,,,,大概又跑了足足有一里地，我终于是撑不住了。,大概又跑了足足有一里地，我終於是撐不住了。,"After what felt like a mile, my strength broke—I could run no farther.",一里はゆうに走ったところで、ついに私は力尽きた。,"Пробежав около одного ли, я выдохся. <i>(Один ли во времена династии Мин составлял 576 метров.)</i>"
,,方知宥,,,,,,,,默认8,,小方知宥/07_小方知宥_01,,[呼……呼……好累……不行！我跑不动了。],[呼……呼……好累……不行！我跑不動了。],"""Huff... huff... Too tired... No! I can't run anymore.""",「ふぅ……ふぅ……疲れたよ……もう無理！動けない！」,"""Фух... Фух... Нет, всё! Я устал, не могу больше бежать!"""
,,,,,,,,,,默认9,,,,我停住了脚步，气喘吁吁，低着头，弯着腰，双手压在膝盖上。,我停住了腳步，氣喘吁吁，低著頭，彎著腰，雙手壓在膝蓋上。,"I stopped, gasping for breath, head bowed and back hunched, hands braced against my knees.",足を止め、荒く息を吐く。頭も上がらず、中腰の姿勢のまま両手を膝にかけた。,"Остановившись, я упёрся руками в колени и, опустив голову и сгорбившись, тяжело дышал."
,,方知宥,,,,,,,,默认10,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认11,,,,我侧过眼眸去看那个带着我跑的小女娃。,我側過眼眸去看那個帶著我跑的小女娃。,I glanced sideways at the little girl who'd dragged me into this mad dash.,私を連れ出した少女の方を見る。,"Я украдкой взглянул на девочку, втянувшую меня в эту безумную авантюру."
,,苏连雁,,,,,0.5,,,,,,,,
,,,,,,,,,,默认12,,,,她穿着一件洗得发白、深蓝与灰布拼成的旧袄子，头发用一根褪色的缎带胡乱绑在脑后。,她穿著一件洗得發白、深藍與灰布拼成的舊襖子，頭髮用一根褪色的緞帶胡亂綁在腦後。,"She wore a faded old coat pieced together from washed-out navy and gray fabric, her hair hastily tied back with a discolored satin ribbon.",彼女は洗濯で色落ちした濃紺と灰色の古びた上着を羽織り、髪はこれまた色あせた紐で雑に後ろでまとめていた。,"На ней была старая курточка, сшитая из застиранной лиловой и серой ткани, а волосы были обвязаны поблёкшим бантиком, наспех завязанным на затылке."
,,,,,,,,,,默认13,,,,她很瘦，露出的脖颈和手腕纤细得可怜，肌肤是那种久不见阳光的苍白。,她很瘦，露出的脖頸和手腕纖細得可憐，肌膚是那種久不見陽光的蒼白。,"She was painfully thin, her exposed neck and wrists pitifully slender, her skin bearing the pallor of one long deprived of sunlight.",体は痩せこけ、露になっている首筋や腕は哀れみを覚えるほど細く、肌は久しく日差しを浴びていなかったかのように青白い。,"Она была очень худенькой, шея и запястья, выглядывавшие из-под одежды, были такими тонкими, что вызывали жалость, а кожа была такой бледной, что складывалось впечатление, будто она давно не бывала на солнце."
,,,,,,,,,,默认14,,,,此刻，她褐色的眼眸正警惕地扫视着来路，眸光在昏暗的林间闪动，害怕中透着一股子倔强。,此刻，她褐色的眼眸正警惕地掃視著來路，眸光在昏暗的林間閃動，害怕中透著一股子倔強。,"Her brown eyes darted warily over the path behind us, their glint flickering through the dim woods—fear laced with stubborn defiance.",褐色の両目が警戒するように来た道を凝視し、薄暗い森の中でぎょろぎょろと光っている。その瞳には恐怖と同時に意志の強さを感じる。,"Её карие глаза настороженно поглядывали на тропинку позади нас, мерцая в тусклом свете леса - сквозь страх в них проглядывало упрямство."
,,,,,,,,,,默认15,,,,她显然也累得够呛，只是强撑着不肯露怯，她呼哧呼哧地在喘气，胸部起伏比我还要大，脸也要更红。,她顯然也累得夠嗆，只是強撐著不肯露怯，她呼哧呼哧地在喘氣，胸部起伏比我還要大，臉也要更紅。,"She was clearly exhausted too, yet refused to show weakness. Her breaths came in ragged gasps, her chest heaving more violently than mine, her face flushed crimson.",明らかに彼女も疲れ果てていたが、頑なにその様子を見せまいとしていた。ふうふうと息を切らし、私よりも激しく胸を上下させ、真っ赤な顔をしている。,"Было понятно, что она тоже устала, но не хотела показывать свою слабость. От тяжёлого дыхания её грудь вздымалась ещё сильнее моей, а лицо было ещё более раскрасневшимся."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认16,,小方知宥/07_小方知宥_02,,[喂……刚……刚才你怎么突然拉着我跑了呀？],[喂……剛……剛才你怎麼突然拉著我跑了呀？],"""Hey... why’d you suddenly drag me into running like that?""",「っと……ど……どうしてさっきは、僕を連れ出したの？」,"""Эй... ты... ты зачем меня вдруг потащила за собой?"""
,,,,,,,,,,默认17,,,,我一边努力平复喘息，一边上气不接下气地问。,我一邊努力平復喘息，一邊上氣不接下氣地問。,"While struggling to catch my breath, I gasped out a question between pants.",必死に息を整えながら、言葉を詰まらせつつそう尋ねた。,"Пытаясь отдышаться, спросил я её."
,,苏连雁,警惕,,,,,,,,,,,,
,,女娃,,,,,,,,默认18,,,,[……],[……],"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认19,,小方知宥/07_小方知宥_03,,[你比我高半头……应是比我要大……今年几岁呀？],[你比我高半頭……應是比我要大……今年幾歲呀？],"""You're half a head taller than me... so you must be older... how old are you?""",「背、高いね……僕より年上かな……何歳？」,"""Ты на пол-головы выше... ты, наверное, старше меня... сколько тебе лет?"""
,,女娃,,,,,,,,默认20,,,,[……],[……],"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认21,,小方知宥/07_小方知宥_04,,[你……叫什么名字？],[你……叫什麼名字？],"""You... what's your name?""",「名前は……何？」,"""Как... тебя зовут?"""
,,,,,,,,,,默认22,,,,我锲而不舍。,我鍥而不捨。,I persisted relentlessly.,少女が喋らなくても、私は諦めなかった。,Настойчиво расспрашивал я её.
,,女娃,,,,,,,,默认23,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认24,,,,我问了三句，她一句也没答复。,我問了三句，她一句也沒答覆。,"I asked three questions, but she didn't answer a single one.",三度問いかけても、彼女は一言も返さなかった。,"Я задал ей три разных вопроса, но не получил ответа ни на один."
,,苏连雁,坚定,,,,,,,,,,,,
,,,,,,,,,,默认25,,,,突然，她松开了我的手，明亮的眸子紧盯着前方，甩开我，径自向前走。,突然，她鬆開了我的手，明亮的眸子緊盯著前方，甩開我，徑自向前走。,"Suddenly, she released my hand, her bright eyes fixed ahead as she strode forward without me.",ぱっと手を放したかと思うと、きらきらとした目を前に向け、私を突き放して前方へと駆けていった。,"Вдруг она отпустила мою руку, её яркий взгляд переключился на дорогу впереди, и она в одиночку направилась туда."
,CharacterOff,,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认26,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认27,,,,呃……大概我问得太多，惹她烦了。,呃……大概我的問得太多，惹她煩了。,Uh... perhaps I asked too much and annoyed her.,ああ……あれこれ聞き過ぎたせいで、嫌われてしまったかな。,"О... Наверное, ей не понравилось, что я начал докучать ей вопросами."
,,,,,,,,,,默认28,,,,也大概是她觉得时间紧迫、刻不容缓，便不想理我了。,也大概是她覺得時間緊迫、刻不容緩，便不想理我了。,Or maybe she felt time was pressing and couldn't afford to humor me.,おそらく一刻の猶予もないと悟り、私に構うつもりがなくなったのだろう。,"Или же она считала, что сейчас нет времени отвечать мне."
,,,,,,,,,,默认29,,,,她只是独自加快了脚步，快步向前。,她只是獨自加快了腳步，快步向前。,"She simply quickened her pace, walking briskly ahead alone.",ひとりで足を早めて前へ前へと進んでいく。,Она лишь быстрым шагом пошла вперёд одна.
,,方知宥,,,,,,,,默认30,,小方知宥/07_小方知宥_05,,[等！你等等我呀！],[等！你等等我呀！],"""Wait! Wait for me!""",「ちょっ！待ってよ！」,"""Эй, подожди меня!"""
,,,,,,,,,,默认31,,,,我不想被落下，慌忙喊了一声，跌跌撞撞地追了上去。,我不想被落下，慌忙喊了一聲，跌跌撞撞地追了上去。,"Not wanting to be left behind, I cried out in panic and staggered after her.",置いていかれたくない私は慌てて叫び、よろよろと追いかけていった。,"Не желая оставаться один, поспешно воскликнул я и побрёл за ней."
,,,,,,,,,,默认32,,,,……,……,...,……,...
,,,,,,,,,,默认33,,,,我跟在她身后，深一脚浅一脚地走着。,我跟在她身後，深一腳淺一腳地走著。,"I trailed behind her, stumbling with every other step.",彼女の後ろを、ふらつきながらついていく。,"Спотыкаясь, я шёл за ней."
,,,,,,,,,,默认34,,,,她在前面走，我在后面跟。,她在前面走，我在後面跟。,She led the way while I followed.,彼女は前を、私は後ろを。,"Она шла впереди, я следовал сзади."
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,荒村,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,,,,,,,,,,默认35,,,,大概又是几百步，我们出了树林，来到了一处小村庄。,大概又是幾百步，我們出了樹林，來到了一處小村莊。,"After another few hundred steps, we left the woods and reached a small village.",再び数百歩ほど歩いたところで森を抜け、小さな村に辿り着いた。,"Пройдя ещё несколько сотен шагов, мы вышли из леса и добрались до небольшой деревни."
,,,,,,,,,,默认36,,,,十几间土坯茅屋散落在眼前，它们大多已墙皮剥落，屋顶塌陷。,十幾間土坯茅屋散落在眼前，它們大多已牆皮剝落，屋頂塌陷。,"A dozen or so earthen thatched huts lay scattered ahead, most with crumbling walls and caved-in roofs.",十数の茅葺屋根が目の前に広がっている。しかしそのほとんどの壁は剥がれ、屋根が落ちている。,"Впереди было видно с десяток глиняных домов с соломенными крышами, у большинства были осыпавшиеся стены и провалившиеся крыши."
,,,,,,,,,,默认37,,,,寒风毫无阻隔地从屋舍间呼啸穿过，卷起地上的枯叶和尘土，发出呜呜的悲鸣，像在撕扯着乞丐褴褛的衣袍。,寒風毫無阻隔地從屋舍間呼嘯穿過，捲起地上的枯葉和塵土，發出嗚嗚的悲鳴，像在撕扯著乞丐襤褸的衣袍。,"The bitter wind howled through the ruined huts, scattering leaves and dust, its mournful cry like a beggar’s rags being torn apart.",冷たい風がびゅうっと家の間を吹き抜け、枯葉と砂埃が舞った。その音はどこか悲鳴にも似ており、物乞いの残り僅かなぼろすら裂くようでもあった。,"Холодный ветер беспрепятственно просвистывал сквозь дома, поднимая с земли опавшие листья и пыль. Он издавал жалобный вой, словно рвались лохмотья нищего."
,,方知宥,,,,,,,,默认38,,小方知宥/07_小方知宥_06,,[这村子……好安静啊，看着不像有人住。],[這村子……好安靜啊，看著不像有人住。],"""This village... it's too quiet. Doesn't seem like anyone lives here.""",「静かな村だね……誰も住んでないみたい」,"""Что-то тут слишком тихо... Кажется, в этой деревне никто не живёт."""
,,,,,,,,,,默认39,,,,我走近几步，打量着这死寂的景象，对身旁的女娃说道。,我走近幾步，打量著這死寂的景象，對身旁的女娃說道。,"I stepped closer, scanning the lifeless scene, and spoke to the girl beside me.",数歩近付き、静まり返った村の様子を眺めていると、隣の少女が答えた。,"Подойдя поближе и оглядев безжизненный пейзаж, сказал я девочке."
,,苏连雁,,,,,,,,,,,,,
,,女娃,,,,,,,,默认40,,小雁儿/07_小雁儿_01,,[嗯，这里的人可能逃了，也可能被杀了。],[嗯，這裡的人可能逃了，也可能被殺了。],"""Mm. The people here might've fled—or been killed.""",「うん。逃げたのかも……あるいは、殺されたか」,"""Угу. Местные, наверное сбежали... или же их убили."""
,,,,,,,,,,默认41,,,,她的声音很平静，像在陈述一件寻常事。,她的聲音很平靜，像在陳述一件尋常事。,"Her voice was calm, as if stating a simple fact.",ようやく出てきた彼女の第一声がそれだった。,"Её голос был спокоен, словно она описывала нечто обыденное."
,,,,,,,,,,默认42,,,,她终于对我说出了第一句话。,她終於對我說出了第一句話。,She had finally spoken her first words to me.,彼女の声は平静そのものだ。まるで、いつものことであるかのように。,Наконец-то она заговорила со мной.
,,方知宥,,,,,,,,默认43,,小方知宥/07_小方知宥_07,,[为什么要逃……若是被杀了，是被谁杀得？],[為什麼要逃……若是被殺了，是被誰殺得？],"""Why run... And if they were killed, who did it?""",「なんで逃げる必要なんか……殺されたなら、誰がやったの？」,"""Почему они сбежали? А если их убили, то кто это сделал?"""
,,,,,,,,,,默认44,,,,我的心被揪紧，好奇地问她。,我的心被揪緊，好奇地問她。,"My chest tightened as I pressed her, curious.",胸がきゅっとなり、好奇心で彼女に訊いてみた。,"С любопытством спросил я её, моё сердце сжалось."
,,苏连雁,警惕,,,,,,,,,,,,
,,女娃,,,,,,,,默认45,,小雁儿/07_小雁儿_02,,[要么是贼寇，要么是官军。],[要嘛是賊寇，要嘛是官軍。],"""Either Bandits or Government Troops.""",「盗賊かもしれないし、官軍かもしれない」,"""Либо разбойники, либо правительственные войска."""
,,方知宥,,,,,,,,默认46,,小方知宥/07_小方知宥_08,,[官军也会杀人？],[官軍也會殺人？],"""Government Troops kill too?""",「官軍も人を殺すの？」,"""Правительственные войска тоже убивают простых людей?"""
,,,,,,,,,,默认47,,,,我难以置信地问。,我難以置信地問。,"I asked, disbelieving.",信じられず、そう問う。,"Не в силах поверить, спросил я её."
,,女娃,,,,,,,,默认48,,,,[……],[……],"""...""",「……」,"""..."""
,,苏连雁,冷漠,,,,,,,,,,,,
,,女娃,,,,,,,,默认49,,小雁儿/07_小雁儿_03,,[唉，你的问题怎么那么多呀。],[唉，你的問題怎麼那麼多呀。],"""Sigh, why do you have so many questions?""",「はぁ、いちいち質問ばっかり」,"""Ох, чего ты так много вопросов задаёшь?"""
,,,,,,,,,,默认50,,,,她叹了口气，有些不耐烦地瞥了我一眼。,她嘆了口氣，有些不耐煩地瞥了我一眼。,She sighed and shot me an impatient glance.,彼女は溜息をつくと、鬱陶しそうに私を睨んだ。,"Вздохнув, бросила она на меня нетерпеливый взгляд."
,,方知宥,,,,,,,,默认51,,小方知宥/07_小方知宥_09,,[呜……我天生好问，娘还在时，有时也嫌我嘴碎，你别太怪罪我嘛。],[嗚……我天生好問，娘還在時，有時也嫌我嘴碎，你別太怪罪我嘛。],"""W-well... I’ve always been curious. Even Mom used to scold me for chattering too much. Don’t blame me too harshly.""",「ごめん……知りたがりで。母さんも時々僕のおしゃべりを嫌がってた。悪く思わないで」,"""Н-ну... я с детства любил задавать вопросы. Даже мама ругала меня за то, что слишком много болтаю. Не вини уж меня сильно за это."""
,,苏连雁,警惕,,,,,,,,,,,,
,,女娃,,,,,,,,默认52,,小雁儿/07_小雁儿_04,,[不怪你，小娃子都这样吧。],[不怪你，小娃子都這樣吧。],"""Not blaming you. Kids are all like that.""",「別に。子供なんてそんなもんでしょ」,"""Да я тебя и не виню, маленькие дети все такие."""
,,,,,,,,,,默认53,,,,她摇了摇头，不再看我，继续向前走去。,她搖了搖頭，不再看我，繼續向前走去。,"She shook her head, stopped looking at me, and kept walking.",彼女は首を振ると、それ以上私を見ることなく、再び前に進み始めた。,"Она покачала головой и, отведя взгляд, пошла дальше."
,CharacterOff,,,,,,,,,,,,,,
,Se,走石堆上,,,,,,,,,,,,,
,,,,,,,,,,默认55,,,,一边走，她还一边用脚踢着散落在地上的碎瓦砾。,一邊走，她還一邊用腳踢著散落在地上的碎瓦礫。,"As she walked, she kicked at the scattered debris on the ground.",歩きながら、時折彼女は散らばっている瓦を蹴飛ばした。,"Она шла, пиная лежавший под ногами мусор и обломки."
,,方知宥,,,,,,,,默认56,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认57,,,,哼，难道你不也是小娃子？,哼，難道你不也是小娃子？,"Hmph, aren’t you just a kid too?",ふん、自分も子供じゃないか。,"Пф-ф, а ты сама не ребёнок, что ли?"
,,,,,,,,,,默认58,,,,我看着女娃的背影，在心里嘀咕着。,我看著女娃的背影，在心裡嘀咕著。,I stared at the girl’s back and muttered under my breath.,少女の後姿を見ながら、私はひとりごちた。,"Глядя ей вслед, пробубнил я про себя."
,,苏连雁,警惕,,,,,,,,,,,,
,,女娃,,,,,,,,默认59,,小雁儿/07_小雁儿_05,,[我们跑了这么久，赵老头也不见得追来，应是暂时甩掉他了……但我们也不能放下戒备，要先搜一下周围，找个藏身的地方。],[我們跑了這麼久，趙老頭也不見得追來，應是暫時甩掉他了……但我們也不能放下戒備，要先搜一下周圍，找個藏身的地方。],"""We've run wild for so long without Old Man Zhao catching up—we must have shaken him off for now... But we can't let our guard down. We need to search the area and find a hiding spot.""",「だいぶ走ったし、趙のじじいが追ってきてるのも見えない。ひとまず撒いたみたい……でもまだ油断はできない。周りを調べて、隠れる場所を探さなきゃ」,"""Мы так долго бежали, и погони от старика Чжао не видать - так что, думаю, мы пока оторвались от него. Но расслабляться нельзя, нам нужно осмотреться и отыскать, где можно спрятаться."""
,,,,,,,,,,默认60,,,,她停下脚步，指了指周围破败的屋舍。,她停下腳步，指了指周圍破敗的屋舍。,She stopped and pointed at the dilapidated houses around us.,彼女は足を止め、周囲のぼろぼろになった家を指さした。,Она остановилась и указала на обветшалые дома вокруг нас.
,,方知宥,,,,,,,,默认61,,小方知宥/07_小方知宥_10,,[好。],[好。],"""Got it.""",「わかった」,"""Понял."""
,,,,,,,,,,默认62,,,,我听了她的指令，用力点了点头，开始在附近搜寻。,我聽了她的指令，用力點了點頭，開始在附近搜尋。,"Following her lead, I nodded firmly and began scouring the nearby area.",彼女の指示に私ははっきりと頷くと、あたりの捜索を始めた。,"Я кивнул и, следуя её приказу, принялся прочёсывать окрестности."
,CharacterOff,,,,,,,,,,,,,,
,,,,,,,,,,默认63,,,,……,……,...,……,...
,,,,,,,,,,默认64,,,,一番寻觅后，我找到了村里最隐蔽的一间破屋。,一番尋覓後，我找到了村裡最隱蔽的一間破屋。,"After some searching, I found the most secluded dilapidated house in the village.",ひとしきり見終わり、私はこの村で一番目立たないあばら家を見つけた。,"Поискав немного, я нашёл самую укромную развалюху в деревне."
,,,,,,,,,,默认65,,,,它缩在村子的最边缘，背阴，屋外长满了及腰高的枯黄野草和带刺的灌木丛，层层叠叠，像一道天然的屏障，轻易将屋子掩藏其中。,它縮在村子的最邊緣，背陰，屋外長滿了及腰高的枯黃野草和帶刺的灌木叢，層層疊疊，像一道天然的屏障，輕易將屋子掩藏其中。,"It crouched at the village's edge, shrouded in shadow, surrounded by waist-high withered grass and thorny thickets—layer upon layer like a natural barricade, effortlessly concealing the structure within.",そこは村の一番外周の陰になっている場所にある。外は腰ほどもある枯草や棘のある低木が鬱蒼と生い茂り、天然の目くらましとなってその家を隠している。,"Она сжалась в тени на самом краю деревни, окружённая высокой сухой травой и колючими кустами, которые, словно природная ширма, прятали её от чужих взглядов."
,Se,推门,,,,,,,,,,,,,
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,荒村室,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,FadeCircle,,Linear,,1,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认66,,,,推开吱呀作响、几乎要散架的木门，一股浓重的、混合着霉烂木头和泥土的潮湿气味扑面而来。,推開吱呀作響、幾乎要散架的木門，一股濃重的、混合著霉爛木頭和泥土的潮濕氣味撲面而來。,"Pushing open the creaking, nearly collapsing wooden door, a heavy, damp smell—a mix of moldy wood and earth—assaulted my senses.",壊れそうな扉を押し開けると、ぎいっと軋む音がした。かびた木と土が混ざったような湿った臭いがむわっと押し寄せる。,"Открыв скрипучую, шаткую деревянную дверь, я почувствовал тяжёлый, влажный запах - смесь гнилого дерева и сырой земли."
,,,,,,,,,,默认67,,,,我捏着鼻子，小心翼翼地踏进去。,我捏著鼻子，小心翼翼地踏進去。,"Pinching my nose, I cautiously stepped inside.",私は鼻をつまみながら、そろりそろりとそこに入った。,"Зажав нос, я осторожно вошёл внутрь."
,,,,,,,,,,默认68,,,,屋里光线昏暗，只有几缕微光从墙壁的裂缝和屋顶的破洞透进来，勉强照亮飞舞的尘埃。,屋裡光線昏暗，只有幾縷微光從牆壁的裂縫和屋頂的破洞透進來，勉強照亮飛舞的塵埃。,"The room was dim, with only faint rays of light seeping through cracks in the walls and holes in the roof, barely illuminating the swirling dust.",屋内は薄暗い。壁の隙間や屋根の穴から差し込むわずかな光が、かろうじて舞い上がる埃を照らしている。,"В доме было темно, лишь слабые лучи пробивались сквозь трещины в стенах и дыры в крыше, едва подсвечивая кружащуюся пыль."
,,,,,,,,,,默认69,,,,我摸索着转了一圈，确认还算安全，才朝屋外招呼——,我摸索著轉了一圈，確認還算安全，才朝屋外招呼——,"Groping around, I turned in a circle to confirm it was relatively safe before calling outside—",手探りで一通り中の安全を確認すると、外に向かって呼びかけた――,"Я немного пошарил вокруг, убедился, что всё безопасно, а затем крикнул на улицу:"
,,方知宥,,,,,,,,默认70,,小方知宥/07_小方知宥_11,,[这边！这屋子行！],[這邊！這屋子行！],"""Over here! This place will do!""",「こっち！いい家があったよ！」,"""Сюда, этот дом сойдёт!"""
,,苏连雁,坚定,,,,,,,,,,,,
,,女娃,,,,,,,,默认71,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认72,,,,她走进来，目光锐利地扫过四周：歪斜的梁柱、塌陷的土炕、角落里厚厚的蛛网。她点了点头，认可了这个藏身之所。,她走進來，目光銳利地掃過四周：歪斜的梁柱、塌陷的土炕、角落裡厚厚的蛛網。她點了點頭，認可了這個藏身之所。,"She walked in, her sharp gaze sweeping across the slanted beams, the collapsed earthen bed, and the thick cobwebs in the corners. With a nod, she approved the hideout.",彼女がこちらに来て、鋭い目つきであたりを見渡す。傾いた柱、崩れた火炕、隅っこに張り巡らされた蜘蛛の巣。彼女は頷くと、ここを隠れ家にすることにした。,"Войдя внутрь, она посмотрела острым взглядом по сторонам: покосившиеся балки, обвалившийся кан, густые паутины по углам. Кивнув, она одобрила укрытие. <i>(Кан - кирпичная лежанка с подогревом от печи, распространённая в деревнях на севере Китая)</i>"
,CharacterOff,,,,,,,,,,,,,,
,,,,,,,,,,默认73,,,,接着，她转身去了旁边一个半塌的木棚子。,接著，她轉身去了旁邊一個半塌的木棚子。,"Then, she turned and headed for a half-collapsed wooden shed nearby.",続けて振り返ると、彼女は隣にある崩れかけの小屋の方へ行った。,Затем она направилась к полуобвалившемуся деревянному сараю неподалёку.
,,,,,,,,,,默认74,,,,不一会儿，这女娃竟抱回一捆几乎和她身高齐平的干草，摇摇晃晃地挪进屋子。,不一會，這女娃竟抱回一捆幾乎和她身高齊平的乾草，搖搖晃晃地挪進屋子。,"Moments later, the girl returned with a bundle of Dry Grass almost her own height, swaying unsteadily as she lugged it into the house.",すぐに少女は自分の背丈ほどある干し草を抱いて戻ってくると、ふらふらと家に入ってきた。,"Вскоре она вернулась, неся охапку сена почти с неё ростом. Она покачивалась под её тяжестью, пока тащила её в дом."
,,,,,,,,,,默认75,,,,我看到，她的头发和衣襟上沾了一些草屑。,我看到，她的頭髮和衣襟上沾了一些草屑。,I saw stray straws clinging to her hair and the front of her clothes.,彼女の髪や襟には草のかすが点々とついている。,"Я видел крошки сена, застрявшие у неё в волосах и на подоле одежды."
,,方知宥,,,,,,,,默认76,,小方知宥/07_小方知宥_12,,[咦？你抱这些干草做什么？],[咦？你抱這些乾草做什麼？],"""Huh? What’s all this Dry Grass for?""",「へ？干し草をどうするの？」,"""А? А зачем сено?"""
,,,,,,,,,,默认77,,,,我歪着头，不解地问。,我歪著頭，不解地問。,"I tilted my head and asked, confused.",私は首をかしげ、不思議そうに訊いた。,"Недоуменно наклонив голову, спросил я."
,,苏连雁,冷漠,,,,,,,,,,,,
,,女娃,,,,,,,,默认78,,小雁儿/07_小雁儿_06,,[等天色暗下来就冷了，我们需要缩在干草里睡……而且，若是有人来了，我们也可以扎进草堆里躲起来。],[等天色暗下來就冷了，我們需要縮在乾草裡睡……而且，若是有人來了，我們也可以扎進草堆裡躲起來。],"""It’ll get cold after dark—we’ll need to nestle in the Dry Grass to sleep... And if anyone comes, we can bury ourselves in it to hide.""",「夜になったら寒くなるから、干し草にくるまって寝ないと……それに、もし誰かが来たらこの中に隠れられるし」,"""Как солнце сядет, станет холодно - укутаемся в сене, чтобы поспать. А если кто-то придёт сюда, то сможем спрятаться в ней."""
