#SHEET_NAME,记-第十一回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,Wait,,,,,,1,,,,,,,
,FadeIn,black,,eye,,,1,,,,,,,,,,,
,Ambience,室外主风,,,,,,,,,,,,
,,,,,,,,,,默认13,,,,脸上顿时火辣辣地疼。,臉上頓時火辣辣地疼。,My face burned with instant pain.,頬が燃えたように疼いた。,Лицо сразу же залилось болью.
,,,,,,,,,,默认14,,,,这一巴掌将我彻底打醒，我迫不得已，只能脱离旧忆，回到现实——,這一巴掌將我徹底打醒，我迫不得已，只能脫離舊憶，回到現實——,"That slap jolted me fully awake, forcing me out of the old memories and back to reality—",その平手打ちではっきりと夢から覚め、追憶から現実へと引き戻された――,"Пощёчина разбудила меня, вырывая из воспоминаний и вынуждая вернуться в реальность:"
,,方知宥,,,,,,,,默认15,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认16,,,,我怔怔望向前方，神思恍惚。,我怔怔望向前方，神思恍惚。,"I stared blankly ahead, my mind dazed.",ぼんやりと前を見つめる。,"В растерянности я уставился вперёд, ничего не понимая."
,,良清兵,,,,,,,,默认17,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认18,,,,面前，良叔一身妖兵盔甲，正肃然注视着我。,面前，良叔一身妖兵盔甲，正肅然注視著我。,"Before me stood Uncle Liang, clad in demon soldier armor, watching me sternly.",目の前で妖兵の鎧を身に纏った良が、厳しい視線で私のことを見ている。,Передо мной стоял дядюшка Лян в яогуайских доспехах и строго смотрел на меня.
,,方知宥,,,,,,,,默认19,,方知宥/20_方知宥_01,,[良叔……],[良叔……],"""Uncle Liang...""",「良さん……」,"""Дядюшка Лян..."""
,,,,,,,,,,默认20,,,,我抬手捂住发烫的脸颊，呆呆地望着他。,我抬手捂住發燙的臉頰，呆呆地望著他。,"I raised my hand to cover my burning cheeks, staring at him blankly.",ずきずきと熱を持つ頬を押さえながら、ぼんやりと彼に目を合わせた。,"Оторопело глядя на него, я приложил руку к болевшей щеке."
,,良清兵,无奈,,,,,,,默认21,,良/20_良_04,,[抱歉，看你像中了邪，愣在原地一动不动，只好扇了你一巴掌……没使大力。］,[抱歉，看你像中了邪，愣在原地一動不動，只好扇了你一巴掌……沒使大力。］,"""Sorry, you looked possessed—standing there frozen—so I had to slap you... didn’t use much force.""",「すまない。何かに取り憑かれでもしたかのようにその場から動かなくなったから、張り手で目を覚まさせてやるしかなかった……加減はしたが」,"""Извиняй, ты будто одержимым стал... стоял как вкопанный... так что мне пришлось тебе влепить. Слабенько."""
,,,,,,,,,,默认22,,,,良叔用冰冷的语气向我道歉。,良叔用冰冷的語氣向我道歉。,Uncle Liang apologized to me in an icy tone.,冷ややかな口調で彼が謝ってきた。,Холодно извинился дядюшка Лян.
,,,,,,,,,,默认23,,,,是的，我也知道他没下重手。,是的，我也知道他沒下重手。,"Yes, I knew he hadn’t hit me hard.",思いきり殴りつけたわけでないことは、私にもわかっている。,"Я тоже понимал, что он ударил меня слабо."
,,,,,,,,,,默认24,,,,尽管他看起来上岁数了，但以他能对付三个妖兵的体魄，一巴掌没把我扇倒，确实是手下留情了。,儘管他看起來上歲數了，但以他能對付三個妖兵的體魄，一巴掌沒把我扇倒，確實是手下留情了。,"Despite his age, given his physique—capable of taking on three demon soldiers—the fact that his slap didn’t knock me over proved he’d held back.",私よりいくつか年をとっているとはいえ、三名の妖兵を相手にできるほどの体躯の持ち主だ。一撃で昏倒させられなかったあたり、ちゃんと手加減してくれたのだろう。,"Пусть он выглядит уже не так молодо, но учитывая, что он крепок настолько, что смог убить троих яогуаев - ударь он меня со всей силы, я бы точно на ногах не устоял."
,,良清兵,通常,,,,,,,默认25,,良/20_良_05,,[你还好吗？］,[你還好嗎？］,"""You alright?""",「大丈夫か？」,"""Ты в порядке?"""
,,,,,,,,,,默认26,,,,良叔关切地问。,良叔關切地問。,Uncle Liang asked with concern.,心配そうに良が尋ねる。,Поинтересовался дядюшка Лян.
,,方知宥,,,,,,,,默认27,,方知宥/20_方知宥_02,,[没什么……只是想起些旧事，想着想着便出神了。],[沒什麼……只是想起些舊事，想著想著便出神了。],"""It’s nothing... just lost in thought, remembering old things.""",「問題ない……昔のことを思い出しているうちに、思わず放心してしまっていた」,"""Да... Задумался просто, вспоминал кое-что."""
,,良清兵,笑,,,,,,,默认28,,良/20_良_06,,[常人出神也不会像你这般，叫都叫不醒。],[常人出神也不會像你這般，叫都叫不醒。],"""Even when ordinary people zone out, they don’t do it like you—completely unresponsive.""",「いくら放心していたって、声をかけても我に返らないなんて、普通はないぞ」,"""Обычно, если человек просто задумывается, то не доходит до того, что он не отзывается, сколько ни кричи."""
,,,,,,,,,,默认29,,,,良叔无奈地笑了笑。,良叔無奈地笑了笑。,Uncle Liang smiled helplessly.,良がやれやれといった様子で笑った。,Со вздохом улыбнулся дядюшка Лян.
,,方知宥,,,,,,,,默认30,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认31,,,,我本想向他解释我这“疯病”，却又觉麻烦，终未开口。,我本想向他解釋我這“瘋病”，卻又覺麻煩，終未開口。,"I wanted to explain my ""madness"" to him, but it felt like too much trouble, so I never spoke up.",彼にこの「狂気の病」について話そうと思ったが、結局面倒で何も言わなかった。,"Я хотел было объяснить ему мою хворь, но у меня было такое чувство, что это создаст только больше вопросов. Так что я промолчал."
,,,,,,,,,,默认32,,,,他大抵难以理解吧。,他大抵難以理解吧。,He probably wouldn’t understand anyway.,おそらく、彼には理解できないだろう。,Он всё равно вряд ли поймёт.
,,,,,,,,,,默认33,,,,寻常人又怎能明白——将人视作兽相、为幻象所困是怎样一种滋味。,尋常人又怎能明白——將人視作獸相、為幻象所困是怎樣一種滋味。,"How could an ordinary person comprehend—what it’s like to see people as Beastly Visages, tormented by illusions?",「まとも」な人にわかるわけがない――人が獣に見え、幻に囚われることがどのような感覚なのかなど。,"Как обычному человеку понять, каково это - видеть людей в зверином обличье."
,,良清兵,通常,,,,,,,默认34,,良/20_良_07,,[看那边。］,[看那邊。］,"""Look over there.""",「あれを見ろ」,"""Глянь."""
,,,,,,,,,,默认35,,,,良叔忽然出声，指向远处。,良叔忽然出聲，指向遠處。,"Uncle Liang suddenly spoke, pointing into the distance.",良がふと向こうの方を指さした。,"Заговорил дядюшка Лян, указав куда-то вдаль."
,CharacterOff,,,,,,,,,,,,,
,FadeOut,black,,square,,,1,,,,,,,,,,,
,Bg,泠音阁南面正门城破阴,,,,,,,,,,,,
,FadeIn,black,,square,,,1,,,,,,,,,,,
,,红甲牛妖,,左,,,,,,,,,,
,,红甲马妖,,右,,,,,,,,,,
,,,,,,,,,,默认36,,,,泠音阁南面的大门外，矗立着两名红甲妖兵。,泠音閣南面的大門外，矗立著兩名紅甲妖兵。,Outside the southern gate of <ruby=泠音>Lingyin</ruby> Pavilion stood two Red-Armored demon soldiers.,泠音閣の南側の門の外に、二名の赤い鎧の妖兵が経っている。,"У южных ворот ""Мелодичного павильона"" стояли два яогуая в красной броне."
,,,,,,,,,,默认37,,,,这两名妖兵全身披甲，一妖持长枪，一妖握腰刀，一妖为牛首，一妖为马面，倒让我生出“牛头马面”的错觉。,這兩名妖兵全身披甲，一妖持長槍，一妖握腰刀，一妖為牛首，一妖為馬面，倒讓我生出“牛頭馬面”的錯覺。,"The two demon soldiers were fully armored—one wielded a spear, the other a saber; one had an ox’s head, the other a horse’s face, evoking the illusion of ""Ox-Head and Horse-Face"".",二人とも鎧に全身を包み、一人は長槍、一人は剣を持っている。牛頭と馬頭の二人組は、その見た目通り「<ruby=ごず>牛頭</ruby>と<ruby=めず>馬頭</ruby>」を彷彿とさせた。,"Яогуаи были облачены в броню с головы до ног: один, с головой быка, держал копьё, а другой, с головой коня, - саблю. Бычьеголовый и конеглавый - прямо как стражи ада какие-то."
,,,,,,,,,,默认38,,,,他们身材魁梧、面色肃穆，虽非善类，却也不似残暴之徒。,他們身材魁梧、臉色肅穆，雖非善類，卻也不似殘暴之徒。,"They were burly and solemn-faced—not exactly virtuous, but neither did they seem particularly brutal.",いずれも筋骨隆々で、きりっとした面持ちだ。善人ではないだろうが、暴虐の徒とも思えない。,"Они были крепкими, с суровыми лицами - добряками они не выглядели, но и какими-то чересчур свирепыми тоже."
,CharacterOff,,,,,,,,,,,,,
,Bg,第一青楼2昼,,,,,1,,,,,,,
,,良清兵,,,,,1,,,默认39,,良/20_良_08,,[那儿应是正门，守了两个兵……我们是直接走正门，还是你知道别的路？］,[那裡應是正門，守了兩個兵……我們是直接走正門，還是你知道別的路？］,"""That must be the main gate, guarded by two soldiers... Should we go straight in, or do you know another way?""",「あそこがおそらく正門だ。だが兵が二人いるな……そのまま正門を通るか、それとも別の道を知っているか？」,"""Это, наверное, главные ворота и их охраняют двое... Стоит ли пойти к ним напрямую, либо же тебе известен другой вход?"""
,CharacterOff,,,,,,,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认40,,,,良叔向我询问道。,良叔向我詢問道。,Uncle Liang asked me.,良が私に訊いた。,Спросил меня дядюшка Лян.
,,,,,,,,,,默认41,,,,他知我曾常来此处，或晓得什么隐蔽小道。,他知我曾常來此處，或曉得什麼隱蔽小道。,He knew I used to frequent this place and might know some hidden paths.,私がよくここに来ていたことを知っているか、抜け道があることを知っているのか。,"Он предполагал, что, раз я тут бывал, то могу знать какие-нибудь потайные ходы."
,,,,,,,,,,默认42,,,,事实也确实如此。,事實也確實如此。,"And indeed, that was the case.",事実、抜け道はあった。,И я действительно знал.
,,,,,,,,,,默认43,,,,泠音阁共有三道门。,泠音閣共有三道門。,<ruby=泠音>Lingyin</ruby> Pavilion has three gates.,泠音閣には全部で三つの門がある。,"У ""Мелодичного павильона"" было три входа:"
,,,,,,,,,,默认44,,,,第一扇门自然是南面的正门，我们如今正好能看到，由两个妖兵把守。,第一扇門自然是南面的正門，我們如今正好能看到，由兩個妖兵把守。,"The first gate is the main southern entrance, now visible before us, guarded by two demon soldiers.",一つ目は当然ながら南側の正門だ。今見ての通り、二人の妖兵が見張りをしている。,"Первый вход - главные ворота с южной стороны, они прямо перед нами. Их охраняют двое яогуаев."
,,,,,,,,,,默认45,,,,第二扇门是北面的小门。,第二扇門是北面的小門。,The second gate is the small northern entrance.,二つ目は北側の小さな門だ。,Второй вход - маленькие северные воротца.
,,,,,,,,,,默认46,,,,这门是我最初来泠音阁时走的那扇门。,這門是我最初來泠音閣時走的那扇門。,This was the gate I'd first used when arriving at <ruby=泠音>Lingyin</ruby> Pavilion.,私が初めて泠音閣に来た時に通った門でもある。,"Это были те самые ворота, через которые я впервые попал в ""Мелодичный павильон""."
,,,,,,,,,,默认47,,,,此门专供贵客出入，连接着一段木桥，以现在的情况，我们想要走此门……若是想掩人耳目悄然而入……那非得游泳过去不可。,此門專供貴客出入，連接著一段木橋，以現在的情況，我們想要走此門……若是想掩人耳目悄然而入……那非得游泳過去不可。,"This gate is reserved for distinguished guests, connected to a wooden bridge. In our current situation, if we want to enter undetected... we'd have to swim across.",ここは上客のみが出入りでき、桟橋が繋がっている。今の状況だと、この門を通るには……人目を避けて忍び込むなら……泳いで行くしかない。,Они находились у деревянного причала и предназначались исключительно для особых гостей. Если мы хотим проникнуть незамеченными... нам придётся добираться к ним вплавь.
,,,,,,,,,,默认48,,,,第三道则是东面杂役所用的偏门，位置隐蔽，藏于不起眼的暗处，此时多半落了锁。,第三道則是東面雜役所用的偏門，位置隱蔽，藏於不起眼的暗處，此時多半落了鎖。,"The third is the eastern service entrance, concealed in an inconspicuous spot and likely locked by now.",三つ目は東側の雑役所が使っている裏門だ。人目のつかない暗がりに隠れているが、おそらく今は鍵がかかっていることだろう。,"Третий вход - служебные ворота на востоке, они скрыты в неприметном месте, и, скорее всего, их уже давно заперли."
,,,,,,,,,,默认49,,,,那么，我该建议良叔走南面正门，还是另两扇门？,那麼，我該建議良叔走南面正門，還是另兩扇門？,"So, should I advise Uncle Liang to take the main south gate or the other two gates?",さて、良に南の正門から行くように言うか、それとも別の門から行くように提案すべきか。,"Итак, что мне стоит посоветовать дядюшке Ляну? Главные ворота, либо же какие-то другие?"
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Selection,*走南面正门,,,,,,,,,,,,走南面正门,走南面正門,Take the main south gate.,南側の正門,Главные ворота на юге
,Selection,*走北面小门,,,,,,,,,,,,走北面小门,走北面小門,Take the small north gate.,北側の小門,Северные воротца на причале
,Selection,*走东面小门,,,,,,,,,,,,走东面偏门,走東面偏門,Take the small east gate.,東側の裏門,Служебные ворота на востоке
,*走北面小门
,Jump,*map_end_11_b
,*走东面小门
,,方知宥,,,,,,,,默认51,,方知宥/11分支_方知宥_03,,[东面有一扇杂役使用的偏门，位置非常隐蔽，我们或许可以走那条路。],[東面有一扇雜役使用的偏門，位置非常隱蔽，我們或許可以走那條路。],"""There’s a concealed side gate used by servants on the east side. We might be able to take that route.""",「東側のとてもわかりづらい場所に雑役が使っている裏門がある。その道を行くのはどうだろうか」,"""На восточной стороне есть чёрный ход для слуг, место достаточно скрытое - возможно, удастся пройти там."""
,,良清兵,,,,,,,,默认52,,良/11分支_良_03,,[隐蔽的门？好，你带路吧。],[隱蔽的門？好，你帶路吧。],"""A hidden door? Alright, lead the way.""",「隠された門か？わかった、案内してくれ」,"""Скрытый проход? Отлично, тогда веди туда."""
,,,,,,,,,,默认53,,,,良叔点了点头，跟在了我的身后。,良叔點了點頭，跟在了我的身後。,Uncle Liang nodded and followed behind me.,良が頷き、私の後ろをついてくる。,Кивнул дядюшка Лян и пошёл за мной.
,CharacterOff,,,,,,,,,,,,,,
,,,,,,,,,,默认54,,,,这之后，我们绕到了泠音阁东侧，在一片茂密的藤蔓和堆积的杂物后方，找到了那扇几乎与墙壁融为一体的旧木门。,這之後，我們繞到了泠音閣東側，在一片茂密的藤蔓和堆積的雜物後方，找到了那扇幾乎與牆壁融為一體的舊木門。,"Afterward, we circled to the east side of <ruby=泠音>Lingyin</ruby> Pavilion and, behind dense vines and piled debris, found an old wooden door nearly indistinguishable from the wall.",その後、私たちは迂回して泠音閣の東側に行き、生い茂った蔦や積み上がった雑物の裏側に、壁とほぼ一体化した古い門を見つけた。,"Мы обошли Мелодичный павильон с восточной стороны и среди густых зарослей и кучи мусора обнаружили те старые деревянные ворота, практически слившиеся со стеной воедино."
,Shake,Graphics,,x=100 y=60 time=0.4,,,,,PageWait,,,,,,,,,
,Se,推门不进,,,,,,,,,,,,,
,,,,,,,,,,默认55,,,,——咔。,——喀。,—CRACK.,――ガタッ。,*Скрип*
,,,,,,,,,,默认56,,,,良叔上前仔细检查，用力推了推。,良叔上前仔細檢查，用力推了推。,"Uncle Liang stepped forward to inspect it carefully, pushing firmly.",良が前に出て調べ、力ずくで押してみた。,"Дядюшка Лян подошёл поближе, внимательно осмотрел их и с силой нажал."
,,,,,,,,,,默认57,,,,那门微微颤动了一下，却看起来很难打开了。,那門微微顫動了一下，卻看起來很難打開了。,The door shuddered slightly but refused to open.,門がかすかに動いたが、なかなか開きそうになかった。,"Ворота слегка пошатнулись, но не было похоже, что их удастся так открыть."
,,良清兵,,,,,,,,默认58,,良/11分支_良_04,,[是从里面锁住的，门里还堆着东西，堵住了门。],[是從裡面鎖住的，門裡還堆著東西，堵住了門。],"""It’s locked from the inside, with something barricading the door.""",「中から鍵がかかってるか、向こう側に物が積んであって、引っかかってる」,"""Они заперты изнутри, так ещё и здесь куча всего навалено, загородило проход."""
,,,,,,,,,,默认59,,,,良叔观察着木门判断道。,良叔觀察著木門判斷道。,Uncle Liang observed the wooden door and concluded.,良がしげしげと門を観察し、そう言った。,"Заключил дядюшка Лян, осмотрев ворота."
,,方知宥,,,,,,,,默认60,,方知宥/11分支_方知宥_04,,[嗯……看来此路不通……那只能去走南面正门了。],[嗯……看來此路不通……那只能去走南面正門了。],"""Hmm... It seems this path is blocked... Then we’ll have to take the southern main gate.""",「そうか……この道はだめそうだな……となると、南側の正門から行くしかなさそうだ」,"""Хм... Похоже, здесь не пройти... Значит, остаётся только главный вход с южной стороны."""
,CharacterOff
,Jump,*走正门
,*走南面正门
,,方知宥,,,,,,,,默认61,,方知宥/20_方知宥_03,,[良叔，我们直接走南面正门吧。］,[良叔，我們直接走南面正門吧。］,"""Uncle Liang, let's just take the Southern Main Gate directly.""",「良さん、そのまま南側の正門に行こう」,"""Дядюшка Лян, пойдём через южные ворота."""
,,,,,,,,,,默认62,,,,思忖片刻后，我说出了选择。,思忖片刻後，我說出了選擇。,"After pondering for a moment, I voiced my choice.",少し悩んでから、結論を出した。,"Подумав какое-то время, озвучил я своё решение."
,*走正门,,,,,,,,,,,,,
,,良清兵,愣住,,,,,,,默认63,,良/11分支_良_05,,[哦？守门的那俩可是全副武装，屋里还有更多的兵，你真觉得能直闯进去？],[哦？守門的那兩個可是全副武裝，屋裡還有更多的兵，你真覺得能直闖進去？],"""Oh? The two guards at the gate are fully armed, and there are more soldiers inside. Do you really think we can charge straight in?""",「ほう？見張りの連中は完全武装だぞ。中にもさらに多くの兵がいる。それでも正面突破できると、本気で思ってるのか？」,"""А? Там же у ворот двое стоят во всеоружии, так ещё и внутри наверняка целая куча солдат. Думаешь, что сможем прорваться с боем?"""
,,良清兵,通常,,,,,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认64,,,,良叔反问着，确认着我的决定。,良叔反問著，確認著我的決定。,"Uncle Liang countered, verifying my decision.",本当にそれでよいのかと、良が聞き返す。,"Спросил дядюшка Лян, уточняя моё решение."
,,,,,,,,,,默认65,,,,他的顾虑不无道理。,他的顧慮不無道理。,His concerns were justified.,彼の憂慮はあながち見当違いでもない。,Его опасения были оправданы.
,,,,,,,,,,默认66,,,,良叔虽武艺高强，却并非神仙。,良叔雖武藝高強，卻並非神仙。,"Though Uncle Liang was a master of martial arts, he was no immortal.",確かに良は腕が立つが、神仙ではない。,"Дядюшка хоть и был искусным мечником, но всё же не всемогущим небожителем."
,,,,,,,,,,默认67,,,,他对付一妖兵游刃有余，对付两个便有些吃力，若是遇到三个，那便要生死相搏了。,他對付一妖兵游刃有餘，對付兩個便有些吃力，若是遇到三個，那便要生死相搏了。,"He could handle one demon soldier with ease, but two would test his limits, and three would force a fight for survival.",妖兵一人なら余裕しゃくしゃく、二人になれば少々手強く、三人になれば命がけだ。,С одним яогуаем он бы справился без труда. С двумя - уже с трудом. А с тремя ему пришлось бы сражаться на пределе своих сил.
,,,,,,,,,,默认68,,,,况且，若在正门与妖兵发生冲突，动静必引来阁内其他守兵，到时良叔难以抵挡，甚至连逃脱都难。,況且，若在正門與妖兵發生衝突，動靜必引來閣內其他守兵，到時良叔難以抵擋，甚至連逃脫都難。,"Moreover, if a clash with the demon soldiers broke out at the main gate, the noise would draw other guards from the pavilion. By then, Uncle Liang would struggle to hold his ground, let alone escape.",さらに、正門で妖兵とやり合うようなことになれば、中いる他の守衛が騒ぎを聞きつけやって来る。そうなれば防ぎきれず、逃げることすらままならなくなるだろう。,"К тому же, если мы начнём бой у главных ворот, на шум сбегутся другие яогуаи из павильона - тогда дядюшке Ляну не то, что сражаться, а даже унести ноги будет проблематично."
,,,,,,,,,,默认69,,,,他能在城中存活至今，必是习惯避开妖兵主力。,他能在城中存活至今，必是習慣避開妖兵主力。,His survival in the city this long means he's learned to avoid the demon soldiers' main forces.,彼がここまで生き延びられたのは、常に妖兵の主力を避け続けてきたからに違いない。,"То, что он так долго смог выжить в этом городе, означает, что он научился избегать ненужных стычек."
,,,,,,,,,,默认70,,,,若是选择正门，实在有违他的生存之道。,若是選擇正門，實在有違他的生存之道。,Choosing the main gate would violate his survival principles.,正門を選べば、彼の生存戦略に背くことになる。,Идти к главным воротам шло бы вразрез с его принципами выживания.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认71,,方知宥/11分支_方知宥_05,,[我们并非要硬闯正门，而是要借妖兵的身份进去。］,[我們並非要硬闖正門，而是要借兵的身份進去。］,"""We aren't storming the main gate—we're infiltrating disguised as soldiers.""",「無理やり押し入るわけじゃない。妖兵の身分を騙って入るんだ」,"""А мы не будем прорываться. Мы притворимся яогуаями и зайдём в маскировке."""
,,方知宥,,,,,,,,默认72,,方知宥/11分支_方知宥_06,,[告知我消息的朋友说王将军的儿媳是良善之辈，我相信她不会骗我……方才那犬妖的话也印证了这点。],[告知我消息的朋友說王將軍的兒媳是良善之輩，我相信她不會騙我……方才那兵的話也印證了這點。],"""My informant said General Wang's daughter-in-law is virtuous. I believe her... and the soldier's testimony confirms it.""",「私に知らせをくれた友人が、王将軍の妻は善良な人だと言っていた。私を騙すとは思えない……先ほどの犬妖もその話を裏付けている」,"""Мне сказали, что сноха генерала Вана - хорошая девушка. Я верю словам того человека... да и тот яогуай-пёс это подтвердил."""
,,方知宥,,,,,,,,默认73,,方知宥/20_方知宥_04,,[我们走别的小路潜入，一旦被发现反而更可疑，说不定直接引发冲突，失去解释余地。],[我們走別的小路潛入，一旦被發現反而更可疑，說不定直接引發衝突，失去解釋餘地。],"""If we sneak in through side paths and get caught, it’ll look even more suspicious—it might spark a conflict outright, leaving no room for explanation.""",「別の小道から潜入してばれてしまったら、むしろ怪しくなってしまう。言い訳の余地なく衝突する事態になりかねない」,"""Если пойдём в обход и нас поймают, то это будет выглядеть слишком уж подозрительно и мы не сможем объясниться, что приведёт к стычке."""
,,方知宥,,,,,,,,默认74,,方知宥/11分支_方知宥_07,,[既然如此，不如我们继续借用妖兵身份，堂堂正正从正门进入，反倒安全。],[既然如此，不如我們繼續借用妖兵身份，堂堂正正從正門進入，反倒安全。],"""Then we should keep our soldier disguises and enter through the main gate openly—it's the safer approach.""",「ならば妖兵というていで、正々堂々と正門から入った方が安全だ」,"""Так что лучше уж в маскировке открыто пройти через главные ворота. Так будет безопаснее."""
,,,,,,,,,,默认75,,,,我对良叔一句句分析道。,我對良叔一句句分析道。,I laid out each point for Uncle Liang.,良に細かく説明してやった。,Объяснил я свою позицию дядюшке Ляну.
,,良清兵,笑,,,,,,,默认76,,良/11分支_良_06,,[行，你说得在理，我们就从正门进入，见机行事吧。],[行，你說的在理，我們就從正門進入，見機行事吧。],"""Alright, you make a valid point. We’ll enter through the main gate and play it by ear...""",「筋は通ってるな……わかった。じゃあ正門から入って、あとは成り行きに任せよう」,"""Ну хорошо, смысл есть. Зайдём через главные ворота и будем действовать по обстоятельствам."""
