#SHEET_NAME,忆-第一回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认18,,,,若是这样，我下次来时把书亲自带给她，观摩她看，或许能窥见她少有的羞赧之色。,若是這樣，我下次來時把書親自帶給她，觀摩她看，或許能窺見她少有的羞赧之色。,"If that's the case, next time I visit, I'll bring the book myself and watch her read it—perhaps I can catch a rare glimpse of her blushing.",そういうことなら、次に来るときは本を持ってこよう。それを読んでいる彼女を観察していれば、珍しく頬を赤らめるところが見られるかもしれない。,"Я думал в следующий раз лично принести его ей и смотреть, как она читает этот роман. Возможно, она бы засмущалась, и мне посчастливилось бы увидеть редкий румянец на её лице."
,,,,,,,,,,默认19,,,,唉！,唉！,Alas!,やれやれ。,Но увы.
,,,,,,,,,,默认20,,,,结果到头来，略感窘迫的人竟又是我。,結果到頭來，略感窘迫的人竟又是我。,"In the end, the one left feeling awkward is yet again me.",結果として、辱めを受けたのは私の方だった。,В итоге я опять остался в дураках.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认21,,方知宥/02_方知宥_04,,[咳……《金瓶梅》成书于万历年间，此书脱胎于《水浒传》，依我拙见，《金瓶梅》更胜《水浒传》一筹。],[咳……《金瓶梅》成書於萬歷年間，此書脫胎於《水滸傳》，依我拙見，《金瓶梅》更勝《水滸傳》一籌。],"""Ahem... 'The Plum in the Golden Vase' was written during the Wanli era, derived from 'Water Margin'. If I may offer my humble view, 'The Plum in the Golden Vase' outshines 'Water Margin' in literary stature.""",「ゴホン……『金瓶梅』は万歴の間に書かれ、『水滸伝』の外伝にあたる。個人的な意見では、『金瓶梅』の方が『水滸伝』よりも秀作だけどね」,"""Кхм… 'Цветы сливы в золотой вазе' написали в <ruby=1572-1620 гг.>правление императора Ваньли</ruby>, роман основан на 'Речных заводях'. По моему скромному мнению, роман всё же превосходит 'Речные заводи' в литературном плане."""
,,苏怜烟,<Off>,,,,,,,默认22,,苏怜烟/02_苏怜烟_04,,[嗯……文无第一，武无第二，虽说好书不宜再比个优劣，但在我心中，也是觉得《金瓶梅》更胜一筹。],[嗯……文無第一，武無第二，雖說好書不宜再比個優劣，但在我心中，也是覺得《金瓶梅》更勝一籌。],"""Hmm... In literature, no work can claim absolute primacy, much like how in martial arts, there's no disputing the top fighter. While fine books defy ranking, in my mind, 'The Plum in the Golden Vase' does hold a higher place.""",「そうね……文に一位なし、武に二位なしと言うように、本の優劣はつけ難いけれど、私としても『金瓶梅』の方がいい作品だと思うわ」,"""Хм-м, но говорят же, что никакого превосходства в литературе нет, прямо как в боевых искусствах нельзя определить, кто сильнейший. Хотя, пусть установить то, хорош один роман или другой, сложно, лично я считаю, что 'Цветы сливы в золотой вазе' действительно лучше."""
,,方知宥,,,,,,,,默认23,,方知宥/02_方知宥_05,,[哦，为何做此感想？],[哦，為何做此感想？],"""Oh? What inspires such thoughts?""",「へえ、どうしてそう思うんだい？」,"""А? Почему же у тебя сложилось такое впечатление?"""
,,苏怜烟,<Off>,,,,,,,默认24,,苏怜烟/02_苏怜烟_05,,[《金瓶梅》辞藻华赡，情节跌宕，著者笔力更精……当然，品评一书若只论笔力，未免流于浅表……],[《金瓶梅》辭藻華贍，情節跌宕，著者筆力更精……當然，品評一書若只論筆力，未免流於淺表……],"""'The Plum in the Golden Vase' dazzles with its prose—every chapter a whirlwind of lust and intrigue, its author's brushwork peerless... Yet to praise it for craft alone is to admire a Ming vase only for its glaze...""",「『金瓶梅』の言葉は美しく、また物語の先の予想がつかない。著者の文才ときたらそれはもう……まぁ、文章力だけで書を語るのは浅はかだけれど……」,"""'Цветы сливы в золотой вазе' завораживает своим слогом, каждая глава словно вихрь страсти и интриг, мастерство автора более изящно… Конечно, если восхищаться одним лишь мастерством письма - останешься лишь на поверхности, не проникнув в саму суть..."""
,,苏怜烟,<Off>,,,,,,,默认25,,苏怜烟/02_苏怜烟_06,,[论及深层，我读《水浒传》时，只觉得其中故事“虽真却假”，而读《金瓶梅》时，却觉得那故事“虽假却真”——前者常有，后者难求，确实精妙。],[論及深層，我讀《水滸傳》時，只覺得其中故事“雖真卻假”，而讀《金瓶梅》時，卻覺得那故事“雖假卻真”——前者常有，後者難求，確實精妙。],"""When I read 'Water Margin', its tales felt like 'truth cloaked in legend'. But 'The Plum in the Golden Vase'... ah, there I found 'legend that bleeds truth'. The first is mere craft; the second, revelation. That is its mastery.""",「深さという点で言うなら、『水滸伝』を読んだ時は『真なのに、嘘のよう』だったし、『金瓶梅』を読んだ時は『嘘なのに、真のよう』だったわ。前者はありふれているけど、後者はなかなか見つからない。だからこそ文才を感じるの」,"""Если же мы заглянем поглубже - когда я читала 'Речные заводи', моим ощущением было, что история там, пусть и быль, но подобна вымыслу. А вот 'Цветы сливы в золотой вазе' "
,,方知宥,,,,,,,,默认26,,方知宥/02_方知宥_06,,[妙！评得极是！],[妙！評得極是！],"""Brilliant! A critique worthy of the text itself!""",「いやあ、実に素晴らしい評論だ！」,"""Восхитительно! Суждение, достойное самой книги!"""
,,,,,,,,,,默认27,,,,我颔首赞同，不禁拍掌叫好。,我頷首贊同，不禁拍掌叫好。,"I nodded fervently, hands clasped—barely restraining my awe.",私は大きく首肯しながら、思わず手を叩いてそれを褒め称えた。,"Кивнул я, не удержавшись от того, чтобы хлопнуть в ладоши от восторга."
,,,,,,,,,,默认28,,,,真、假。,真、假。,Truth. Illusion.,嘘と、真,Быль. Вымысел.
,,,,,,,,,,默认29,,,,这确实是抛开“文笔”不论，《金瓶梅》与《水浒传》的根本之别。,這確實是拋開“文筆”不論，《金瓶梅》與《水滸傳》的根本之別。,"Here, stripped of mere ""style"", lay the chasm between these two titans.",確かに「書き方」を差し置いても、『金瓶梅』と『水滸伝』には根本的な違いがある。,"Если отбросить рассуждения про мастерство письма, в этом и лежало коренное различие между двумя произведениями."
,,苏怜烟,<Off>,,,,,,,默认30,,苏怜烟/02_苏怜烟_07,,[不过，正因如此，我才有些不喜欢《金瓶梅》。],[不過，正因如此，我才有些不喜歡《金瓶梅》。],"""And yet, precisely for this reason, I find myself disliking 'The Plum in the Golden Vase'.""",「でも、だからこそ、私は『金瓶梅』があまり好きじゃないわ」,"""И именно поэтому я не люблю 'Цветы сливы в золотой вазе'."""
,,方知宥,,,,,,,,默认31,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认32,,,,我微微一怔。,我微微一怔。,"I start slightly, taken aback.",私は少し呆気にとられた。,Я слегка оторопел.
,,,,,,,,,,默认33,,,,正当我心中认同她的话语时，她却话锋突转，给出了另外意外的感想。,正當我心中認同她的話語時，她卻話鋒突轉，給出了另外意外的感想。,"Just as I was mentally agreeing with her words, her tone suddenly shifted, delivering an unexpected thought.",私が彼女の言葉に同調していると、突然として掌を返し、意外な感想が出てきたのだ。,"Стоило мне уже согласиться с её словами, как острие её речи внезапно извернулось, принеся неожиданное откровение."
,,,,,,,,,,默认34,,,,为何？,為何？,Why?,なぜだ？,Но почему?
,,,,,,,,,,默认35,,,,明明她觉得这本书更为精巧、更为真实，为何会不喜欢？,明明她覺得這本書更為精巧、更為真實，為何會不喜歡？,"She clearly finds this book more exquisite, more truthful—so why dislike it?",彼女自身、この本の方がより緻密で、真実味があると認めているのに、なぜ好きではないのだ？,"Она же считает роман более искусным, более правдиво звучащим, так за что его не любить-то?"
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认36,,方知宥/02_方知宥_07,,[呃……为何？],[呃……為何？],"""U-Uh... why?""",「えっと……どうして？」,"""Э-э-э, почему?"""
,,,,,,,,,,默认37,,,,我满腹疑问，忍不住询问出声。,我滿腹疑問，忍不住詢問出聲。,"My mind swarming with questions, I can't help but voice them.",あまりに不思議に思い、ついつい訊いてしまった。,"Сказал я, весь в недоумении."
,,苏怜烟,<Off>,,,,,,,默认38,,,,[……],[……],"""...""",「……」,"""..."""
,BgEvent,静听-开盖子,,,,,1,,,,,,,,,,
,,,,,,,,,,默认39,,,,面对我的询问，她未立刻作答。,面對我的詢問，她未立刻作答。,"In the face of my question, she doesn't respond immediately.",私の問いに対し、彼女はしばらく何も答えなかった。,На мой вопрос она ответила не сразу.
,BgEvent,静听-拿药丸,,,,,1,,,,,,,,,,
,CharacterOff,,,,,,,,,,,,,,,,
,,,,,,,,,,默认40,,,,她只是缓缓垂眸，避开了我的目光。,她只是緩緩垂眸，避開了我的目光。,"She merely lowers her eyes slowly, avoiding my gaze.",ゆっくりと視線を落としたまま、私と目を合わせるのを避けている。,"Она лишь медленно опустила глаза, уводя взгляд в сторону."
,BgOff,,,,,,1,,,NoWait,,,,,,,,
,Bg,静听-放药丸,,,,500,0.5,,,,,,,,,,,
,Tween,BG,ScaleTo,x=2 y=2 time=0,,,,,,,,,,,,,,
,,,,,,,,,,默认41,,,,只见她素腕轻旋，广袖微展，左手捧起香盒，右手拈着盒中香丸，一颗颗地投入炉中。,只見她素腕輕旋，廣袖微展，左手捧起香盒，右手拈著盒中香丸，一顆顆地投入爐中。,"Su Lianyan's pale wrist gives a gentle swirl, her wide sleeves unfurling slightly. With her left hand, she lifts the incense box; with her right, she delicately pinches the pellets within, dropping them one by one into the waiting burner.",彼女は軽く腕を振ると広袖を払い、左手で香箱を取り上げ、右手で箱の中の香玉を一つずつ炉に入れた。,"Бледное запястье Су Лянъянь плавно двинулось, а широкие рукава чуть распахнулись. Левой рукой она приподняла коробочку с благовониями, а правой осторожно взяла душистые гранулы и по одной опустила в горящую курильницу."
,,方知宥,,,,,,,,默认42,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认43,,,,我静候着。,我靜候著。,I wait in silence.,私は黙したまま、その様子を見守った。,Я молча ждал ответа.
,Se,桂花糕落地,,2.6,,,,,,,,,,,,,,
,,,,,,,,,,默认44,,,,待第七颗香丸落入炉中，她终于红唇轻启——,待第七顆香丸落入爐中，她終於紅唇輕啟——,"As the seventh incense pellet falls into the burner, her red lips finally part—",七つ目の香玉を炉に入れたところで、彼女はようやく赤い唇を開いた。,"Как только в курильницу упала седьмая гранула, её алые губы приоткрылись:"
,,苏怜烟,<Off>,,,,,,,默认45,,苏怜烟/02_苏怜烟_08,,[《金瓶梅》书中，这世间无非是弱肉强食、浑浊昏聩；书中之人，皆似披着人皮的走兽。],[《金瓶梅》書中，這世間無非是弱肉強食、渾濁昏聵；書中之人，皆似披著人皮的走獸。],"""In 'The Plum in the Golden Vase', the world is nothing but a place of the weak being devoured by the strong, mired in turbidity and ignorance. All who dwell in its pages are but beasts cloaked in flesh—their civility no more than a mask.""",「『金瓶梅』で描かれたこの世界では、弱肉強食でどろどろとしていて、出てくる人はみんな、人の皮をかぶった獣のよう」,"""Мир в 'Цветах сливы в золотой вазе' - это место, погрязшее во мраке и невежестве, где слабых пожирают сильные. Все, кто живёт на страницах этого романа, - лишь звери в человеческом облике."""
,,方知宥,,,,,,,,默认46,,方知宥/02_方知宥_08,,[你觉得并非如此？],[你覺得並非如此？],"""You don't think it's like that?""",「それは違う、と言いたそうだね」,"""Но разве в жизни не так?"""
,,苏怜烟,<Off>,,,,,,,默认47,,,,[……],[……],"""...""",「……」,"""..."""
,,苏怜烟,<Off>,,,,,,,默认48,,苏怜烟/02_苏怜烟_09,,[我觉得不该如此。],[我覺得不該如此。],"""I don't think it should be like that.""",「そうあるべきではない、と私は思う」,"""Я считаю, что так не должно быть."""
,BgOff,,,,,,1,,,,,,,,,,,
,Bg,静听,,,,,1,,,,,,,,,,,
,Tween,BG,ScaleTo,x=1 y=1 time=0,,,,,,,,,,,,,,
,Tween,BG,MoveTo,x=0 y=0 time=0,,,,,,,,,,,,,,
,,,,,,,,,,默认49,,,,苏怜烟话语稍顿，抬首淡然一笑。,蘇憐煙話語稍頓，抬首淡然一笑。,"Her words trailing off, she raises her head and offers a calm smile.",怜煙は一瞬言葉に詰まると、顔を上げてふっと笑った。,"Прервав речь, она подняла голову с сухой улыбкой на лице."
,,苏怜烟,<Off>,,,,,,,默认50,,,,[……],[……],"""...""",「……」,"""..."""
,Thread,*BG图拉近1.4,,,,,,,,,,,,,,,,
,Thread,*BG图上移200,,,,,,,,,,,,,,,,
,,,,,,,,,,默认51,,,,她合上炉盖，眸光扫过我。,她合上爐蓋，眸光掃過我。,"She closes the burner lid, her gaze sweeping over me.",炉の蓋を閉め、まっすぐな目で私を見る。,"Она закрыла крышку курильницы, и её взгляд скользнул по мне."
,,方知宥,,,,,,,,默认52,,,,[……],[……],"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认53,,,,不该如此？,不該如此？,Shouldn't be like this?,そうあるべきではない？,Так не должно быть?
,,,,,,,,,,默认54,,,,我愣愣地看着她，咀嚼着她的话语。,我愣愣地看著她，咀嚼著她的話語。,"I stare at her blankly, mulling over her words.",私はぼんやりと彼女をみつめたまま、その言葉の意味を咀嚼した。,"Я уставился на неё, переваривая сказанное."
,,,,,,,,,,默认55,,,,其言，令我想起了《金瓶梅》写在序中的那一段：,其言，令我想起了《金瓶梅》寫在序中的那一段：,Her words remind me of a passage from the preface to 'The Plum in the Golden Vase':,あの答えは、『金瓶梅』の前書きのとある一節を思い出させるものであった。,"Её слова напомнили мне строки из предисловия к ""Цветам сливы в золотой вазе"":"
,,,,,,,,,,默认56,,,,“读《金瓶梅》而生怜悯心者，菩萨也；”,“讀《金瓶梅》而生憐憫心者，菩薩也；”,"""To read 'The Plum in the Golden Vase' and feel compassion—this is the mind of a Bodhisattva;",『金瓶梅を読み、憐れむ者、菩薩なり』,"""Тот, в ком чтение сей книги пробуждает сострадание, сердцем подобен бодхисаттве;"
,,,,,,,,,,默认57,,,,“生畏惧心者，君子也；”,“生畏懼心者，君子也；”,To read it and feel dread—this is the heart of a gentleman;,『恐れる者、君子なり』,"Тот, кто устрашается, имеет сердце благородного мужа."
,,,,,,,,,,默认58,,,,“生欢喜心者，小人也；”,“生歡喜心者，小人也；”,To read it and feel delight—this is the nature of a petty person;,『喜ぶ者、小人なり』,"Тот, кому это по душе - сердцем низкий человек."
,,,,,,,,,,默认59,,,,“生效法心者，乃禽兽耳。”,“生效法心者，乃禽獸耳。”,"To read it and seek to emulate—this is the essence of a beast.""",『倣いし者、禽獣なり』,"Тот же, кто берёт это за пример - сердцем подобен скотине."""
,,,,,,,,,,默认60,,,,不得不说，我读《金瓶梅》时，是介乎君子与小人之间，偶尔也会生出“禽兽”的念头。,不得不說，我讀《金瓶梅》時，是介乎君子與小人之間，偶爾也會生出“禽獸”的念頭。,"As for me? When reading 'The Plum in the Golden Vase', I find myself torn between the minds of a gentleman and a petty person—with the occasional 'beastly' thought creeping in.",私が『金瓶梅』を読んだ時は、君子と小人の間であった。なんなら時折、「禽獣」すら顔をのぞかせていた。,"Должен признаться, что сам я в моменты чтения “Цветов” бывал мыслями где-то между “благородным мужем” и “низким человеком”, ну а временами, бывало, посещали и “скотские” помыслы."
,,,,,,,,,,默认61,,,,莫非……她读《金瓶梅》时，竟怀着菩萨心肠？,莫非……她讀《金瓶梅》時，竟懷著菩薩心腸？,"Could it be... that when she reads it, she does so with a Bodhisattva's compassion?",よもや……彼女が『金瓶梅』を読んだ時、菩薩の心境だったというのだろうか。,"Но неужели… когда она читала ту книгу, её помыслы были полны сострадания, подобно бодхисаттве? <i>(Бодхисаттва в буддизме - тот, кто достиг просветления, но не уходит в нирвану, чтобы помогать другим достичь её)</i>"
,,,,,,,,,,默认62,,,,惭愧！,慚愧！,Shameful!,やってしまった！,Как неловко!
,,,,,,,,,,默认63,,,,方知宥啊方知宥！,方知宥啊方知宥！,"Fang Zhiyou, Fang Zhiyou!",方知宥の馬鹿者！,"Эх, Фан Чжию, Фан Чжию!"
,,,,,,,,,,默认64,,,,你和她比起来，读书的心境还是差了一些！,你和她比起來，讀書的心境還是差了一些！,"Compared to her, your state of mind when reading is still a step behind hers!",彼女に比べ、読書の心構えがまだまだ足りないぞ！,"Она думает гораздо рассудительней тебя, когда читает."
,,,,,,,,,,默认65,,,,下次，再将《金瓶梅》抄一遍吧！要好好再读读！好好再思考一番，看看能否生出菩萨心肠！,下次，再將《金瓶梅》抄一遍吧！要好好再讀讀！好好再思考一番，看看能否生出菩薩心腸！,"Next time, I should copy 'The Plum in the Golden Vase' again! I must read it carefully, ponder deeply—perhaps I can nurture a Bodhisattva's heart through it!",こんど、もう一度『金瓶梅』を読み返せ！しっかりと熟読するのだ！そしてようく考えろ、菩薩の心境になるかどうか！,"В следующий раз ещё раз хорошенько пройдись по 'Цветам сливы в золотой вазе'! Перечитай со всей вдумчивостью - возможно, тогда тебе тоже удастся обрести “сердце бодхисаттвы”!"
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,苏怜烟,<Off>,,,,,,,默认66,,苏怜烟/02_苏怜烟_10,,[好啦……知宥，闲叙许久，该归正题了。],[好啦……知宥，閒敘許久，該歸正題了。],"""Alright... Zhiyou, we've chatted idly for long enough—it's time to return to the main topic.""",「さ……知宥、話が逸れちゃったわね。そろそろ本題に戻りましょ」,"""Ладно, Чжию. Поболтали и хватит, надо основное обсудить."""
,,,,,,,,,,默认67,,,,我心中波涛汹涌之时，她却温柔地唤了我一声。,我心中波濤洶湧之時，她卻溫柔地喚了我一聲。,"Just as my mind was churning like a tempest, she called out to me gently.",怒涛の思考に押し潰されそうな時、彼女の柔らかな声に私は現実に引き戻された。,"Пока мысли мои бурлили, словно шторм, мягко обратилась ко мне она."
,,苏怜烟,<Off>,,,,,,,默认68,,苏怜烟/02_苏怜烟_11,,[你提及《金瓶梅》，与你那《狮驼国》究竟有何干系？],[你提及《金瓶梅》，與你那《獅駝國》究竟有何關係？],"""You mentioned 'The Plum in the Golden Vase'—what on earth does it have to do with your 'The Lion Camel Kingdom'?""",「それで、今話していた『金瓶梅』とあなたの『獅駝国』に、どんな関係があるの？」,"""Вот ты упомянул 'Цветы сливы в золотой вазе', каким образом этот роман вообще связан с твоим 'Королевством Льва и Верблюда'?"""
,,,,,,,,,,默认69,,,,她缓声问道。,她緩聲問道。,She asked softly.,彼女がやさしい声でそう尋ねる。,Мягко спросила она.
,,,,,,,,,,默认70,,,,是啊。,是啊。,"Ah, right.",そうだな。,"А, точно."
,,,,,,,,,,默认71,,,,我们确实聊着聊着，确实偏题了。,我們確實聊著聊著，確實偏題了。,We really had strayed off topic in our conversation.,確かに、話が逸れてしまっていた。,Мы как-то сошли с основной темы.
,,,,,,,,,,默认72,,,,我们不该再论《金瓶梅》，而是该聊《狮驼国》了。,我們不該再論《金瓶梅》，而是該聊《獅駝國》了。,We shouldn't be discussing 'The Plum in the Golden Vase'—we ought to talk about 'The Lion Camel Kingdom'.,『金瓶梅』の話題はこれで終わりにして、『獅駝国』の話に移ろう。,"Тема нашего разговора не ""Цветы сливы в золотой вазе"", а ""Королевство Льва и Верблюда""."
,,方知宥,,,,,,,,默认73,,方知宥/02_方知宥_09,,[咳……说来恐惹你笑话，其实我谈及《金瓶梅》，是想以其为圭臬、欲效仿兰陵笑笑生——也作一部“青出于蓝”之作。],[咳……說來恐惹你笑話，其實我談及《金瓶梅》，是想以其為圭臬、欲效仿蘭陵笑笑生——也作一部“青出於藍”之作。],"""Ahem... You may laugh, but the truth is, when I spoke of 'The Plum in the Golden Vase', I intended to take it as a model and emulate The Laughing Scholar of Lanling—to create a work that 'surpasses the original'.""",「ゴホン……笑われてしまうかもしれないが、『金瓶梅』に触れたのは、私がそれを元にして、蘭陵笑笑生をもじりたいからなんだ。そして彼のように、原作を超える作品を作りたい」,"""Кхм... Надеюсь, ты не будешь смеяться - но, упомянув 'Цветы сливы в золотой вазе', я имел в виду, что хочу пойти по пути Ланьлинского Насмешника и написать книгу, способную превзойти оригинал."""
,,方知宥,,,,,,,,默认74,,方知宥/02_方知宥_10,,[我最喜欢的书便是《西游记》，世德堂本翻阅近十遍，李卓吾批评本亦读过两遍。],[我最喜歡的書便是《西遊記》，世德堂本翻閱近十遍，李卓吾批評本亦讀過兩遍。],"""My favorite book is 'Journey to the West'—I've read the Shidetang edition nearly ten times, and even gone through Li Zhuowu's critical edition twice.""",「私のいちばん好きな本は『西遊記』でね、世徳堂本のものを十回近くは読んだし、李卓吾の批評本も何度も読み返した」,"""Ведь 'Путешествие на Запад' - мой любимый роман, я прочитал его издание от печатного дома Шидэтан раз десять, даже два раза прочитал комментарии Ли Чжоу-у к нему."""
,,方知宥,,,,,,,,默认75,,方知宥/02_方知宥_11,,[若论今生夙愿，便是想写一部脱胎自《西游记》的作品，使其能如《金瓶梅》那般超越前作。],[若論今生夙願，便是想寫一部脫胎自《西遊記》的作品，使其能如《金瓶梅》那般超越前作。],"""If speaking of lifelong aspirations, I wish to write a work born from 'Journey to the West', one that could surpass its predecessor as 'The Plum in the Golden Vase' did.""",「生きているうちに願いが叶うならば、『西遊記』を元にした作品を書きたいんだ。『金瓶梅』のように、原作を越えるものを」,"""Главная мечта моей жизни - это написать по 'Путешествию на Запад' свою книгу, причём такую, которая превзойдёт оригинал, прямо как 'Цветы сливы в золотой вазе'.''"
,CharacterOff,,,,,,,,,,,,,,,,
,BgOff,,,,,,1,,,NoWait,,,,,,,,
