,,方知宥,,,,,,,,默认11,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认12,,,,我一愣，脸上难掩惊讶的神色。,我一愣，臉上難掩驚訝的神色。,"I froze, unable to conceal my astonishment.",思わず驚いた顔を見せてしまった。,"Я оторопел, не в силах скрыть удивление на своем лице.",
,,良,通常,,,,,,,默认13,,良/32-1-1_良_03,,[呃……你为何用如此惊讶的眼神看我？呵……我虽然看着不像读书人，但其实上过私塾，甚至有一个童生的身份。],[呃……你為何用如此驚訝地眼神看我？呵……我雖然看著不像讀書人，但其實上過私塾，甚至有一個童生的身份。],"""Uh... why are you looking at me with such surprise? Heh... I may not look like a scholar, but I attended a private school—even earned the title of child scholar.""",「おいおい……そんな驚いた目で見るなよ。ふっ……本を読むようには見えないだろうが、塾にも通っていたし、これでも童生の身分だぞ」,"""Э... Чего ты так удивлённо смотришь? Кхм... Я хоть и не слишком похож на книгочея, но на самом деле мне доводилось посещать частную школу, у меня даже был статус туншэна."" <i>(Туншэн - ученик, готовящийся сдать конфуцианские экзамены кэцзюй.)</i>",
,,,,,,,,,,默认14,,,,良叔语气平静，仿佛在说一件再寻常不过的事，而我却有些震惊。,良叔語氣平靜，彷彿在說一件再尋常不過的事，而我卻有些震驚。,"Uncle Liang spoke calmly, as if discussing the most ordinary matter, while I stood there, stunned.",ごくごく当たり前のことのように、さらりとそう言う良。しかし一方の私にとっては衝撃の事実だ。,"Спокойным тоном поведал он, словно рассказывал нечто совершенно обыденное - я же всё равно был поражён.",
,,,,,,,,,,默认15,,,,我完全无法想象到他身穿学童服饰、端坐私塾中、摇头晃脑诵读经文的模样。,我完全無法想像到他身穿學童服飾、端坐私塾中、搖頭晃腦誦讀經文的模樣。,"I couldn’t fathom him in a schoolboy’s attire, seated primly in a private school, reciting classics with a swaying head.",彼が学童服を着て、塾で大人しく座り、首を振りながら経を読む場面など、まったく想像がつかなかった。,"У меня в голове совершенно не укладывался образ того, как он, одетый в ученическую форму, восседает в частной школе и с важным видом зачитывает строки из конфуцианского канона.",
,,,,,,,,,,默认16,,,,不过既然如此，既然良叔读过《三国演义》，倒省了我一番解释。,不過既然如此，既然良叔讀過《三國演義》，倒省了我一番解釋。,"But since Uncle Liang has read ""Romance of the Three Kingdoms"", it spared me the need for explanation.",まあ、『三国志演義』を読んだことがあるのなら、説明の手間が省けて助かる。,"Тем не менее, раз уж дядюшка Лян читал ""Троецарствие"", это избавляет меня от необходимости дополнительных объяснений.",
,,方知宥,,,,,,,,默认17,,方知宥/32-1-1_方知宥_04,,[《三国演义》应是当世最有名的书之一了，我毕生的梦想，就是写一本像它那样的书。],[《三國演義》應是當世最有名的書之一了，我畢生的夢想，就是寫一本像它那樣的書。],"""'Romance of the Three Kingdoms' is surely among the most celebrated books of our age. My life’s ambition is to pen a work like it.""",「『三国志演義』は今、最も有名な本のうちの一つだ。私の生涯の夢は、この本に匹敵するような本を書くことだ」,"""'Троецарствие' - это, пожалуй, одна из самых известных книг в современности - и мечтой всей моей жизни является написать нечто подобное.""",
,,方知宥,,,,,,,,默认18,,方知宥/32-1-1_方知宥_05,,[我听说此书作者罗贯中，曾在张士诚帐下担任幕僚，故而书中诸多场面写得尤为真切，使人读来身临其境。],[我聽說此書作者羅貫中，曾在張士誠帳下擔任幕僚，故而書中諸多場面寫得尤為真切，使人讀來身臨其境。],"""I heard that the author of this book, Luo Guanzhong, once served as an advisor under Zhang Shicheng’s command, which is why so many scenes in the book feel strikingly vivid, immersing the reader as if they were there.""",「この本の作者である<ruby=らかんちゅう>羅貫中</ruby>は、かつて<ruby=ちょうしせい>張士誠</ruby>の軍師であったと聞く。ゆえに本の描写が真に迫り、まるでその場にいるかのような没入感がある」,"""И, насколько мне известно, его автор Ло Гуаньчжун в своё время был советником в ставке Чжан Шичэна - именно благодаря этому сцены в его книге описаны так достоверно, что читатель словно сам оказывается в месте действия."" <i>(Чжан Шичэн - один из предводителей восстания Красных повязок, свергнувшего в 1368 году власть монголов в лице династии Юань.)</i>",
,,良,,,,,,,,默认19,,,,[……],[……],"""...""",「……」,"""...""",
,,方知宥,,,,,,,,默认20,,方知宥/32-1-1_方知宥_06,,[所以，我也想去找闯王，在他身边谋求个幕僚的职位……呵……也是正巧之前听你说过，闯王身边能征善战的武将不少，为他出谋划策的智囊却不多。],[所以，我也想去找闖王，在他身邊謀求個幕僚的職位……呵……也是正巧之前聽你說過，闖王身邊能征善戰的武將不少，為他出謀劃策的智囊卻不多。],"""Thus, I too wish to seek out Dashing King Li and secure a position as his advisor... Ah... It’s also fortunate that I’d heard from you earlier that while Dashing King Li has many valiant warriors at his side, he lacks strategists to counsel him.""",「だから私も闖王のところで軍師になりたいんだ……ふっ……ちょうど良さんからも、闖王の武将は腕が立つ者は多いものの、頭が回る者は少ないと聞いたしな」,"""Поэтому я и хочу отправиться к 'Королю, Идущему Напролом', чтобы попроситься к нему в советники... Хех... Вы как раз весьма кстати мне рассказали, что у него нет недостатка в способных бойцах, но вот толковых стратегов ему не хватает.""",
,,方知宥,,,,,,,,默认21,,方知宥/32-1-1_方知宥_07,,[我敬佩他的志向，虽才疏学浅，也愿在他身旁尽一份微薄之力……若是能成事自然好，哪怕最后事不成，我也算是为写书积攒些经历，不枉此行。],[我敬佩他的志向，雖才疏學淺，也願在他身旁盡一份微薄之力……若是能成事自然好，哪怕最後事不成，我也算是為寫書積攢些經歷，不枉此行。],"""I admire his ambition, and though my talents are meager, I’d gladly lend what little strength I have by his side... If we succeed, all the better. Even if we fail, I’d still have gathered experiences for my writing, making this journey worthwhile.""",「彼の志には敬服している。浅学菲才の身ではあるが、少しでも彼の力になってやりたいんだ……うまくいけば重畳だが、失敗しても本を書くための経験が積めたと思えば安いものだ」,"""Я восхищаюсь его устремлениями. Пусть мои таланты ограничены, а знания поверхностны, я всё же хотел бы предложить ему свою скромную помощь... Если что-то из этого выйдет, тем лучше. А даже если в конечном итоге мы потерпим неудачу, я приобрету опыт для своих произведений, и эта затея в любом случае будет не напрасной.""",
,,,,,,,,,,默认22,,,,我紧握双拳，目光炯炯地向良叔诉说这我心中的志向。,我緊握雙拳，目光炯炯地向良叔訴說這我心中的志向。,"I clenched my fists, eyes ablaze with resolve as I poured out my aspirations to Uncle Liang.",ぎゅっと拳を握り、目を輝かせながら私の目標を熱く語った。,"Сжав кулаки, я с горящим взором изложил дядюшке Ляну свои чаяния.",
,,良,坚定,,,,,,,默认23,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认24,,,,不料，良叔并没有被我的斗志所感染，依然是一副阴着脸，有些严肃的模样。,不料，良叔並沒有被我的鬥志所感染，依然是一副陰著臉，有些嚴肅地模樣。,"Yet Uncle Liang remained untouched by my fervor, his expression still grim and solemn.",しかし、良は私の熱意にほだされることもなく、相変わらず仏頂面なものの、神妙な面持ちになっていた。,Однако тот вовсе не был впечатлён моим боевым настроем - он всё так же сохранял мрачное и суровое выражение лица.,
,,,,,,,,,,默认25,,,,他思索几息后，眉头微蹙，对我劝道——,他思索幾息後，眉頭微蹙，對我勸道——,"After a brief pause, he frowned slightly and cautioned me—",彼は少し考えた後、神妙な顔で私に忠告した――,"Немного поразмыслив, он начал хмуро поучать меня:",
,,良,,,,,,,,默认26,,良/32-1-1_良_04,,[知幼，你想得太简单了，随军征战远比你想的要凶险……闯王并非没有过幕僚，但数年下来，能活下来的寥寥无几。],[知幼，你想得太簡單了，隨軍征戰遠比你想的要凶險……闖王並非沒有過幕僚，但數年下來，能活下來的寥寥無幾。],"""Zhiyo, you underestimate the dangers. Following Dashing King Li into battle is far deadlier than you think... He’s never lacked counselors, yet scarcely any survive the years.""",「知優、楽観的に考え過ぎだ。軍について戦場を回るのは、おまえが思う以上の危険を伴う……闖王にも軍師がいたが、数年持った奴は一握りだ」,"""Чжию, ты мыслишь слишком наивно. Сопровождать войска в походе - это куда более опасное предприятие, чем тебе кажется... У Короля, Идущего Напролом, советники вполне себе водились - но тех среди них, кому за эти годы удалось выжить, можно по пальцам пересчитать.""",
,,方知宥,,,,,,,,默认27,,方知宥/32-1-1_方知宥_08,,[无妨，若是能死在写书的路上，倒也值得。],[無妨，若是能死在寫書的路上，倒也值得。],"""It matters not. If I perish while pursuing this book, it would still be a worthy end.""",「構わない。物書きとして死ねるなら本望だ」,"""Ну и ладно - если даже умру на пути книгописательства, это всё равно того стоит.""",
,,,,,,,,,,默认28,,,,我笑了笑，神色间透出几分对生死的淡漠。,我笑了笑，神色間透出幾分對生死的淡漠。,"I smiled faintly, my demeanor betraying a quiet disregard for life and death.",私は微笑み、生死に対する淡々とした態度を示した。,Улыбнулся я. Во взгляде моём сквозило безразличие к жизни и смерти.,
,,,,,,,,,,默认29,,,,是啊，我在这世间本就没什么家人和牵挂。,是啊，我在這世間本就沒什麼家人和牽掛。,"Indeed, I've never had much family or attachments in this world.",そうだ。この世には家族も気に掛けるべき相手もいない。,Действительно - у меня в этом мире толком не было каких-то родственников и привязанностей.,
,,,,,,,,,,默认30,,,,错过与雁儿姐的殉情后，生死于我，早已看得淡了。,錯過與雁兒姐的殉情後，生死於我，早已看得淡了。,"After missing the chance to die with <ruby=Swan Goose>Sister Yan</ruby>, life and death have long since lost their meaning to me.",雁姉との情死を逃した私にとって、生死などもはや取るに足らないものだった。,"Упустив шанс отправиться в мир иной в компании сестрички Лебёдушки, я давно стал равнодушен к перспективе жизни или смерти.",
,,良,无奈叹息,,,,,,,默认31,,良/32-1-1_良_05,,[唉，旁人当幕僚多为求取功名利禄，你倒算是头一个为了写书而去的……行吧！人各有志，你想去就去！这个给你！],[唉，旁人當幕僚多為求取功名利祿，你倒算是頭一個為了寫書而去的……行吧！人各有志，你想去就去！這個給你！],"""Sigh, most who become advisors seek fame and fortune—you're the first I've met who does it to write a book... Very well! Each to their own ambition—go if you must! Take this!""",「やれやれ、名を上げたいがゆえに軍師を目指す者は多いが、本を書くためというのは初めて聞いた……まあいいさ。誰にだって志はある。やりたきゃやってこい！こいつは餞別だ！」,"""Ха, обычно советниками становятся ради того, чтобы добыть себе славу и деньги - ты, наверно, первый, кто решил этим заняться ради книги... Ладно! Путь у каждого свой, хочешь идти - так иди! Возьми тогда вот это!""",
,,良,通常,,,,,,,,,,,
,,,,,,,,,,默认32,,,,良叔轻叹了一声后，大概是知道劝不住我，便不劝了。,良叔輕嘆了一聲後，大概是知道勸不住我，便不勸了。,"Uncle Liang let out a soft sigh, realizing persuasion was futile, and ceased his efforts.",軽く溜息をつくと、止めても無駄だと思ったのか、それ以上説得することはなかった。,"Вздохнув, дядюшка Лян перестал меня отговаривать, видимо, поняв бесполезность этого.",
,,,,,,,,,,默认33,,,,只见他往怀中一掏，取出一物摊在掌心。,只見他往懷中一掏，取出一物攤在掌心。,"He reached into his robe and produced an object, laying it flat on his palm.",彼が懐中から何かを取り出し、手に広げて見せた。,Он вытащил что-то из-за пазухи и вложил мне в ладонь.,
,CharacterOff,,,,,,0.7,,,,,,,,,,,
,Sprite,记-闯军令牌,,,,,1,,,,,,,,,,,
,Wait,,,,,,1.5,,,,,,,,,,,
,SpriteOff,,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认34,,,,那是一块枣木令牌，色泽沉黯，正面刻着一个“闯”字，背面则刻着“护卫”二字，其上遍布斑驳刮痕，显然此物是有一些年岁的旧物。,那是一塊棗木令牌，色澤沉黯，正面刻著一個“闖”字，背面則刻著“護衛”二字，其上遍布斑駁刮痕，顯然此物是有一些年歲的舊物。,"It was a jujube wood token, its hue darkened with age. The front bore the character ""Chuang"", while the back was carved with ""Guard"". Its surface was marred by countless scratches, clearly marking it as a relic of bygone years.",それは<ruby=なつめ>棗</ruby>の木でできた令牌だった。表には「闖」の字が、裏には「護衛」の二文字が刻まれている。表面はいくつもの擦れた痕があり、かなり年季の入ったものであることがわかる。,"Это была потемневшая верительная дощечка из древесины китайского финика. На лицевой стороне был выгравирован иероглиф <ruby=闖>""Чуан""</ruby> - ""идти напролом"", на обратной стороне - иероглифы, означающие <ruby=護衛>""защита""</ruby>. Поверхность её была потёртой и исцарапанной - было очевидно, что этой вещи уже много лет.",
,,良,笑,,,,,,,默认35,,良/32-1-1_良_06,,[这是我当年的护卫令牌，你带上它，见到闯王后也好让他收留你。],[這是我當年的護衛令牌，你帶它一起去，見到闖王后也好讓他收留你。],"""This was my old guard token. Take it—it'll help convince Dashing King Li to take you in.""",「俺がいた頃の護衛の令牌だ。こいつを持っていけば、闖王に会った時に面倒を見てくれるだろう」,"""Это моя защитная верительная дощечка тех лет. Возьми её - покажешь Королю, Идущему Напролом, при встрече, и он тебя примет.""",
,,,,,,,,,,默认36,,,,良叔将令牌递与我。,良叔將令牌遞與我。,Uncle Liang handed the token to me.,良が令牌をくれた。,Он передал мне её.,
,,方知宥,,,,,,,,默认37,,方知宥/32-1-1_方知宥_09,,[谢了良叔，此物定然大有帮助。],[謝了良叔，此物定然大有幫助。],"""Thank you, Uncle Liang. This will surely be of great help.""",「ありがとう、良さん。きっと役に立ってくれるはずだ」,"""Спасибо, дядюшка Лян, эта вещь определённо сослужит мне немалую службу.""",
,,,,,,,,,,默认38,,,,我也不推辞，接过了令牌。,我也不推辭，接過了令牌。,I accepted the token without ceremony.,遠慮なくその令牌を受け取る。,Я без колебаний принял дощечку.,
,,良,通常,,,,,,,默认39,,良/32-1-1_良_07,,[还有……临行前，琼华又塞给我一些银两，分你一些。],[還有……臨行前，瓊華又塞給我一些銀兩，分你一些。],"""Also... Before I leave, Qionghua gave me some taels. Here’s your share.""",「それと……出発前に、瓊華が金を持たせてくれたのでな、おまえにも分けておく」,"""И вот ещё... перед уходом Цюнхуа дала мне немного серебра, возьми себе часть.""",
,,,,,,,,,,默认40,,,,良叔又从怀中掏出些许银两，递给了我。,良叔又從懷中掏出些許銀兩，遞給了我。,Uncle Liang drew a few taels from his robe and pressed them into my hand.,再び懐に手を突っ込むと、金を取り出し、私に渡した。,"Достав из-за пазухи некоторое количество серебра, дядюшка Лян передал мне его.",
,,方知宥,,,,,,,,默认41,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认42,,,,我接过了他的银两，并未多言客套，只是将这份恩情默默记在心里。,我接過了他的銀兩，並未多言客套，只是將這份恩情默默記在心裡。,"I took the silver tael without polite refusals, silently etching this kindness into my heart.",素直に金を受け取り、形式ばった礼ではなく、この恩を静かに心に刻み付けた。,Я принял деньги без излишних церемоний - лишь накрепко запечатлев эту доброту в своём сердце.,
,,良,笑,,,,,,,默认43,,良/32-1-1_良_08,,[多保重。],[多保重。],"""Take care.""",「元気でな」,"""Береги себя.""",
,,,,,,,,,,默认44,,,,最后，良叔重重地拍了拍我的肩膀，旋即转身，大步走向远方的船。,最後，良叔重重地拍了拍我的肩膀，旋即轉身，大步走向遠方的船。,"At last, Uncle Liang gave my shoulder a firm pat, then turned and strode toward the distant ship.",そして良がぱんぱんと私の肩を叩くと、身を翻して大股で船の方に向かっていった。,"Наконец, крепко похлопав меня по плечу, дядюшка Лян повернулся и широким шагом направился к стоявшей вдалеке лодке.",
,,,,,,,,,,默认45,,,,那艘船船头向东，向着杭州。,那艘船船頭向東，向著杭州。,"The bow of that ship faced eastward, toward Hangzhou.",その船の頭は東の杭州に向いている。,"Нос лодки был повёрнут на восток, в сторону Ханчжоу.",
,,方知宥,,,,,,,,默认46,,方知宥/32-1-1_方知宥_10,,[嗯，你也多保重。],[嗯，你也多保重。],"""Mm, you take care as well.""",「ああ、良さんもお元気で」,"""Ага, Вы тоже себя берегите.""",
,CharacterOff,,,,,,0.4,,,,,,,
,,,,,,,,,,默认47,,,,我点了点头，深吸一口气，转身迈向旁边那艘船。,我點了點頭，深吸一口氣，轉身邁向旁邊那艘船。,"I nodded, drew a deep breath, and turned toward the ship nearby.",私は頷いて息を吸い込むと、彼の隣の船へと歩き出した。,"Кивнул я, сделал глубокий вдох и, развернувшись, направился к лодке, стоявшей рядом.",
,,,,,,,,,,默认48,,,,这艘船船头向西，向着闯王所在的地方。,這艘船船頭向西，向著闖王所在的地方。,"This ship's bow pointed westward, toward Dashing King Li's territory.",その船の頭は闖王の居場所に向いている。,"Её нос был повёрнут на запад - туда, где был Король, Идущий Напролом.",
,,,,,,,,,,默认49,,,,……,……,...,……,...,
,,,,,,,,,,默认50,,,,分别之时，我们表现得云淡风轻，仿佛日后自有重逢之期。,分別之時，我們表現得雲淡風輕，彷彿日後自有重逢之期。,"When we parted, we kept it light, as if certain we'd meet again someday.",私たちの別れの挨拶はさっぱりとしたものだった。まるで、またいつか会えるかのように。,"Прощание наше вышло таким простым, словно рано или поздно мы бы встретились вновь.",
,,,,,,,,,,默认51,,,,然而，我心底清楚，此一别，山高水长，我们今后很难再相见了。,然而，我心底清楚，此一別，山高水長，我們今後很難再相見了。,"Yet I knew in my heart - with mountains and rivers between us, we'd likely never cross paths again.",しかし心の底では、この別れが永遠の別れになるだろうことをよくわかっていた。,Но в глубине души я понимал - мы удаляемся друг от друга за тридевять земель и вряд ли когда-то ещё увидимся.,
,,,,,,,,,,默认52,,,,良叔为了践行他的约定，要去找那名叫满穗的女子。,良叔為了踐行他的約定，要去找那名叫滿穗的女子。,"To honor his promise, Uncle Liang set out to find the woman called Man Sui.",良は約束を果たすため、<ruby=まんすい>満穂</ruby>という女のところへ向かう。,Во имя исполнения своего обещания дядюшка Лян отправился к девушке по имени Маньсуй.,
,,,,,,,,,,默认53,,,,我为了实现我的梦想，将去投奔那素未谋面的闯王。,我為了實現我的夢想，將去投奔那素未謀面的闖王。,"As for me, pursuing my dream meant joining the rebel leader Dashing King Li whom I'd never met.",私は己の夢を果たすため、未だ相まみえていない闖王に身を寄せる。,"Я же во имя исполнения своей мечты отправился к никогда не виданному мной Королю, Идущему Напролом.",
,,,,,,,,,,默认54,,,,……,……,...,……,...,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgEvent,寻闯1,,,,,0,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Bgm,曲终人散,,,,0.2,3,,,,,,,,,,,
,,,,,,,,,,默认55,,,,此后二十余日，我孑然一身，踏上西行之路。,此後二十餘日，我孑然一身，踏上西行之路。,"For over twenty days thereafter, I journeyed westward alone, a solitary figure on the road.",その後の二十日余り、私は孤独に西への旅路を進んだ。,Последующие двадцать с чем-то дней я в одиночестве ступал на запад.,
,,,,,,,,,,默认56,,,,我先是从泰州沿江漂流，一路抵达六安，再而辗转黄州，最终行至武昌。,我先是從泰州沿江漂流，一路抵達六安，再而輾轉黃州，最終行至武昌。,"I first drifted along the river from Taizhou, reaching Lu'an, then wandered through Huangzhou, and finally arrived at Wuchang.",まずは泰州から川に沿って下り、六安まで。そこからさらに黄州へ渡り、武昌に辿り着いた。,"Сначала я плыл по реке из Тайчжоу, по пути достигнув Луаня, затем направился в Хуанчжоу и, наконец, добрался до Учана.",
,BgEvent,寻闯2,,,,,1,,,,,,,
,,,,,,,,,,默认57,,,,一路之上，我逢人便打听闯王的消息。,一路之上，我逢人便打聽闖王的消息。,"Along the way, I inquired of every soul I met for news of Dashing King Li.",道中、私は誰かに会うと闖王について訊いて回った。,"По пути я наводил у людей справки про Короля, Идущего Напролом.",
,,,,,,,,,,默认58,,,,有人说他在武昌大捷，刚击退了威名赫赫的左良玉。,有人說他在武昌大捷，剛擊退了威名赫赫的左良玉。,"Some said he had triumphed at Wuchang, having just repelled the renowned Zuo Liangyu.",ある者は武昌で大勝を収めたと言う。かの有名な<ruby=さりょうぎょく>左良玉</ruby>を打ち破ったと。,"Кто-то утверждал, что тот в Учане одержал славную победу, заставив отступить прославленного минского генерала Цзо Лянъюя.",
,,,,,,,,,,默认59,,,,又有人说他在武昌兵败，刚输给了某个善战的东虏王爷。,又有人說他在武昌兵敗，剛輸給了某個善戰的東虜王爺。,"Others claimed he had suffered defeat at Wuchang, bested by some formidable Manchu prince.",またある者は武昌で敗れたと言う。戦略に長けた東虜の親王に敗れたと。,"Другие же утверждали, что под Учаном он, наоборот, потерпел поражение от некоего князя ""восточных лу"", искусного в бою.",
,,,,,,,,,,默认60,,,,各处的消息很多，很杂，很乱，可谓是众说纷纭，莫衷一是。,各處的消息很多，很雜，很亂，可謂是眾說紛紜，莫衷一是。,"The tidings from all quarters were many, muddled, and contradictory—a cacophony of voices with no consensus.",様々な情報が入り乱れ、どれが正しい話なのかわからなかった。,"Сведения из разных мест были многочисленны, запутанны, хаотичны - каждый говорил кто во что горазд, составить единую картину было невозможно.",
,,,,,,,,,,默认61,,,,我想弄明白真相，便前往了武昌城。,我想弄明白真相，便前往了武昌城。,"Determined to uncover the truth, I made my way to Wuchang City.",その真実を明かすため、私は武昌の町に向かった。,"Дабы добиться правды, я решил отправиться к Учану.",
,,,,,,,,,,默认62,,,,而待我真正踏入武昌地界，眼前的景象却让我心头骤冷。,而待我真正踏入武昌地界，眼前的景象卻讓我心頭驟冷。,"Yet when I truly set foot within Wuchang's borders, the sight before me sent a sudden chill through my heart.",しかしいざ武昌に足を踏み入れると、目に入った光景に言葉を失った。,"Но когда я достиг пределов города, от увиденной картины у меня всё похолодело внутри.",
,,,,,,,,,,默认63,,,,武昌城，已化作了一片死寂的废墟。,武昌城，已化作了一片死寂的廢墟。,Wuchang City had become a silent wasteland of ruins.,武昌は、寂れた廃墟となっていた。,Город Учан был превращён в безмолвные руины.,
,,,,,,,,,,默认64,,,,这里如扬州一样被屠了城，其惨状却比扬州更为令人惊骇。,這裡如揚州一樣被屠了城，其慘狀卻比揚州更為令人驚駭。,"Like Yangzhou, this place had been put to the sword, yet its devastation was even more horrifying.",揚州と同じように皆殺しにされていた。しかしその惨状は揚州と比べ物にならないほどおぞましい。,"Как и в Янчжоу, здесь произошла резня - однако вид здесь был дажё ещё более устрашающий, чем там.",
,,,,,,,,,,默认65,,,,几日前，当我走在被屠城了五日的扬州城的路上时……时常能听到哀嚎声、寻人声、求饶声……,幾日前，當我走在被屠城了五日的揚州城的路上時……時常能聽到哀嚎聲、尋人聲、求饒聲……,"Days ago, as I walked the roads of Yangzhou—five days after its massacre—I could still hear wails, cries for lost kin, and pleas for mercy...",数日前、五日間に渡る虐殺を受けた揚州の町を歩いていた時は……常にどこかしらから泣き声や誰かを探す叫び声、許しを乞う声などが聞こえていた……,"Когда я в те времена на протяжении пяти дней резни ходил по улицам Янчжоу... время от времени я слышал, как люди рыдают, ищут друг друга, молят о пощаде...",
,,,,,,,,,,默认66,,,,这些声音交织在一起，令我仿佛身处人间的地狱。,這些聲音交織在一起，令我彷彿身處人間的地獄。,"These voices intertwined, making me feel as though I stood in the very hell of the mortal world.",声という声が混ざり合い、この世の地獄にいるかのような気分だった。,"Это переплетение звуков создавало ощущение, будто я находился в аду на земле.",
,,,,,,,,,,默认67,,,,而武昌城，什么声音都没有。,而武昌城，什麼聲音都沒有。,"But in Wuchang City, there was no sound at all.",しかしこの武昌は、何の声も聞こえない。,Но в Учане не доносилось ни единого звука.,
,,,,,,,,,,默认68,,,,这座城仿佛死了一般，看不到人，也听不见声音。,這座城彷彿死了一般，看不到人，也聽不見聲音。,"The city seemed dead—no people in sight, no voices to be heard.",まるで町ごと死んだかのように、人の姿もなければ声も聞こえない。,"Он будто совершенно вымер - никого не было видно, ничего не было слышно.",
,BgEvent,寻闯5,,,,,1,,,,,,,
,,,,,,,,,,默认69,,,,城门前横着一辆倾覆的牛车，车辕上吊着腐烂的黑红色血肉，风一吹便轻轻打转，引来成片的乌鸦盘旋。,城門前橫著一輛傾覆的牛車，車轅上吊著腐爛的黑紅色血肉，風一吹便輕輕打轉，引來成片的烏鴉盤旋。,"Before the city gates lay an overturned oxcart, its shafts hung with rotting black-red flesh that swayed faintly in the wind, drawing flocks of circling crows.",城門の前に、ひっくり返った牛車が転がっている。荷台には腐った赤黒い肉の塊が吊り下げられ、風に揺られてくるくると回り、鴉がそれを啄もうと旋回している。,"Перед городскими воротами лежала перевёрнутая телега, на осях которой была подвешена гниющая чёрно-красная плоть. Ветер слегка покачивал её, привлекая стаи кружащих вокруг ворон.",
,,,,,,,,,,默认70,,,,护城河里堆满了尸体，那些浮肿的尸体拥挤在一起，完全没有了人形。,護城河裡堆滿了屍體，那些浮腫的屍體擁擠在一起，完全沒有了人形。,"The moat was choked with corpses, their bloated forms pressed together until they no longer resembled men.",堀には死体が山積みになっていた。むくんだ死体が所狭しと詰め込まれ、もはや人の形をしていない。,"Крепостной ров был завален трупами - опухшие тела были свалены в кучу, полностью утратив человеческий облик.",
