#SHEET_NAME,忆-第十回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,,,,,,,,,默认7,,,,我深呼出一口气，按捺住翻涌的心绪，终于能平静地与她对话——,我深呼出一口氣，按捺住翻湧的心緒，終於能平靜地與她對話——,"I took a deep breath, steadying the tumult in my heart, and finally spoke to her calmly—",私は深く息を吐き出し、沸き上がる情緒を抑え込む。そしてやっと平静を保って彼女と話すことができた――,"Глубоко вздохнув, успокаивая бурю в моём сердце, я наконец смог спокойно с ней заговорить:"
,,方知宥,,,,,,,,默认8,,方知宥/22_方知宥_01,,[怜烟小姐竟还认得我？],[憐煙小姐竟還認得我？],"""Do Miss Lianyan still remember me?""",「憐煙さん……私を覚えているのか？」,"""Госпожа Ляньянь ещё помнит меня?"""
,,,,,,,,,,默认9,,,,我的嘴角勾起一丝笑容，故作从容地反问道。,我的嘴角勾起一絲笑容，故作從容地反問道。,The corners of my lips curled into a faint smile as I deliberately responded with feigned composure.,私は頬を緩ませ、わざと落ち着いたように訊いた。,"Слабо улыбнувшись, ответил я с притворным спокойствием."
,,苏怜烟,开心,,,,,,,默认10,,苏怜烟/22_苏怜烟_01,,[你样貌并未大变，我记性又不差，自然认得……怎么，你倒是不认得我了？],[你樣貌並未大變，我記性又不差，自然認得……怎麼，你倒是不認得我了？],"""Your appearance hasn't changed much, and my memory serves me well—of course I recognize you... How is it you don't remember me?""",「そんなに顔つきも変わってないし、私は記憶力がいいの。もちろん覚えてるわ……なあに？そっちこそ、私のこと忘れちゃったの？」,"""Ты выглядишь почти так же, да и память у меня хорошая - так что да, я помню тебя... А ты? Ты помнишь меня?"""
,,,,,,,,,,默认11,,,,她含笑问我。,她含笑問我。,She asked me with a smile.,彼女も微笑みを浮かべたまま問い返す。,"Спросила она, улыбнувшись."
,,苏怜烟,通常,,,,,,,,,,,
,,方知宥,,,,,,,,默认12,,方知宥/22_方知宥_02,,[认得，怎么会不认得？……怜烟小姐原姓苏，名连雁，八年前我们曾有一路同行之缘，自晋地至扬州。],[認得、怎麼會不認得?……憐煙小姐原姓蘇，名連雁，八年前我們曾有一路同行之緣，自晉地一路至揚州。],"""Recognize you? Of course... Your real name, Su Lean-yan. Eight years ago, we journeyed together from Jin territory all the way to Yangzhou.""",「覚えているとも。忘れるわけがないじゃないか……姓は蘇、名は連雁。八年前に、晋から揚州まで一緒に旅を共にした仲だ」,"""Помню ли я? Конечно... У госпожи <ruby=怜烟>Ляньянь</ruby> фамилия Су, а прежнее имя - <ruby=连雁>Ляньянь</ruby>. Восемь лет назад мы вместе ехали из Шаньси в Янчжоу."""
,,方知宥,,,,,,,,默认13,,方知宥/22_方知宥_03,,[待你入住方院后，我们虽未曾再见面，却常隔门交谈……那时，我常为你念些古籍诗文，与你一同聊天解闷……],[待你入住方院後，我們雖未曾再見面，卻常隔門交談……那時，我常為你念些古籍詩文，與你一同聊天解悶……],"""After you moved into Fang's Courtyard, though we never met face-to-face again, we often spoke through the door... In those days, I'd frequently read you classical texts and poetry to keep you company...""",「君が方院に行ってから、直接会うことは叶わなかったが、いつも門を挟んで話し合っていたな……あの時、私はいつも君に古本の詩を詠み、君と話して気を紛らわしていた……」,"""Тебя поселили во Двор семьи Фан. Мы хоть и не виделись лицом к лицу, но часто общались через ворота... Я тогда часто читал тебе классическую литературу и поэзию, чтобы тебе не было одиноко."""
,,,,,,,,,,默认14,,,,我做回忆状，缓缓道出往事。,我作回憶狀，緩緩道出往事。,"I adopted a reminiscent tone, slowly recounting the past.",私は懐かしむように、ゆっくりと過去のことを語り出した。,"Медленно рассказывал я, вспоминая прошлое."
,,,,,,,,,,默认15,,,,她静静听着，若有所思。,她靜靜聽著，若有所思。,"She listened quietly, lost in thought.",彼女は何かを思うかのように、静かに耳を傾ける。,"Она молча слушала меня, погружённая в какие-то размышления."
,,苏怜烟,微笑,,,,,,,默认16,,苏怜烟/22_苏怜烟_02,,[人之初，性本善……我记得你教我识字，授我《三字经》《论语》，还为我讲《西游记》《水浒传》……呵，如此说来，你倒算是我的‘先生’了。],[人之初，性本善……我記得你教我識字，授我《三字經》、《論語》，還為我講《西遊記》、《水滸傳》……呵，如此說來，你倒算是我的“先生”了。],"""Men at their birth, are naturally good... I remember you taught me to read, gave me the ""Three Character Classic"" and ""Analects"", and told me stories from ""Journey to the West"" and ""Water Margin""... Hah, so it seems you could be called my ""teacher"".""",「人の初め、性もとは善なり……まだ覚えてるわ。字を教えてくれたこと、『三字経』や『論語』を教えてくれたこと、それから『西遊記』に『水滸伝』……ふっ、こう聞くと、あなたは『先生』ね」,"<size=27>""Люди рождаются на свет, собственно с доброю природою... Я помню, как ты учил меня чтению, давал почитать 'Троесловие' и 'Суждения и беседы Конфуция', а так же рассказывал истории из 'Путешествия на Запад' и 'Речных заводей'... Хи-хи, наверное, мне стоит называть тебя <ruby=先生>'наставником'</ruby>.""</size>"
,,,,,,,,,,默认17,,,,她展颜一笑。,她展顏一笑。,She smiled brightly.,顔をほころばせる彼女。,Она ярко улыбнулась.
,,方知宥,,,,,,,,默认18,,方知宥/22_方知宥_04,,[是，没想到怜烟小姐记得如此清楚……],[是，沒想到憐煙小姐記得如此清楚……],"""Yes, I didn't expect Miss Lianyan to remember so clearly...""",「ああ……そんなに詳しく覚えているとは」,"""Я даже не ожидал, что ты так всё хорошо запомнила."""
,,,,,,,,,,默认19,,,,我点头称是，面色平静优雅，心中却波涛暗涌。,我點頭稱是，臉色平靜優雅，心中卻波濤暗湧。,"I nodded in agreement, my face calm and elegant, but turbulent waves surged beneath the surface.",私は頷きながら平静を装うものの、内心では心がざわざわしていた。,"Я одобрительно кивнул. На моём лице сохранялось спокойствие и грация, но внутри меня бушевала буря."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认20,,,,“先生”……,“先生”……,"""Teacher""...",「先生」……,"""<ruby=先生>'Наставник'</ruby>..."""
,,,,,,,,,,默认21,,,,“先生”一称，当今多用以尊称“传道、受业、解惑”的师者。,“先生”一稱，當今多用以尊稱“傳道、受業、解惑”的師者。,"The title ""teacher"" is now primarily used to respectfully address those who ""propagate doctrine, impart knowledge, and resolve doubts"".",「先生」の呼び名は、現代では「教えを伝え、学問を授け、迷いを解く」師の尊称だ。,"Сейчас иероглифы ""先生"" используются как уважительное обращение к наставнику - к тому, кто ""учит и развеивает сомнения""."
,,,,,,,,,,默认22,,,,然而，我亦记得，在古时候，这个称谓也可以是女子对“夫君”的称呼。,然而，我亦記得，在古時候，這個稱謂也可以是女子對“夫君”的稱呼。,"Yet I also recall that in ancient times, this form of address could also refer to a wife's ""husband"".",しかし、私はまだ覚えている。古代においてその呼び名は、女から「夫」に対する呼び方でもあった。,"Но я помню, что давным-давно женщины употребляли это сочетание иероглифов, обращаясь к собственному мужу."
,,,,,,,,,,默认23,,,,雁儿姐说出这称谓……究竟是无心之举，还是有意为之？,雁兒姐說出這稱謂……究竟是無心之舉，還是有意為之？,When <ruby=Swan Goose>Sister Yan</ruby> used that form of address... was it accidental or intentional?,雁姉がその呼び名を使ったのは……無意識なのか、それとも含みがあってのことなのか。,Когда сестричка Лебёдушка обратилась ко мне подобным образом... она сделала это специально?
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,苏怜烟,说话,,,,,,,默认24,,苏怜烟/22_苏怜烟_03,,[知宥。],[知宥。],"""Zhiyou.""",「知宥」,"""Чжию."""
,,方知宥,,,,,,,,默认25,,方知宥/22_方知宥_05,,[嗯？],[嗯？],"""Hm?""",「ん？」,"""А?"""
,,,,,,,,,,默认26,,,,她再度开口，我将思绪拉回，望向她。,她再度開口，我將思緒拉回，望向她。,"Her voice brought me back to the present, and I turned to look at her.",彼女が再び口を開いたため、私は頭を現実に戻して彼女の方を見た。,Её голос вырвал меня из раздумий. Я повернул голову и посмотрел на неё.
,,苏怜烟,,,,,,,,默认27,,苏怜烟/22_苏怜烟_04,,[若有旁人在场，你称我为“怜烟小姐”亦可，我不想让阁中人知道你我是故交……我怕会为你招惹麻烦。],[若有旁人在場，你稱我為“憐煙小姐”亦可，我不想讓閣中人知道你我是故交……我怕會為你招惹麻煩。],"""If others are present, address me as ""Miss Lianyan""—I don't want the pavilion members knowing we're old friends... It might cause you trouble.""",「他に誰かいる時は『憐煙さん』でもいい。店の人たちに旧知の仲だと知られたくないから……迷惑をかけるかもしれないし」,"""В присутствии других называй меня 'госпожой Су Ляньянь'... Я не хочу, чтобы другие знали, что мы давние друзья... У тебя могут быть проблемы из-за этого..."""
,,苏怜烟,开心,,,,,,,默认28,,苏怜烟/22_苏怜烟_05,,[但若是你我二人独处，我希望你仍以原本的旧名称呼我。],[但若是你我二人獨處，我希望你仍以原本的舊名稱呼我。],"""But when we're alone, I'd prefer you use my old name.""",「でも二人きりの時は、元々の呼び方で呼んでほしいな」,"""Но когда мы одни, называй меня старым именем."""
,,方知宥,,,,,,,,默认29,,方知宥/22_方知宥_06,,[那……我叫你雁儿姐？],[那……我叫你雁兒姐？],"""Then... may I call you <ruby=Swan Goose>Sister Yan</ruby>?""",「じゃあ……雁姉？」,"""Тогда... можно ли мне называть тебя сестричкой Лебёдушкой?"""
,,苏怜烟,微笑,,,,,,,默认30,,苏怜烟/22_苏怜烟_06,,[嗯。],[嗯。],"""Mhm.""",「うん」,"""Угу."""
,,,,,,,,,,默认31,,,,她微微一笑点了点头，然后伸手摩挲桌案上的香炉。,她微微一笑點了點頭，然後伸手摩挲桌案上的香爐。,"She gave a faint smile and nodded, then reached to trace her fingers along the Incense Burner on the table.",微笑んで頷くと、彼女は手を伸ばして卓の上の香炉を撫でた。,"Кивнув и улыбнувшись, она протянула руку и провела пальцами по курильнице."
,,苏怜烟,通常,,,,,,,默认32,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认33,,,,只见她将香炉的炉盖揭开，从桌案的一处拿起新的熏香换下，动作优雅而娴熟。,只見她將香爐的爐蓋揭開，從桌案的一處拿起新的薰香換下，動作優雅而嫻熟。,"With graceful and practiced movements, she lifted the lid of the incense burner and replaced the old incense with fresh sticks from the table.",彼女は香炉の蓋を開けると、卓の上から新しい香を出して、優雅かつ慣れた手つきでそれを交換した。,"Изящными и отработанными движениями она подняла крышку курильницы и заменила душистые шарики на свежие, которые она взяла со стола."
,,方知宥,,,,,,,,默认34,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认35,,,,我沉思片刻，看她换完香后，再开了口——,我沉思片刻，看她換完香後，再開了口——,"After a moment of contemplation, I spoke again once she had finished changing the incense—",私は少し考え、彼女の香の交換が終わると、再び口を開いた――,"Когда она закончила менять благовония, я, немного подумав, снова заговорил:"
,,方知宥,,,,,,,,默认36,,方知宥/22_方知宥_07,,[雁儿姐为何突然下楼来见我？按规矩，是否该是我上楼拜会？],[雁兒姐為何突然下樓來見我？按規矩，是否該是我上樓拜會？],"""<ruby=Swan Goose>Sister Yan</ruby>, why did you come downstairs to see me so suddenly? Shouldn't I be the one going upstairs to pay my respects, as per protocol?""",「それで、雁姉はどうして私と会いに降りてきたんだ？決まりでは、私が上へ会いに行くはずでは？」,"""Сестричка Лебёдушка, а почему ты сама спустилась ко мне? Разве по правилам не я должен подниматься к тебе, в знак уважения?"""
,,,,,,,,,,默认37,,,,我轻声问道。,我輕聲問道。,I asked softly.,何気なく尋ねる。,Спросил я.
,,苏怜烟,说话,,,,,,,默认38,,苏怜烟/22_苏怜烟_07,,[规矩是死的，人是活的，我在此阁中也算说得上话，不必事事拘礼。],[規矩是死的，人是活的，我在此閣中也算說得上話，不必事事拘禮。],"""Protocol is rigid, but people are flexible. I hold some authority in this pavilion, so there's no need for excessive formality.""",「決まりは廃れるもの、人は生きるもの。この店じゃある程度わがままが言える立場なの。だから堅苦しいのはなし」,"""Правила неживые, но люди-то живые. <i>(Распространённая китайская поговорка)</i> В этом павильоне я далеко не последний человек, поэтому необходимости в чрезмерной формальности нет."""
,,苏怜烟,开心,,,,,,,默认39,,苏怜烟/22_苏怜烟_08,,[方才我本欲在楼上等候，然而，当我从楼上远远看到你的模样，便认出了你……我一时动了顽心，便忍不住提前下楼见你，试你一试。],[方才我本欲在樓上等候，然而，當我從樓上遠遠看到你的模樣，便認出了你……我一時動了頑心，便忍不住提前下樓見你，試你一試。],"""I originally intended to wait upstairs, but when I spotted your figure from afar, I recognized you... A playful impulse took hold, and I couldn't resist coming down early to test you.""",「ま、さっきまでは上の階で待つつもりだったけど、遠目にあなたの顔を見て、誰かわかったの……だからちょっと意地悪したくなって、試したってわけ」,"""Сначала я хотела подождать тебя наверху, но когда разглядела тебя издалека и узнала... Мне стало так игриво, что я не сдержалась и спустилась пораньше, чтобы устроить тебе проверку."""
,,,,,,,,,,默认40,,,,她微笑说道。,她微笑說道。,She said with a smile.,にこにことそう言う彼女。,"Улыбнувшись, сказала она."
,,方知宥,,,,,,,,默认41,,方知宥/22_方知宥_08,,[原来如此，只是雁儿姐这一试，倒让我有些出丑了……],[原來如此，只是雁兒姐這一試，倒讓我有些出醜了……],"""So that's how it is. <ruby=Swan Goose>Sister Yan</ruby>'s little test has made me look rather foolish...""",「なるほど。だが私ときたら、粗相をしてしまったな……」,"""Вот оно что. Из-за твоей проверки, конечно, я выставил себя дураком..."""
,,,,,,,,,,默认42,,,,我摆出了一副了然的样子，继而略显尴尬地淡笑自嘲。,我擺出了一副瞭然的樣子，繼而略顯尷尬地淡笑自嘲。,"I assumed an understanding expression, then offered a slightly awkward, self-deprecating smile.",私は納得したような表情をした後、気まずそうに自嘲した。,"Напустив на лицо понимающий вид, я неловко улыбнулся, посмеиваясь над собой."
,,,,,,,,,,默认43,,,,此时她未看我，注意力落在了香炉旁的茶壶上。,此時她未看我，注意力落在了香爐旁的茶壺上。,"At that moment, she wasn't looking at me; her attention had settled on the teapot beside the Incense Burner.",だが彼女は私の方を見ておらず、香炉の隣にある茶壺の方に注意が向いていた。,"В этот момент она не смотрела на меня, всё её внимание было приковано к чайнику, стоящему рядом с курильницей."
,,苏怜烟,惊讶,,,,,,,默认44,,苏怜烟/22_苏怜烟_09,,[咦？此处的茶有些乏了，我让鹂儿换些新的来……哦，不如我们干脆直接上楼？],[咦？此處的茶有些乏了，我讓鸝兒換些新的來……哦，不如我們乾脆直接上樓？],"""Eh? The tea here has gone stale. I'll have Li'er bring some fresh... Oh, why don't we just go upstairs directly?""",「あら、お茶が冷めちゃったわね。<ruby=りじ>鵹児</ruby>に新しいものと取り換えさせるわ……あっ、どうせだしもう上がっちゃう？」,"""А? Чай закончился. Попрошу Ли'эр заварить новый... О, может на верх пойдём?"""
,,方知宥,,,,,,,,默认45,,方知宥/22_方知宥_09,,[好，上楼吧。],[好，上樓吧。],"""Alright, let's go upstairs.""",「ああ、そうしよう」,"""Угу, пошли."""
,,,,,,,,,,默认46,,,,我点了点头。,我點了點頭。,I nodded.,私は頷いた。,Кивнул я.
,Bgm,烟花风月,,,,3,3,,,,,,,,,,,
,CharacterOff,,,,,,,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,四艺堂长廊,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认48,,,,我跟在雁儿姐身后，我们一前一后地出了小间。,我跟在雁兒姐身後，我們一前一後地出了小間。,I followed behind <ruby=Swan Goose>Sister Yan</ruby> as we exited the small room in single file.,雁姉の後ろについて、私たちは前後に並んで小間を出た。,"Выйдя из комнатки, я пошёл следом за сестричкой Лебёдушкой."
,,,,,,,,,,默认49,,,,此时，那名叫“鹂儿”的姑娘正在门外等候，她见我们来了，便恭敬地为我们引路。,此時，那名叫“鸝兒”的姑娘正在門外等候，她見我們來了，便恭敬地為我們引路。,"The girl named ""Li'er"" was waiting outside the door. Seeing us approach, she respectfully led the way.",「鵹児」という名の娘が扉の外で待機しており、私たちが出てきたのを見るや、恭しく先導してくれた。,"Ли'эр ждала нас за дверью. Увидев, что мы вышли, она учтиво повела нас за собой."
,,,,,,,,,,默认50,,,,上楼途中，我们经过四艺堂，雁儿姐被堂中的一些客人认出。,上樓途中，我們經過四藝堂，雁兒姐被堂中的一些客人認出。,"On our way upstairs, we passed the Hall of Four Arts, where <ruby=Swan Goose>Sister Yan</ruby> was recognized by some patrons inside.",階を上がる途中、四芸堂の前を通ると、雁姉が堂の中にいる客たちに見られた。,"По пути наверх мы прошли ""Зал четырёх искусств"", где некоторые гости узнали сестричку Лебёдушку."
,,,,,,,,,,默认51,,,,远处的客人或向她点头致意，或向她呼喊以求注意。,遠處的客人或向她點頭致意，或向她呼喊以求注意。,Distant patrons either nodded to her in greeting or called out to get her attention.,向こうにいる客は彼女に会釈をしたり、声をかけて彼女の気を引こうとした。,"Гости вдалеке либо кивали ей, либо окликали, привлекая внимание."
,,,,,,,,,,默认52,,,,她闻声略停莲步，侧首一瞥，微笑致意。,她聞聲略停蓮步，側首一瞥，微笑致意。,"Hearing them, she paused her graceful steps, glanced sideways, and smiled in acknowledgment.",声が聞こえると足を止め、そちらを向いて微笑みながら挨拶を返す。,"Услышав их, она остановилась, обернулась и улыбнулась им, как бы приветствуя."
,,,,,,,,,,默认53,,,,继而，她便转过眼眸，不再看他们，而是与我并肩同行，一同上楼。,繼而，她便轉過眼眸，不再看他們，而是與我並肩同行，一同上樓。,"Then she turned away, no longer looking at them, and ascended the stairs beside me.",その後は視線を戻し、彼らを見ることなく私に並んで一緒に階段を上った。,"Затем она отвела голову и, более не глядя на них, пошла вместе со мной наверх."
,,,,,,,,,,默认54,,,,那些客人注意到了我，不禁议论纷纷，窃窃私语。,那些客人注意到了我，不僅議論紛紛，竊竊私語。,"The patrons noticed me and began whispering among themselves, murmuring incessantly.",客たちは私の存在に気付くと、ひそひそとあれこれ話し出す。,"Обратив внимание на меня, гости сразу же начали перешёптываться между собой."
,,,,,,,,,,默认55,,,,我被他们那灼热而冰冷的目光盯着，略微有些尴尬，这使得我几乎没有去留意沿途的路径。,我被他們那灼熱而冰冷的目光盯著，略微有些尷尬，這使得我幾乎沒有去留意沿途的路徑。,"Under their scorching yet icy stares, I grew slightly uneasy, barely noticing the path ahead.",彼らの熱くも冷たい視線を浴び、少し居心地が悪かった。そのせいで道中に気を配る余裕がほとんどなかった。,"Мне было настолько не по себе под их пристальными, одновременно жгучими и холодными взглядами, что я едва замечал дорогу впереди."
,,,,,,,,,,默认56,,,,走着走着，我们便到了一处临近中庭的楼梯，登上了一处不甚起眼的小楼梯。,走著走著，我們便到了一處臨近中庭的樓梯，登上了一處不甚起眼的小樓梯。,"As we walked, we arrived at a staircase near the central courtyard and ascended a rather inconspicuous set of steps.",歩くうちに私たちは中庭に近い階段に着いた。そして目立たない小さな階段を上っていく。,"Подойдя к лестнице возле центрального двора, мы поднялись по довольно незаметным ступенькам."
,,,,,,,,,,默认57,,,,再经过几折回廊，不觉间便被鹂儿带到了一扇门前。,再經過幾折迴廊，不覺間便被鸝兒帶到了一扇門前。,"After passing through several winding corridors, Li'er unknowingly led us to a door.",それから回廊を何度か曲がると、いつの間にか鵹児にある扉の前まで導かれていた。,"Пройдя по извилистым коридорам, Ли'эр, прежде чем я успел опомниться, привела нас к двери."
,,,,,,,,,,默认58,,,,此门的门前悬着“甲等-怜烟间”的木牌，想必便是雁儿姐的闺房。,此門的門前懸著“甲等-憐煙間”的木牌，想必便是雁兒姐的閨房。,"A wooden plaque hanging at the door read ""First-Class - Lianyan Room"", which must have been <ruby=Swan Goose>Sister Yan</ruby>'s boudoir.",扉には「甲等-憐煙間」と書かれた木の牌がかけられている。きっと雁姉の閨房だろう。,"Над дверью висела табличка: ""Первый ранг - комната Су Ляньянь"". Это, наверное, была её спальня."
,,忆鹂儿,,,,,,,,默认59,,鹂儿/22_鹂儿_01,,[公子，小姐，请进。],[公子，小姐，請進。],"""Young Master, Young Lady, please come in.""",「どうぞ、お入りください」,"""Юный вельможа, госпожа, пожалуйста, входите."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认60,,,,鹂儿为我们轻启木门，她在前引路，雁儿姐与我随后便一同迈步走入房中。,鸝兒為我們輕啟木門，她在前引路，雁兒姐與我隨後便一同邁步走入房中。,"Li'er gently opened the wooden door for us, leading the way, while <ruby=Swan Goose>Sister Yan</ruby> and I followed closely behind, stepping into the room together.",鵹児が扉を軽く開け、先導する。雁姉と私はその後ろに続いて一緒に部屋に入った。,"Ли'эр, осторожно открыв дверь, впустила нас внутрь. Вместе с сестричкой Лебёдушкой мы прошли за ней."
,,方知宥,,,,,,,,默认61,,,,[……],[……],"""...""",「……」,"""..."""
,CharacterOff,,,,,,1,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,花魁房间,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,FadeCircle,,Linear,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认62,,,,一进房间后，我便忍不住打量四周的环境。,一進房間後，我便忍不住打量四周的環境。,"Upon entering the room, I couldn't help but survey my surroundings.",中に入ると、思わず周囲を見渡した。,"Зайдя в комнату, я огляделся."
,,,,,,,,,,默认63,,,,这房间比我先前去过的花魁房间都要大上一圈，几乎与方院的外院面积相当。,這房間比我先前去過的花魁房間都要大上一圈，幾乎與方院的外院面積相當。,"This room is a full size larger than any courtesan's chamber I've visited before, nearly matching the area of Fang's Courtyard's outer section.",私がこれまでに入った花魁の部屋よりも一回り広い。方院の外院に相当するくらいの面積はあるだろう。,"Комната была куда больше любых покоев куртизанок, которые мне доводилось видеть прежде. По размеру она почти не уступала центральной части Двора семьи Фан."
,,,,,,,,,,默认64,,,,房间开阔明亮，入门后左右都可以走上数十步。,房間開闊明亮，入門後左右都可以走上數十步。,"The room is spacious and bright, allowing dozens of steps to be taken in either direction upon entry.",部屋は明るく開けており、入口から左右ともに数十歩はゆうにある。,"Она была просторной и светлой, потребовалось бы больше десятка шагов, чтобы пройти от стены до стены."
,,,,,,,,,,默认65,,,,房间中央置有一张窄长的古琴，琴旁插数枝鲜花，一柄琵琶斜倚琴边。,房間中央置有一張窄長的古琴，琴旁插數枝鮮花，一柄琵琶斜倚琴邊。,"At the room's center lies a narrow antique <ruby=古琴>zither</ruby>, flanked by fresh-cut flowers and a <ruby=琵琶>pipa</ruby> leaning against its side.",中央には細長い古琴がある。その傍らには花が活けてあり、琵琶が琴に寄りかかるように置いてある。,"В центре комнаты стоял узкий гуцинь, по обе стороны от него - свежие цветы, и ещё к нему была прислонена пипа."
,,,,,,,,,,默认66,,,,房间左侧以一张八尺长的书案为中心，案上摆放着笔墨纸砚，案后是一把檀木雕花的小椅，椅后则是一面屏风。,房間左側以一張八尺長的書案為中心，案上擺放著筆墨紙硯，案後是一把檀木雕花的小椅，椅後則是一面屏風。,"The left side features an eight-foot-long writing desk with brush, ink, paper, and inkstone. Behind it stands a small sandalwood-carved chair backed by a folding screen.",部屋の左側には八尺ほどの書卓が中央に配置され、筆や硯、紙に墨が並んでいる。その奥には彫刻が施された小さな檀木の椅子があり、さらに奥には屏風が立てかけられている。,"В левой стороне комнаты стоял письменный стол длиной в восемь чи <i>(Один чи во времена Мин - примерно 31,1 см)</i>. На нём лежали кисточка, тушь для каллиграфии, бумага и чернильный камень. За столом был придвинут стульчик из сандалового дерева, позади которого стояла ширма."
,,,,,,,,,,默认67,,,,书案旁是一面高而宽的书墙，由层层木架叠成，每一层都摆放着许多的书卷，令人目不暇接。,書案旁是一面高而寬的書牆，由層層木架疊成，每一層都擺放著許多的書卷，令人目不暇給。,"Beside the desk rises a towering book wall—layered shelves overflowing with scrolls, creating a dazzling spectacle.",書卓の横には幾重の木枠で組み立てられた縦にも横にも広い本棚がある。各段にはびっしりと本が並び、目を見張るものとなっている。,Рядом со столом стояла высокая стена из книг - полки ломились от обилия свитков. Поистине завораживающее зрелище.
,,,,,,,,,,默认68,,,,房间右侧也有一面十二尺的屏风，屏风两侧摆放着画架，画架上有着一些古玩珍奇。,房間右側也有一面十二尺的屏風，屏風兩側擺放著畫架，畫架上有著一些古玩珍奇。,"On the right side of the room stands a twelve-foot folding screen, flanked by easels displaying antique curios.",部屋の右側には十二尺の屏風がある。屏風の両側には画架が置かれ、骨董品や珍品が並んでいる。,"По правой же стороне стояла ширма в двенадцать чи, по бокам от которой стояли мольберты со старинными картины."
